feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
FLOT1,6.1379531974066615e-09,-2.221693972033107,4.7323619152005365e-06,-0.5056903756394541,-0.09887261987069419
DUSP1,3.032291662665331e-06,-1.7794439914745883,0.0011689484359574851,-0.3027574436736883,-0.019841399230239153
TNPO2,6.706178436076903e-05,-1.5173971639761228,0.01723487858071764,-0.24045262660173528,-0.07748857661641766
EPS8L2,0.0001400251735021598,-1.4490497261675714,0.0269898521925413,-0.3194306247510728,-0.15524002922777325
PPARG,0.0001902378616813698,-1.4197592483263823,0.029334678271267223,-0.23131969630985943,0.015630444104755847
CD27,0.0003284769941956461,-1.3662131055098243,0.03892958381956763,-0.0792225895642549,0.11879541005724356
PLAT,0.00035344628629957643,-1.3588923400163435,0.03892958381956763,-0.04588050180210347,0.118748754753619
TP53,0.0004315387055040248,1.3387707768738342,0.04158954274295039,1.103160567584402,0.3852606081920853
ID1,0.000642107368006343,-1.2979204601238636,0.05500719785921005,-0.2306339548624727,-0.015884467329048173
SIM2,0.0008555279724728025,-1.2677251996084264,0.06596120667765307,-0.14762130768244458,0.040047017589036234
MICAL2,0.0010438593792440566,1.246425221960236,0.06746714957610855,0.1231212950297399,0.015224531597946166
POLQ,0.001108182611649985,-1.2399629992666517,0.06746714957610855,-0.6047700881511854,-0.35696024117642317
NR5A1,0.001137578397521934,1.2371246759208634,0.06746714957610855,0.056081510753516486,-0.07782645723836344
SIMC1,0.0016268865029340838,-1.1977697928625106,0.07820638457868297,-0.3283379563936713,-0.12115963706635799
SPOCK3,0.0017210767665270068,-1.1914790651869327,0.07820638457868297,-0.03276125232780225,0.0829112404243504
NXT1,0.0018191712216022733,-1.1852560396450273,0.07820638457868297,-1.1277581834858283,-0.5153216596880235
MEGF6,0.0019220318936234097,-1.1790539182611326,0.07820638457868297,-0.096487002978392,0.06097275953294854
KLF5,0.001928332719563116,-1.1786840016020748,0.07820638457868297,-0.7581600825018222,-0.25954199385124765
MYL6,0.0020193002778340105,-1.1734636497103625,0.07820638457868297,-0.35425388766602567,-0.13217374266822843
FAM83H,0.0020286999890708943,-1.1729366150493141,0.07820638457868297,-0.261559809137609,-0.07855564524932296
ESRP2,0.0023717336632666243,-1.1550903025442683,0.08391497268263504,-0.27852246206848824,-0.10856858464316953
CCSAP,0.002394460958518769,-1.1539933874740373,0.08391497268263504,-0.1910703492292476,0.0021712108808054176
DGKD,0.0030921573881190433,-1.1242502836517023,0.09933555609332427,-0.27648409552840253,-0.0872295470332295
