feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
MYH3,0.0003310463518102025,-1.033024617745925,0.1271224556069575,-0.17196287236350033,-0.03352545683556117
LENEP,0.00040822557564015226,-1.0154046662131915,0.1271224556069575,-0.10787718639488504,0.026767102534337877
MBTD1,0.000493999179819783,-0.9992345891700444,0.1271224556069575,-0.5076599010421177,-0.35394070877194933
LUC7L,0.0010597993238455697,-0.9330990735473648,0.20454126950219495,-0.12832512864229897,-0.03303178116590414
MMADHC,0.0016299852999145333,-0.8946729466308828,0.25166973030680395,-0.2028325987051916,-0.08725584239774055
JUNB,0.002187315102017192,-0.867888508756551,0.2536660160674706,-0.4113534508310918,-0.22267095700984293
ANGPTL5,0.0024435734180476643,-0.8576780267139323,0.2536660160674706,-0.09656194571876468,-0.015987982584224614
SLC3A2,0.0026286633789375192,-0.8509109405646154,0.2536660160674706,-0.6357385759212408,-0.4002142866734371
LRRC20,0.0030696174448815302,-0.8364349354487539,0.2633049630498379,-0.09888573242757445,-0.024953795871158497
STXBP1,0.012040681265373863,-0.7016794636525642,0.42914046862899075,-0.2063820741081892,-0.11500664808629005
RAB42,0.011793778411819104,-0.7038352781004248,0.42914046862899075,-0.1888458433489339,-0.08120213661755656
TPTE2,0.011774920546381221,-0.7040016172106233,0.42914046862899075,-0.28466436633455927,-0.1866835492232056
PRR30,0.009686058218751311,-0.7241246623387079,0.42914046862899075,-0.17039009525898116,-0.060882994120228386
STX7,0.007807700148625429,-0.7459523854501918,0.42914046862899075,-0.017877055472266652,0.061407582162361724
SLC7A4,0.00918335916691092,-0.7295575123277263,0.42914046862899075,-0.13627694981174598,-0.05357802444273437
SLC39A6,0.008025247502975202,-0.7431913283179455,0.42914046862899075,-0.2043751281289903,-0.042371072340736414
ITGA3,0.012303574406639959,-0.6994277781850712,0.42914046862899075,-0.3453755129248204,-0.15682765601166296
GAREM1,0.006499801780709468,-0.7642177736003408,0.42914046862899075,-0.20670982290461762,-0.09847410864995572
CMTM5,0.009411402983025901,-0.7270600783950576,0.42914046862899075,-0.19035273961541796,-0.11072344853708675
GRHL2,0.0065626925120356675,-0.763264969393632,0.42914046862899075,-0.36324975496110323,-0.16947572728360974
HDDC2,0.008802099195520474,0.7338626329254809,0.42914046862899075,0.03399719117157922,-0.01664660541122598
PIP4K2A,0.010558979169604235,0.7152755018638773,0.42914046862899075,0.17049985677240836,0.06817825512531527
CTNNB1,0.012785273029102056,0.6954131425907635,0.42914046862899075,-0.25367171424426604,-0.545624567834736
ID1,0.014528433427103823,0.6819483153963504,0.4423096632582174,0.019772748112876486,-0.08838259525647953
KCNN3,0.014896439436157581,-0.6792940077267134,0.4423096632582174,-0.033895904657580446,0.04149178196247853
HCST,0.014369567792278505,-0.6831129978575426,0.4423096632582174,-0.05617235399049428,0.016342354149621912
KIDINS220,0.021347442563095422,-0.6403764309673186,0.4708635902488476,-0.09577799867820729,0.026283088521930703
NTHL1,0.021011049374683684,-0.6421249474690174,0.4708635902488476,-0.13857067444428234,-0.05157598747367869
DYDC2,0.019661379993868532,-0.649402009625105,0.4708635902488476,-0.12285746049508797,-0.05367306740342929
SENP2,0.01905978777491334,-0.6527908283506098,0.4708635902488476,-0.25918076646346405,-0.16489776604900006
PRKCZ,0.018789788182778683,-0.6543430451871378,0.4708635902488476,-0.19769410127883708,-0.09345446815049471
TFRC,0.01861604030126172,-0.6553525326354322,0.4708635902488476,-0.9880378719598332,-0.65093513835894
EIF4E1B,0.017942739205748872,-0.6593461071574666,0.4708635902488476,-0.08042590707979078,-0.015629799616922332
TMEM123,0.020951879148060633,-0.6424350892687165,0.4708635902488476,-0.011091988538620515,0.0663160297294277
SLC25A28,0.020482049938089525,0.6449258934159567,0.4708635902488476,0.0793709160862752,-0.16061854413563925
ISLR,0.022152755553175717,0.6362884952599619,0.47505353575143483,0.28043791566121745,0.2221394489635698
TSPAN13,0.04198528224168481,0.5628974961373001,0.53385520201501,0.10535862916396084,0.04590697688638958
NMNAT1,0.04327730543598084,-0.5592723098760163,0.53385520201501,-0.36536741727504995,-0.2166529289501103
PMM2,0.042654134070965695,-0.5610089212454428,0.53385520201501,-0.5398818830746984,-0.30936700328923405
SDF4,0.04252106400170185,-0.5613826008564096,0.53385520201501,-0.00484928068293146,0.061856667302570806
GPR15LG,0.042465764244294685,-0.5615381889196974,0.53385520201501,0.03560178932004597,0.10449996544718662
SNAP23,0.040852805332819174,-0.566155573452391,0.53385520201501,-1.0431028328758924,-0.7167559463743077
GALNT16,0.04018262709517794,-0.5681208081079455,0.53385520201501,-0.19123611697744877,-0.12905037976875008
XPR1,0.03790031464009414,-0.575034774186923,0.53385520201501,-0.38216536228971065,-0.2286198737702209
ADIPOQ,0.03697413014281739,-0.577944550536545,0.53385520201501,0.05820602803878386,0.12104266378296358
LSS,0.036117794630906135,-0.5806921038634872,0.53385520201501,-0.17159420450507587,-0.08872569393940442
ARF1,0.0339592416836789,-0.5878794851115479,0.53385520201501,-0.4725224384076028,-0.3066600294844329
MDM2,0.03368245301223318,-0.5888298876686711,0.53385520201501,-0.5868255698592231,-0.3477096778292245
PCBD1,0.03323337848313703,-0.5903865435070146,0.53385520201501,-0.07708600437750512,0.02436346077564245
DIRAS3,0.03142290455366696,-0.5968558862681876,0.53385520201501,-0.11898792296088748,-0.04039366866006013
ATOSA,0.028344861334248007,-0.6086492132217496,0.53385520201501,-0.15583021852060994,-0.08261471162789714
LCE1B,0.027217001080267124,-0.6132553177689872,0.53385520201501,-0.3144189832204791,-0.1550178624288679
ASF1A,0.034754204783610125,0.5851871231684705,0.53385520201501,-0.051476527098542384,-0.20016440271852096
MYL11,0.04339694421196016,-0.5589413920939305,0.53385520201501,-0.09431016883472562,-0.024241485536073266
ELMO2,0.035731450709058483,0.5819503788479023,0.53385520201501,-0.19313421396968827,-0.436783045067889
LETM2,0.03627601304415607,0.5801802013071903,0.53385520201501,0.10700802507574181,0.021834502845988365
PPA2,0.03648950681315399,0.5794925456284775,0.53385520201501,-0.2262309172181597,-0.46493757777511463
RNF149,0.03753982443710614,0.5761598611456751,0.53385520201501,-0.05743256075448716,-0.14217734525231449
SELENOI,0.03783401687743024,0.5752409860277535,0.53385520201501,0.027852985596618772,-0.094060180438023
BNC2,0.04234608705105594,0.5618755083305256,0.53385520201501,0.049310425773562476,-0.02761386546171043
STX4,0.04355932836209885,-0.5584935043884623,0.53385520201501,-0.7687307971252606,-0.549251645031817
TLN1,0.0433631840655403,-0.5590346916222988,0.53385520201501,-0.5365145411888701,-0.34781607630773087
HMGB1,0.044665293425057706,-0.5554809352534531,0.53385520201501,-0.6579905256673035,-0.4396787352451348
SLC12A7,0.04456012379360744,-0.5557646135064335,0.53385520201501,-0.16456788538638367,-0.08221715343694105
PEX5,0.044948948356186076,-0.5547186934045426,0.53385520201501,-0.21548928445465027,-0.12760397465739234
PLA2G4F,0.04715675700662773,-0.5489239563814493,0.551591157713888,-0.18741043794031775,-0.1314436969197958
FOSL2,0.04964208375604243,-0.5426745083644638,0.5719953531293247,-0.2143034287559717,-0.07645628453079062
CBFB,0.05953078689533066,0.5202031151967195,0.5766974313003853,-0.06029109820870206,-0.24517255492527418
