feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
TUBB4B,4.524117174196956e-08,-2.4687770835017213,3.4880943413058535e-05,-1.2824923468998004,-0.41395184303892146
TGFBR1,5.936413078967346e-06,-2.0398723114036708,0.002288487241941912,-0.61895784736873,-0.13483443285221489
GGNBP2,2.538430582221653e-05,-1.895753311062327,0.006523766596309648,-0.8223296290814271,-0.3063865305798809
LDHA,3.709051344814654e-05,-1.8565269857548081,0.007149196467130246,-0.6667038743178677,-0.3226909339169662
MARK3,5.3101959779591285e-05,-1.8187270109896934,0.008188322198012975,-0.29257975254409174,-0.01575128752751778
TGFBR3,9.239280166418887e-05,-1.7589994217784715,0.011784367923736855,-0.20132591250207188,0.006467344324127194
MAPK7,0.00010699166727128143,-1.7428800069410881,0.011784367923736855,-0.22948772064227305,-0.005086790315096128
DOCK5,0.00016814423613693038,-1.6923695115648745,0.014575384280452587,-0.47517681985410337,-0.09059170325338753
CFLAR,0.000170140672534466,-1.6910331676555326,0.014575384280452587,-1.7634345564145861,-0.7490670254399988
VCPIP1,0.00023645896710076377,-1.6533918104894967,0.018230986363468885,-0.8292031220607317,-0.46284003213567504
TGFBR2,0.00040543522069892804,-1.5900753352987742,0.02841732319626123,-0.20259526071467726,0.08622482761668662
EGFR,0.0005212273761815372,-1.559821523613109,0.030912792848920397,-0.9609725050141336,-0.3791408029583625
MAP2K5,0.0004965424329861995,-1.565703303184349,0.030912792848920397,-0.2882010208325456,-0.08472199128361327
SLC7A5,0.0007009394051633043,-1.5234881983027264,0.03860173438435054,-0.8188116829646053,-0.27354898511696213
RAB10,0.0007717018235538062,-1.5115319226372468,0.03966547373066564,-0.986077048295573,-0.40037335015222314
MFAP3,0.0013818255905164994,-1.437313407218211,0.06658672064301381,-0.0802654306355551,0.08535376996873033
PIP4K2A,0.001479071085459573,-1.4284368698316898,0.06708022393466652,-0.0768220987726659,0.10187904261477139
ZNF526,0.0018395720421597375,-1.3996485866896544,0.07879500247250876,-0.2155265690352913,-0.05417968649069017
ZNF280A,0.002030305936762182,-1.3864631293450809,0.07937513952920568,-0.16906670327420106,-0.007489646994659628
CTNNB1,0.0020590178866201213,-1.38457771335856,0.07937513952920568,-0.8606535701748645,-0.32489593200256023
ICAM3,0.0030084489258380945,-1.33282607399664,0.11045305342005575,-0.13729298871231918,0.016028329816783156
MPI,0.0038089199544820524,-1.2997672672055993,0.13348533113207556,-0.3029388574779881,-0.046470351443861815
AGPAT2,0.004447267897745704,-1.2776718170767334,0.14286848121508072,-0.2696716403514957,-0.0803005342060114
DPPA5,0.004339191910610547,1.2812010748378388,0.14286848121508072,0.15388509214987764,-0.08601251271652745
ABI1,0.00475206787380629,-1.26812198351208,0.14655377322818597,-0.37132570636843176,-0.16610100114839718
CABIN1,0.005044947123408771,-1.2594550291449391,0.14655917578360403,-0.4287838321421923,-0.19292270472332929
TNS3,0.005132422498258507,-1.2569547879546024,0.14655917578360403,-0.44162203409701684,-0.185128158114696
IRF6,0.005569002285895432,-1.2450250263234262,0.15334645580090636,-0.21834937903122217,-0.033592181524159576
RAB6A,0.006259497785680281,-1.2277801018960595,0.16641630319860334,-0.9867276775117222,-0.5000727148687487
VAC14,0.0068498395366955985,-1.214347040589046,0.17036213815459053,-0.37505723737350616,-0.13232545336385765
PSMD10,0.006708806760422163,1.217458578496271,0.17036213815459053,0.1489430112745071,-0.08923618907510046
MYH9,0.008984622048589647,-1.173162288447223,0.21647323748320682,-1.0858946064430097,-0.5662512805131308
MTR,0.01092930465324411,-1.1426773137786128,0.2524853884060148,-0.3855284764449881,-0.17306952480471813
CFAP410,0.011134245403118683,-1.1397529481617261,0.2524853884060148,-0.2801827394398778,-0.0494956613970219
RNF121,0.011565351654956979,-1.1337544233687158,0.2547681750277666,-0.2153816466556225,-0.07626257889389454
PIAS1,0.012934545771525736,-1.1159377111504865,0.262435126048588,-0.4183119458185594,-0.18354433076392765
MVK,0.012800533480812119,-1.1176056763088942,0.262435126048588,-1.0890611669488712,-0.6409399122946235
FADD,0.012579418405698893,-1.1203918905851846,0.262435126048588,-0.6698483618116748,-0.3710073501869743
TCF7L2,0.013937873374522482,-1.1039144444548552,0.2635250857863633,-0.20700244916365235,0.07856983758616062
ITGB1,0.014326123303124223,-1.0994665598176225,0.2635250857863633,-0.6488400082232292,-0.25597084692915995
UBE2Z,0.015579645174908084,-1.0857982397750352,0.2635250857863633,-0.5361000809181983,-0.3187782095820215
SEC24C,0.015716785662991246,-1.0843623066760457,0.2635250857863633,-0.2930757774046911,-0.15564593189485643
EAF1,0.014848981871284306,-1.0936418747731353,0.2635250857863633,-0.8372257011104425,-0.4449233046191372
DYNLT3,0.013784364167158331,1.105703346880977,0.2635250857863633,-0.0164769905501582,-0.1518810173394241
PDXK,0.01572263806248082,1.084301274883561,0.2635250857863633,0.0046082609392788364,-0.14878694888233213
TXNRD1,0.014357901116289028,1.099107238242715,0.2635250857863633,-0.08400276316557065,-0.5636968426754014
EIPR1,0.01862568662807834,-1.0562378553495264,0.3012120847283535,-0.3691571104356305,-0.13082866576958116
H4C16,0.018752503329391657,-1.0551018308832458,0.3012120847283535,-0.25438306550597883,-0.11187744313521583
BLTP1,0.019579525009876527,-1.0478541333085503,0.3080778322982613,-0.2145112512058199,-0.07865181176204432
KCNE2,0.020215242034270935,-1.0424628227837092,0.3117190321684578,0.0012275999209058167,0.13593331174448908
MBTPS2,0.0222886003064683,-1.0258522317970042,0.3182316821534641,-1.003717372830387,-0.6569173024637688
ADIPOR1,0.02176934206487779,-1.0298815318770609,0.3182316821534641,-0.1298079628093493,0.01209931656905516
B3GNT2,0.021401487649161735,-1.032786973507568,0.3182316821534641,-0.30671774078906405,-0.11515398440587186
CUL4B,0.022204133876108884,-1.0265020615596998,0.3182316821534641,-0.21442569251478213,-0.03921158019414033
CDAN1,0.023220921298522365,1.0188184461516696,0.3255150967483772,-0.2608828326660426,-0.8667760676691667
DNAI7,0.023894415957180122,-1.0138885611970536,0.32897490541046204,-0.21474363692764237,-0.03476510613168925
ACTB,0.025820461747956276,1.0004275807410092,0.3381316231766799,-0.23210606311657705,-0.6731369919983002
ITGA3,0.025215685693727185,-1.00455774956118,0.3381316231766799,-0.36714720033624165,-0.14187078271428522
PPCS,0.025875182577722585,-1.0000580252861968,0.3381316231766799,-0.5388828723313417,-0.32129583517514637
UXS1,0.026873755815042623,-0.9934302587072242,0.3453277622232977,-0.7715790973177219,-0.4095740179121753
ARHGAP29,0.028115631631181047,-0.9854784554622542,0.3507503458744052,-0.5196142128420476,-0.29637091724352427
MECOM,0.028535377979951333,-0.9828593144346526,0.3507503458744052,-0.1706105511597109,0.014417084257991247
KLF6,0.028698593675929366,-0.9818498452957023,0.3507503458744052,-0.2494269173654729,-0.06245157762737809
CRTC2,0.030137737606325786,-0.973156848183746,0.3507503458744052,-0.3001009479837452,-0.13780395646996904
RNF115,0.030442627004969063,-0.9713612134672585,0.3507503458744052,-0.29619397044849094,-0.1386967111343317
RIC1,0.030535457548810072,-0.9708175638412588,0.3507503458744052,-1.050222387307734,-0.5861918801785033
CTSW,0.03072513189196475,-0.9697111663180755,0.3507503458744052,-0.23627593836462107,-0.11043803546532928
AKT2,0.03093517966207465,0.9684927596888269,0.3507503458744052,0.26880617963138237,0.08545813438919127
RAD51B,0.033704694183796624,0.9530582993385764,0.37123313165295996,-0.13990992751009806,-0.34206911363584647
BARHL2,0.033225704407665674,-0.9556479312108904,0.37123313165295996,-0.2961656061538169,-0.1628531003734283
REX1BD,0.03600096440747453,0.9410645490911486,0.3802293638104502,-0.012625751927570355,-0.1630866861216773
CRKL,0.03597733458515218,-0.9411845982823345,0.3802293638104502,-1.4171748206291932,-0.8519522854090845
FARS2,0.03511058739217327,-0.9456352697892014,0.3802293638104502,-0.7325188335081453,-0.4380818184140305
SEMA4B,0.0397469088644928,-0.9228322516583096,0.3879097055003032,-0.1826480106267768,-0.0700273642556848
MARK2,0.03963673215528718,-0.9233471964657213,0.3879097055003032,-0.6420900861104804,-0.3780922800585422
TLE3,0.03789350233526301,-0.931661169482849,0.3879097055003032,-0.24713351176462212,-0.05962371687781761
KRAS,0.03748975481045321,-0.9336331003005091,0.3879097055003032,-1.3402314308042707,-0.7595240737259334
TNNI3,0.03845832401831376,0.9289323553686106,0.3879097055003032,0.010657425267176501,-0.07596509099642562
BCAP31,0.039155406210130694,0.9256111897448884,0.3879097055003032,-0.0540590343257923,-0.22683736301048513
PEDS1,0.04042283008501727,-0.9196994049117518,0.3895750249443539,-0.18994445303321897,-0.028594949800195425
WASF2,0.04211748224649295,-0.9120359876967975,0.40089603471661805,-0.4329654722046228,-0.27242601455463045
PIF1,0.043071394091586605,-0.9078365543306823,0.4049761566416253,-0.2613069320024387,-0.1342277048390681
XYLT2,0.044126730492480455,0.903281352573358,0.40990011096027024,-0.027834452502969342,-0.23491842939973984
NLGN3,0.04468692087306147,-0.9009006779952375,0.4101620951563142,-0.17649453316328784,-0.07820199297924092
PPA2,0.045234539020222904,0.898597675862598,0.41030387746578656,-0.09709240782632919,-0.4225610695351562
TOE1,0.047546968670922805,-0.88912484718345,0.41657628233274413,-0.9709089794025514,-0.5809208096762276
C9orf72,0.04738500422123975,-0.8897755393931628,0.41657628233274413,-0.06628547817760841,0.04064110206325021
ATL3,0.047315916165947845,-0.8900536705951831,0.41657628233274413,-0.22282763926982746,-0.12419930768986177
MTRFR,0.04968386141706778,0.8807099153510756,0.4209478807973545,-0.016286699255337614,-0.17747947209326473
BCAR3,0.049431053763260846,-0.8816894016107051,0.4209478807973545,-0.31407877578797827,-0.14544420362132293
WDR73,0.0486377831335856,-0.884790445538112,0.4209478807973545,-0.9491482543573297,-0.5320559960013302
SCN11A,0.05081657569858833,-0.876372006788776,0.4258649985175174,-0.09058214752325949,-0.026993068437804045
SLC7A4,0.053418002734098434,-0.8667082728434161,0.44285247427946123,-0.13457052282838677,-0.03157553359569375
GPR84,0.0593148823677041,0.8461798961279248,0.4699155032044096,-0.012720132441364305,-0.11838174241845546
SOX9,0.05802939472283614,-0.8505050758869817,0.4699155032044096,-0.5937226131521475,-0.3564135379754255
RNF149,0.059600601734264055,-0.8452291568809713,0.4699155032044096,-0.22807901297630276,-0.11343863916212302
MAGEB17,0.059729856438433385,-0.8448003016566701,0.4699155032044096,0.08092498689831167,0.1598446672967419
MMACHC,0.05958166266368327,-0.8452920598570691,0.4699155032044096,-0.19247184649813948,-0.053343647343796576
FAM221B,0.060591590072692464,-0.8419606811681684,0.47187995905096863,-0.09404992684210951,-0.010247834002694734
KLHL21,0.06218879451169887,0.8367849533520663,0.47947560568519826,0.12284956860896841,0.007822139068275438
IL27,0.0644610111059564,-0.8296084024418511,0.4920736590365582,-0.11502775913911016,-0.0169781635151618
FCHO2,0.06565430155962401,-0.8259229350183773,0.4962692794359815,-0.40549947109211804,-0.19357859783219708
PMM2,0.06961106828890544,-0.8140852326669127,0.4969456819513527,-0.5621718466969561,-0.27003668280989934
GRM2,0.06911415304279288,-0.8155409791805505,0.4969456819513527,-0.21890850301067824,-0.11820165513046894
NFAT5,0.06792319584965306,-0.8190653422428181,0.4969456819513527,-0.26792261870147915,-0.1582484279940142
LCE1B,0.06668815154596597,-0.8227743417795873,0.4969456819513527,-0.35808267343290745,-0.14498051721012972
MPND,0.06909473844670493,0.8155980300551485,0.4969456819513527,0.07164463352038974,-0.038661677214018565
AIFM3,0.06958789689523316,-0.8141529245683324,0.4969456819513527,-0.2136156396229853,-0.09797312035565707
PSEN1,0.07344832988811492,-0.803122253223153,0.5155800095067865,-0.18713533411778477,-0.08446704140878887
