feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
TGFBR1,2.1970758359757808e-05,-2.157139655559257,0.014626237276569707,-0.61895784736873,-0.08333937280726242
TUBB4B,3.78918064159837e-05,-2.084297729594562,0.014626237276569707,-1.2824923468998004,-0.47127773798119205
TGFBR2,0.0003319614860458787,-1.7823340097769838,0.08542475574247278,-0.20259526071467726,0.10777289714129996
TGFBR3,0.0004991448102266666,-1.7228972496117547,0.09633494837374663,-0.20132591250207188,-0.025541493395588897
GGNBP2,0.0007545491855657003,-1.661591821287409,0.11650239425134412,-0.8223296290814271,-0.41285798616608654
PEDS1,0.0013113478309138686,-1.5776707138576185,0.1449512616295188,-0.18994445303321897,0.037595302177316665
MAP2K5,0.0013143249111484863,-1.5773214583023176,0.1449512616295188,-0.2882010208325456,-0.08945085473881517
MFAP3,0.0019717433380326646,-1.5141478071603884,0.19027323212015212,-0.0802654306355551,0.09233623558088355
ACTB,0.0029366819142219737,1.4506271307950114,0.25190204864215154,-0.23210606311657705,-0.8258550324093098
ZNF526,0.0043873052339485725,-1.3849584200311897,0.260538433892946,-0.2155265690352913,-0.05206443369091484
BLTP1,0.00438662620365428,-1.3849840873001404,0.260538433892946,-0.2145112512058199,-0.04692021869302105
PIP4K2A,0.004007749846544903,-1.3999161912107194,0.260538433892946,-0.0768220987726659,0.12042835338129454
ZNF280A,0.003956977236093756,-1.4020162624924548,0.260538433892946,-0.16906670327420106,0.011090563112606781
CRTC2,0.005335486333128881,-1.3522844537754275,0.27459969661169975,-0.3001009479837452,-0.12285826440600346
MVK,0.00500758969371574,-1.3629263065569484,0.27459969661169975,-1.0890611669488712,-0.5994971490303262
VCPIP1,0.006954785830097696,-1.3072624840333804,0.33556841630221385,-0.8292031220607317,-0.445747716406355
DPPA5,0.010506943979945652,1.2352576312238968,0.47713886779517906,0.15388509214987764,-0.07411442855571497
MARK3,0.012437224403981425,-1.2050845239469608,0.5334187355485367,-0.29257975254409174,-0.08036774771363277
MAPK7,0.013133843338739236,-1.1952357815605688,0.5336487925003521,-0.22948772064227305,-0.01558207058084367
RAB10,0.01736057333911797,-1.1440095809080444,0.6701181308899538,-0.986077048295573,-0.5301566173084528
CFLAR,0.01896900308416014,-1.1274447368512526,0.6794530462430283,-1.7634345564145861,-1.0471012225983853
