feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
SREBF1,7.426088770112495e-13,-2.9711127446170074,5.725514441756734e-10,-1.3139435804305897,-0.29228748207699723
PPCDC,2.085643219807391e-08,-2.311433751768528,8.040154612357493e-06,-0.8037775054758173,-0.10425970469903743
DNAI7,3.4028733105903336e-08,-2.2757156034638037,8.745384408217157e-06,-0.43273388242532257,-0.03340503300208958
LMNTD1,8.321981301331406e-08,-2.2091451761175653,1.6040618958316284e-05,-0.2702606943422181,-0.03700013140139558
DLGAP1,5.406092366589208e-07,-2.0637215696384006,8.336194429280559e-05,-0.07306257027293013,0.11955197101371229
ZEB1,2.025870827468296e-05,-1.7523699616425292,0.0026032440132967606,-0.5215500658862472,-0.12930784064753018
SLC33A1,2.649663230781773e-05,-1.7273502059714083,0.0029184147870467813,-0.8275092990316053,-0.36537639698279994
PDS5B,5.945021678891473e-05,-1.6500273804441528,0.005729514643031657,-0.4141183143042156,-0.07277139781060174
FBXL12,0.00014550749735506012,-1.5605045504104462,0.012465142273416817,-0.28577170528097373,-0.06588390018355894
PDCD2L,0.00028451935549730716,-1.4903976760619078,0.02193644230884238,-0.2556260232470868,-0.03138339382752101
CYB5B,0.0006537953130351552,-1.3992433143193101,0.04562659126152364,-0.8935369562685699,-0.40117192862071144
GAB1,0.0007101414982338309,-1.3899070320848848,0.04562659126152364,-0.548389915996485,-0.2536781499133372
TMEM41A,0.0007909779871723059,-1.3776510063573115,0.04691107908537292,-0.272596052132082,-0.03643804447045155
NEDD4L,0.0010072153249584684,-1.3498324938797501,0.05177086770286528,-0.2684685830820563,-0.05598631285416893
ALG10,0.0009565544553865066,-1.3558135712495178,0.05177086770286528,-0.4012687866619538,-0.17328154171117496
AHCYL1,0.0012279097580359037,-1.3266585075482271,0.05670569882537474,-0.8067652040890092,-0.37411077167751794
IDH3A,0.001250320207563386,-1.3245259071020998,0.05670569882537474,-0.8902867045585191,-0.4655680687230063
SCAP,0.0019240704704319253,-1.2728122580881496,0.08241435181683414,-1.939345569355815,-1.0195571859353172
RXRA,0.0021130881387463347,-1.261334593789861,0.08270794615760775,-0.31171513568099346,-0.0721797143993397
MBTPS1,0.002207935501800765,-1.2559264121107498,0.08270794615760775,-1.1477849943366394,-0.6619715311395332
ZNF319,0.0022527456151877597,-1.2534451433087443,0.08270794615760775,-0.22776555729322104,-0.07166089891935482
SQSTM1,0.0027823646121852555,-1.2271157735017268,0.08580812463979327,-0.2467629256437408,-0.06905616611734297
PDXK,0.0027445230325048703,-1.228837576641366,0.08580812463979327,-0.3207372418617322,-0.14714281925986009
TMEM201,0.002553086371187195,-1.2378956723837125,0.08580812463979327,-0.3748702177737391,-0.1757132867250176
USP38,0.0027451715964807335,-1.2288078843647685,0.08580812463979327,-0.2825230251441389,-0.07553152723263691
STARD5,0.0029153536708122034,-1.2212299929433936,0.08589129612074911,-0.12357993175924153,0.006710315143128678
TSPAN13,0.0030078664011157275,-1.2172786540250171,0.08589129612074911,-0.05242379643388421,0.07541690963261598
KLF6,0.0036701999258967177,-1.1918517182103596,0.10106157653094175,-0.288654306947056,-0.06206552673411702
ELMO2,0.003906519890356774,-1.183786163010503,0.10114949978651054,-0.6254269202502734,-0.23142352228926408
RCE1,0.003935778201809749,-1.182818665762966,0.10114949978651054,-0.3308202958914994,-0.13622001773102577
NCKAP1,0.004148093871264934,-1.1759876042732846,0.10316710886275045,-0.8005868278494116,-0.40557741176438183
FPGS,0.005426481060082814,-1.1405356359772214,0.12678233022193483,-0.8828802633371428,-0.4516311100074834
IRAG2,0.005269791600944859,-1.1444460444234816,0.12678233022193483,-0.18803493266398108,-0.035144883025072966
CRIP1,0.005722664899036597,-1.1334148714512977,0.12976984226932986,-0.027637879619998834,0.0993812450067522
MORC2,0.006341333320526312,-1.1195555208487404,0.13969051400359392,-0.35574961427965973,-0.17511752036075504
ATL3,0.00741849627127039,-1.0980997742330338,0.15887946180970752,-0.24548795894027656,-0.12398487418931088
PRKCE,0.008647965917947354,-1.076794250423404,0.17755451131224997,-0.34485015684617476,-0.16035074814345013
EHF,0.00875106540838586,-1.0751334911316053,0.17755451131224997,-0.17926387127488208,-0.06065114871524078
FSTL3,0.009213609861488836,-1.067891599816232,0.18214597956943315,-0.06696068944408852,0.05256819904508736
CRKL,0.009751507334389758,-1.0598677632126756,0.18796030387036258,-1.486889000549622,-0.8510532839330857
AP2B1,0.011604017193876841,-1.034961929859282,0.21301660134473915,-0.27373577784856556,-0.10230464964403521
NR5A1,0.011497420159882117,1.0362954441688157,0.21301660134473915,0.03479758305145702,-0.07758732420892629
