feature,p-value,effect_size,q-value
ZEB1,1.8588062884265861e-25,0.6322547695025875,4.153502651489207e-22
LIX1L,1.153821838107319e-23,0.6080074967144085,3.819577625556747e-21
DYRK3,1.0867037219788212e-22,0.5944290239530282,2.36901411391383e-20
STX2,2.686883144425123e-21,0.5744606816568808,3.531670815422316e-19
CCDC88A,2.939650490999112e-20,0.5591135842921275,3.165613986572297e-18
DENND5A,3.412210119138253e-20,0.5581436933806003,3.588039299395024e-18
DLG4,4.634235619340562e-20,0.5561468591509857,4.706908859734766e-18
KATNAL1,5.517419882354623e-20,0.5550058110197772,5.5409774054478216e-18
CEP170,1.104706583808364e-19,0.5504416184949436,9.873867446079158e-18
STARD9,1.507068790460223e-19,0.5483877318587683,1.3336812721914331e-17
SACS,1.8054653237816227e-19,0.5471896313209995,1.566723210093218e-17
P3H1,2.018706567641882e-19,0.546447950035714,1.73492300976761e-17
CNTNAP1,6.219215569200508e-19,0.5389170323697384,5.0479029043538796e-17
DNAJB5,7.490927925722099e-19,0.5376618794254092,5.925125115053462e-17
EMP3,9.811482344489616e-19,0.5358362024154758,7.692546420618262e-17
EID2B,1.6786708480426314e-18,0.5321848483956088,1.2715220372716135e-16
AP1M1,1.8098344712189313e-18,0.531671376736565,1.3593529835088074e-16
IKBIP,2.0512849523252567e-18,0.5308155906381586,1.5152384218085244e-16
MAP3K12,4.259669107110555e-18,0.5257949788608416,3.045833798348331e-16
SYDE1,6.702334354758127e-18,0.5226570965000185,4.437441812061344e-16
UROD,8.572644297133464e-18,0.5209455243032058,5.473021051984208e-16
CNPY4,9.692393078379124e-18,0.5200897382047994,6.058084568849833e-16
TTL,2.1337671833663595e-17,0.5145556547684386,1.2147522984030906e-15
SGTB,2.675537769227463e-17,0.5129581873847469,1.4853389180965879e-15
PLEKHO1,3.3796434479303734e-17,0.5113036675944945,1.808817553149801e-15
ARL3,6.162925282230207e-17,0.5070247371024631,3.0946194478973925e-15
C1orf216,6.727831485683932e-17,0.5063971606302984,3.3222849623780657e-15
ATP8B2,7.402416410686504e-17,0.5057125317515734,3.5958042325389116e-15
ECI2,1.1007672151263608e-16,0.5028599114235522,5.12430071291636e-15
CHN1,1.2199551092579126e-16,0.5021182301382668,5.591773726434473e-15
ST3GAL3,1.3625580356910183e-16,0.5013194964464208,6.150779658084001e-15
OSBPL6,1.753136074329144e-16,0.4994938194364874,7.834765116176945e-15
SLC35B4,1.9416594413057024e-16,0.49875213815120195,8.634105515617098e-15
WDR35,2.1670599175222133e-16,0.49795340445935604,9.49469683471252e-15
MAP3K3,2.475653254676656e-16,0.4969835135478289,1.0793848190390218e-14
FERMT2,2.827477215112571e-16,0.4960136226363017,1.2208691472790415e-14
PRPS1,4.652375484494198e-16,0.4923622686164348,1.9340898642050766e-14
MAD2L2,5.473962307069601e-16,0.491164168078666,2.234076488611328e-14
MSRB3,5.689749183483504e-16,0.49087890604586376,2.3011302353835096e-14
FBXO43,9.531964923223495e-16,0.48705639480631563,3.720380021125398e-14
KIAA1586,1.077567804951164e-15,0.48614355630134887,4.133605596846998e-14
TUBB,2.3604632030976405e-15,0.4802671584256255,8.611355146647637e-14
TUBA1A,2.3783943592132094e-15,0.48021010601906505,8.641499505141327e-14
CFL2,3.3152826902096887e-15,0.4776998001304065,1.1805576368563427e-13
CD99L2,3.82452808245437e-15,0.4766158044057585,1.3564933333721095e-13
WDR54,5.200259519554054e-15,0.47427665573678124,1.8085571823258416e-13
SPDL1,5.816852685247166e-15,0.47342086963837493,1.9919934597984356e-13
FAM216A,1.0156056885474503e-14,0.4691419391463434,3.325085583969638e-13
PPM1F,1.0231466713738841e-14,0.46908488673978294,3.337549251364882e-13
CCDC74B,1.1346892266299679e-14,0.468286153047937,3.674584169427048e-13
ZCCHC24,1.3846356332696415e-14,0.46674573807080566,4.4199547464871627e-13
TAF9B,1.47942752517158e-14,0.46623226641176185,4.67248170317441e-13
ST3GAL2,1.7906085797731445e-14,0.46474890384119094,5.576466719864935e-13
ST6GALNAC6,2.4701413644571256e-14,0.4622385979525324,7.509565821604691e-13
VIM,3.2333105748810894e-14,0.46012765890979684,9.475190137143337e-13
ZEB2,3.3285646496132216e-14,0.45989944928355514,9.690785289329957e-13
MYL6B,3.352806145859945e-14,0.4598423968769947,9.698181660743104e-13
FMNL3,3.501943873079227e-14,0.4595000824376322,1.0000119596671607e-12
DZIP1L,4.2887674466367805e-14,0.4579026150539404,1.209243010663708e-12
REEP2,4.446514671602046e-14,0.45761735302113826,1.245860443096523e-12
ARHGAP31,4.576808110335332e-14,0.45738914339489656,1.274377286298355e-12
ARSB,4.6099636621693343e-14,0.45733209098833616,1.2796228326853886e-12
VKORC1,5.136580097833551e-14,0.45647630488992985,1.4169985467418605e-12
KRBOX4,5.52006865545069e-14,0.4559057808243256,1.5088187658231887e-12
CSGALNACT2,6.419322630853135e-14,0.4547076802865568,1.7334110475699493e-12
WASF1,6.653811602700538e-14,0.4544224182537547,1.7913183164137775e-12
PCGF6,6.847447761992475e-14,0.45419420862751303,1.832409823254154e-12
SAP30,7.097297350289902e-14,0.45390894659471087,1.8879655868122364e-12
OSTM1,7.148332096266251e-14,0.4538518941881505,1.8958988806061647e-12
DPF1,7.789612469292692e-14,0.4531672653094254,2.0477516544275906e-12
MAP1A,8.307368099799231e-14,0.4526537936503816,2.1774561899121856e-12
MEX3B,8.366943809133724e-14,0.4525967412438212,2.186659174445533e-12
CEP57L1,8.795895202222304e-14,0.45219737439789826,2.28539858480997e-12
SYT11,9.650623624281513e-14,0.45145569311261274,2.492984796353415e-12
PRR3,1.0511770593530131e-13,0.45077106423388774,2.7076139932268677e-12
MSANTD3,1.1048526105032066e-13,0.4503716973879648,2.8214778950507605e-12
NCS1,1.2466756695223926e-13,0.4494018064764376,3.165564526758848e-12
FUT11,1.328851428912171e-13,0.4488883348173939,3.364666875812177e-12
FSD1L,1.338304271267408e-13,0.4488312824108334,3.37902925892319e-12
KCTD7,1.4163439798091083e-13,0.44837486315835007,3.5361124278027405e-12
BNC2,1.5418572920871783e-13,0.447690234279625,3.838752221915097e-12
PIP4P2,1.6200548017502588e-13,0.44729086743370206,3.988994440232456e-12
PDXP,1.643103892662073e-13,0.4471767626205812,4.023578792496879e-12
ANTXR1,1.643103892662073e-13,0.4471767626205812,4.023578792496879e-12
SHOX2,1.726341575939995e-13,0.44677739577465825,4.2043708462538625e-12
ADGRB2,1.775751716753192e-13,0.4465491861484166,4.312953490309791e-12
PGBD1,2.193339045080668e-13,0.4448376139516039,5.269909780895433e-12
CEP19,2.2877556899706243e-13,0.44449529951224137,5.467369079400385e-12
NLGN2,2.5774883732206476e-13,0.4435254086007142,6.110766864680676e-12
CEP112,2.8034093573576565e-13,0.4428407797219892,6.593913904227035e-12
PLEKHO2,2.842908359261339e-13,0.44272667490886836,6.651810187193154e-12
CMTM3,2.842908359261339e-13,0.44272667490886836,6.651810187193154e-12
SSC5D,3.135125414874055e-13,0.44192794121702245,7.240762521484316e-12
PRKACA,3.554501553958224e-13,0.4409009978989349,8.08400378862051e-12
APBB1,3.6549250552724915e-13,0.4406727882726932,8.249424278794326e-12
PBX3,3.973209792157597e-13,0.4399881593939681,8.900388251204161e-12
LGALS1,4.440251170290884e-13,0.43907532088900136,9.896998743157087e-12
STMN1,5.030268836246377e-13,0.4380483775709138,1.1128847242170821e-11
HABP4,5.100397743222444e-13,0.43793427275779295,1.122841256870005e-11
SOBP,5.979201283736022e-13,0.43662206740690324,1.2939976046981251e-11
SRM,7.402521392097651e-13,0.4348534428035302,1.5715851829588788e-11
LOXL2,7.504991480951895e-13,0.43473933799040937,1.5895643094016124e-11
PTMS,7.608853546642641e-13,0.4346252331772885,1.6077525531889345e-11
DEGS1,9.347021041159223e-13,0.4329136609804759,1.9383683077930658e-11
TRPC1,1.0789932830640246e-12,0.4317155604427071,2.2221294847986754e-11
FKBP7,1.2199026865727386e-12,0.4306886171246195,2.4780659574061678e-11
CDKN2C,1.2794473712988654e-12,0.4302892502786965,2.593129388813891e-11
SOGA1,1.3058310969188648e-12,0.43011809305901527,2.6346542537834798e-11
DIXDC1,1.4558189448907709e-12,0.4292052545540485,2.9044887788914534e-11
MYO5A,1.5060656511367994e-12,0.4289199925212464,2.991381064413492e-11
GPR162,1.5686111107202066e-12,0.42857767808188385,3.094977065699163e-11
AGPAT1,1.5792802191561518e-12,0.42852062567532345,3.109164449078785e-11
FGD1,1.7481251380993872e-12,0.42766483957691714,3.418980849963309e-11
SNTA1,2.0557823340262167e-12,0.42629558181946703,4.003177015583077e-11
EID1,2.1406432875063306e-12,0.4259532673801045,4.123506401666289e-11
ABI2,2.1406432875063306e-12,0.4259532673801045,4.123506401666289e-11
NXPE3,3.1387350292401023e-12,0.42270128020616055,5.906108145546954e-11
FAM171A2,3.446598178025411e-12,0.4219025465143146,6.458216879494994e-11
SGCB,3.5163228619896713e-12,0.42173138929463333,6.575082372481942e-11
ARMC9,3.53987032481844e-12,0.42167433688807293,6.605294564348062e-11
AP1S2,3.709087220465054e-12,0.42127497004215,6.89227059802841e-11
TGFB1,3.758874687563278e-12,0.4211608652290291,6.941492139967063e-11
C3orf18,3.964660084346127e-12,0.42070444597654577,7.306418934821791e-11
TBCB,4.126208714504103e-12,0.42036213153718327,7.572906260829091e-11
RHOQ,4.904072633289522e-12,0.4188787689666123,8.927210019621537e-11
RASSF8,5.069344717563655e-12,0.4185935069338102,9.190629429124533e-11
GNAI2,5.1369714914114275e-12,0.41847940212068935,9.294382832031445e-11
JAM3,5.2400728213190006e-12,0.41830824490100804,9.442695741320409e-11
BRD3OS,5.635756442643899e-12,0.41768066842884344,1.0094667551974182e-10
TXNDC15,6.474126176297698e-12,0.41648256789107463,1.1481297572172387e-10
C18orf54,7.887401014605614e-12,0.414770995694262,1.3877478399319876e-10
HECTD2,8.422533296863196e-12,0.41420047162865775,1.4760902472032007e-10
DNAJC18,9.920870161065343e-12,0.41277416146464724,1.7251505350117128e-10
TMEM158,9.985944413730205e-12,0.4127171090580868,1.7330945858237003e-10
KIF3C,1.0660122288004892e-11,0.4121465849924826,1.8465149808175915e-10
TCP11L1,1.1453256267305073e-11,0.4115190085203179,1.976239469443489e-10
NUF2,1.1453256267305073e-11,0.4115190085203179,1.976239469443489e-10
RTL8C,1.3302965640023428e-11,0.4102068031694283,2.251930054744875e-10
MXRA7,1.4381113115925328e-11,0.4095221742907032,2.4070859368940184e-10
TTC7B,1.5544696409968013e-11,0.4088375454119782,2.5873090598192573e-10
MRC2,1.6371127079786157e-11,0.4083811261594948,2.714752019278825e-10
TLN1,1.6584366763560283e-11,0.40826702134637394,2.7399458434880186e-10
PARK7,1.8510181693451367e-11,0.4072971304348468,3.019051167446502e-10
RBMS3,2.0787885126687406e-11,0.4062701871167592,3.3297870477120437e-10
MAP7D1,2.274707655404291e-11,0.4054714534249133,3.6112499154535613e-10
SPC24,2.3189843855689382e-11,0.40530029620523206,3.668510166055782e-10
CREM,2.379334645399899e-11,0.40507208657899035,3.7573309294318546e-10
FAT4,2.5207995671709992e-11,0.40455861491994655,3.9667088963687306e-10
NAP1L1,2.6029151274769095e-11,0.4042733528871445,4.081553580594494e-10
C19orf12,2.6704876735032666e-11,0.4040451432609028,4.172870424086049e-10
PSIP1,2.7049148724694397e-11,0.40393103844778194,4.219289551506431e-10
FAM126A,2.847020701820314e-11,0.40347461919529853,4.4332179499773457e-10
ANXA6,2.977338666137622e-11,0.40307525234937563,4.6280787822500983e-10
RSU1,3.034960134591741e-11,0.4029040951296944,4.68505590379637e-10
SGO2,3.133430335801997e-11,0.4026188330968922,4.820413139655464e-10
CLTCL1,3.361200372118493e-11,0.4019912566247276,5.161925932301562e-10
TGFB1I1,3.382692640997951e-11,0.4019342042181672,5.186021753900462e-10
SYNC,3.514499133778974e-11,0.40159188977880467,5.369674061148115e-10
TMEM237,3.514499133778974e-11,0.40159188977880467,5.369674061148115e-10
PNMA1,3.582274036650903e-11,0.4014207325591234,5.454576718839143e-10
PLCG1,4.093845249187381e-11,0.40022263202135455,6.19133482863567e-10
SNPH,4.172531869558005e-11,0.4000514748016733,6.289053937623853e-10
TSPAN4,4.172531869558005e-11,0.4000514748016733,6.289053937623853e-10
LRRC8C,4.2797530432346393e-11,0.39982326517543165,6.418193406112619e-10
SNX21,4.2797530432346393e-11,0.39982326517543165,6.418193406112619e-10
CENPI,4.389668550222623e-11,0.39959505554918995,6.572002931639833e-10
NMT2,4.445657276458671e-11,0.3994809507360691,6.633603461934491e-10
C4orf46,5.0773796408731024e-11,0.39828285019830023,7.513513117570163e-10
CLIC4,5.408280270366862e-11,0.3977123261326961,7.937472751484237e-10
SSBP4,5.98207891657182e-11,0.39679948762772926,8.750870925747778e-10
SPATC1L,6.290895331907186e-11,0.39634306837524597,9.17259746763237e-10
NRSN2,6.33057713810601e-11,0.3962860159686855,9.215423202018162e-10
LIMD2,6.741104353043293e-11,0.3957154919030813,9.78116732264626e-10
PIK3CD,7.177631212975374e-11,0.3951449678374771,1.039767711208653e-09
MLLT11,7.406142531619892e-11,0.394859705804675,1.0711343357219837e-09
GDI1,7.835523383649177e-11,0.39434623414563114,1.1277601932859314e-09
PIP4K2B,7.884709153653544e-11,0.3942891817390708,1.1330149584462278e-09
MAPK7,8.186226813040038e-11,0.39394686729970824,1.1725720393421774e-09
AK5,8.499009511548905e-11,0.3936045528603457,1.2134847765850496e-09
NCKAP5L,8.823467782211038e-11,0.3932622384209832,1.2538021468585416e-09
RUSC2,9.274977710868862e-11,0.3928058191684998,1.3158690599959663e-09
CRTAP,1.0120073140138952e-10,0.3920070854766539,1.4267068411129646e-09
SLC9B2,1.1040294310888981e-10,0.391208351784808,1.5515432476529199e-09
SH2B3,1.1317910195443571e-10,0.3909801421585663,1.5880609313481106e-09
TUBB3,1.1674539691151637e-10,0.39069488012576425,1.625343236129491e-09
STXBP1,1.1674539691151637e-10,0.39069488012576425,1.625343236129491e-09
PHTF1,1.2268114792596103e-10,0.39023846087328085,1.7026771741649685e-09
MSN,1.2811615008805318e-10,0.3898390940273579,1.7726039465743331e-09
