feature,p-value,effect_size,q-value
FXYD3,7.181825408933735e-10,0.6932825364651559,3.979446262884744e-06
OVOL1,2.485833317204287e-09,0.670820667945707,3.979446262884744e-06
SERPINB5,2.5692801169570393e-09,0.6702135904181543,3.979446262884744e-06
IQANK1,2.7444375168015864e-09,0.668999435363049,3.979446262884744e-06
GRHL2,2.931202981330482e-09,0.6677852803079436,3.979446262884744e-06
ESRP1,2.931202981330482e-09,0.6677852803079436,3.979446262884744e-06
IRF6,5.626757821815666e-09,0.6556437297568901,5.841567576307335e-06
GJB5,6.401900808596809e-09,0.6532154196466793,5.946691966890794e-06
CD9,1.2914104724799496e-08,0.6398597140405206,9.116841371519453e-06
CYSRT1,1.2914104724799496e-08,0.6398597140405206,9.116841371519453e-06
TMPRSS4,1.5600732064539135e-08,0.6362172488752045,1.058989693104043e-05
MPZL2,1.7685577720567938e-08,0.6337889387649938,1.0763198661734605e-05
LGALS3,1.7685577720567938e-08,0.6337889387649938,1.0763198661734605e-05
IL1RN,2.132855751275031e-08,0.6301464735996777,1.176336598570407e-05
KDF1,2.4151470268645635e-08,0.627718163489467,1.2536744081509613e-05
CBLC,2.5695721310836678e-08,0.6265040084343616,1.29572510118559e-05
STX19,2.733561532627548e-08,0.6252898533792564,1.3401285413706554e-05
RBBP8NL,2.819320355680654e-08,0.6246827758517036,1.344815809659672e-05
IL20RA,3.2888028118499154e-08,0.6216473882139403,1.4511020206584788e-05
GJB3,3.2888028118499154e-08,0.6216473882139403,1.4511020206584788e-05
S100A14,4.7460037312057934e-08,0.6143624578833081,1.8209178228706748e-05
CDS1,4.7460037312057934e-08,0.6143624578833081,1.8209178228706748e-05
FAM83F,5.0431790991545586e-08,0.6131483028282028,1.893767402574017e-05
STEAP4,5.19845297264509e-08,0.6125412253006501,1.9114061773794417e-05
ARHGAP8,6.422708927966087e-08,0.6082916826077813,2.2226350954837935e-05
GSTO2,7.029036009979948e-08,0.6064704500251233,2.385681856541079e-05
DAPP1,8.164809526623129e-08,0.60343506238736,2.4745038590315745e-05
BIK,8.164809526623129e-08,0.60343506238736,2.4745038590315745e-05
VGLL1,8.164809526623129e-08,0.60343506238736,2.4745038590315745e-05
GPR87,8.412387758053968e-08,0.6028279848598073,2.4745038590315745e-05
SCNN1A,9.199522864509238e-08,0.6010067522771493,2.497882754395747e-05
PRRG4,9.199522864509238e-08,0.6010067522771493,2.497882754395747e-05
FUT1,9.763404387269588e-08,0.5997925972220439,2.5718555825510594e-05
GRHL3,1.1323389513384289e-07,0.5967572095842805,2.8147394580523847e-05
TMC4,1.16631179757425e-07,0.5961501320567278,2.85892179380388e-05
STPG4,1.2012699721423344e-07,0.5955430545291751,2.9042758545671318e-05
BARX2,1.2372410056166654e-07,0.5949359770016225,2.9508197983957468e-05
TMEM30B,1.2742531663949585e-07,0.5943288994740699,2.969411394712353e-05
RAB25,1.3123354795601085e-07,0.5937218219465171,2.969411394712353e-05
SYTL1,1.3123354795601085e-07,0.5937218219465171,2.969411394712353e-05
SEMA4A,1.3918305631831834e-07,0.5925076668914118,3.070552201202501e-05
SDR16C5,1.3918305631831834e-07,0.5925076668914118,3.070552201202501e-05
C6orf132,1.4759743366926284e-07,0.5912935118363064,3.1011275081295475e-05
RNF223,1.5198706507182243e-07,0.5906864343087538,3.119092687735574e-05
HSH2D,1.5198706507182243e-07,0.5906864343087538,3.119092687735574e-05
PTK6,1.7589836542028764e-07,0.5876510466709903,3.411461814618304e-05
TMPRSS13,1.708422535122428e-07,0.5882581241985431,3.411461814618304e-05
CKMT1B,1.7589836542028764e-07,0.5876510466709903,3.411461814618304e-05
UPK2,1.9194985264105977e-07,0.5858298140883323,3.5660241571179626e-05
GALNT3,1.9760833514280388e-07,0.5852227365607797,3.632905736390985e-05
