source,AOVC1,CCLP1,CCSW1,ECC3,ECC4,EGI1,G415,GB2,GB3,HEP3B217,HEPG2,HKGZCC,HLF,HUCCT1,HUH1,HUH28,HUH6,HUH7,ICC10,ICC10-6,ICC10-8,ICC11,ICC12,ICC13-7,ICC14,ICC16,ICC17,ICC18,ICC19,ICC2,ICC20,ICC21,ICC24,ICC25,ICC26,ICC4,ICC5,ICC6,ICC7,ICC8,ICC9,JHH2,JHH4,JHH5,JHH6,JHH7,KKU055,KKU100,KKU213,KMCH1,LI7,NOZ,OCUG1,OZ,PLCPRF5,RBE,SG231,SKHEP1,SNU1079,SNU1196,SNU182,SNU245,SNU308,SNU387,SNU398,SNU423,SNU449,SNU475,SNU478,SNU761,SNU869,SNU878,SNU886,SSP25,TFK1,TGBC1TKB,TGBC52TKB,TKKK,YSCCC
ADNP,0.491095225008671,-1.0956942794182927,0.057715831816250465,-0.3490103079481041,0.11763656791646764,0.7375175431017417,0.7477245536959474,1.3955646177092802,0.3184629737217286,0.2501262132800551,0.5030361475461775,-0.02276523908633464,0.4941785495119051,-0.8226467404457443,-0.6205583956908204,-1.1978245446008262,0.33162644517049444,0.43240662100350735,-0.8806485952875777,-0.7966192457528233,-0.8689812870464042,0.12552562314541754,-1.1100741032940502,0.16344377975483304,-0.04910698369761645,0.1958791872691627,-0.7940340648852703,0.9537594785861784,0.42927809058369204,-0.3768677544585781,-0.5946575608452266,0.5506141997360924,-0.37885833448737954,-1.0826583440358448,-0.507759243979921,-0.16851517256663753,0.20026135701906686,-0.6812892826082219,-0.43752505443780476,0.6049376144691696,0.1313853846771012,-1.1732338975629202,-1.1601784321756774,-0.45371695977239834,0.9915620755270241,-0.6399043446074753,-0.4459441900151676,-1.4648146041382355,0.44445680558762857,-1.2228455818305355,-0.08024348701196515,0.7003979574971848,0.29759450555422134,2.073746304915879,-0.7696548192880052,0.2517925013581968,0.14708081600410508,-0.6565146663891602,0.7942374558062109,0.447517280243405,-1.0728157534486658,0.10701263297037066,0.8824743338355219,-0.551626241211898,-1.8253397161458447,-0.7620873314339912,-0.6661805744091133,0.1825356322016726,-0.11921915261634923,-0.5417713941362218,0.5387739846889292,-1.4117888902580948,-0.23275747957220444,0.20739177938626996,0.3518901931761325,-1.1051790869902252,0.22183205379161572,-0.4697819453232092,-0.9200882729406887
AHR,0.6072010217394875,-0.8142073389440632,0.3750985717275154,1.0340398406175375,-0.7658076643322437,1.7245320178610437,-0.605578710037046,-1.4944684332478921,-1.3821073783934525,0.6144534842074789,0.2386469100436245,0.02198306203644508,-0.7518426959105173,0.7925650709029546,0.4962833405890704,-1.4320719932998942,0.037970229965599275,0.08156594938201203,0.9696700039514626,1.0071422308133016,1.014490032954729,0.3972093925897392,0.4180678903612966,0.5050019142253727,-2.94660964512441,-1.8153437702270525,1.0412102581467981,-0.893535269296271,-2.075882309258825,1.2910839415207636,-2.2965180450219815,1.0218753554123323,-2.3026040471786375,-1.196680831541492,-0.4440873668613222,-0.2794786122502126,-0.8967210052412236,1.0189255563832065,-0.2826342084910469,1.579147548848225,2.1323957625780356,-0.8035050991715854,-0.20936181858252428,0.22779104543316317,-0.21309954230108066,0.1429081549106417,0.35713520893387524,0.8800492365750245,1.225581004460414,0.4499723824786993,-0.30510065015889865,0.19315211045980038,-0.6805211051457304,0.1476065529565553,0.7570203663963564,-0.7530409118641385,0.8642391026752467,-1.4666796609720216,-1.1408502151961317,0.5826333502482475,0.20244860898169761,0.11586064841011734,0.8354095800316507,-1.5378026704109267,0.701753325716537,-0.3850563036697777,-1.2218614046924778,-0.50118617345022,-0.3498326029710864,0.14979822446081928,-0.011880081404534464,-0.6335312725627094,-0.6044717055024197,-1.4106379897533718,-0.22212206357129446,1.015800133240716,-1.1364194123330407,1.37402039378092,0.35756185222539894
AR,-0.45398579031210606,0.8409026045397666,-0.5778887882330964,-0.5478039472120572,-0.6294353231423008,1.0983491335495013,-0.48502850124958435,1.7231741327567438,0.07610180173916307,1.826612103187451,1.8442451463465401,0.3737726324634119,-0.3413055200417105,-0.5987338690490606,2.1465224642821283,-0.4944486205049747,1.2703986674172556,1.5923376369129518,-0.6391646032123753,0.983333346362337,-0.6488374943420362,0.370443906569812,-0.8141611882535089,1.3495050826668522,0.2887425495812856,1.5710510837948441,0.1261515067496191,2.220253525935476,1.1993713490191749,-0.42790588240017485,0.9039586479092255,0.6387541359929068,-0.5038756092567956,0.3571565174714286,0.02650478046420647,2.0520379951960948,-0.6070790156683343,1.549395312091655,0.47292479513842467,0.09230354950020801,0.7685204605633501,-0.6989844548920814,-1.0071882226094018,2.583024790469477,-0.4148395295963296,1.6742028367017143,0.3828105330652225,-0.9187982050908834,0.5001088107181949,1.517776303022073,0.7233419225196603,-0.880335565642364,-0.9656746532779619,2.2356174853767334,1.3554426757669014,0.5442299293852804,1.25980522744413,-0.4262002641964153,0.8443193518539952,0.1297569561263425,-0.9586638029090091,0.6636651180060092,0.567439153662937,-1.644715825333862,0.22404794792324098,-1.1681065673193896,-0.9088885544920522,-0.4087676252598119,0.9278586501327959,0.8282649142198764,1.4786923521788984,1.1521436479962106,-0.8586148502814015,-0.8080747073357828,1.2343679024141134,0.12186621738628094,-1.564756812611307,0.9571736490948666,0.9103148067054874
ARID3A,-1.593772591349151,0.8561608777314569,0.9663099758804868,1.0294417604149844,1.170856053301707,1.157105688740782,-1.4183976503414297,-0.8483693891735695,-1.5275521327453045,0.669095406070488,0.6264946837331484,-1.3512538890459582,1.2552177715340005,0.4724117729779406,0.45142337422959533,0.4735515099707831,0.5093532426143368,0.6368060406272492,-1.9868317741559833,-1.2377987726480992,-1.7590613261143795,-2.0025578421860013,1.7988831182286888,-1.6574382602629105,-1.035213598547083,-0.9999505853766107,0.8477716749063513,-1.9557476469093977,-1.0557181382313918,1.0014029733636094,-2.3480508347269677,-1.6457342810668278,-1.880527178192338,-0.8419689411993889,-1.8314600101862613,-1.577127194256322,0.2634159405735539,-1.8004974532885982,0.5215062218575363,0.9714498681600643,-1.1636863835231013,-1.542720020650167,0.8534285974707732,0.6286192864701439,0.9209548664276391,0.640215336541243,0.9528423526802213,0.7296626468941693,-1.349202200444292,-1.1976035337149886,0.5580388238792671,-1.2248590199694291,-1.8285924804784197,-1.2449381497811725,0.9189668885858358,1.0279121658598696,1.1564111393457448,0.5961315225723488,-1.8649637354696125,-0.39961256431970155,0.8682065489295712,-0.5528195983586293,-1.5505107779278333,0.909693643236328,1.1913757607258162,0.30429337659795275,-1.807075955307283,0.5552005576711109,-1.9343778814104395,-1.5796081976837257,-0.5689282645310907,-2.3986943292470317,0.5051620703961572,0.6698570394475484,-1.5172563703299722,1.041370813041348,1.0076110339903037,-0.9459313098665865,-0.05001304773838262
ARNT,-1.4012216794606,1.1110901366212993,-0.24525469448809842,-0.708150002969631,-0.47594708230469707,-1.6222758782847224,-0.4671379788499298,-1.6700062301066405,-0.3198946270408118,-0.2979382264416665,-0.8607450437891897,-1.6952543760715864,1.095621927442445,-0.9007613787373446,-1.1283189075461986,1.505187170812389,-0.2591695458972183,-0.018187634405590087,0.15888368232006667,-0.37799175253953166,-0.6380809675875612,0.7377582446609408,0.4958718849648083,-0.608495510423052,0.17068213506321664,0.15266024078299045,-0.8883233713235904,-2.0185481321715986,0.5598336294284321,-0.26837319645783814,-0.1637629099819307,0.5644036064290292,0.12247995404850111,0.5841150919134532,-0.6304361632329023,0.8626909631498062,2.414880970147357,1.1505954959906128,1.013102775449882,0.2944688825814514,-0.8861039951747962,2.153073491289674,2.234112036255468,-1.0252423106364699,0.5569146216847827,-0.06959467120842538,-0.27011833085785747,-0.8930757922977406,-0.6268983624573772,-0.5495957916360149,-0.8521234107069624,-0.3880210688252366,-0.2552295844642798,-0.8594052824308193,-0.7683063077371449,1.6407891419782092,-1.0449294849124469,1.1738229184360438,2.2035348009942246,-0.8625551246223194,0.2770640248654031,-1.02422441462129,-0.9965942123878816,0.8679066859344946,0.8206050311673894,0.7593498008486941,1.8549325916328312,0.7055894320159628,-1.077162448312276,1.2625451193085169,-1.1808722060640517,0.3750982422862889,-0.44602023974408794,0.6467179178230453,-0.7515302462563614,0.06657748376529275,-0.45982032536404127,-1.0499595238821469,-0.1957274972783314
ASCL1,-0.6241870815177178,0.1399535981347107,-0.4851794537660729,-0.5056557781059469,-0.07095647060604449,-0.6583058651808682,0.02067205572221259,-0.6769421342281974,-0.9265738283748689,-0.47658405918888624,-0.12183383384305053,-0.38989727661977636,-0.2867577944778965,-0.21222953175130696,-0.3814199676594019,0.5258775705618053,-0.04664636783895771,-0.5981729031014698,-0.22380728085244037,-0.5619873806022445,-0.413806259798886,0.38558069129119105,0.9163006657013323,0.24939602504787964,0.5071874335510939,0.9553835028287824,-1.0260198950988302,-1.3496948515643223,1.3833162004809911,-0.19705785569791665,0.5208262158022104,1.240081253238229,0.2966552218692793,1.4600200242287371,0.7155536808385737,1.6678189730943038,1.4329417423052837,1.2048062520508238,0.07699913506583596,1.021608826110782,0.24285661983334852,1.110503976895243,1.222903279919246,-0.19325448521354557,0.4041573093797526,-0.43752789778289086,-0.3398794885873502,-0.4131992869947389,-0.0023668863378651503,-0.2799053122300846,0.10600528006141811,0.6062454101103087,-0.18371384111733474,-0.09760276099534573,-0.4040334627039325,1.658792100052948,-0.2729333705139904,0.667950872351932,1.8927260445782779,0.6884690210589397,-1.0447008720778568,-0.1602937714522913,-1.1739041884998844,0.6351540414421183,0.35578006857189304,-0.2489530333601889,0.9615126976661273,-0.2825907094830171,-0.1625076822303609,0.8190592896872846,0.09125295495146886,0.21568564459006442,0.8317962221627352,-0.27182573176862135,0.5616389822231349,-0.6531450177307767,0.9970376711323963,-0.3039432427910996,-0.6444861958914905
ATF1,-0.9668752201515337,-0.5510648922227768,1.4960479809441602,0.014213336109217729,0.4843179816770353,0.08035921191171821,-0.8135790294404821,1.412262345824901,1.1610040231619772,1.4842834990075082,-0.7087271829907935,-1.022846015325635,-0.49828762218405703,-0.12687188033632124,-0.4886015961870066,-1.4414299538725004,0.540330923367766,0.9416800978892357,-0.13771168771782663,2.150068857099661,-0.43862650622990607,1.7454980042307293,-0.4759577089192177,-0.07019341391847378,0.9765313790439066,1.0979059485323117,1.4844812748595075,0.730907212019279,1.240235094031765,-0.4689190266360434,1.1476527396761955,1.0141827513209205,1.165940569900993,0.5246000101966218,1.9193520076011208,-1.4926198207402337,-0.2202954614838757,-0.4246858788013682,2.3972036675027253,-1.4280463887991297,-0.5230976733675153,-0.18172518695058765,-0.3983270737375979,1.3554623980801894,-1.3428675123241054,1.1146195478070093,1.9486364528652902,-0.28467720596890167,-1.0534395859986494,-0.6037125494623907,0.597533614532526,-0.253540349153921,-1.3138047661678083,-0.6851688457169527,2.6909124259223764,-1.0951725282046776,0.6509081408158132,-1.0126487397329378,-1.1537618617545764,-0.8703981293080952,-0.36519168659311174,0.5038390229471519,-1.0899245862203384,-0.6742613899177824,0.6503976345327186,-0.8624933047122234,-1.1778064810427256,-0.029658014344567055,0.06597216840778204,1.5570336286998896,0.5086971749438847,-0.6583241478887487,-0.889019780632266,-1.4786410476509328,-0.6582906386369407,-0.7879262169467611,-0.9872219578011169,-0.33550822384406476,-0.248816608932307
ATF2,-0.16636362201876626,0.29317978308382964,1.1241767245659484,0.10337368339286584,1.2125022361346554,-0.5233418986083852,-0.5539094748967706,-1.07834626675845,0.16846893896794907,-0.15136748626534974,0.638167322744516,-0.17855622365203755,0.5506615493606681,0.8734252185790199,-0.00478591795282114,1.2827746638323207,0.6279470079448427,0.12744390693208982,0.5978538331798698,0.049208844182378635,0.9889785976118833,0.296334463317145,1.3155470704901642,-0.8732354026872858,0.61864029542989,-0.19030654179572543,0.019900719017879036,0.16461542334062393,-0.7932527863095905,1.185515382455262,0.4024204049525143,-1.3919619113397883,-0.5006349847828592,-0.6093748360178641,-0.07244670872029793,-0.633570096499738,-1.322000431935945,-0.4577114154650132,-1.3210198144952723,0.00602912467970927,-0.2895542286354253,0.9728278983048108,0.4400387276893017,-0.339883931001911,0.3456974546651923,-0.3517125044051143,-0.6941230040876352,1.3126013094342193,0.14366443069245982,-0.33591242196962656,-1.1823398743786373,-0.038655465719191325,0.11789473013632795,-0.516029843617443,-0.4359422346735905,-1.060243611489411,-0.6702324626950388,-0.09748713555912399,-0.8750735453079215,-0.43521480436584,1.5295164950377478,-0.2664056645773792,0.9430377890207488,1.0157575428268026,1.0191587565999214,0.9491264371074689,-0.9850542279946422,0.5368102727615527,0.3871960424497229,-0.7447859322759566,-0.8086796440857619,-0.6707711274990051,0.6962880853622528,0.7690387032463973,0.2171775153135941,0.5023390261612038,1.9535405822495457,0.2038877472989303,0.7841453706152473
ATF3,0.9497254263035212,0.5307219819080713,0.8173320714497433,-0.2087896508743332,-1.3548712637907239,1.301863959247059,-0.17641910487650544,-1.4448729597894525,-0.5406490786014042,0.4660285197433365,0.8642176705811723,0.7397045089972426,0.16954845918203248,0.5507565069056563,1.2248310957578212,-1.2207348023236946,1.4069412989782117,0.5515530368889769,-0.4071722935552512,0.9453050130141329,-0.7559215239445595,0.48665890361225567,1.4365474926332629,-0.3410075393390625,-1.15047198702807,0.32949273419574676,0.32517173009338307,0.448300753718952,0.6349378568508507,-0.5281654958374986,-0.47109646751428763,0.0754962153176722,0.09164926531991431,0.02081004052272235,-1.725156555708292,0.08736478281159013,1.0613885368706235,1.4651307456355254,-0.39135786139821616,0.017476583700797757,1.5009370437000804,0.5605205214796516,0.3313461283985817,1.170449313525261,0.42159516130860986,0.9979460372274658,-1.6413172339757551,-1.831815813159828,1.5020131079087482,1.5750544212478896,1.6675727494339452,0.02153832413283366,-0.24295206295279453,0.6316531068979263,-0.6209484617995493,0.43137011616335424,0.34887713447844115,-0.2636783357309469,1.4584941998818095,0.7530291361697627,0.24112234982344372,1.249718834239962,0.9607067651084155,-0.37801868102848696,0.40882356213410237,0.13430787531908467,0.05572636871839028,0.1694517261500007,-1.435721758761542,1.4498774202644216,0.3400755856810251,0.26175571627927574,0.5115952433033583,0.5302627991468889,0.16840962568312415,-1.255329228132739,-1.1604006430929434,0.47365280742219507,-0.7109638452895255
ATF4,-0.01367703089593449,-0.026683547410136003,1.3197443404317148,0.5500351532516219,1.6847832346383724,-0.5718740690200466,-0.4417738930436229,-0.8938303912190969,0.8062221232895779,-0.53869814684842,-0.6537670584883601,-0.024207840142287183,0.9366770067921482,0.34229488349307197,-0.49961643274577516,0.5641082294570702,-0.1115624384659464,-0.2730829483685396,0.7362623584895415,1.0166686381723131,1.0781781397192391,0.0547611250124414,0.798110706713793,-0.662081717789391,-1.0966052782374736,-0.48149990806044407,-1.3577274255628404,-0.8464160441104884,-1.3631656901027658,0.2368745689351572,-0.6480907563878952,-1.8935320742413322,-1.0026224420254912,-1.3071738700353424,-0.3078528477208999,-0.170285542215148,-0.30969271106059465,-0.1336995971360936,-0.635683731781528,0.4489170158202663,-0.21527446821492158,0.2297658087307416,0.7898299913023759,-0.41036925032593896,-0.8374561274855433,-0.36538261353585816,-0.6994820290447813,0.9512728047138412,0.6109814788125295,-0.44991279958082075,-0.22246192972970422,0.00248967228157641,0.6564712635843124,-0.53173348527924,-0.27679377528118887,-0.94897326560096,-0.5591775201894978,-0.4800120082322821,-0.21552732513807438,-0.6265589714696715,1.5723455829692041,0.22867352470641283,0.47556647294853094,-0.03480556802444275,1.4748047891095593,0.06877403154297616,-1.0280607421420884,0.5972210106831074,1.4563899704034102,-1.2316783248652288,-0.5175103527319014,-0.7770376406104657,-0.14579691617565727,-0.02182586820452026,0.34508924414477044,0.6301400913249883,0.7141508414728767,0.899076047974409,0.9887033019101742
