feature,p-value,effect_size,q-value
KLB,4.6661723958191535e-08,0.6147011857028709,0.00030185703654243454
A1CF,6.339609900956977e-08,0.6085541738458423,0.00030185703654243454
AMBP,6.339609900956977e-08,0.6085541738458423,0.00030185703654243454
F7,6.841340280864288e-08,0.6070174208815852,0.00030185703654243454
SLC26A1,1.0763684062783423e-07,0.597796903096042,0.00032006004052591346
SLC51B,1.204268951507248e-07,0.5954917736496562,0.00032006004052591346
F2,1.3468187416269211e-07,0.5931866442032705,0.00032006004052591346
HNF1A,1.4507792646650278e-07,0.5916498912390133,0.00032006004052591346
APOA2,2.612826217808722e-07,0.5793558675249558,0.0003547213070623549
C8A,2.42910759300851e-07,0.580892620489213,0.0003547213070623549
ANGPTL3,2.25789875566033e-07,0.5824293734534702,0.0003547213070623549
CPB2,2.42910759300851e-07,0.580892620489213,0.0003547213070623549
FGA,5.757492436317704e-07,0.562451584918127,0.0003693235362304191
SERPINF2,7.114850831114652e-07,0.5578413260253554,0.0003693235362304191
DUSP9,7.114850831114652e-07,0.5578413260253554,0.0003693235362304191
APOE,7.114850831114652e-07,0.5578413260253554,0.0003693235362304191
PDE3B,6.631320420104617e-07,0.5593780789896126,0.0003693235362304191
CCL15,6.631320420104617e-07,0.5593780789896126,0.0003693235362304191
KANK1,6.631320420104617e-07,0.5593780789896126,0.0003693235362304191
LIN7A,6.401588285753749e-07,0.5601464554717411,0.0003693235362304191
FGB,5.363305071421811e-07,0.5639883378823841,0.0003693235362304191
AQP7,4.820412550837467e-07,0.5662934673287698,0.0003693235362304191
CPN1,5.363305071421811e-07,0.5639883378823841,0.0003693235362304191
TF,5.363305071421811e-07,0.5639883378823841,0.0003693235362304191
SERPINF1,4.995204108294991e-07,0.5655250908466413,0.0003693235362304191
AGT,4.995204108294991e-07,0.5655250908466413,0.0003693235362304191
SLC43A1,4.651527333407953e-07,0.5670618438108985,0.0003693235362304191
AGMAT,3.889182756445831e-07,0.5709037262215414,0.0003693235362304191
ITIH2,3.248111106836027e-07,0.5747456086321844,0.0003693235362304191
PROC,3.248111106836027e-07,0.5747456086321844,0.0003693235362304191
APOC1,5.363305071421811e-07,0.5639883378823841,0.0003693235362304191
TTR,8.185823323070279e-07,0.554767820096841,0.00037043998930478807
C5,8.185823323070279e-07,0.554767820096841,0.00037043998930478807
APOH,7.632261576883713e-07,0.5563045730610982,0.00037043998930478807
UGT2B4,7.36918253804878e-07,0.5570729495432268,0.00037043998930478807
GLYCTK,7.904376105940926e-07,0.5555361965789696,0.00037043998930478807
CCL16,1.0444259314374866e-06,0.549389184721941,0.00043369384453578866
FOXA3,1.0812243843602868e-06,0.5486208082398124,0.00043369384453578866
F10,1.0812243843602868e-06,0.5486208082398124,0.00043369384453578866
FGG,1.0812243843602868e-06,0.5486208082398124,0.00043369384453578866
KHK,1.1585999516256308e-06,0.5470840552755553,0.0004544029010275724
HGD,1.2412890639147769e-06,0.545547302311298,0.0004661172487028063
ADORA2A,1.4240232263136159e-06,0.5424737963827837,0.0005235955400251876
ETFA,1.5248313745877842e-06,0.5409370434185264,0.000538234978601996
CEBPA,1.5248313745877842e-06,0.5409370434185264,0.000538234978601996
ONECUT1,1.577774261054347e-06,0.5401686669363979,0.0005460027045754543
VIL1,2.001054616792311e-06,0.5347900315614977,0.0005886102155294584
HNF4A,2.001054616792311e-06,0.5347900315614977,0.0005886102155294584
INHBE,2.001054616792311e-06,0.5347900315614977,0.0005886102155294584
FGFR4,2.001054616792311e-06,0.5347900315614977,0.0005886102155294584
