statistic,source,condition,score,p_value,q-value,feature
viper,CREB1,KKU100,2.8980608504226266,0.0037547773211506603,0.35117502538765655,CREB1--KKU100
viper,SMAD3,HUH28,2.89068754185597,0.0038440009742030396,0.35117502538765655,SMAD3--HUH28
viper,ZNF589,SKHEP1,2.8908972563889455,0.0038414368536575363,0.35117502538765655,ZNF589--SKHEP1
viper,PITX2,ICC2,-2.8962093966545055,0.0037770028187740622,0.35117502538765655,PITX2--ICC2
viper,TP53,ICC4,-2.895370072176296,0.003787117694120035,0.35117502538765655,TP53--ICC4
viper,TP53,LI7,-2.8896068194929034,0.003857239333113067,0.35117502538765655,TP53--LI7
viper,STAT1,OZ,-2.8921231482098118,0.0038264792861673023,0.35117502538765655,STAT1--OZ
viper,HNF1B,HKGZCC,-2.876761116215873,0.004017796279867417,0.35117502538765655,HNF1B--HKGZCC
viper,EGR1,TFK1,-2.87659175273301,0.004019953072429595,0.35117502538765655,EGR1--TFK1
viper,ELF3,SKHEP1,-2.8749324435330337,0.004041139532654276,0.35117502538765655,ELF3--SKHEP1
viper,PPARA,HUH1,2.8865981998993586,0.0038943120019324156,0.35117502538765655,PPARA--HUH1
viper,RBPJ,HKGZCC,-2.8809510398493363,0.0039647722287095765,0.35117502538765655,RBPJ--HKGZCC
viper,IRF4,SNU478,-2.8750494298264355,0.004039642508880846,0.35117502538765655,IRF4--SNU478
viper,HNF1B,YSCCC,-2.8808033718572936,0.003966630131599637,0.35117502538765655,HNF1B--YSCCC
viper,HNF4G,JHH5,2.902124558487172,0.0037064113712699746,0.35117502538765655,HNF4G--JHH5
viper,JUN,ICC26,2.8943062585444728,0.0037999733066666906,0.35117502538765655,JUN--ICC26
viper,MAF,ICC2,-2.878719938671413,0.003992927496833911,0.35117502538765655,MAF--ICC2
viper,VDR,ICC17,2.8796099938797326,0.003981673797220896,0.35117502538765655,VDR--ICC17
viper,ATF1,PLCPRF5,2.8722919820408026,0.0040750626316787015,0.35248738297354276,ATF1--PLCPRF5
viper,EGR1,JHH7,2.869984719277467,0.004104916358679232,0.35248738297354276,EGR1--JHH7
viper,CDX2,SNU245,2.8706331921476105,0.0040965057639225115,0.35248738297354276,CDX2--SNU245
viper,CEBPB,ICC10-8,2.867231000842817,0.004140806507055666,0.35416937545584387,CEBPB--ICC10-8
viper,EGR1,ICC21,2.8538568981057013,0.004319198229178557,0.3545510284225792,EGR1--ICC21
viper,CEBPA,HUH1,2.842812797684937,0.004471732722981688,0.3545510284225792,CEBPA--HUH1
viper,STAT2,ICC19,-2.8485543521789567,0.004391835095172267,0.3545510284225792,STAT2--ICC19
viper,TCF4,ICC10-6,2.838394449958486,0.004534111244591589,0.3545510284225792,TCF4--ICC10-6
viper,RFX1,KKU055,2.818484738864407,0.004825090470446323,0.3545510284225792,RFX1--KKU055
viper,FOXA1,JHH5,2.8378309784420206,0.004542122789669518,0.3545510284225792,FOXA1--JHH5
viper,MSC,SNU387,2.818484738864407,0.004825090470446323,0.3545510284225792,MSC--SNU387
viper,NFKB2,SNU398,2.8287806669441258,0.004672570980731944,0.3545510284225792,NFKB2--SNU398
viper,ZNF148,TGBC1TKB,2.818484738864407,0.004825090470446323,0.3545510284225792,ZNF148--TGBC1TKB
viper,RUNX2,ICC18,-2.8181112587476287,0.004830706762397397,0.3545510284225792,RUNX2--ICC18
