statistic,source,condition,score,p_value,q-value,feature
viper,EPAS1,SNU245,-1.337863637232662,0.18094089264173707,0.7526212698912,EPAS1--SNU245
viper,PAX8,JHH6,1.337863637232662,0.18094089264173707,0.7526212698912,PAX8--JHH6
viper,NFE2L2,HKGZCC,1.337863637232662,0.18094089264173707,0.7526212698912,NFE2L2--HKGZCC
viper,SREBF1,SNU761,1.337863637232662,0.18094089264173707,0.7526212698912,SREBF1--SNU761
viper,HOXA1,JHH6,1.337863637232662,0.18094089264173707,0.7526212698912,HOXA1--JHH6
viper,MAFB,SNU423,1.3383651523263687,0.18077743280832476,0.7526212698912,MAFB--SNU423
viper,NANOG,ICC5,1.3387493067124023,0.18065229877334918,0.7526212698912,NANOG--ICC5
viper,BATF,SNU423,1.337696105499154,0.18099552104442596,0.7527043825976557,BATF--SNU423
viper,GRHL2,ICC2,1.3371140790579494,0.18118540219371607,0.752773544207015,GRHL2--ICC2
viper,FOS,SNU869,-1.337290843638966,0.18112771863240806,0.752773544207015,FOS--SNU869
viper,LEF1,SNU761,1.337520176454504,0.18105290080496642,0.752773544207015,LEF1--SNU761
viper,CTCF,HEP3B217,1.3372179157619128,0.1811515155242367,0.752773544207015,CTCF--HEP3B217
viper,IKZF1,TFK1,-1.3371598661913437,0.18117045917631816,0.752773544207015,IKZF1--TFK1
viper,FOXP1,EGI1,1.3369638887066497,0.18123442450486923,0.7528332451947006,FOXP1--EGI1
viper,NR2F2,ICC21,-1.3365518080430747,0.1813689786919577,0.7531435688626962,NR2F2--ICC21
viper,IRF4,SNU308,-1.3365227641682897,0.18137846500757773,0.7531435688626962,IRF4--SNU308
viper,VDR,SNU869,-1.3127105124540976,0.18928051391894046,0.7532456018887818,VDR--SNU869
viper,MITF,HUH28,1.3274027449974706,0.18437549215503193,0.7532456018887818,MITF--HUH28
viper,IRF8,HUCCT1,1.3133697919272502,0.18905837144041596,0.7532456018887818,IRF8--HUCCT1
viper,IRF8,HEP3B217,-1.333201808428315,0.18246558605372354,0.7532456018887818,IRF8--HEP3B217
viper,YY1,LI7,1.3232087014336653,0.18576598311218345,0.7532456018887818,YY1--LI7
viper,MITF,ICC7,-1.329423404804404,0.18370832040916804,0.7532456018887818,MITF--ICC7
viper,MITF,KKU213,1.3206665847354429,0.18661256051942032,0.7532456018887818,MITF--KKU213
viper,EOMES,HEPG2,-1.320501737266333,0.18666755638448526,0.7532456018887818,EOMES--HEPG2
viper,SOX13,TGBC52TKB,-1.3088325643067589,0.19059107358262983,0.7532456018887818,SOX13--TGBC52TKB
viper,RARG,NOZ,1.308900038635153,0.19056821354383613,0.7532456018887818,RARG--NOZ
viper,ZNF384,AOVC1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,ZNF384--AOVC1
viper,SOX6,GB2,-1.3246705263792955,0.1852804528777355,0.7532456018887818,SOX6--GB2
viper,IRF7,SNU182,-1.3253121951989826,0.18506762581569183,0.7532456018887818,IRF7--SNU182
viper,YY1,SG231,1.3159866355224317,0.18817852834740648,0.7532456018887818,YY1--SG231
viper,SOX6,ICC24,-1.335998566459909,0.18154974186435557,0.7532456018887818,SOX6--ICC24
viper,TERF1,ICC10-6,-1.331126913311704,0.18314725473096702,0.7532456018887818,TERF1--ICC10-6
viper,TERF1,HUH6,-1.3330168079594285,0.18252628806269602,0.7532456018887818,TERF1--HUH6
viper,SOX6,SNU423,1.3170317057020495,0.1878279971179492,0.7532456018887818,SOX6--SNU423
viper,SOX9,EGI1,1.3276520816678608,0.18429307050002344,0.7532456018887818,SOX9--EGI1
viper,IRF7,ICC2,1.3119305989741208,0.18954355205760776,0.7532456018887818,IRF7--ICC2
viper,E2F2,OZ,1.3159866355224317,0.18817852834740648,0.7532456018887818,E2F2--OZ
viper,ETV1,OCUG1,-1.3185568860270287,0.1873172953764968,0.7532456018887818,ETV1--OCUG1
viper,SOX13,SNU1196,-1.3088325643067589,0.19059107358262983,0.7532456018887818,SOX13--SNU1196
viper,RBPJ,SNU1079,-1.3141724417912217,0.18878818020785249,0.7532456018887818,RBPJ--SNU1079
viper,PAX3,SNU478,1.3159866355224317,0.18817852834740648,0.7532456018887818,PAX3--SNU478
viper,WT1,ICC10,-1.3096048005987861,0.1903295635975064,0.7532456018887818,WT1--ICC10
viper,PAX3,SG231,-1.3159866355224317,0.18817852834740648,0.7532456018887818,PAX3--SG231
viper,PAX3,LI7,-1.3232087014336653,0.18576598311218345,0.7532456018887818,PAX3--LI7
viper,PAX3,ICC8,-1.3232087014336653,0.18576598311218345,0.7532456018887818,PAX3--ICC8
viper,TFAP2A,TGBC52TKB,1.3358504983518829,0.18159814351063616,0.7532456018887818,TFAP2A--TGBC52TKB
viper,EPAS1,HUH1,-1.3305004509469338,0.18335343787696007,0.7532456018887818,EPAS1--HUH1
viper,ZNF263,ICC13-7,1.3346688277505159,0.18198476029807245,0.7532456018887818,ZNF263--ICC13-7
viper,SOX11,ICC6,1.331739447896988,0.18294582171305332,0.7532456018887818,SOX11--ICC6
viper,IRF9,HKGZCC,1.3304063873902996,0.18338441119686083,0.7532456018887818,IRF9--HKGZCC
viper,TERF2,ECC3,-1.33064669543169,0.18330529007893945,0.7532456018887818,TERF2--ECC3
viper,ONECUT1,SNU1196,-1.3093227224195427,0.19042505586181946,0.7532456018887818,ONECUT1--SNU1196
viper,TFAP2A,ICC25,1.3294541235010966,0.18369819167435317,0.7532456018887818,TFAP2A--ICC25
viper,ONECUT1,JHH4,1.3262838841327855,0.18474568292153942,0.7532456018887818,ONECUT1--JHH4
viper,IRF8,SNU245,-1.3209361551338876,0.18652265313350128,0.7532456018887818,IRF8--SNU245
viper,IRF8,JHH7,-1.3156114022927068,0.18830450453492487,0.7532456018887818,IRF8--JHH7
viper,E2F2,JHH5,1.3232087014336653,0.18576598311218345,0.7532456018887818,E2F2--JHH5
viper,ZNF274,HUH6,-1.3159866355224317,0.18817852834740648,0.7532456018887818,ZNF274--HUH6
viper,ARID3A,RBE,1.3088325643067589,0.19059107358262983,0.7532456018887818,ARID3A--RBE
viper,YY1,ICC8,1.3232087014336653,0.18576598311218345,0.7532456018887818,YY1--ICC8
viper,SOX13,KKU213,1.3232087014336653,0.18576598311218345,0.7532456018887818,SOX13--KKU213
viper,MEIS1,SSP25,1.3300496582677503,0.18350191046306386,0.7532456018887818,MEIS1--SSP25
viper,ONECUT1,RBE,1.3296080556915402,0.18364744254954263,0.7532456018887818,ONECUT1--RBE
viper,HNF4A,KKU213,-1.3127088431762743,0.18928107662177796,0.7532456018887818,HNF4A--KKU213
viper,NR1H4,ICC21,-1.3234316596711204,0.18569186907302243,0.7532456018887818,NR1H4--ICC21
viper,ZNF384,SNU869,-1.3088325643067589,0.19059107358262983,0.7532456018887818,ZNF384--SNU869
viper,ZNF644,SNU478,-1.3291303523727573,0.1838049680388634,0.7532456018887818,ZNF644--SNU478
viper,FOSL1,CCSW1,1.3277429954479194,0.18426302449054305,0.7532456018887818,FOSL1--CCSW1
viper,ELK1,ICC10,-1.317378993205316,0.1877116187516714,0.7532456018887818,ELK1--ICC10
viper,HNF4G,ICC9,-1.3095618479114743,0.19034410214573916,0.7532456018887818,HNF4G--ICC9
viper,SP3,NOZ,-1.3113337339193476,0.18974503611063598,0.7532456018887818,SP3--NOZ
viper,FOXP2,SNU869,1.3088325643067589,0.19059107358262983,0.7532456018887818,FOXP2--SNU869
viper,MYB,SNU1079,1.3193444946491306,0.18705396893136675,0.7532456018887818,MYB--SNU1079
viper,MYB,SNU182,1.3176162401164648,0.18763214632857922,0.7532456018887818,MYB--SNU182
viper,MYB,SNU475,1.3252121735885354,0.1851007888219752,0.7532456018887818,MYB--SNU475
viper,E2F4,KKU100,1.3232087014336653,0.18576598311218345,0.7532456018887818,E2F4--KKU100
viper,SP3,KKU100,-1.323216703532824,0.18576332273843077,0.7532456018887818,SP3--KKU100
viper,WT1,ICC19,-1.3167180653480777,0.1879331458536445,0.7532456018887818,WT1--ICC19
viper,CEBPB,ICC11,1.3285307782391824,0.18400282274402543,0.7532456018887818,CEBPB--ICC11
viper,BCL6,OCUG1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,BCL6--OCUG1
viper,TCF7L2,TGBC1TKB,-1.315917747475382,0.18820165131155553,0.7532456018887818,TCF7L2--TGBC1TKB
viper,IRF2,TGBC1TKB,-1.3232087014336653,0.18576598311218345,0.7532456018887818,IRF2--TGBC1TKB
viper,TCF7L2,JHH7,1.3185878399256763,0.18730694118859176,0.7532456018887818,TCF7L2--JHH7
viper,HOXA1,ICC10-6,1.3159866355224317,0.18817852834740648,0.7532456018887818,HOXA1--ICC10-6
viper,E2F4,SNU761,-1.3159866355224317,0.18817852834740648,0.7532456018887818,E2F4--SNU761
viper,FOXP2,AOVC1,1.3088325643067589,0.19059107358262983,0.7532456018887818,FOXP2--AOVC1
viper,NFYA,SNU398,-1.3088325643067589,0.19059107358262983,0.7532456018887818,NFYA--SNU398
viper,ZNF750,CCSW1,1.3117932658189613,0.18958989771270165,0.7532456018887818,ZNF750--CCSW1
viper,SP4,KKU055,-1.3305004509469338,0.18335343787696007,0.7532456018887818,SP4--KKU055
viper,SNAI1,YSCCC,1.3226486669577318,0.18595224186505252,0.7532456018887818,SNAI1--YSCCC
viper,NME2,KMCH1,-1.3219358535080896,0.18618951216495966,0.7532456018887818,NME2--KMCH1
viper,IRF4,HUCCT1,-1.334856624991352,0.1819232763732723,0.7532456018887818,IRF4--HUCCT1
viper,YY1,SNU478,-1.3159866355224317,0.18817852834740648,0.7532456018887818,YY1--SNU478
viper,ZNF584,HLF,1.3263266308917276,0.18473152946025878,0.7532456018887818,ZNF584--HLF
viper,E2F3,JHH5,1.3232087014336653,0.18576598311218345,0.7532456018887818,E2F3--JHH5
viper,E2F3,OZ,1.3159866355224317,0.18817852834740648,0.7532456018887818,E2F3--OZ
viper,TEAD4,HUH28,1.3193978192316347,0.1870361504542778,0.7532456018887818,TEAD4--HUH28
viper,ZNF584,JHH6,1.3094177112675194,0.19039289523418124,0.7532456018887818,ZNF584--JHH6
viper,ZNF584,SKHEP1,1.3323089716213183,0.18275868024390987,0.7532456018887818,ZNF584--SKHEP1
viper,NR1H3,JHH7,1.3234635741152034,0.18568126211131983,0.7532456018887818,NR1H3--JHH7
viper,MSC,ICC10-6,-1.3088325643067589,0.19059107358262983,0.7532456018887818,MSC--ICC10-6
viper,IRF4,SNU449,1.3295874653266406,0.18365423028101927,0.7532456018887818,IRF4--SNU449
viper,ZNF644,ICC19,1.3151339488330498,0.18846488881802415,0.7532456018887818,ZNF644--ICC19
viper,NR1H3,ICC11,-1.32871805953355,0.18394100447353318,0.7532456018887818,NR1H3--ICC11
viper,GATA1,OCUG1,1.3159866355224317,0.18817852834740648,0.7532456018887818,GATA1--OCUG1
viper,ZNF589,KKU100,1.3246090485936306,0.18530085317076708,0.7532456018887818,ZNF589--KKU100
viper,MSC,NOZ,-1.3232087014336653,0.18576598311218345,0.7532456018887818,MSC--NOZ
viper,CEBPE,HUH1,1.3186554999449585,0.18728431014573252,0.7532456018887818,CEBPE--HUH1
viper,MSC,SNU182,1.3305004509469338,0.18335343787696007,0.7532456018887818,MSC--SNU182
viper,ELK1,ICC25,-1.3211492905388833,0.18645159066139932,0.7532456018887818,ELK1--ICC25
viper,NR0B1,HUH1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,NR0B1--HUH1
viper,FOXM1,ICC10-6,-1.3245701160924528,0.1853137730774315,0.7532456018887818,FOXM1--ICC10-6
viper,ZNF589,TKKK,-1.3358256119301457,0.18160627951614278,0.7532456018887818,ZNF589--TKKK
viper,IRF4,HUH28,1.3303022460627594,0.18341870745441424,0.7532456018887818,IRF4--HUH28
viper,NR1H3,HUH6,1.3191629149850914,0.1871146534098853,0.7532456018887818,NR1H3--HUH6
viper,CTCFL,KMCH1,1.3305500577411384,0.18333710487492788,0.7532456018887818,CTCFL--KMCH1
viper,JUN,HUCCT1,1.3151725605279192,0.1884519147861413,0.7532456018887818,JUN--HUCCT1
viper,MAFF,HEP3B217,1.331289077493744,0.18309391078060241,0.7532456018887818,MAFF--HEP3B217
viper,PROX1,SKHEP1,-1.3232087014336653,0.18576598311218345,0.7532456018887818,PROX1--SKHEP1
viper,POU2F2,NOZ,1.3305004509469338,0.18335343787696007,0.7532456018887818,POU2F2--NOZ
viper,DR1,KKU100,1.3232087014336653,0.18576598311218345,0.7532456018887818,DR1--KKU100
viper,POU2F1,SNU308,1.3094995300189363,0.19036519684774128,0.7532456018887818,POU2F1--SNU308
viper,ETS1,ICC13-7,-1.3168914529955775,0.1878750118306502,0.7532456018887818,ETS1--ICC13-7
viper,ZHX1,NOZ,-1.332481821996912,0.1827019109124448,0.7532456018887818,ZHX1--NOZ
viper,POU2F1,KKU213,1.3248870026385027,0.18520863236373425,0.7532456018887818,POU2F1--KKU213
viper,KMT2A,SNU449,1.3232087014336653,0.18576598311218345,0.7532456018887818,KMT2A--SNU449
viper,DR1,SNU761,-1.3159866355224317,0.18817852834740648,0.7532456018887818,DR1--SNU761
viper,PKNOX1,SNU869,-1.3088325643067589,0.19059107358262983,0.7532456018887818,PKNOX1--SNU869
viper,REL,TFK1,-1.3343723873689404,0.1820818448383802,0.7532456018887818,REL--TFK1
viper,MBD3,HLF,-1.329093670620548,0.18381706819908833,0.7532456018887818,MBD3--HLF
viper,HIC1,SKHEP1,1.3305004509469338,0.18335343787696007,0.7532456018887818,HIC1--SKHEP1
viper,PKNOX1,AOVC1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,PKNOX1--AOVC1
viper,PITX2,SNU1196,-1.326044960649016,0.1848248053168006,0.7532456018887818,PITX2--SNU1196
viper,TWIST1,SNU182,1.3305004509469338,0.18335343787696007,0.7532456018887818,TWIST1--SNU182
viper,ZNF148,ICC13-7,-1.3159866355224317,0.18817852834740648,0.7532456018887818,ZNF148--ICC13-7
viper,GLI1,TGBC52TKB,-1.3176822055868305,0.1876100537809769,0.7532456018887818,GLI1--TGBC52TKB
viper,TWIST1,NOZ,-1.3232087014336653,0.18576598311218345,0.7532456018887818,TWIST1--NOZ
viper,CREB3,TGBC1TKB,1.3305004509469338,0.18335343787696007,0.7532456018887818,CREB3--TGBC1TKB
viper,KLF2,SNU761,-1.3236693636275274,0.1856128774594557,0.7532456018887818,KLF2--SNU761
viper,SATB1,HEP3B217,1.3212717786167436,0.18641076039168322,0.7532456018887818,SATB1--HEP3B217
viper,HES1,ICC18,1.3161306976768827,0.18813017921510194,0.7532456018887818,HES1--ICC18
viper,TWIST1,ICC10-6,-1.3088325643067589,0.19059107358262983,0.7532456018887818,TWIST1--ICC10-6
viper,BACH2,AOVC1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,BACH2--AOVC1
viper,POU2F2,SNU475,1.3305004509469338,0.18335343787696007,0.7532456018887818,POU2F2--SNU475
viper,DNMT1,SNU398,1.316492764878809,0.18800870522098462,0.7532456018887818,DNMT1--SNU398
viper,RFX1,ICC14,1.3088325643067589,0.19059107358262983,0.7532456018887818,RFX1--ICC14
viper,DNMT1,ICC21,-1.3093133388626987,0.1904282330947814,0.7532456018887818,DNMT1--ICC21
viper,RFX1,ICC2,-1.3305004509469338,0.18335343787696007,0.7532456018887818,RFX1--ICC2
viper,LHX2,JHH4,1.3305004509469338,0.18335343787696007,0.7532456018887818,LHX2--JHH4
viper,GLYR1,SNU869,1.315934419335411,0.18819605504220221,0.7532456018887818,GLYR1--SNU869
viper,ZC3H8,SNU308,1.3115422601480031,0.18967462587333042,0.7532456018887818,ZC3H8--SNU308
viper,PRDM14,ICC13-7,-1.3345794684497994,0.18201402152037424,0.7532456018887818,PRDM14--ICC13-7
viper,ZEB1,ICC11,-1.3190183289722315,0.18716298489377514,0.7532456018887818,ZEB1--ICC11
viper,POU5F1,EGI1,-1.33434653484586,0.18209031338804937,0.7532456018887818,POU5F1--EGI1
viper,USF1,ICC16,1.3217931794077238,0.1862370301731494,0.7532456018887818,USF1--ICC16
viper,POU4F2,TKKK,-1.312255167257215,0.18943405357155826,0.7532456018887818,POU4F2--TKKK
viper,GRHL2,NOZ,1.327685454519347,0.18428204071648563,0.7532456018887818,GRHL2--NOZ
viper,POU4F2,HUH1,-1.3202863336965738,0.18673943665185727,0.7532456018887818,POU4F2--HUH1
viper,REST,ICC25,-1.3088325643067589,0.19059107358262983,0.7532456018887818,REST--ICC25
viper,USF1,SNU245,1.3353241748603761,0.1817702697084698,0.7532456018887818,USF1--SNU245
viper,RUNX2,AOVC1,-1.3221446990952714,0.1861199717172843,0.7532456018887818,RUNX2--AOVC1
viper,ESR2,SNU478,1.3250766125979057,0.1851457422252748,0.7532456018887818,ESR2--SNU478
viper,ZBTB7A,NOZ,-1.3336339942007633,0.18232383639595678,0.7532456018887818,ZBTB7A--NOZ
viper,CREM,SNU308,-1.3232087014336653,0.18576598311218345,0.7532456018887818,CREM--SNU308
viper,ZEB2,OCUG1,1.3199083381332726,0.18686562336013554,0.7532456018887818,ZEB2--OCUG1
viper,DNMT1,GB2,1.3332159516868713,0.18246094601008123,0.7532456018887818,DNMT1--GB2
viper,RELA,JHH7,-1.3172524713998082,0.1877540108908122,0.7532456018887818,RELA--JHH7
viper,SNAI1,SNU869,1.3259274324194663,0.1848637354081182,0.7532456018887818,SNAI1--SNU869
viper,KLF2,OZ,1.3360231552200241,0.18154170502758024,0.7532456018887818,KLF2--OZ
viper,SATB1,RBE,-1.328099912419534,0.18414510240201032,0.7532456018887818,SATB1--RBE
viper,SMAD1,HUH28,1.3232482099513325,0.1857528484046035,0.7532456018887818,SMAD1--HUH28
viper,PAX8,SNU182,1.3088325643067589,0.19059107358262983,0.7532456018887818,PAX8--SNU182
viper,DDIT3,SNU308,-1.3307061682217383,0.1832857126432602,0.7532456018887818,DDIT3--SNU308
viper,PAX8,ICC10-6,1.3159866355224317,0.18817852834740648,0.7532456018887818,PAX8--ICC10-6
viper,JUNB,HLF,1.310567916638471,0.19000378453013306,0.7532456018887818,JUNB--HLF
viper,MEF2A,SNU869,-1.3088325643067589,0.19059107358262983,0.7532456018887818,MEF2A--SNU869
viper,PAX6,SNU475,1.327380710996227,0.18438277710825732,0.7532456018887818,PAX6--SNU475
viper,NFYA,SKHEP1,-1.3232087014336653,0.18576598311218345,0.7532456018887818,NFYA--SKHEP1
viper,PPARG,ICC6,-1.3197168846146785,0.18692956054023263,0.7532456018887818,PPARG--ICC6
viper,CEBPZ,SSP25,1.310498849316732,0.1900271332341446,0.7532456018887818,CEBPZ--SSP25
viper,FOXJ2,ICC7,-1.3088325643067589,0.19059107358262983,0.7532456018887818,FOXJ2--ICC7
viper,ZNF217,ICC5,-1.3341730023196472,0.18214716525934865,0.7532456018887818,ZNF217--ICC5
viper,CEBPZ,KKU213,-1.31012764451435,0.1901526578883625,0.7532456018887818,CEBPZ--KKU213
viper,MEF2B,ICC10-8,-1.3195890650528215,0.18697225572979503,0.7532456018887818,MEF2B--ICC10-8
viper,JUN,ICC7,1.3345638902727432,0.1820191230421973,0.7532456018887818,JUN--ICC7
viper,PAX6,GB2,-1.3237896649187475,0.18557290950115657,0.7532456018887818,PAX6--GB2
viper,ZNF217,OCUG1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,ZNF217--OCUG1
viper,SNAI1,HUH28,-1.3261358030816068,0.1847947187949354,0.7532456018887818,SNAI1--HUH28
viper,TFCP2,ICC20,1.3124833030963343,0.18935711607329606,0.7532456018887818,TFCP2--ICC20
viper,HNF1A,ICC6,1.3129773185564084,0.1891905911425164,0.7532456018887818,HNF1A--ICC6
viper,MAFG,GB2,-1.3257771595494212,0.18491352068362696,0.7532456018887818,MAFG--GB2
viper,PAX5,ICC13-7,-1.3361567482476697,0.18149804475738016,0.7532456018887818,PAX5--ICC13-7
viper,JUN,KMCH1,-1.3257415929415237,0.18492530532261578,0.7532456018887818,JUN--KMCH1
viper,GLI1,JHH2,1.308892553175576,0.1905707494887289,0.7532456018887818,GLI1--JHH2
viper,PBX3,HUH28,1.3157352259316077,0.1882629266339569,0.7532456018887818,PBX3--HUH28
viper,TP63,ICC19,-1.3133444348249108,0.18906691189345723,0.7532456018887818,TP63--ICC19
viper,ZNF165,ICC2,1.3331077224990053,0.1824964554826671,0.7532456018887818,ZNF165--ICC2
viper,ERG,JHH7,-1.3159866355224317,0.18817852834740648,0.7532456018887818,ERG--JHH7
viper,ERG,JHH2,-1.3088325643067589,0.19059107358262983,0.7532456018887818,ERG--JHH2
viper,ETS1,SG231,-1.3222565584645134,0.18608273319216306,0.7532456018887818,ETS1--SG231
viper,GLI1,ICC16,1.3225093860422417,0.185998585959685,0.7532456018887818,GLI1--ICC16
viper,ASCL1,JHH4,1.333349129414763,0.18241725807331008,0.7532456018887818,ASCL1--JHH4
viper,BACH2,SNU869,-1.3088325643067589,0.19059107358262983,0.7532456018887818,BACH2--SNU869
viper,DUX4,TGBC1TKB,-1.3242387147471666,0.1854237769188756,0.7532456018887818,DUX4--TGBC1TKB
viper,SETBP1,KKU100,-1.3232087014336653,0.18576598311218345,0.7532456018887818,SETBP1--KKU100
viper,HIF1A,SNU423,1.3309873166810482,0.18319318430300646,0.7532456018887818,HIF1A--SNU423
viper,SIX2,SNU1079,1.315715131250005,0.18826967363055713,0.7532456018887818,SIX2--SNU1079
viper,CREB3,GB2,-1.3232087014336653,0.18576598311218345,0.7532456018887818,CREB3--GB2
viper,SETBP1,SNU761,1.3159866355224317,0.18817852834740648,0.7532456018887818,SETBP1--SNU761
viper,ZNF175,ICC9,-1.3290032727353391,0.1838468901461493,0.7532456018887818,ZNF175--ICC9
viper,ATF3,TGBC52TKB,-1.3218508028515634,0.18621783744518686,0.7532456018887818,ATF3--TGBC52TKB
viper,SETDB1,LI7,-1.321508988478128,0.18633170746259128,0.7532456018887818,SETDB1--LI7
viper,SETDB1,SNU398,1.3144878307331191,0.18868209067255706,0.7532456018887818,SETDB1--SNU398
viper,ZNF175,SNU478,-1.3210617646070215,0.18648077067046254,0.7532456018887818,ZNF175--SNU478
viper,SETDB1,TGBC52TKB,1.335684100079691,0.18165254848848789,0.7532456018887818,SETDB1--TGBC52TKB
viper,GATA6,SKHEP1,-1.3324060639512108,0.18272679055421798,0.7532456018887818,GATA6--SKHEP1
viper,PROX1,SNU398,-1.3088325643067589,0.19059107358262983,0.7532456018887818,PROX1--SNU398
viper,MEF2A,AOVC1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,MEF2A--AOVC1
viper,YBX1,ECC4,-1.3099040403459485,0.19022830016021988,0.7532456018887818,YBX1--ECC4
viper,SNAI1,SKHEP1,-1.311797150614552,0.18958858660063796,0.7532456018887818,SNAI1--SKHEP1
viper,NFATC1,AOVC1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,NFATC1--AOVC1
viper,CEBPA,GB3,1.3150525867247522,0.18849222970192375,0.7532456018887818,CEBPA--GB3
viper,TBX21,ICC10-6,-1.319989402258117,0.18683855632305063,0.7532456018887818,TBX21--ICC10-6
viper,IRF1,SNU761,-1.3305004509469338,0.18335343787696007,0.7532456018887818,IRF1--SNU761
viper,IRF1,SNU878,-1.3088325643067589,0.19059107358262983,0.7532456018887818,IRF1--SNU878
viper,HOXB7,SNU449,-1.3169075690959304,0.18786960904176495,0.7532456018887818,HOXB7--SNU449
viper,TCF4,ICC19,1.3236807091579315,0.18560910783751394,0.7532456018887818,TCF4--ICC19
viper,TBX21,CCSW1,-1.3211310012032516,0.18645768780953098,0.7532456018887818,TBX21--CCSW1
viper,STAT5A,OCUG1,-1.3088325643067589,0.19059107358262983,0.7532456018887818,STAT5A--OCUG1
viper,ZNF766,ICC17,1.3165508119095055,0.18798923575495255,0.7532456018887818,ZNF766--ICC17
viper,TCF4,ICC20,1.3357369298073338,0.1816352741614442,0.7532456018887818,TCF4--ICC20
viper,IRF2,EGI1,-1.3232087014336653,0.18576598311218345,0.7532456018887818,IRF2--EGI1
viper,CDX1,ICC8,-1.3173796704559586,0.18771139185245792,0.7532456018887818,CDX1--ICC8
viper,AHR,ICC25,-1.3334516058370114,0.1823836467463261,0.7532456018887818,AHR--ICC25
viper,ZNF766,HEP3B217,-1.3128721908753775,0.18922601900417754,0.7532456018887818,ZNF766--HEP3B217
viper,EBF1,SNU1079,1.3171340292114808,0.18779370229312356,0.7532456018887818,EBF1--SNU1079
viper,STAT1,ICC25,1.329228012944275,0.18377275575363602,0.7532456018887818,STAT1--ICC25
viper,ZZZ3,ICC17,-1.310162412534613,0.1901408983268453,0.7532456018887818,ZZZ3--ICC17
viper,HOXA9,SNU1196,-1.3159866355224317,0.18817852834740648,0.7532456018887818,HOXA9--SNU1196
viper,FOXO3,SNU182,-1.3172814588371258,0.1877442977949983,0.7532456018887818,FOXO3--SNU182
viper,NFE2L2,SNU182,-1.3305004509469338,0.18335343787696007,0.7532456018887818,NFE2L2--SNU182
viper,FOXP1,KKU213,1.3189138907895388,0.18719790169735867,0.7532456018887818,FOXP1--KKU213
viper,STAT4,OCUG1,1.3088325643067589,0.19059107358262983,0.7532456018887818,STAT4--OCUG1
viper,TCF7,HUH7,-1.3187172856867349,0.1872636457053236,0.7532456018887818,TCF7--HUH7
viper,TCF12,HUH7,1.3113150080211993,0.18975135997415615,0.7532456018887818,TCF12--HUH7
viper,HOXB13,AOVC1,1.3088325643067589,0.19059107358262983,0.7532456018887818,HOXB13--AOVC1
viper,TCF7,ICC14,1.327618330856058,0.18430422569712843,0.7532456018887818,TCF7--ICC14
viper,ZNF766,PLCPRF5,-1.3354899902590438,0.18171602921597435,0.7532456018887818,ZNF766--PLCPRF5
viper,NANOG,KKU213,-1.3275474515584527,0.18432765409515928,0.7532456018887818,NANOG--KKU213
viper,ZZZ3,JHH7,-1.3228254848764056,0.1858934200695895,0.7532456018887818,ZZZ3--JHH7
viper,HOXA9,G415,-1.3159866355224317,0.18817852834740648,0.7532456018887818,HOXA9--G415
viper,CDX2,ICC9,-1.330785074083609,0.18325974056069935,0.7532456018887818,CDX2--ICC9
viper,NFIL3,SNU387,-1.31962310073139,0.1869608861893986,0.7532456018887818,NFIL3--SNU387
viper,AHR,EGI1,1.3258645509723517,0.18488456677176915,0.7532456018887818,AHR--EGI1
viper,STAT2,TKKK,-1.3127851810312205,0.1892553448820989,0.7532456018887818,STAT2--TKKK
viper,ZNF83,ICC13-7,-1.32428705273357,0.18540772882189535,0.7532456018887818,ZNF83--ICC13-7
viper,NFATC1,SNU869,-1.3088325643067589,0.19059107358262983,0.7532456018887818,NFATC1--SNU869
viper,NFKB1,HUH6,-1.319439389008841,0.187022260729881,0.7532456018887818,NFKB1--HUH6
viper,BHLHE22,PLCPRF5,1.3139009400858084,0.1888795423193815,0.7532456018887818,BHLHE22--PLCPRF5
viper,TBX21,SNU387,1.3103148816770307,0.19008933512772827,0.7532456018887818,TBX21--SNU387
viper,CBX2,GB2,-1.3193831797175717,0.1870410421416892,0.7532456018887818,CBX2--GB2
viper,STAT2,SNU308,-1.3091080664093668,0.1904977472534762,0.7532456018887818,STAT2--SNU308
viper,STAT2,ICC25,1.3208832738762095,0.18654028761902003,0.7532456018887818,STAT2--ICC25
viper,TCF4,EGI1,-1.3092105980284632,0.19046302326359602,0.7532456018887818,TCF4--EGI1
viper,TCF4,HEP3B217,1.3353357211157029,0.18176649238084278,0.7532456018887818,TCF4--HEP3B217
viper,NANOG,ICC11,-1.3312476098171322,0.18310755048789823,0.7532456018887818,NANOG--ICC11
viper,CDX2,LI7,1.3231342003308397,0.1857907530623491,0.7532456018887818,CDX2--LI7
viper,IRF1,SNU182,-1.3088325643067589,0.19059107358262983,0.7532456018887818,IRF1--SNU182
viper,NFE2L1,ECC4,-1.3232087014336653,0.18576598311218345,0.7532456018887818,NFE2L1--ECC4
