feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
ITGA3,2.4003015809168806e-09,-1.9387745790984634,1.850632518886915e-06,-0.47730778645556626,-0.07170903264908168
GRHL2,1.1640535200809314e-07,-1.658733757545304,2.991617546607994e-05,-0.4429370286896177,-0.10035869599335831
STX4,4.99911530906804e-07,-1.5520146783750732,9.635794758228648e-05,-0.9458504663067466,-0.44079691028374546
CFL1,1.6983099307921498e-06,-1.4612359997398447,0.0002618793913281495,-0.9890179025210102,-0.4368049427083657
ITGB1,7.4197562483495605e-06,-1.34971238089678,0.0009534386779129185,-0.71127317233344,-0.21638135500431824
EFR3A,2.1751235888390305e-05,-1.2664698869018884,0.0023957432671355607,-0.9280648755480734,-0.43277680815979486
CDH1,7.064562636551051e-05,-1.1728844218748764,0.006051975325312067,-0.38489146618051384,-0.0902263615218561
SNAP23,0.00012617240680221756,-1.125668762088178,0.008843538694955431,-1.2239149759018517,-0.6291697097623232
GRK2,0.00021490784395028357,-1.0815264696717142,0.01380782897380572,-0.45241159173218193,-0.24530422664882034
FERMT1,0.0004457697919037608,-1.0196402330040164,0.02643757765829228,-0.22555116732194205,-0.008152920024969881
TP63,0.0005520538109660333,-1.0011532657528501,0.030402392018200834,-0.2741145100559969,-0.011137329221550158
EPS8L2,0.00103882577990919,-0.9454463582604711,0.05005841726937409,-0.2372515978982596,-0.13773769450485765
CYB5B,0.001765879336161372,-0.8973266221005571,0.07165752464107462,-0.571082208209686,-0.29962081694414067
SQLE,0.0023008090623391902,-0.8727966423067229,0.08213862033594786,-0.3849299167774949,-0.20363663252712555
RIC1,0.0023437738617261387,-0.8710672775557919,0.08213862033594786,-0.9907484285630113,-0.5899121779840613
GLMN,0.0026788440051447775,-0.8585198693238425,0.08829127549791434,-0.603910596542142,-0.40679396756717734
KLF5,0.0027483665524642596,-0.8561022380120197,0.08829127549791434,-0.5295536113525402,-0.1954320362755105
RAB6A,0.003053751322544964,-0.8461193450873057,0.09061675301715291,-0.8655298705470206,-0.516151277245206
SNX17,0.003055817870876752,-0.8460550347456532,0.09061675301715291,-0.2811576330369932,-0.1576640469032696
