feature,p-value,effect_size,q-value
TRIO,4.36902747169178e-08,0.6322270199735921,9.447957746876664e-05
SACS,1.3956629193532072e-07,0.6080443197143134,0.0001479123561930529
ACTZ,3.7767596785578366e-07,0.5865738653584313,0.0002269708034840916
IF4A1,4.2832761555782525e-07,0.5838070075029669,0.0002269708034840916
DNMBP,5.500036019441809e-07,0.5782732917920383,0.0002581631090007599
PXK,6.613501119172394e-07,0.5741612900012126,0.0002581631090007599
PTN14,6.834166559327859e-07,0.573426349043866,0.0002581631090007599
F5H5D3,9.972025819191033e-07,0.5649014082085067,0.0003172224405426648
TBB6,1.0176979598462542e-06,0.5644390025147168,0.0003172224405426648
IF4A2,1.2207315844317647e-06,0.5602887157315204,0.00032343283329519605
IPO11,1.4624454740818045e-06,0.556138428948324,0.0003522499348708855
UBCP1,1.8571628918317293e-06,0.5506047132373953,0.0004261817789245601
RHEB,2.091097613141831e-06,0.5478378553819311,0.0004261817789245601
KTNB1,2.3531962422876747e-06,0.5450709975264667,0.00044534238885294246
CE170,3.500433972160047e-06,0.5356693742604909,0.0005520443432374727
DRG2,3.542084859421414e-06,0.5353869950323417,0.0005520443432374727
CND1,3.542084859421414e-06,0.5353869950323417,0.0005520443432374727
FMNL3,3.542084859421414e-06,0.5353869950323417,0.0005520443432374727
LEG1,3.9761395026686625e-06,0.5326201371768774,0.0005852656451289234
UAP1,4.460917699834528e-06,0.529853279321413,0.0005909600722855792
FERM2,4.211850174711903e-06,0.5312367082491453,0.0005909600722855792
GNAI2,4.724061187509146e-06,0.528469850393681,0.0006105561032344137
NMT2,6.2787395712523694e-06,0.5215527057550202,0.0007078944891077937
A0A0A0MTH3,6.496211628954158e-06,0.5207191751642659,0.000717154696288085
GDIA,7.435109325286975e-06,0.5174024189718238,0.0007433706474470883
RASA3,7.86392149142119e-06,0.5160189900440916,0.0007451371391552625
TNPO1,7.86392149142119e-06,0.5160189900440916,0.0007451371391552625
SYDE1,9.232626095028003e-06,0.5120411617914716,0.0008020276340582522
RRAGB,9.827602745802562e-06,0.510485274333163,0.0008136947960938715
F8VXU5,1.0152346178307898e-05,0.5096736169032058,0.0008276504984439008
TLN1,1.0387237160471987e-05,0.5091018454054309,0.000833969238080925
NCS1,1.1268489652907928e-05,0.5070614314087734,0.0008653873430544798
RSU1,1.1973272794547809e-05,0.5055364346225816,0.0008936108808212513
PCH2,1.2254579663930234e-05,0.5049515586222344,0.0009019030227661988
DYHC1,1.3673035769957523e-05,0.5021847007667701,0.00093175508343255
OGA,1.3891045780556983e-05,0.5017839324310199,0.00093175508343255
CDC16,1.6097794935971173e-05,0.4980344139835737,0.001007411561661897
COF2,1.7936398553919603e-05,0.4952675561281094,0.0010330975645349999
SNTB2,1.7936398553919603e-05,0.4952675561281094,0.0010330975645349999
AP1M1,1.7936398553919603e-05,0.4952675561281094,0.0010330975645349999
VPS35,1.9974006579314244e-05,0.4925006982726451,0.001114129061724065
ELP2,2.607626679410534e-05,0.4855835536339843,0.0013546876249212177
OPTN,2.7493021765584556e-05,0.4842001247062521,0.0013874811651031673
GPX8,2.8982770779399576e-05,0.48281669577852004,0.0014199948672736832
MMS19,2.8982770779399576e-05,0.48281669577852004,0.0014199948672736832
UFO,2.915462021141189e-05,0.4826614828297046,0.0014199948672736832
DJC13,3.0549049796036965e-05,0.4814332668507878,0.0014199948672736832
EIF3F,3.0549049796036965e-05,0.4814332668507878,0.0014199948672736832
PLCG1,3.0549049796036965e-05,0.4814332668507878,0.0014199948672736832
MAP1B,3.0549049796036965e-05,0.4814332668507878,0.0014199948672736832
FRYL,3.08953786858509e-05,0.48113648604351283,0.0014236053187506427
DCTN4,3.2195553889292524e-05,0.4800498379230557,0.0014455060044926958
VAMP7,3.467755875405611e-05,0.47808649247112917,0.0015061998675224863
NP1L1,3.574485258446789e-05,0.4772829800675914,0.001515295790760763
PRPS1,3.574485258446789e-05,0.4772829800675914,0.001515295790760763
TBC13,4.398797365436051e-05,0.4717492643566628,0.0017139137676062967
PUR4,4.8757002081632326e-05,0.46898240650119855,0.0018641083038836992
OGT1,5.1321490615125544e-05,0.46759897757346636,0.0019284879346757918
GIT2,5.4013465878190625e-05,0.4662155486457342,0.0019603928471817267
SOGA1,5.6951419005807844e-05,0.46477836579476756,0.0019854313770511565
EIF3D,5.683885995144126e-05,0.46483211971800203,0.0019854313770511565
DOP2,5.5785641318549964e-05,0.4653400405976888,0.0019854313770511565
ERBIN,5.879181692078211e-05,0.46391344696452785,0.002022972973137821
KIF2A,5.980385967143598e-05,0.46344869079026996,0.0020314144384547387
MYO1C,6.291491650784485e-05,0.4620652618625377,0.002096768192296037
CLIC4,6.617875677298327e-05,0.46068183293480564,0.0021646989638273973
EIF3M,6.960239217260899e-05,0.4592984040070735,0.0022489211958698478
FLNC,8.090669858583248e-05,0.45514811722387705,0.002449854833179007
DIAP3,8.090669858583248e-05,0.45514811722387705,0.002449854833179007
ELP3,7.89114949031442e-05,0.4558390635345399,0.002449854833179007
AR2BP,8.072158557164195e-05,0.45521154067825226,0.002449854833179007
PARVA,8.298346716297752e-05,0.45444582559790486,0.0024843468502633776
RAB3B,8.504572860142939e-05,0.4537646882961449,0.002489819424635217
J3KPD3,8.783487107072613e-05,0.45286788870346767,0.0025259204343426687
DC1I2,8.938428749673758e-05,0.4523812593684127,0.0025259204343426687
TRI32,8.938428749673758e-05,0.4523812593684127,0.0025259204343426687
FLNA,8.938428749673758e-05,0.4523812593684127,0.0025259204343426687
ASAP1,9.8696225097405e-05,0.44961440151294846,0.0026683229428119846
ARL2,9.8696225097405e-05,0.44961440151294846,0.0026683229428119846
CND3,9.8696225097405e-05,0.44961440151294846,0.0026683229428119846
ANC2,0.00010891875564950669,0.44684754365748414,0.0028431551043681573
RNBP6,0.00010891875564950669,0.44684754365748414,0.0028431551043681573
UBE4B,0.00012013448274968544,0.44408068580201987,0.003031393448050396
RAB31,0.0001289450592484237,0.44207303856780433,0.0031928965839130713
CAP2,0.00013243284004479456,0.44131382794655555,0.0032194922968496035
KANK2,0.0001324493905856225,0.44131027039346676,0.0032194922968496035
TEX30,0.00013616550372986603,0.44052190509914535,0.0032947077820299547
L2GL1,0.00013901794304934384,0.4399303990188234,0.003333285430852819
CAVN1,0.0001453028080907266,0.43866645665353315,0.003449631363074121
CRK,0.00014591059124306204,0.4385469700910913,0.003449631363074121
FARP1,0.00014647425112128274,0.4384365760301424,0.003449631363074121
ANFY1,0.0001544735187709323,0.43691157924395063,0.0036059699381813665
CD123,0.00016067236075457188,0.43578011223562696,0.0037179163302990237
RAB2B,0.0001685697346963848,0.4343966833078948,0.0038502199317075134
CPNE2,0.0001685697346963848,0.4343966833078948,0.0038502199317075134
RAF1,0.00017303892297092542,0.4336405732060395,0.003918518174456982
PP2AA,0.0001768311963126681,0.4330132543801627,0.003920621377660369
TYSY,0.0001768311963126681,0.4330132543801627,0.003920621377660369
ARP10,0.00018547229048634353,0.4316298254524305,0.00401150068280463
EIF3E,0.00018547229048634353,0.4316298254524305,0.00401150068280463
HARS1,0.00019099679440528423,0.4307767721813473,0.004064626560456229
UBE2Z,0.0002039585907912012,0.42886296759696624,0.004271844160484487
RS23,0.00021383798365018104,0.42747953866923405,0.004391966958768641
CDC23,0.00023495968622036203,0.4247126808137698,0.004788659143391148
ANXA6,0.0002462402480323377,0.42332925188603765,0.004942526796679385
EHD2,0.0002462402480323377,0.42332925188603765,0.004942526796679385
BICD2,0.0002580273274912098,0.42194582295830546,0.005140175971338048
PELO,0.0002832057264928695,0.4191789651028412,0.005497095768079545
ACTN1,0.0002832057264928695,0.4191789651028412,0.005497095768079545
ACLY,0.0002865773815402062,0.4188261078800786,0.005542239214531214
AKT1,0.0002966413747936366,0.417795536175109,0.005695299438519857
TF65,0.00030898496889915925,0.4165753401314128,0.005910871300348898
MYO9B,0.00031960383593432253,0.41556162423726545,0.006033841106815893
RRAGC,0.00031960383593432253,0.41556162423726545,0.006033841106815893
SH3B4,0.0003406176364750355,0.4136452493919126,0.0061812769030178535
PYRG1,0.0003406176364750355,0.4136452493919126,0.0061812769030178535
GNA12,0.0003525996346968125,0.41260150266328405,0.006376878717605493
FHOD1,0.0003732468658231425,0.4108783915364483,0.006527508719461492
IMA4,0.00039063609486427543,0.4094949626087161,0.006620604058226573
VIME,0.0004087800693981606,0.40811153368098396,0.0067689585438665
RRAS,0.0004087800693981606,0.40811153368098396,0.0067689585438665
RHOG,0.0004087800693981606,0.40811153368098396,0.0067689585438665
MRP4,0.0004087800693981606,0.40811153368098396,0.0067689585438665
ELMO2,0.0004087800693981606,0.40811153368098396,0.0067689585438665
P4K2A,0.00043215232966361904,0.4064116435201146,0.007067824675578757
B3KS98,0.000444763176000363,0.40552978187035255,0.007213409094347066
TX1B3,0.0004474534883398199,0.40534467582551964,0.007213409094347066
EXT1,0.00044786027402154836,0.40531677752203277,0.007213409094347066
FXR1,0.00046804625498626356,0.4039612468977875,0.007447979294811443
Q5VW26,0.00047724325002641615,0.40336164994773105,0.007548990990716356
NUP85,0.0004895204773229162,0.4025778179700554,0.007674464524657199
RS9,0.0004895204773229162,0.4025778179700554,0.007674464524657199
MICA1,0.0004992160124338182,0.4019716626594685,0.0077804283820200075
AP2B1,0.0005119106712079062,0.4011943890423232,0.007885507693984578
RIC8A,0.0005119106712079062,0.4011943890423232,0.007885507693984578
A0A087X256,0.0005185337940670591,0.4007959711870411,0.007964378477569119
CNTP1,0.0005266923730463236,0.40031165637534744,0.008043063068508556
PARG,0.0005352525562109241,0.39981096011459105,0.00810372370103339
RABE1,0.0005352525562109241,0.39981096011459105,0.00810372370103339
CYFP2,0.0005531699353451177,0.39878665958915566,0.008305968627604977
TMX3,0.0005595830911596484,0.3984275311868589,0.008305968627604977
UBE2A,0.0005808831159397631,0.3972616628029638,0.008550276753791124
F16B1,0.0005849405104705052,0.39704410225912673,0.008586148933471488
ELP6,0.000593565777960626,0.39658623850071073,0.008688688003904302
AKA10,0.0006098845181324808,0.39573666601677204,0.0087086552429359
RIR1,0.0006113643612704577,0.3956606733313946,0.0087086552429359
LIS1,0.0006113643612704577,0.3956606733313946,0.0087086552429359
A0A286YFF8,0.0006347044282853698,0.39448422360929236,0.00898012592422728
TSC2,0.0006388955413160378,0.39427724440366246,0.00898012592422728
TBC15,0.0006388955413160378,0.39427724440366246,0.00898012592422728
FMNL2,0.0006719723905676514,0.3926866724443885,0.009297080150438602
FADS3,0.0006719723905676514,0.3926866724443885,0.009297080150438602
RANB9,0.0006974504664591191,0.39151038654819814,0.009525232014863072
MOES,0.0006974504664591191,0.39151038654819814,0.009525232014863072
LIMS1,0.0007051742475727622,0.39116167565819665,0.009532444739510374
GAPR1,0.0007051742475727622,0.39116167565819665,0.009532444739510374
EIF3A,0.0007285631127633944,0.390126957620466,0.009675829409857712
CEP55,0.0007285631127633944,0.390126957620466,0.009675829409857712
SEM3C,0.0007469609806235226,0.3893345006333996,0.009895365590810116
VAC14,0.0007609609722320316,0.3887435286927339,0.010005787076569567
PLCB4,0.0007761985112343405,0.38811168208581304,0.010081068409389143
GNAS1,0.0007946922928389657,0.3873600997650017,0.010171677439018548
XPO4,0.0007946922928389657,0.3873600997650017,0.010171677439018548
SUH,0.000814149580108028,0.38658668529962126,0.010395611144560097
TBB3,0.0008199337871580263,0.38636007321605403,0.010444300812861494
CO1A1,0.0008538163094722946,0.3850616885134295,0.010736324981557995
TRIM3,0.0008538163094722946,0.3850616885134295,0.010736324981557995
RACK1,0.0008550158788861056,0.38501660224266937,0.010736324981557995
SIN3B,0.0008663563288867217,0.3845932419095374,0.01075134001585653
TGFI1,0.000874553018270228,0.3842904314805633,0.010802462572992864
WASF1,0.0008737839056720547,0.38431873269778416,0.010802462572992864
T3HPD,0.0008952690287296591,0.38353669172723764,0.010818018445667101
E9PCH4,0.0008979963901704971,0.38343866534823223,0.010818018445667101
ERF1,0.0009043936915324638,0.3832098129818053,0.010818018445667101
STXB1,0.0009043936915324638,0.3832098129818053,0.010818018445667101
Q5T5C7,0.0009043936915324638,0.3832098129818053,0.010818018445667101
OGFD1,0.0009043936915324638,0.3832098129818053,0.010818018445667101
UBP32,0.0009184488761587512,0.3827122366900887,0.010961397735957707
NEDD4,0.0009439738994854466,0.3818263840540731,0.011240713917692992
ASNA,0.0009851536212560762,0.38044295512634096,0.011652520176419526
PPME1,0.0009851536212560762,0.38044295512634096,0.011652520176419526
EM55,0.0009838264771388438,0.3804866981548541,0.011652520176419526
PTCD2,0.0009900270719731838,0.38028279155935785,0.011684083417340537
CO5A1,0.0010124283530822786,0.37955584710913953,0.011921906317739988
ZDH17,0.0010150009471130653,0.3794733192202055,0.011925698489472579
TBB2A,0.0010279913470106364,0.37905952619860883,0.011998515744073485
SUV92,0.0010372172829885104,0.3787685742836804,0.012079592049573883
CAV1,0.0010725474363599652,0.3776760972708767,0.01238219796355437
GAPD1,0.0010725474363599652,0.3776760972708767,0.01238219796355437
BACH,0.0010725474363599652,0.3776760972708767,0.01238219796355437
JIP4,0.0011188841669774118,0.3762926683431445,0.012614823831517671
FXR2,0.0011188841669774118,0.3762926683431445,0.012614823831517671
PSMD7,0.0011188841669774118,0.3762926683431445,0.012614823831517671
ATG5,0.0011188841669774118,0.3762926683431445,0.012614823831517671
ERC6L,0.0011188841669774118,0.3762926683431445,0.012614823831517671
KNTC1,0.0011670657840438373,0.3749092394154124,0.012964950921694536
MRC2,0.0011661729161195483,0.37493439222153957,0.012964950921694536
TCF25,0.0011670657840438373,0.3749092394154124,0.012964950921694536
SHCBP,0.0011670657840438373,0.3749092394154124,0.012964950921694536
UB2R1,0.0011857578420794734,0.37438671101008686,0.013090272510789853
GRDN,0.0011857578420794734,0.37438671101008686,0.013090272510789853
IQGA1,0.0012171585505166142,0.37352581048768024,0.013189617912448954
NUP93,0.0012171585505166142,0.37352581048768024,0.013189617912448954
CPNE7,0.0012419037974289878,0.3728617142238951,0.013402949536815085
TLN2,0.0012692307982186302,0.37214238155994805,0.013532503017626802
CDK17,0.0012692307982186302,0.37214238155994805,0.013532503017626802
SIN1,0.0013004959044176272,0.37133671743770325,0.013838007625520093
A0A087X2H1,0.0013211127738347874,0.37081517019273486,0.01385859177797623
E41L3,0.001323352979742588,0.3707589526322159,0.01385859177797623
SRGP2,0.001323352979742588,0.3707589526322159,0.01385859177797623
PSDE,0.001323352979742588,0.3707589526322159,0.01385859177797623
UB2R2,0.001361630072445267,0.3698117206515114,0.014147603438995038
PKHM2,0.001361630072445267,0.3698117206515114,0.014147603438995038
SPDLY,0.001361630072445267,0.3698117206515114,0.014147603438995038
KIRR1,0.0013795977211648015,0.3693755237044838,0.014171649844452652
XPOT,0.0013795977211648015,0.3693755237044838,0.014171649844452652
MK14,0.0013807680408858545,0.36934729417314155,0.014171649844452652
EFL1,0.0013853396149134693,0.36923723329829766,0.014171649844452652
CFA20,0.0013853396149134693,0.36923723329829766,0.014171649844452652
X6RLX0,0.0014524351840233425,0.3676592964038605,0.014604277116014594
CCN2,0.0014524351840233425,0.3676592964038605,0.014604277116014594
APAF,0.0014987565773230548,0.36660866584901947,0.014844693650906295
SHIP2,0.0014987565773230548,0.36660866584901947,0.014844693650906295
ARL3,0.0014987565773230548,0.36660866584901947,0.014844693650906295
HYCCI,0.0015612933933800569,0.3652367302929361,0.01524147854165471
PSMD2,0.0015618272972482557,0.36522523692128733,0.01524147854165471
SYTC,0.0015618272972482557,0.36522523692128733,0.01524147854165471
RENT2,0.0015618272972482557,0.36522523692128733,0.01524147854165471
MELK,0.0015711214961835098,0.3650257377826791,0.015303994132861064
FNBP1,0.0016255838589561483,0.3638780951192089,0.015707180924866296
AAPK1,0.0016273338984245322,0.3638418079935552,0.015707180924866296
DYHC2,0.001680175649317343,0.36276270396511784,0.016129077474153264
FIL1L,0.0017090214829206325,0.3621867367205524,0.01625871604667223
TF2H4,0.0017659944989201226,0.3610749501380909,0.01665125418109916
ABCF2,0.0018393246993872398,0.35969152121035874,0.017189738239952353
PSB3,0.0018393246993872398,0.35969152121035874,0.017189738239952353
UBE3C,0.0018393246993872398,0.35969152121035874,0.017189738239952353
IKKB,0.001869509387090588,0.35913674314816885,0.01741042221826542
MET16,0.0019154433004056625,0.3583080922826266,0.017713671987521128
APC7,0.0019154433004056625,0.3583080922826266,0.017713671987521128
KIF11,0.0019154433004056625,0.3583080922826266,0.017713671987521128
KAT7,0.0019154433004056625,0.3583080922826266,0.017713671987521128
PRAF2,0.001954842220466758,0.35761174636197707,0.017983869663634293
TTK,0.001953425998811487,0.35763655280732126,0.017983869663634293
RAE2,0.0019634618670759324,0.35746112004249525,0.01803186210335419
IPO7,0.001994444991020779,0.3569246633548944,0.018090111783423343
SAR1A,0.001994444991020779,0.3569246633548944,0.018090111783423343
CSDE1,0.001994444991020779,0.3569246633548944,0.018090111783423343
AP3B1,0.001994444991020779,0.3569246633548944,0.018090111783423343
PI3R4,0.001994444991020779,0.3569246633548944,0.018090111783423343
