ProteinID,feature,corr,p-value,q-value
HNMT,HNMT,0.2469818898858962,0.0805926076487013,0.19438531467469777
COQ3,COQ3,0.2467749501923311,0.08738074464216623,0.20555452411256456
A0A0C4DFX9,A0A0C4DFX9,0.24652383328318622,0.09482748350883206,0.21582397581980473
RLA2,RLA2,0.24564425690944175,0.07920613792850291,0.19295953014109676
PYM1,PYM1,0.24556492995090634,0.09616043594022997,0.21646061856503623
SHOT1,SHOT1,0.24545596294994398,0.07944376104290421,0.19313269324851834
GSTK1,GSTK1,0.24520168910274648,0.07976554086632048,0.19356429455634958
VAPB,VAPB,0.24511643159994176,0.07987366261679875,0.19356429455634958
GAR1,GAR1,0.24439969480053736,0.09056874999768187,0.21018526852714675
MTFP1,MTFP1,0.24435852800276775,0.09785795449544676,0.21894735751932537
ADAM9,ADAM9,0.24245989665468123,0.08330085954329083,0.19890334182811345
VILI,VILI,0.2424111532328806,0.08336480546176894,0.19890334182811345
GOGB1,GOGB1,0.24239323467463997,0.0865689794004888,0.20525009953686216
HS2ST,HS2ST,0.2405252047974579,0.09596240128829095,0.21646061856503623
ISCU,ISCU,0.24042508163354886,0.09610500799997232,0.21646061856503623
DCXR,DCXR,0.2402953797353148,0.0962899880047906,0.21646061856503623
GPI8,GPI8,0.2386234372454249,0.09869925661537399,0.22006491227904607
ADDG,ADDG,0.23849479295404727,0.08862984315965458,0.20756973955253455
APLP2,APLP2,0.23755817178088534,0.08992670773815487,0.20964676241691424
CLCC1,CLCC1,0.23735918732563918,0.09020412345931268,0.20987635139766714
S35B2,S35B2,0.2372913718555731,0.09029882133146044,0.20987635139766714
B4DLN1,B4DLN1,0.23683843518016132,0.10896596046013145,0.23642685055988918
H0YFD6,H0YFD6,0.2366430942323129,0.10926682298690493,0.236744783138294
THNS1,THNS1,0.2361059954602124,0.10241440438815262,0.22604848393010954
RM45,RM45,0.23583227278544364,0.09235516118957415,0.21336267660362462
GOLM1,GOLM1,0.23555447213412314,0.09275077126692725,0.21344034231638853
RBM4,RBM4,0.23543803491320553,0.10720123984825493,0.23358906523753276
GANP,GANP,0.23488522571220635,0.09370924753143688,0.21359581829602403
CP2S1,CP2S1,0.23361586610586238,0.09554833106659716,0.21646061856503623
FAKD4,FAKD4,0.23345580269316485,0.11426599383047321,0.2437886433045145
CBPD,CBPD,0.2326665859542221,0.096941893695943,0.217410621242071
SWAHC,SWAHC,0.23229140223063555,0.10094491975395269,0.22344806190846092
ERP29,ERP29,0.23162815426450126,0.09848432561707857,0.2199053209557475
AMPL,AMPL,0.23129625166387605,0.09898130249236012,0.22037346592638665
RBBP6,RBBP6,0.2307521862889546,0.09980015837878017,0.22187455500441852
ICT1,ICT1,0.23053937742305555,0.10012187187445087,0.22226765767786924
RHPN2,RHPN2,0.2304430967664323,0.10376397331526928,0.22837006465656107
AL1B1,AL1B1,0.22780380421380936,0.10432912018368681,0.22923177787614177
PRKRA,PRKRA,0.22772367622945525,0.10445437596833318,0.22923177787614177
TPC,TPC,0.2267563885732701,0.11716028021544596,0.2475535397389726
COR1A,COR1A,0.22656024610207395,0.10628611985716703,0.23258617383865082
SLTM,SLTM,0.22643224848213137,0.10648914191398978,0.23269849529353323
DLP1,DLP1,0.22618703982638363,0.11810775330408738,0.24921223324411282
HMGCL,HMGCL,0.2246565625219707,0.12068350035612202,0.25379494918358037
MESD,MESD,0.22444423159693114,0.10968081667327309,0.2373065906583934
SRP09,SRP09,0.22422244568661676,0.11004138118532393,0.23775137850462946
NDUA7,NDUA7,0.22354457291149163,0.11114905118526236,0.23947000634577592
MMTA2,MMTA2,0.22310954441804326,0.11186438680285173,0.24013269530329653
B4GT4,B4GT4,0.22184630118537796,0.1296621200328926,0.26591135311558456
TPD52,TPD52,0.22145721072811805,0.11461350778289353,0.2441904457485537
DDX28,DDX28,0.22092329901310803,0.11551274963680855,0.2453155578449855
RPA34,RPA34,0.22079647130500205,0.1157271478870211,0.2453155578449855
B2MG,B2MG,0.22076448523318776,0.11578126719672066,0.2453155578449855
MCCB,MCCB,0.2205887547690203,0.11607894112324683,0.2456070285283595
RT33,RT33,0.22048012886973223,0.12792867683199396,0.2627076174836395
MMAB,MMAB,0.21738271892915723,0.12161265373163326,0.25450724532650126
TB182,TB182,0.21688339581947016,0.12249220265901775,0.2556503930325622
VRK2,VRK2,0.2157596555459381,0.12448926942571467,0.25911335047360423
PNKD,PNKD,0.21549657819133894,0.13699665164165836,0.2750691932176753
MTG1,MTG1,0.21524769637804797,0.1254072255104954,0.25996287160788817
ORC2,ORC2,0.21509708691826193,0.13774380782419998,0.2762078447089187
KYNU,KYNU,0.21506016400250277,0.12574475275948696,0.25996287160788817
IF2M,IF2M,0.2147716869773589,0.12626530280045611,0.2603373313116931
HTSF1,HTSF1,0.21461744040291197,0.12654430388493845,0.2605623653147592
BCAS1,BCAS1,0.21386292108242339,0.1400712307451814,0.27977769266029723
SQOR,SQOR,0.21342915969818643,0.14973917269518297,0.2907593555878616
ADA15,ADA15,0.21284031861247482,0.14202175663525515,0.2825936606181107
ZN830,ZN830,0.21229744358910116,0.14306541062411673,0.28350117342612713
GLE1,GLE1,0.21229473643349966,0.14307062924423078,0.28350117342612713
NNRD,NNRD,0.21211276409836033,0.13114014685382733,0.2678681561568191
COA7,COA7,0.21144166222894784,0.15365890512035205,0.29649403830769816
CBR4,CBR4,0.21034603780698194,0.13445662474975018,0.27198057562346706
RM44,RM44,0.21026443565559627,0.13461131232882706,0.27198057562346706
RUSD4,RUSD4,0.21011911169663083,0.14731046876744483,0.28967795578102956
ITA2,ITA2,0.21009942871285198,0.13492451213163767,0.27198057562346706
NIT2,NIT2,0.2100458779852591,0.13502627407766501,0.27198057562346706
TGFA1,TGFA1,0.21003171160694556,0.14748271412319694,0.28967795578102956
TNR3,TNR3,0.20986479794540058,0.14781207614170128,0.28995361227796645
RSRC1,RSRC1,0.20976599721982733,0.13555906475224588,0.2725394565267958
CHCH1,CHCH1,0.20896807542433604,0.15404101917315735,0.2968579439844515
XPP3,XPP3,0.2089339620394997,0.1496588257136617,0.2907593555878616
PCYOX,PCYOX,0.20797154471856116,0.13901251651476593,0.2783879899917114
SPB5,SPB5,0.20742857201189296,0.14007031049787838,0.27977769266029723
GPTC4,GPTC4,0.20438117978102718,0.14611876971075943,0.28810564619062334
SSDH,SSDH,0.20330253575149548,0.14830544181538796,0.2901792700826596
BBX,BBX,0.20319418591294935,0.14852642533134328,0.2902414477175549
ANXA4,ANXA4,0.20267018204243037,0.14959859250135502,0.2907593555878616
PIGO,PIGO,0.20225464708689772,0.16341268688565572,0.3106258509078016
CXAR,CXAR,0.20217947001065048,0.1506078224583921,0.2920763585981966
PGP,PGP,0.20063487574362027,0.166882706847602,0.3156767661327041
TBL2,TBL2,0.19853980334667817,0.15825097645982383,0.30389288376174
RM47,RM47,0.19838196052021878,0.1585887648020018,0.30389288376174
DHR11,DHR11,0.19794399796517181,0.15952878866496528,0.3051336182195221
P5CR2,P5CR2,0.1974982643193843,0.17375402212612212,0.32425628946651014
SUCB2,SUCB2,0.19709672137140277,0.16135893490360464,0.30824982084947633
P121A,P121A,0.19685861133905455,0.16187601710009558,0.30885299780043113
PO210,PO210,0.19672713369104936,0.16216205449996168,0.3090143995067593
ZN638,ZN638,0.19640062102299108,0.16287400148494374,0.3099860028261832
EFTU,EFTU,0.1944515872999145,0.16717138465470244,0.3156767661327041
PRCC,PRCC,0.19402609183853192,0.16812043511002417,0.3168264710795787
PPCS,PPCS,0.19376819267897266,0.16869757444328612,0.3175240235533754
XPO1,XPO1,0.19326194469994842,0.1698346704979048,0.31888174362764493
RBM45,RBM45,0.1926518359838188,0.18956186322107027,0.3462498533681419
TERF2,TERF2,0.19191287433219095,0.17289203560059913,0.32371163001810804
G3V4T6,G3V4T6,0.1918668524390536,0.18659968870976382,0.3428070927913505
MED14,MED14,0.19183297917166697,0.17307434324783189,0.32371163001810804
NDUB9,NDUB9,0.19122030286050928,0.19293576427381168,0.34824710250970065
GORS2,GORS2,0.19107478104532083,0.1748113664924899,0.32543766529063045
LRC8E,LRC8E,0.19092567097935748,0.18881111479796103,0.3456795432857899
TIM14,TIM14,0.1897774805278698,0.19153417688927865,0.3473272030430718
AIMP1,AIMP1,0.18953988041846534,0.17836636252841892,0.33165333347708437
COMT,COMT,0.18936700814899,0.1925144080655655,0.34824710250970065
ERLEC,ERLEC,0.188691740726786,0.18035297542608997,0.33494124007702425
DHB2,DHB2,0.1880394581555905,0.19570908983820523,0.35113186410737635
MPP10,MPP10,0.18795432065952022,0.18209315765042772,0.3369492205497661
NUBPL,NUBPL,0.1877724582057522,0.19635612660551618,0.35188118950100683
VAPA,VAPA,0.1876206225330727,0.18288458263716104,0.3380059635727771
UNG,UNG,0.18744665579752448,0.19714771504471487,0.352887508609793
1433S,1433S,0.18628882014890266,0.18606781114137444,0.3426506870238516
TTC13,TTC13,0.18536714793577164,0.1928180624367868,0.34824710250970065
ECHP,ECHP,0.1852017539730108,0.20266355307690243,0.35940565366470323
SURF6,SURF6,0.1847365052851917,0.1898279834958327,0.3462498533681419
A0A087X1Z3,A0A087X1Z3,0.18461052194986008,0.21414206888651413,0.369562958162318
AOFB,AOFB,0.18455422991527864,0.2092085779400045,0.36635383397256494
NUMA1,NUMA1,0.1840326389366214,0.19155072605895615,0.3473272030430718
FARP2,FARP2,0.1833848526395942,0.21215941908618186,0.3685759330443975
MPRD,MPRD,0.1831466121633356,0.1937351300389462,0.3488141895302153
UFSP2,UFSP2,0.18251636920008435,0.19529968189852231,0.3509193318376993
TPSNR,TPSNR,0.18168529465795163,0.21152081683473198,0.3685759330443975
AIFM1,AIFM1,0.18158806255292081,0.19762049112728067,0.3533214841366533
CHP1,CHP1,0.18105571841135948,0.1989601698894945,0.3548894193145169
IL18,IL18,0.18086922551202797,0.19943101017882964,0.35531610872743863
AKP13,AKP13,0.18047494024179825,0.20042906294339002,0.3562667237023873
ZN644,ZN644,0.17917358389250818,0.20374825642088365,0.36049576164894526
ATP5J,ATP5J,0.17912732012820023,0.21813164189197182,0.3734530565427286
X5CMH5,X5CMH5,0.17901860593085822,0.22859073599047347,0.38449362829976574
RM12,RM12,0.17834141712660667,0.2058909776536153,0.3638672347012049
ACOX1,ACOX1,0.17787932558920527,0.207087633740683,0.3647215042000089
ACADS,ACADS,0.1775885806225468,0.22217686631231273,0.3777348422502633
PTRD1,PTRD1,0.1775056309359074,0.20805894544339174,0.3651743962358843
CARL1,CARL1,0.17748810596386513,0.23265952502412338,0.39005518486647406
THEM4,THEM4,0.1769474432820922,0.22387761110858162,0.3790598845922342
CHDH,CHDH,0.17681306265818034,0.22423522132660628,0.379246780060655
NFS1,NFS1,0.17673332158835556,0.21007648092784045,0.36745418670844615
SUCA,SUCA,0.17665034097708418,0.22466878067337998,0.3795615743975384
ETFA,ETFA,0.17643150887098502,0.2108686376087477,0.36841969258749313
A0A286YFF7,A0A286YFF7,0.17612291471708688,0.23633050004423306,0.39320063673302985
PDIA1,PDIA1,0.17601727733550537,0.21195926297976247,0.3685759330443975
PYRD,PYRD,0.17581456558017963,0.21249441817687387,0.3685813288297627
PTGES,PTGES,0.1756719581453311,0.22235629892567654,0.3777348422502633
LA,LA,0.17522343315829134,0.2140603973465322,0.369562958162318
ARM10,ARM10,0.1751810226426216,0.21417305724009172,0.369562958162318
RALB,RALB,0.1747774318051682,0.2152472366752628,0.37058278457895977
LPPRC,LPPRC,0.17456129748525664,0.2158240351339679,0.3707436393006794
NDUB4,NDUB4,0.17404832450306745,0.23168047938333575,0.38926380654330456
TM109,TM109,0.1739602755540356,0.21743365534946807,0.372673996990038
BPHL,BPHL,0.1736472749378909,0.23277442038543936,0.39005518486647406
MET7A,MET7A,0.1735182875711111,0.23312701096911032,0.39005518486647406
SCAM4,SCAM4,0.17350308862940805,0.23316858182696007,0.39005518486647406
FAAA,FAAA,0.1727735472349716,0.22063641623313937,0.3769000696009307
GLP3L,GLP3L,0.17183992888159796,0.22317902638287312,0.37829461488544464
CENPC,CENPC,0.1703250633653299,0.241972793010828,0.3969906571963745
DHX34,DHX34,0.16848805743162196,0.23725027342728344,0.3934507237161652
COA3,COA3,0.1679875214726201,0.23388535282838552,0.3908280296718338
RT23,RT23,0.1673582464258904,0.2356671574841438,0.3925227139855338
F10A1,F10A1,0.1668607012828643,0.23708254283216026,0.3934507237161652
ASPG,ASPG,0.1664890752813937,0.2381435138768022,0.3940732542257764
DHB4,DHB4,0.16560468515816051,0.2406814542166866,0.3957172674083603
CK054,CK054,0.1654369061548298,0.25090235512135484,0.40933052369247225
STABP,STABP,0.16487869680419623,0.24277858684281742,0.39788712843683965
CASP8,CASP8,0.16363285497252084,0.26124514519988806,0.4209559377485591
NDUS6,NDUS6,0.16260107396884022,0.26430534827387897,0.4241050253683372
CCD97,CCD97,0.1625493046511774,0.26965816936868753,0.43134059625815085
THYN1,THYN1,0.16204094943352454,0.25109519087002374,0.40933052369247225
APOH,APOH,0.16161847322485356,0.2523496306009144,0.41050300460424466
ECSIT,ECSIT,0.16084780810628874,0.25464882654561694,0.4138043431366275
A0A140T9T7,A0A140T9T7,0.160706677814696,0.280536506039585,0.4427397122065056
NDUA2,NDUA2,0.1596095339047701,0.2583725903441961,0.41757334932097134
PPR3D,PPR3D,0.1590266981750592,0.2750911067330006,0.4372950857289356
THTR,THTR,0.158143310702816,0.2628289538262678,0.4226201416871015
KTN1,KTN1,0.1578404582530393,0.263755800459084,0.4236663852400364
SDF2L,SDF2L,0.1572705939747841,0.2655057279835272,0.42558598404047093
VWA8,VWA8,0.1571424074259729,0.26590042622934434,0.42577375139437806
CATC,CATC,0.15583180829826732,0.2699583542345847,0.4313709535373468
ELMD2,ELMD2,0.15561919545141317,0.2908802178143734,0.45162981186968504
ENTP5,ENTP5,0.15544325312211882,0.28619210494365277,0.44706587472867954
MTX3,MTX3,0.15483655267384508,0.2933433154751294,0.4527048751899884
IDHP,IDHP,0.15463018225121566,0.27371488135617045,0.43646427027065016
RM51,RM51,0.1546130786887187,0.28880505821755637,0.44931740294698935
NDUB3,NDUB3,0.15436956150446535,0.27453418395328505,0.43686248774309056
ATP5S,ATP5S,0.15378814664009682,0.2914168724980823,0.45180113361688373
RT36,RT36,0.15262552301637713,0.2800586158462222,0.4427397122065056
PNPT1,PNPT1,0.15257280203646542,0.2802267475970231,0.4427397122065056
PKRI1,PKRI1,0.15223856138660907,0.2963644189653613,0.4552871246829901
SMC4,SMC4,0.15221710256382542,0.281362841237092,0.4431320312707383
CEBPZ,CEBPZ,0.15123499076260546,0.2845153945014556,0.4459990002455197
5NT3A,5NT3A,0.15105412007725408,0.2850985016668217,0.44610774457202224
RM24,RM24,0.15099541200907365,0.2852879383475579,0.44610774457202224
HGD,HGD,0.15068906920746677,0.31199634909894886,0.472460414134045
COA6,COA6,0.15055071876129408,0.29667449761000614,0.4552871246829901
GPKOW,GPKOW,0.1489699552184083,0.2918741352114288,0.45180113361688373
HMGN5,HMGN5,0.1488471640599867,0.2922765753961697,0.4519680107436737
PRDX6,PRDX6,0.1482009807853049,0.29440035233178974,0.45382405572871604
RRP15,RRP15,0.14803181759619607,0.2949579845750117,0.453827029426347
GCDH,GCDH,0.14746195527853914,0.29684153373452593,0.4552871246829901
VPS72,VPS72,0.1473354683401131,0.2972606626616896,0.4552871246829901
CD276,CD276,0.14719368538903058,0.3128463090909476,0.4728776345920065
BCAM,BCAM,0.14673974527176598,0.31435745176825686,0.4741635506514317
PTER,PTER,0.14617123762689904,0.3162565229308243,0.4759933453743747
TGO1,TGO1,0.1459168270392255,0.3277434184997063,0.48669739010508173
ISOC1,ISOC1,0.14480178885540354,0.3057370671258556,0.4657404776276688
NIPS2,NIPS2,0.14466231369887406,0.3062081480841944,0.465995336469399
PININ,PININ,0.14454783982900446,0.3065951349005919,0.46612184037414073
NKTR,NKTR,0.1443041834368395,0.3225444595719801,0.48130661574262396
DUS11,DUS11,0.14369345747105022,0.32461829404849557,0.48393047917433646
CNST,CNST,0.14278436742878817,0.3277207982659783,0.48669739010508173
TXD12,TXD12,0.14269910545326725,0.3128883957698087,0.4728776345920065
CO040,CO040,0.14239050995644958,0.31394685840017666,0.474010315734125
PSD12,PSD12,0.14139111788895964,0.3173903633697975,0.4768278448983822
ZN787,ZN787,0.14116993807779682,0.33327617992374486,0.4911101440951245
BPNT1,BPNT1,0.1407558705622552,0.34532364810353755,0.5016349206352525
RM50,RM50,0.14066416519428754,0.31991017658970333,0.4795393436512687
QCR7,QCR7,0.1406067577169206,0.32010970527959526,0.4795393436512687
ECHB,ECHB,0.14048769099455546,0.3205237918105259,0.4796912162315578
TFAM,TFAM,0.1403551104418087,0.32098527557952894,0.4799136576403484
NGRN,NGRN,0.13984201395844414,0.34313744026483955,0.4994049652431346
D39U1,D39U1,0.13961153978058113,0.3386941867570145,0.4943452735349765
USE1,USE1,0.13842851151376373,0.32773879871256384,0.48669739010508173
RL1D1,RL1D1,0.13816647131360582,0.3286642145262352,0.48738428810036977
MUTA,MUTA,0.13811634687822838,0.32884141993734206,0.48738428810036977
BORG5,BORG5,0.13769633362400888,0.3303286561617543,0.48911598315842764
AL4A1,AL4A1,0.13757058143386855,0.3307747553227474,0.48930421857771894
GALE,GALE,0.1374737595030787,0.33111848332465804,0.48934080290946574
DHB7,DHB7,0.1373094575693847,0.3467971773736397,0.5023483192551117
COIL,COIL,0.1364904526222481,0.33462200685350113,0.49167639704336275
A0A0J9YXF2,A0A0J9YXF2,0.13620495431804533,0.3612982414605708,0.5174897314664011
HMGN1,HMGN1,0.13561996405439025,0.33774281440831244,0.4943452735349765
STML2,STML2,0.13520343271096488,0.33924252227595575,0.49467493267235374
ATP5H,ATP5H,0.1333159657423248,0.34609008277624886,0.502272646148312
PRP39,PRP39,0.1321838009398708,0.3502381388664051,0.5059078243337676
TOM40,TOM40,0.13172728340999873,0.3519193540015053,0.5073860474996627
RAI3,RAI3,0.13172472658943285,0.3519287839241467,0.5073860474996627
TFB2M,TFB2M,0.130941560172648,0.3548245133195912,0.5106011289233141
A0A0C4DGV4,A0A0C4DGV4,0.1300458046932629,0.3836176760671536,0.5394511388471921
A8K878,A8K878,0.13003313780013015,0.3836644018789352,0.5394511388471921
SYIM,SYIM,0.12980728326156768,0.35904423336740343,0.5161891789930617
F133B,F133B,0.1296822363021451,0.37448717521847824,0.5314184336587842
DIDO1,DIDO1,0.1295745123356875,0.35991395081903493,0.5164714691827872
A0A087WYF7,A0A087WYF7,0.12915946560088332,0.3868953343349162,0.5434958268038108
LYRIC,LYRIC,0.12888395258159538,0.3625016738181314,0.518729074288259
AJUBA,AJUBA,0.1283360481849532,0.37950809373766997,0.5365579869065306
TXTP,TXTP,0.12778538716251372,0.36664152131140065,0.5235787775559932
GP107,GP107,0.12762295745619387,0.3672560395373199,0.5235787775559932
3HIDH,3HIDH,0.12745197226471827,0.3828271419145803,0.5392624753874804
S10AD,S10AD,0.12739496320247737,0.368119656342471,0.5241009833324279
GOGA4,GOGA4,0.12734590449586,0.36830564539267097,0.5241009833324279
PNKP,PNKP,0.12717955873401843,0.36893670963857883,0.5245124305705097
NIF3L,NIF3L,0.12600668392335898,0.39868731349944403,0.5559737448332162
TRPM4,TRPM4,0.1254484420394791,0.3955554595955454,0.5531286007470981
SDSL,SDSL,0.1251211052398718,0.37679970667905965,0.5342058688037685
ASAH1,ASAH1,0.12481630813117882,0.37797244521104845,0.5353737127920114
AMACR,AMACR,0.12420064734879663,0.3951807004765091,0.5531087541340921
COX7R,COX7R,0.12386876839475075,0.381632102547768,0.5388763520058383
CHAP1,CHAP1,0.12372176794259251,0.38220174118797395,0.5388763520058383
PZP,PZP,0.12254183930079154,0.4066805377541829,0.5625319611496091
MRGBP,MRGBP,0.12223350909039835,0.40276678969241037,0.5586295256674119
I3L0E3,I3L0E3,0.12186750628257544,0.3894304785050572,0.5465565910583328
COX41,COX41,0.12105136815526098,0.39263753440153726,0.5500511212529298
TRXR2,TRXR2,0.12097389278026634,0.4179379704344953,0.5749926875753505
S35E1,S35E1,0.11901269218502283,0.42042810051867163,0.5768664635023635
IF2B3,IF2B3,0.11826510029572926,0.4037026808497105,0.5594217817736729
TFR1,TFR1,0.11712711694621862,0.4082735169170648,0.5637749861491624
CYTC,CYTC,0.11451000687678617,0.43834526517876243,0.5958145217452366
MIPEP,MIPEP,0.11418174771623293,0.4202417868146022,0.5768664635023635
RT22,RT22,0.1137357610435363,0.4220712713550726,0.5786035122955151
XRCC6,XRCC6,0.11223563803662759,0.42825805238610215,0.5860373348441398
DPOG1,DPOG1,0.11167307651789533,0.43528544987787027,0.5930087745227823
ENDD1,ENDD1,0.11148408706056467,0.43137672061962773,0.5887294389951148
QCR2,QCR2,0.11136847007116019,0.4318576202241745,0.5888618572656744
ES8L3,ES8L3,0.11043262360411585,0.4599276348376324,0.6140374167458034
STRAP,STRAP,0.110005026496351,0.43755142670021463,0.5955668931305494
A0A1C7CYX1,A0A1C7CYX1,0.10977663283112962,0.46261386271399907,0.6163897470067744
GNL3,GNL3,0.10977642357918323,0.43851016626491013,0.5958145217452366
MTDC,MTDC,0.10920845002120474,0.44089725591671497,0.597998576990487
PCKGM,PCKGM,0.10901592284221688,0.44170804829776045,0.598040729116297
CD47,CD47,0.10847763057670498,0.45812713479638084,0.6121663978899375
U5S1,U5S1,0.10824248291512817,0.4449735752497104,0.6019307446499609
NIPS1,NIPS1,0.10787987031866914,0.44650913926550256,0.6024142652887255
RLA1,RLA1,0.10766999087860692,0.4520237621535341,0.6082033636478351
CSDE1,CSDE1,0.10760008387300805,0.44769595342724156,0.6034847034774944
CP131,CP131,0.10657510355177527,0.4758443891723294,0.625488682939463
TSNAX,TSNAX,0.1064984127769317,0.4523859438866883,0.6082033636478351
ADPGK,ADPGK,0.10634878586210783,0.45302499905505256,0.6085292018830566
CHCH2,CHCH2,0.105980768392221,0.45459889884056404,0.6093583913216184
REEP5,REEP5,0.10575931311885775,0.45554743412520987,0.6097816439337451
ACPM,ACPM,0.1040933690556579,0.46271750500095205,0.6163897470067744
ERI1,ERI1,0.10405229803817673,0.46289503816936384,0.6163897470067744
UBXN6,UBXN6,0.10405123114047356,0.47678024622802145,0.6261822754398844
ELOV1,ELOV1,0.10374811973344134,0.46421102192749425,0.6174676016010426
H0YBE0,H0YBE0,0.10351845010461515,0.47905222210258896,0.6278736921765324
RRFM,RRFM,0.10319154358215787,0.466624187560244,0.6184382214091716
RT28,RT28,0.10313900682951911,0.4668523209855415,0.6184382214091716
UAP1L,UAP1L,0.10297587136351688,0.48137184429444935,0.6295017884438546
MBIP1,MBIP1,0.10274939948572936,0.4823417993869876,0.6297126129869268
Q5T4U5,Q5T4U5,0.10274602229597597,0.4919278009558462,0.6384240665535262
OCAD2,OCAD2,0.10231104268683856,0.4704555496249882,0.6205320835122372
GDPD1,GDPD1,0.1011315616200443,0.4893006291509495,0.6355522143247727
RUS1,RUS1,0.09987923520868333,0.5041511312007912,0.6482546816948984
NDUC2,NDUC2,0.09973294532544265,0.48176994760957326,0.6295017884438546
CS047,CS047,0.0996521547670162,0.5003801101178529,0.6458303555852425
SMAP,SMAP,0.09905968725343871,0.4847481006069797,0.6323159747713494
ITB4,ITB4,0.09869021507710934,0.48638655919558,0.6325352058433851
GCC2,GCC2,0.09864989384538182,0.48656554295645005,0.6325352058433851
MIC60,MIC60,0.09808437343805948,0.5118820415240286,0.6559097223950686
DUS2L,DUS2L,0.09796371908075216,0.5030765544307666,0.6479592229192241
TTL12,TTL12,0.0967569601815571,0.49500688021773953,0.6413349275794024
NNTM,NNTM,0.09659912076142445,0.49571415857413215,0.6417092989474419
GRAP1,GRAP1,0.09506083562745166,0.5026345096582789,0.6479338973242016
SURF1,SURF1,0.09478110232358664,0.5038982577187869,0.6482546816948984
H12,H12,0.09294302008446788,0.5122424038000601,0.6559097223950686
MRP7,MRP7,0.09037558497737848,0.5457517328150325,0.6834148229700081
PR14L,PR14L,0.08998542953503855,0.5430285123810394,0.681674090010241
TTK,TTK,0.08945874129466981,0.5282491342035607,0.6713621970739536
BCL9L,BCL9L,0.0889712193749439,0.5305083378531593,0.673140158894816
J3KQL8,J3KQL8,0.08853340270195216,0.5540015763424333,0.6909255431782867
TM165,TM165,0.08849033524068878,0.5327414314305136,0.6741824753603612
GNPAT,GNPAT,0.08831760424438599,0.5335446708523328,0.6741824753603612
RMD1,RMD1,0.08721598009271053,0.5386814001501827,0.6795536742026154
TIP,TIP,0.087133349668341,0.5516283253175226,0.6886179485751591
UCRI,UCRI,0.08471326139220238,0.5670032406546401,0.7020040122390783
HNRL1,HNRL1,0.0844460734138493,0.5517023851361608,0.6886179485751591
GDF15,GDF15,0.08299662303889241,0.5749139410472829,0.7072317446403624
TCOF,TCOF,0.08259558458477774,0.5767692722540096,0.7085287469745469
ABHDA,ABHDA,0.0823655228618185,0.5736854588556192,0.706740747361993
RBM33,RBM33,0.0822865706753079,0.574054088144096,0.706740747361993
METH,METH,0.08164879352078214,0.5650023150755225,0.7003647371100293
CA131,CA131,0.08135066450118593,0.5784320996415995,0.7090650594518749
H2AX,H2AX,0.0806031688978254,0.5700119203048959,0.7045916887572202
ETFB,ETFB,0.08005705389489318,0.572636503966987,0.706740747361993
M3K7,M3K7,0.079952758445034,0.5731383712029289,0.706740747361993
SLIRP,SLIRP,0.07909920993745066,0.5772532087808688,0.7085287469745469
HMGN4,HMGN4,0.07907835144190539,0.5773539333234574,0.7085287469745469
UBP48,UBP48,0.07879657132345866,0.5787154201002265,0.7090650594518749
MPIP3,MPIP3,0.07855341723962256,0.5916068186820402,0.7171685062470144
APOA1,APOA1,0.07733837736447718,0.5934565353499044,0.7185180151750223
PSME1,PSME1,0.07712409970097951,0.5868263000786494,0.7150051980306976
PLD3,PLD3,0.07665888235100769,0.6006048990915099,0.7243143987471511
NRDC,NRDC,0.07637804891551882,0.5904607673912314,0.7166925544241467
GCSH,GCSH,0.07636033398786554,0.5905471895646164,0.7166925544241467
HSDL2,HSDL2,0.0760884258435036,0.5918743995493614,0.7171685062470144
RT18B,RT18B,0.07541850178131577,0.5951500161206894,0.7186915241781988
SRP14,SRP14,0.0753523551793203,0.5954738769429535,0.7186915241781988
RPAP3,RPAP3,0.07321223724378358,0.6059938876082678,0.7290938224243786
TNIP1,TNIP1,0.07313042615635984,0.6175206273867649,0.7400598768838261
K1671,K1671,0.07301085620582408,0.6069879380930824,0.7297174741651946
NDUA8,NDUA8,0.07288072427600666,0.6076306664293022,0.7299181223982377
DHB8,DHB8,0.07022611871739419,0.6208055558357302,0.7422569934933827
NBN,NBN,0.07009316060824856,0.621468589556432,0.7424710407940551
RM55,RM55,0.06981846127471975,0.6263735729640989,0.7454282862117361
A0A0A0MTI5,A0A0A0MTI5,0.0696299645627176,0.6418813195614138,0.7580030363411923
RPB2,RPB2,0.06936429679733751,0.6251085629700353,0.7445004158354301
DCMC,DCMC,0.06863121491628324,0.6430028735305742,0.7587433907660776
NUP50,NUP50,0.06862535137082638,0.6288079560396351,0.7471660763476377
TMX1,TMX1,0.0680630829310476,0.6316289212371309,0.7499371247505873
TKFC,TKFC,0.06716700858467331,0.6537335682678395,0.7666875334272674
FBX22,FBX22,0.06704020872001651,0.6471806824904172,0.7607472543603832
GHDC,GHDC,0.06640165189005544,0.6503232244395761,0.7632714814769012
DCTP1,DCTP1,0.06514545528066655,0.6463499026863725,0.7607472543603832
T106B,T106B,0.06510959091410928,0.6465317104600748,0.7607472543603832
RL26,RL26,0.06506856022442957,0.646739733053369,0.7607472543603832
CX6B1,CX6B1,0.06462841726230803,0.6489729069126766,0.7622698615651194
SFR19,SFR19,0.06339644116919857,0.6651929885895774,0.7728978565869721
RM10,RM10,0.06332061378909347,0.6556263827882817,0.7683199932751903
