feature,p-value,effect_size,q-value
S10A6,2.59950902231863e-07,0.5947153484497001,0.00022957997182110703
SMG9,2.59950902231863e-07,0.5947153484497001,0.00022957997182110703
F10A1,6.168126453549376e-07,0.5757195265090462,0.00028276996652958113
A0A0A0MTI5,7.019620352034303e-07,0.5728261568717621,0.00028276996652958113
CHM2B,8.004433851563912e-07,0.5698746582196144,0.00028276996652958113
ATP5I,8.807886146525174e-07,0.5677152809330267,0.0002917061793152306
1433G,1.1778233399071418e-06,0.5611073557854664,0.0002972040894365688
LPP,1.4257654538292956e-06,0.5567237045683925,0.00032197614584298186
BLVRB,1.4257654538292956e-06,0.5567237045683925,0.00032197614584298186
GLO2,1.618170814039656e-06,0.5538012704236766,0.0003297956593690822
6PGL,1.9542740699129752e-06,0.5494176192066026,0.00035709304470582265
CC90B,1.8354062015321626e-06,0.5508788362789605,0.00035709304470582265
ACBD6,2.087113636711331e-06,0.5478824326908249,0.0003686538386977781
RUFY1,2.838551816124135e-06,0.5406503167724547,0.0004423966492247586
PTRD1,2.838551816124135e-06,0.5406503167724547,0.0004423966492247586
GORS2,3.2106851159874366e-06,0.5377278826277386,0.00045982217377344396
TAGL2,3.4138753952601008e-06,0.5362666655553807,0.00047605593998640194
CASC4,3.857861540669604e-06,0.5333442314106648,0.00048281092146662877
ARFG3,4.100111618418248e-06,0.5318830143383066,0.00048281092146662877
BAP31,5.546728800220244e-06,0.5245769289765168,0.0005667021548929964
SYNRG,5.546728800220244e-06,0.5245769289765168,0.0005667021548929964
A0A494C1N0,6.487763976485615e-06,0.5207510517016019,0.0006221119628070941
ARPC5,6.6371087780987325e-06,0.5201932777594429,0.0006221119628070941
PRDX5,8.413287657490639e-06,0.5143484094700109,0.0006654031536872074
EPN1,8.238009354569592e-06,0.5148697981926198,0.0006654031536872074
AK1A1,1.0638580821351425e-05,0.5085035411805789,0.0007811390101858486
LASP1,1.0638580821351425e-05,0.5085035411805789,0.0007811390101858486
CARL1,1.1156404877585862e-05,0.507312314883496,0.0007862788638356277
SNP29,1.1493909528993212e-05,0.5065639988529044,0.0007909899557679874
VPS28,1.362555720354987e-05,0.5022727885767063,0.0009025228452701346
3HIDH,1.3989014301338855e-05,0.501605786792354,0.0009076013667623751
S10AB,1.4216062170461812e-05,0.501197455818789,0.0009076013667623751
BL1S3,1.4661157771363715e-05,0.500414716582939,0.000909885160433716
MTPN,1.6885593410139544e-05,0.4968138046017151,0.000941860626108731
CBR4,1.6885593410139544e-05,0.4968138046017151,0.000941860626108731
RM53,1.6885593410139544e-05,0.4968138046017151,0.000941860626108731
ATX2L,1.6885593410139544e-05,0.4968138046017151,0.000941860626108731
PACN2,1.6610814859945465e-05,0.4972332622699167,0.000941860626108731
CHM4B,1.5946693809012815e-05,0.49827502167407306,0.000941860626108731
TKFC,1.773754959249532e-05,0.49555342016765336,0.000976601837780288
GSTK1,1.787702930075258e-05,0.4953525875293571,0.000976601837780288
PMM2,1.9332137809555265e-05,0.49334210002476997,0.001045316308702381
ATPO,2.00287345612036e-05,0.4924301533846411,0.0010720430751496755
ATP5L,2.119496348840026e-05,0.49096893631228317,0.0011010991325983625
TM205,2.1972541557486724e-05,0.4900366253177363,0.0011304125991565257
NUCB1,2.2425660396095376e-05,0.4895077192399252,0.001142630523451052
PSME1,2.372418105580221e-05,0.48804650216756723,0.0011749012655579056
PDLI5,2.5094043857120278e-05,0.48658528509520915,0.0012199388843933978
AT5F1,2.6538937019347116e-05,0.4851240680228512,0.001246687392254525
PPM1A,3.314894978968648e-05,0.47927919973341926,0.001405250279484389
A0A0A6YYL2,3.3812725633015664e-05,0.4787549991450211,0.0014220129613440476
UB2L3,3.503080354150454e-05,0.4778179826610613,0.0014502205309877545
F6TLX2,3.6025936188533524e-05,0.4770751570427578,0.0014572628691835049
BL1S1,3.638113572882619e-05,0.47681472648960177,0.0014604821077806817
MY18A,3.701382429462708e-05,0.4763567655887033,0.0014747086837385633
COX17,3.9363649890053335e-05,0.4747185594137101,0.0015566267221447212
ANXA4,4.130402165036371e-05,0.4734343314439873,0.0015860145704730238
K1671,4.130402165036371e-05,0.4734343314439873,0.0015860145704730238
NIT2,4.362213226872105e-05,0.4719731143716293,0.0016393877935599493
MVP,4.362213226872105e-05,0.4719731143716293,0.0016393877935599493
HDDC2,4.496548018936204e-05,0.4711597023827057,0.0016779723910100668
SMAP,4.606329855910074e-05,0.47051189729927134,0.001683375303894309
CLCB,4.606329855910074e-05,0.47051189729927134,0.001683375303894309
TMED9,4.8633641233019794e-05,0.46905068022691343,0.0017295950664011537
