feature,p-value,effect_size,q-value
MYO1B,1.3123676900807163e-05,0.5032222724625692,0.023180787965792385
COPB2,2.4080637816565534e-05,0.4876586970255826,0.025221172867807836
OST48,2.9367024275592453e-05,0.48247083854658707,0.025221172867807836
UGGG1,4.93864874378e-05,0.46863654926926557,0.025221172867807836
TFCP2,5.2355708916000416e-05,0.46705952611949486,0.025221172867807836
LMAN2,9.277452727468949e-05,0.4513436876726137,0.03017321972230544
RPN2,0.0001261424627550263,0.44269725687428774,0.03017321972230544
UBE4A,0.00017060036977168593,0.4340508260759618,0.03017321972230544
MLEC,0.00019221193560666234,0.4305922537566314,0.03017321972230544
COPA,0.00020395859079120067,0.4288629675969663,0.03017321972230544
PDE6D,0.0002141751540461247,0.42743339111504586,0.03017321972230544
NB5R1,0.00021637711821996728,0.42713368143730107,0.03017321972230544
A0A3B3IUB5,0.00027367936606731354,0.42019763758857587,0.031526673060667275
ASC,0.00027047857364002084,0.42054737414078996,0.031526673060667275
APAF,0.00028985062997652795,0.41848725063897513,0.03153737423790066
AP1B1,0.0003445451525609311,0.4132993921599796,0.03511047621962257
LNP,0.0003648261775765584,0.4115701060003144,0.03514934390869424
DHX32,0.00041797556424781927,0.4074321643206417,0.035626017331826965
NBEL1,0.00041797556424781927,0.4074321643206417,0.035626017331826965
PGK2,0.00042464413854279,0.40694816252947663,0.035626017331826965
PLCH1,0.0004751738014638892,0.40349562167020075,0.035626017331826965
A0A087WVQ6,0.00048033351243157,0.40316259822687683,0.035626017331826965
LAMA5,0.0004840674179829291,0.40292367520198846,0.035626017331826965
GFPT1,0.0005119106712079051,0.40119438904232324,0.03665695468554985
PCYOX,0.0005412410325660976,0.3994651028826581,0.037247223786594175
TSN6,0.0005412410325660976,0.3994651028826581,0.037247223786594175
DYSF,0.0005721309997814826,0.3977358167229929,0.03773143620747399
ES8L2,0.0005702595929011939,0.39783807783967906,0.03773143620747399
SC24C,0.000638895541316036,0.3942772444036625,0.03918536175773103
RAB6A,0.0006749312553690869,0.39254795824399735,0.03973845246889768
DGLB,0.0007527384069988552,0.38908938592466696,0.04273886600069532
STT3A,0.000838807711657353,0.38563081360533663,0.04273886600069532
ARF3,0.0008851856264593405,0.3839015274456714,0.04366985844934982
IRGQ,0.0008900442937402869,0.38372525382431527,0.04366985844934982
AMD,0.0009451165987105684,0.3817872474918692,0.0438684830638329
GMPPA,0.0009851536212560734,0.380442955126341,0.0438684830638329
ARHGH,0.0009851574796369343,0.3804428280326307,0.0438684830638329
ECHP,0.0010033313401995032,0.37984924115942315,0.04393927910510056
B5ME97,0.001043992497839018,0.37855643025997826,0.04534521513154882
AP2B1,0.0011548438328779656,0.37525509664734547,0.046356062605220516
NBAS,0.0011984866157605607,0.37403522216208507,0.046356062605220516
RAB5B,0.0011984866157605607,0.37403522216208507,0.046356062605220516
PGBM,0.0011548438328779656,0.37525509664734547,0.046356062605220516
TNR21,0.0011783158069759417,0.37459383166376176,0.046356062605220516
VPS8,0.0011984866157605607,0.37403522216208507,0.046356062605220516
P4HA1,0.0012171585505166107,0.3735258104876803,0.04640088603732029
STAT2,0.0012171585505166107,0.3735258104876803,0.04640088603732029
CAV2,0.0012606802269436873,0.372365909632408,0.04719666081258421
STRN4,0.0012825663629009484,0.3717965243280151,0.04719666081258421
ACSA,0.0013512054049770429,0.3700672381683499,0.04851323740079924
