ProteinID,GeneName,corr,p-value,q-value
WDTC1,WDTC1,-0.2686645653373821,0.0710154534560006,0.582194000989134
FOXA2,FOXA2,-0.3007379781413129,0.0747064202377337,0.582194000989134
PPCS,PPCS,-0.2516346274519426,0.0719346126343566,0.582194000989134
PHS,PCBD1,-0.2562333104509724,0.0724731203567382,0.582194000989134
CLD6,CLDN6,0.2889315877355237,0.0744340111693442,0.582194000989134
HS90B,HSP90AB1,-0.2553388275819049,0.067710356603898,0.582194000989134
H3BSS6,ZNF106,0.275306240827414,0.0704924199986068,0.582194000989134
H14,H1-4,-0.2550375828295754,0.0680463284566217,0.582194000989134
EGFR,EGFR,-0.2546075754388174,0.0685282078093729,0.582194000989134
DJC21,DNAJC21,0.2531021385524004,0.0702367072521354,0.582194000989134
RIN1,RIN1,-0.2489564195614186,0.0751171868167927,0.582194000989134
PNCB,NAPRT,0.2493792102755635,0.0746074951686718,0.582194000989134
ALDOC,ALDOC,-0.2531499014713239,0.0701819861978825,0.582194000989134
GDE1,GDE1,0.2565773054798109,0.0751415132441379,0.582194000989134
APC,APC,0.2598301226888767,0.0713938612102925,0.582194000989134
MK01,MAPK1,-0.2501592752578675,0.0736742872503065,0.582194000989134
UBA6,UBA6,-0.2501623487954023,0.0736706287034994,0.582194000989134
PARD3,PARD3,-0.2589689039310401,0.0755101304263436,0.5826814113061176
GCSH,GCSH,0.2481992737867175,0.0760368423552803,0.5843799255208239
BGLR,GUSB,-0.2474589428214179,0.0769446626923861,0.5862215979682724
TFG,TFG,0.2465494791105842,0.0780715794923571,0.5862215979682724
NDUB7,NDUFB7,0.2462628433486396,0.0784294372937615,0.5862215979682724
FACD2,FANCD2,0.2567842097207981,0.0780975655161884,0.5862215979682724
EPN3,EPN3,0.2623920483065248,0.0781258162618545,0.5862215979682724
I5P1,INPP5A,-0.2540573116138633,0.0781503394452054,0.5862215979682724
FBX9,FBXO9,-0.2891216997571469,0.0783152659300919,0.5862215979682724
AP1G1,AP1G1,0.2459682400209848,0.0787985899603167,0.5866801268139207
MA1A2,MAN1A2,0.2453993873008285,0.0795152680371954,0.5874267475926142
ZRAB2,ZRANB2,-0.245579297657922,0.0792880517691478,0.5874267475926142
TYSY,TYMS,0.2404080466299479,0.0860261630946835,0.5888695816551276
HKDC1,HKDC1,-0.2401945992892831,0.0863136316919873,0.5888695816551276
TB10A,TBC1D10A,-0.2411485302649455,0.0850346979817958,0.5888695816551276
ZFAN5,ZFAND5,-0.2563394898088953,0.0819916458910867,0.5888695816551276
NEMO,IKBKG,0.2485957950200138,0.0849967213345661,0.5888695816551276
DPY30,DPY30,0.2480556378828698,0.0856985738930805,0.5888695816551276
SIR7,SIRT7,-0.287362834302673,0.0846084780847674,0.5888695816551276
RIFK,RFK,0.2591141912647433,0.0856563250136303,0.5888695816551276
PKHF2,PLEKHF2,0.261978318979537,0.0821303045474722,0.5888695816551276
AGRL2,ADGRL2,0.2721427167746685,0.0812398463218571,0.5888695816551276
ATAD5,ATAD5,0.2455551686302802,0.0824149485590074,0.5888695816551276
DJB11,DNAJB11,-0.2418260209442239,0.084135446247647,0.5888695816551276
TRA2A,TRA2A,-0.2425446414274739,0.0831897755941971,0.5888695816551276
EHF,EHF,-0.2857136881252576,0.0864887718207985,0.5888695816551276
CDAN1,CDAN1,-0.285659206842222,0.0821174438003988,0.5888695816551276
CMIP,CMIP,-0.249409007156186,0.0839485676003971,0.5888695816551276
KPCZ,PRKCZ,-0.2726975627934578,0.0805969487702917,0.5888695816551276
CYB5B,CYB5B,-0.2628648142575603,0.0810622688752564,0.5888695816551276
FADD,FADD,-0.2680253186100184,0.0861365414858603,0.5888695816551276
COT2,NR2F2,-0.2818127941230594,0.086507598564237,0.5888695816551276
MCL1,MCL1,-0.2530624884748775,0.0826655510806315,0.5888695816551276
APT,APRT,-0.25182600550516,0.0808929707691886,0.5888695816551276
GLCE,GLCE,0.2397020808496991,0.0869798207826323,0.5899770050238335
FERM1,FERMT1,-0.2418419629346736,0.087309701535343,0.5901145075402977
LAT1,SLC7A5,0.2386444988359913,0.0884239189191494,0.5955335316604199
H2AX,H2AX,0.237409884394862,0.0901333804395222,0.5985861432673496
RHG01,ARHGAP1,0.2376464253526766,0.0898038816859592,0.5985861432673496
SC5D,SC5D,-0.2502101547733999,0.0898359881524735,0.5985861432673496
JUPI1,JPT1,0.2504879178539261,0.0894683239905552,0.5985861432673496
NED4L,NEDD4L,-0.2553399350209149,0.0904817063342201,0.5988129592813316
PRDX1,PRDX1,0.2345825255644869,0.0941452881734623,0.6015848712360721
CCD47,CCDC47,0.233989786886006,0.0950036968741121,0.6015848712360721
MYRF,MYRF,-0.2553282117325809,0.0943760720660839,0.6015848712360721
CRTC3,CRTC3,-0.249815705152655,0.0940581983446485,0.6015848712360721
CRK,CRK,-0.2344589522457741,0.0943237486827302,0.6015848712360721
TTC4,TTC4,-0.2358557712041799,0.0923217579489531,0.6015848712360721
MP2K2,MAP2K2,-0.236240353918977,0.0917764055770647,0.6015848712360721
ATP5I,ATP5ME,-0.2423387834197943,0.0934075657657851,0.6015848712360721
JAG1,JAG1,-0.2421562823534044,0.0936622448831679,0.6015848712360721
DYLT1,DYNLT1,-0.2421156505658324,0.0937190195750003,0.6015848712360721
REQU,DPF2,-0.2413436365026944,0.0948028354850534,0.6015848712360721
RM14,MRPL14,-0.2414867182692946,0.0946012355392173,0.6015848712360721
GAB1,GAB1,-0.2701519589542651,0.0918109340530668,0.6015848712360721
AG10B,ALG10B,0.2498777495463998,0.0978353991108988,0.6056995178953519
RAB1B,RAB1B,0.230425916229883,0.1002937240251125,0.6056995178953519
B7ZL88,COX18,0.2567742250585811,0.1006893591047596,0.6056995178953519
GCN1,GCN1,0.2444639426196305,0.0977087104397489,0.6056995178953519
H4,H4C1,0.2320672135891797,0.0978298676455216,0.6056995178953519
MNT,MNT,0.2342912570870382,0.0979617092101787,0.6056995178953519
UFSP2,UFSP2,-0.2305192051256953,0.1001524088666008,0.6056995178953519
IPO4,IPO4,-0.2305996134561432,0.1000307289009696,0.6056995178953519
CYC,CYCS,-0.2318087422139439,0.0982147336321106,0.6056995178953519
NSDHL,NSDHL,-0.2318491869099992,0.0981544338895277,0.6056995178953519
H3BQK9,MACF1,-0.2319498016318005,0.0980045499314002,0.6056995178953519
TX1B3,TAX1BP3,-0.2332681990851948,0.0960568970616669,0.6056995178953519
RHGBA,ARHGAP11A,0.2397496878265995,0.1007380625250926,0.6056995178953519
TPPP,TPPP,-0.2920373220169656,0.0991243379494169,0.6056995178953519
XPR1,XPR1,-0.2402529182271079,0.1000037248094276,0.6056995178953519
GSHB,GSS,0.2306728785993796,0.0999199580910132,0.6056995178953519
UBQL1,UBQLN1,0.2366675250546982,0.1015765326206086,0.6069118218648276
OTUD5,OTUD5,0.2418707223416309,0.1014314727800787,0.6069118218648276
MARK2,MARK2,-0.2383678640926881,0.1027758573875038,0.6121587005643199
I2BP2,IRF2BP2,-0.2285900686102392,0.1031061625834448,0.6122129155266228
Q5T5H1,ENSA,-0.2537879706732152,0.1048515947225737,0.6127250171289262
CKAP2,CKAP2,-0.2266868169687702,0.1060856535427836,0.6127250171289262
SUCB1,SUCLA2,-0.2362197178225883,0.1060065163871391,0.6127250171289262
CDK8,CDK8,-0.2441963969844633,0.1059641923152312,0.6127250171289262
CTND1,CTNND1,-0.2280891371401773,0.1038840278767548,0.6127250171289262
4ET,EIF4ENIF1,0.234613497678346,0.104667264752975,0.6127250171289262
TOM6,TOMM6,0.2341298432628825,0.1054054293448771,0.6127250171289262
DDA1,DDA1,0.2338891339183921,0.105774291937977,0.6127250171289262
R4GMX8,RANBP10,-0.2481556065386334,0.1043311241167604,0.6127250171289262
H0YEH1,PICALM,-0.2356423784438679,0.1068879303929806,0.6136397449669313
PTSS1,PTDSS1,0.2332293963893784,0.1067903517903011,0.6136397449669313
SAFB2,SAFB2,0.2257684242140466,0.1075468443997112,0.615568424702251
MERL,NF2,0.2251114281940928,0.1086015912503211,0.6160954625002532
C9J0Q5,NCOR2,-0.2511691934352142,0.1086086439664664,0.6160954625002532
KTNB1,KATNB1,0.2252083525249829,0.1084454911072228,0.6160954625002532
T161A,TMEM161A,0.231342803357873,0.10973720308136,0.6206501752910157
S27A2,SLC27A2,0.2334004634490029,0.1103639395445972,0.6223481324615455
COX11,COX11,-0.2466347076279742,0.1108521141095034,0.6232570191525476
RAP1B,RAP1B,0.2234221252100725,0.1113500421138315,0.6242152360851848
ZSWM8,ZSWIM8,-0.2520476409677565,0.1118868640334894,0.6253852282927593
P2RX4,P2RX4,0.2370107818732888,0.1127536449126473,0.6270362467006333
RUSC1,RUSC1,-0.2514012293783702,0.1128402059907225,0.6270362467006333
UBP2L,UBAP2L,-0.2244417369029474,0.1133363728736771,0.6279625776082225
CSK21,CSNK2A1,0.2211907367139853,0.1150616472083281,0.635673911823401
CISY,CS,0.2209374710214438,0.1154888111232418,0.6361898092511532
ATPO,ATP5PO,-0.2204502353293878,0.1163139931334654,0.6388889651653751
E7ETU7,MRPL3,-0.2313535711666573,0.1176572514592094,0.6389023398326302
AN32E,ANP32E,-0.2197289165503768,0.1175438546516375,0.6389023398326302
MTA2,MTA2,-0.2200017188857534,0.1170775634923191,0.6389023398326302
FBLI1,FBLIM1,-0.2291855882585384,0.1171318314615857,0.6389023398326302
PLAP,PLAA,0.2191941253422476,0.1184620527622441,0.6414450925137424
DEN4C,DENND4C,-0.2291437297312548,0.1213038020211304,0.6549718035475202
GPTC8,GPATCH8,-0.216470366559353,0.1232233814033054,0.6553235772116925
RM33,MRPL33,-0.2305230537986725,0.1232444901203682,0.6553235772116925
P121A,POM121,0.2158702452066274,0.1242916483858163,0.6553235772116925
A0A0A0MT49,SMARCA4,-0.2358856824906076,0.1231981488327818,0.6553235772116925
MPI,MPI,0.216094233972728,0.1238921130326009,0.6553235772116925
DPOG2,POLG2,0.2651524775241763,0.123707761369765,0.6553235772116925
CE350,CEP350,-0.2248233883933962,0.1244633446750433,0.6553235772116925
