feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
FGFR2,7.534536320405399e-10,-4.930030839216349,3.7808303255794286e-06,-0.5307588231479841,-0.023253499122512723
FOXA2,1.0409351918173428e-08,-4.403560077918352,2.611706396269713e-05,-0.5725682566871871,-0.06680654498798073
AAAS,8.908020597745122e-08,-3.9831657511526606,0.00014900149119828341,-0.8335937224145541,-0.1234911888461389
NMNAT1,2.4505506579101004e-05,-2.8969566378871185,0.03074215800348221,-0.9990236634524076,-0.2726436964380688
FRS2,4.132270249238361e-05,-2.7945041211149295,0.04147146422135619,-0.44884320768670855,-0.15837117007548263
PCNP,0.00014020211274427095,-2.5518953291818147,0.10733331105326374,-0.43693245535969494,-0.16538996566151754
C19orf25,0.00015314938348076477,-2.534146132641682,0.10733331105326374,-0.6813978570575068,-0.12699412588162318
CCL26,0.00017111727549344558,-2.511807533725812,0.10733331105326374,-0.3601381412360445,-0.0696695953797268
SGCB,0.00025908808039380406,-2.427782635094519,0.14445599860178987,-0.27950957322678155,-0.04806217810969268
DCUN1D4,0.00032278026188481797,-2.3829158266265154,0.16197113541380165,-0.28253581738013217,0.06466377295321085
TBX6,0.0009949173515574556,-2.1485920353098966,0.22693160318705966,-0.3455968597727275,-0.11728259306409924
NUP37,0.0009536310072428327,-2.1575731133151543,0.22693160318705966,-0.5528006860936894,-0.1791292879481038
PEBP1,0.0009464017085738514,-2.1591841618924725,0.22693160318705966,-0.34781660218016536,-0.10061270609721229
KPNA2,0.0009213659018977708,-2.164856539203089,0.22693160318705966,-0.9002291110128476,-0.357360917987736
CCDC125,0.0008955067914009587,-2.170873622185382,0.22693160318705966,-0.16146099078483492,0.021047344222071697
SMIM14,0.0007159083631471629,-2.217976678331527,0.22693160318705966,-0.07674291656395933,0.07678748827105901
WNT3,0.0008007644184910561,-2.194450611970778,0.22693160318705966,-0.17680716152428275,0.04415943569726791
IMPDH1,0.0007231876518856793,-2.2158555981210424,0.22693160318705966,-0.3821312687293123,-0.06175030181785641
AAK1,0.0005652491441931239,-2.26731780310545,0.22693160318705966,-0.3591052200720915,-0.10188719564919779
CHTF8,0.0005212955574317724,-2.284136730345893,0.22693160318705966,-1.0247865644237673,-0.4779221005164254
DSCC1,0.0008573652162031617,-2.180061735387016,0.22693160318705966,-0.7458269302102435,-0.19879176011866412
OR2AE1,0.0006643753217393783,-2.2336175340974367,0.22693160318705966,-0.36303024134167283,-0.1278564891611906
STEAP3,0.00106903719927017,-2.1333337108514523,0.2332360289538136,-0.37779432724608086,-0.08483835350123119
A1CF,0.0011397380842387802,2.1196998885591265,0.23830023777959164,0.06255550441792511,-0.07635665721310611
KHSRP,0.001239381669401462,-2.101805487195889,0.24876868868226143,-0.9466701805294218,-0.30923631282852343
GAS8,0.0014234568786267614,2.0721106118342725,0.2716104365543762,0.2190815057182112,0.0025623324643319796
