feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
PRKCI,9.464734534248962e-09,-2.8977845965955704,5.33716380386299e-05,-0.7040892187775845,-0.13050053123844685
HNF1B,2.592480549279591e-08,-2.809126808676739,7.309498908693807e-05,-1.5708356533369208,-0.36613212049846006
PCBD1,4.829858204408138e-08,-2.7531179025584103,9.078523471552498e-05,-0.3018688056458967,0.05085624997757364
TNS3,1.9485446649611416e-07,-2.623714709101615,0.00027275288175349213,-0.7150278818532473,-0.18431772673177838
GLIS3,2.4184508046949115e-07,-2.603161707156718,0.00027275288175349213,-0.15848637338106103,0.14531123340549248
PARD3,9.961174931941562e-07,-2.4647463773485265,0.0009361844240203079,-0.7014379928891485,-0.12715982879139284
MBTD1,1.4714898850782644e-06,-2.425367275747582,0.0011853902088509048,-0.8016465376767152,-0.40797079774267725
UGP2,5.045253868141355e-06,-2.2970987279198725,0.0035562733203061375,-0.8587389397311463,-0.34899088626146935
ZNF133,1.7362953026021043e-05,-2.161740488096655,0.010430957317522449,-0.17499078931188738,0.07650263413016638
PPP1R16A,1.849788493974543e-05,-2.154604438194658,0.010430957317522449,-0.22468126358447468,0.04167710427671373
ALKBH6,2.6738244287916556e-05,-2.1126606484366053,0.013706996321778315,-0.08537678008827691,0.2053149494859866
ATRN,2.9907120774863736e-05,-2.0997644039528995,0.014053854504121385,-0.502440695776043,-0.17520330009510737
ZBTB4,4.551939863432097e-05,-2.0507670098406225,0.018839322405425744,-0.23051684388539895,0.01623420239055612
ANKS3,4.677256848305735e-05,-2.047563692658525,0.018839322405425744,-0.21003769249098853,0.08214964005777688
SEMA3G,8.999738169705264e-05,-1.9689942067378479,0.033833015692645324,-0.3013110436814441,-0.06916733605786395
SIK1,0.00013864145534078586,-1.915586358890645,0.035536325757576884,-0.2516275253687892,0.006875625649458152
KHSRP,0.0001360303490760199,-1.9179635191995343,0.035536325757576884,-0.712501409388471,-0.25594605499366935
VAC14,0.0001298388855829998,-1.9237769579642434,0.035536325757576884,-0.5152322443082462,-0.1321001879228346
NPC1,0.00012062126222762947,-1.9329357279266073,0.035536325757576884,-0.4134955163719986,-0.1054836509422953
CORO7,0.00012222723065601055,-1.9312935013002879,0.035536325757576884,-0.2461797252272246,-0.04153577285569223
PRPS1,0.00012391585358317042,-1.9295885798457932,0.035536325757576884,-0.2560354990368741,0.05127211657802366
SLC12A7,0.00010108109181508345,-1.954764187079258,0.035536325757576884,-0.36836756719643415,-0.059065416139796115
CRK,0.00016813798394152104,-1.8913228345060444,0.04122304745418422,-0.5952496286167033,-0.11883278737233417
RXFP3,0.00018270876871285052,-1.880785239934761,0.0422415621210353,-0.09162898863422596,0.10565053552672732
PARD6B,0.00019248499654582243,-1.8741499791269767,0.0422415621210353,-0.9105627038995149,-0.35206007430395053
TP53BP2,0.00019476513834845147,-1.8726480977493105,0.0422415621210353,-0.4754119118077314,-0.13045924382007168
ARL4C,0.00021280352442157747,-1.8613180562809368,0.044444410156047234,-0.3155008160692688,-0.05852650967266988
RHPN2,0.00024436860489102487,-1.8435059838063732,0.049214091535017476,-0.24549156973233507,-0.012112070659503087
ITGB5,0.00025619691132283695,-1.8373842870247141,0.04981704768791302,-1.0519216228524817,-0.38394410558519526
PDC,0.00031442799980768954,1.81065358243093,0.05910198303051871,0.1354198652094628,-0.047913211936095886
FAM83H,0.00037190848872031005,-1.7884845451817692,0.06765135380302673,-0.3575034709784622,-0.07882033345681674
CPVL,0.0004572034842150973,-1.760891676511171,0.07812637719663436,-0.2213716959071491,-0.03288625501055139
PGM3,0.0004518850920020716,-1.762465192850165,0.07812637719663436,-0.8546878034593828,-0.3064410584869579
SENP2,0.00047786957825540825,-1.7549354225730052,0.07925607505241904,-0.40384905281732153,-0.15149249591361758
LLGL2,0.0007480755246061087,1.693545767821647,0.12052565380725277,0.1665413484577816,-0.08961198204153467
C9orf72,0.0007922687186954673,-1.685545910041377,0.12410009179788167,-0.16134981768970563,0.04072933121259461
