feature,p-value,effect_size,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
TFDP1,0.0011799367859877067,1.4667118544265345,0.537768478125997,-0.23750911513721246,-0.666783406970133
MET,0.0007806034601032971,-1.5274740862171607,0.537768478125997,-0.22156427865722064,-0.08763698176576189
LIFR,0.0011731752807489487,-1.467563478341044,0.537768478125997,-0.16654335057352412,-0.04278323777675333
LIX1,0.0012425002427221272,-1.4590471397308542,0.537768478125997,-0.16141820120750863,0.0009051355773966553
FAM81B,0.0012654412157913828,-1.4563292409758402,0.537768478125997,-0.06224055937422309,0.07988449047059815
PAAF1,0.0012690624524171938,-1.4559045506698478,0.537768478125997,-0.13796058089428967,-0.04785495783503648
ANO5,0.001272762558624986,-1.4554718112109142,0.537768478125997,-0.13662181227750447,0.008764261492182748
MAGEC1,0.0013254716175746127,-1.4494351099783058,0.537768478125997,-0.004445714332907526,0.06679197347375226
MARCHF6,0.0014593788016608166,-1.4350779802749767,0.537768478125997,-0.34733038367148505,-0.17786490701764882
ADD2,0.0015268634970896056,-1.4283149044772936,0.537768478125997,-0.1528088245897132,0.01868444914116815
NOL3,0.0017364872002349685,-1.4089972268197435,0.537768478125997,-0.22230099261300604,-0.052842494559038486
VPS4A,0.0017457568675492282,-1.408195490691282,0.537768478125997,-0.6611976129918469,-0.2938843698096021
PTPRCAP,0.0004906325317828098,-1.594751685108464,0.537768478125997,-0.13712736424282918,0.009725474116429034
SDF2,0.00042504396905246973,-1.6153473251797892,0.537768478125997,-0.28075241141894447,-0.10697511005004834
CLPTM1,0.0014761205795725688,1.4333726435284102,0.537768478125997,-0.09144616303289775,-0.2618182479879047
ARHGEF16,0.0015111489400601058,1.4298637955271964,0.537768478125997,0.07377001996647778,-0.1004977136905762
PAH,0.0018218541506859205,1.401763622199395,0.537768478125997,0.025649155206031726,-0.08964764098073205
ZAR1L,0.00204316102486143,-1.3844211433772369,0.5396095801449818,-0.11510437831341767,0.01167522220390501
PDE6A,0.002013104023745318,1.3866680853162674,0.5396095801449818,0.14891781897160827,0.025224749197587264
FEZ2,0.0023676289901186256,-1.3619912211420868,0.5742796720504736,0.11003708482256427,0.2881643788779531
FANCA,0.002403322661032273,1.3597054546590899,0.5742796720504736,-0.030567921143631143,-0.20999940506668546
FIBP,0.0026808671610459196,-1.3429607125802434,0.5848952788751489,-0.17176875153046664,-0.015963600592032518
DSC3,0.002673636391384357,-1.343375596948377,0.5848952788751489,-0.03288558291030183,0.0672203982724516
OLFM2,0.0030313990696535552,-1.3240248595039033,0.6084624212608616,-0.1804060558248584,-0.011797155994320678
TNRC6A,0.0030061430596051773,-1.3253177994094365,0.6084624212608616,-0.16124181859261813,0.02355612443691313
GCSH,0.0037259522030502947,1.2919648846240166,0.7191087751887069,-0.2095884580975555,-0.42554037173138753
PCYT1B,0.003925558873815233,1.283798701024772,0.7295723862520311,-0.015644718899095706,-0.09726970802814827
MRPS34,0.004506068700292176,-1.262103112971793,0.7797052668298668,-0.7706249589666173,-0.3831083529136474
ZNF24,0.004486958551946083,1.2627742092114524,0.7797052668298668,0.053188862392867804,-0.15280586717220024
FUT7,0.004904740178001322,1.2486818812984448,0.7919863030582925,0.00858448420078234,-0.09712168750890239
DDX19A,0.004872114232922647,1.249740886114271,0.7919863030582925,-0.0632029043612409,-0.266986523143545
GFOD2,0.005050530430024983,1.2440292423220838,0.7919863030582925,0.007833319731747257,-0.12721352040058886
PRKAG3,0.005551715820769951,1.2289449470341456,0.8067384345088252,0.13105675343952075,0.006973069154638708
ANGPT2,0.00572899375108181,-1.2239144031696536,0.8067384345088252,0.03309224895213704,0.14781877318085818
KCNE2,0.005787681076587825,1.2222812089908879,0.8067384345088252,0.20687652819999186,0.048798813145086266
CBR1,0.005478980227978367,-1.2310526941883249,0.8067384345088252,-0.04785467783929168,0.06188121894416826
COPS7A,0.006302568198507823,-1.208583503744265,0.8222924906918992,-0.20956849487418333,0.04622162754248369
ATP10D,0.006291425146398223,-1.2088686636164112,0.8222924906918992,-0.05604936322950184,0.039078820955020584
USP53,0.006401757876926855,1.2060657621049395,0.8222924906918992,0.12074424342818554,0.00879244133241162
EML2,0.006689555270161236,1.1989619970935665,0.8222924906918992,-0.022314690453085945,-0.1056155177714747
TAGLN,0.006718611422552386,1.1982607690218154,0.8222924906918992,0.17784828090657118,-0.011121652914716475
ETFA,0.007278475110887165,1.1852751868470837,0.8696044787245665,0.13485527413490897,0.02829501126053921
RELT,0.007876255641296017,-1.1724018048624805,0.8818793958238057,-0.13690367969283188,-0.045917044931186896
PGR,0.007908444163425917,-1.1717347620523835,0.8818793958238057,-0.09433777533193258,0.028874207365855574
LILRB5,0.00778084611666538,1.174394011520999,0.8818793958238057,0.05223029809487747,-0.03852546893910913
