,stat,p-value,effect_size,feature,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
2326,0.9158822818512455,0.35992974298943115,0.14932963535226487,CCR3,0.7845112158411046,0.03583527236123672,0.019006567806276648
3729,0.9154659632337881,0.3601480670780326,0.1492617568611452,DCLRE1B,0.7845393502181266,-0.6135927239474812,-0.6732654740502644
11760,-0.9156807774343612,0.3600354047084835,-0.14929678115070263,RAB3IL1,0.7845393502181266,-0.027808828952111345,-0.013110478350441932
10661,-0.9153443712526026,0.360211847547931,-0.14924193194852053,PHF8,0.7845393502181266,-0.1727079059265682,-0.1509434828715332
14767,-0.9152984033146757,0.36023596165098404,-0.14923443712572013,TIA1,0.7845393502181266,0.0074505459142771985,0.025733914083156038
282,0.9156022765776743,0.3600765730322132,0.14928398201206203,ADAMTSL4,0.7845393502181266,-0.20611216987292963,-0.2292643155635073
292,0.9155405426506907,0.36010895032834367,0.14927391663031153,ADCK1,0.7845393502181266,0.03806260577720121,0.02321053445335857
3547,0.9138467822429905,0.36099798263426086,0.14899775818826294,CXCR1,0.7846887427236843,0.024142997131443942,0.0067215674318456264
308,0.9146633477084185,0.3605692063104998,0.1491308947557126,ADD2,0.7846887427236843,-0.01209639486181055,-0.02978554691614841
14736,0.9145565728189025,0.36062525532215395,0.14911348568946883,THEG,0.7846887427236843,0.003007933541058946,-0.014091732553214147
15585,0.9144965155392263,0.3606567834092784,0.14910369367596227,TTC12,0.7846887427236843,0.06030754900390643,0.04449604149810093
14988,-0.9146320309158159,0.36058564476997745,-0.14912578872264215,TMEM187,0.7846887427236843,-0.050416897141885915,-0.035195892725862266
4601,-0.9143318144332895,0.3607432549343488,-0.14907684005451002,ENTPD5,0.7846887427236843,-0.06361413540348028,-0.044241283466954676
7170,-0.9141717486281368,0.3608273053096781,-0.14905074219369377,ITGBL1,0.7846887427236843,0.11150287288278757,0.12385557402090527
12150,-0.9141527918416732,0.36083726031178265,-0.14904765139254375,RHO,0.7846887427236843,-0.09414930799170121,-0.07949079959165639
13779,0.9139532935561753,0.36094203567489636,0.14901512427981634,SOX5,0.7846887427236843,-0.007431596203774859,-0.02637162379898746
4669,-0.9140642802109976,0.3608837437577189,-0.14903322005153505,ERAP2,0.7846887427236843,-0.01950251864954439,-0.004090184100046756
1117,0.9139841684662716,0.3609258190981687,0.14902015826634235,ATF6,0.7846887427236843,-0.07553644888439587,-0.09512088403316998
9783,0.9136823986357798,0.3610843387339009,0.1489709563332548,NPTXR,0.7846887427236843,-0.014381559736499717,-0.030343473437700674
10354,0.9136996312943074,0.3610752852445306,0.14897376602470216,PCDHA13,0.7846887427236843,0.02627618870245956,0.009159798722314635
16300,0.9137570190112801,0.36104513659565796,0.14898312278049822,XCR1,0.7846887427236843,0.09282164948598941,0.0782026371178905
4602,0.9138204362450689,0.36101182217794947,0.1489934626162876,ENTPD6,0.7846887427236843,0.07083274588227484,0.055459815700071205
3013,0.9138388433018149,0.3610021529222628,0.1489964637869907,CLYBL,0.7846887427236843,0.06786502666827468,0.053485670763131515
16157,0.9144666545494716,0.3606724600867217,0.14909882500364524,WASHC3,0.7846887427236843,-0.12468213046419888,-0.15697618707730648
14040,0.9129882093179249,0.3614491622145696,0.14885777253250354,SSX2IP,0.7853817881372592,0.30289320600852493,0.28486989734617535
5030,0.9128086910794763,0.36154354367669606,0.14882850305801118,FASTKD2,0.7854870969872033,-0.00377930612986762,-0.020012206905510102
7806,-0.9125183093709581,0.36169624420198165,-0.14878115789640556,LARP6,0.7856193054295709,-0.1909897898954605,-0.170740324405349
1781,0.9125412820066784,0.3616841623057597,0.14878490345998194,C20orf85,0.7856193054295709,0.0023787751654281036,-0.017195888673008728
3016,0.9121112980380929,0.3619103438642306,0.1487147969075259,CMBL,0.7859618950281588,0.14424173029371445,0.12868202143628188
775,0.9120437971693158,0.36194585894849096,0.14870379125721456,AP5Z1,0.7859618950281588,0.00778129448498706,-0.00919808686950559
14581,0.9116818338060764,0.3621363406062116,0.1486447750952967,TDRD3,0.7860557390546181,0.12242018102047539,0.1025007771724942
924,0.9116674189539059,0.3621439276618733,0.148642424831883,ARHGEF19,0.7860557390546181,0.05718874842965866,0.04065292351630936
9824,0.9116451192932828,0.36215566497255347,0.1486387889932438,NRDE2,0.7860557390546181,-1.0352872618493754,-1.0728413832182955
8928,0.9116124270170108,0.36217287281396504,0.14863345869502614,MRM3,0.7860557390546181,-0.19418139953506705,-0.22727885469629572
17077,0.9114813995870538,0.36224184529846337,0.14861209538368758,ZSCAN22,0.7861057018293559,0.15786151130209342,0.14198675291327575
2392,-0.9112939104955294,0.36234055337828497,-0.14858152630486093,CD3E,0.786109892984742,0.04281579374673177,0.061318759241270435
10546,-0.911227441293711,0.36237555171673086,-0.14857068886224808,PEG10,0.786109892984742,0.0734483663238395,0.09116296659808817
3122,-0.9112158898102414,0.3623816341893772,-0.14856880545556087,COL10A1,0.786109892984742,0.08589888104410513,0.10310435293346785
8468,0.9110631769841184,0.36246205166280787,0.14854390645806917,MBD2,0.7861846478757011,-0.09394598745280278,-0.12234837122837897
16808,0.9109637298462733,0.3625144258254802,0.14852769214196596,ZNF511,0.7861985652378917,-0.2172486645632965,-0.2509118264801935
6065,0.9106721719181025,0.3626680031203249,0.14848015520412958,GRHPR,0.7863322597439033,-0.07699778585913876,-0.0932768980991431
10957,-0.910675419754298,0.3626662921073509,-0.1484806847461945,PLXNA3,0.7863322597439033,0.07326827133087976,0.09067482155033574
8968,0.9103901592676562,0.3628165912751993,0.14843417457202177,MRPL42,0.7865547366550291,-0.29927531936220114,-0.32244945149410126
7130,-0.9101601930620106,0.36293778519966247,-0.1483966798302707,ISM1,0.786561606148122,0.004053478564596542,0.025751716273228212
4640,-0.9101268017275529,0.3629553847943261,-0.1483912355544098,EPHB3,0.786561606148122,-0.08221063075783694,-0.0601687200566865
15757,0.910122415308947,0.36295769678688694,0.14839052037266223,UBE2J2,0.786561606148122,-0.24474687821916113,-0.2772940965422813
13568,-0.9099931234064123,0.36302584808078464,-0.14836944002965077,SMARCA2,0.7866096495399598,-0.07654695641391694,-0.043617855776651684
447,-0.9098071988328437,0.36312386518547457,-0.1483391260369858,AHSP,0.7867223862370711,0.08445177609833063,0.10700199762296893
1500,0.9095728732301448,0.3632474223279749,0.14830092051920468,BMP10,0.7868904208895361,-0.07374803047428515,-0.08958353687030399
7691,0.9089133644872541,0.3635953149501,0.14819339119798178,KRT9,0.7869464894801822,-0.12706896130789205,-0.14535359616076102
10881,0.9090557031502888,0.3635202132693617,0.14821659874448495,PLEKHA1,0.7869464894801822,0.17778307551416545,0.15649330574371667
10908,0.9091151268448386,0.3634888626163828,0.14822628745537525,PLEKHN1,0.7869464894801822,-0.15085106835903808,-0.17943890062112403
15328,0.9092137481562532,0.36343683588891973,0.14824236712496092,TPT1,0.7869464894801822,-1.0066684359818008,-1.0471375257709155
3067,-0.9093061087620042,0.3633881161674869,-0.14825742602046638,CNOT11,0.7869464894801822,-0.18532259960309252,-0.15151884753537576
1693,-0.9090291219801424,0.3635342374667787,-0.14821226482895475,C16orf95,0.7869464894801822,-0.13546452405197082,-0.11492656977310357
12577,-0.9089862959062489,0.36355683317124543,-0.14820528227003332,RYR3,0.7869464894801822,0.005171174411046461,0.018399184388731962
10514,-0.9084276013648771,0.36385168972381554,-0.14811419015722632,PDPN,0.7871381094073924,0.12617355946658604,0.14266284539737076
14892,-0.9083630720251386,0.36388575536382806,-0.1481036689985975,TMED2,0.7871381094073924,-0.6787019410153063,-0.6316109092698171
13063,-0.9080499084522755,0.3640511056977761,-0.14805260937765286,SHMT1,0.7871381094073924,-0.14008435561509133,-0.11853582961849096
9779,0.9083967048283016,0.36386800004430286,0.14810915264462024,NPSR1,0.7871381094073924,0.14324473568736357,0.12758882760567716
8926,0.9081835977415251,0.363980512013122,0.14807440669070246,MRM1,0.7871381094073924,-0.13978800528690236,-0.160027918809345
12975,0.908048308186311,0.364051950758829,0.14805234846297233,SFXN4,0.7871381094073924,0.0423513313859963,0.01801177197719307
631,0.9081337771105013,0.3640068184433627,0.14806628370720207,ANGPTL4,0.7871381094073924,-0.05155646282502046,-0.07034697310322416
3447,0.9081735012212752,0.36398584311006865,0.14807276050787185,CSTL1,0.7871381094073924,0.2107136192264568,0.19246695280488818
16065,-0.9074143569193049,0.364386821425864,-0.14794898614948618,VMAC,0.7872749902431857,-0.14798386146665393,-0.12755303863542258
12422,0.9067398499975137,0.3647433263264418,0.14783901145659217,RPP30,0.7872749902431857,-0.9508879303782857,-0.9914032139810961
16026,0.9067119340941124,0.36475808574105706,0.14783445992004862,VAX2,0.7872749902431857,-0.005001652615728058,-0.02165762006903081
12196,0.9062130430360427,0.3650219173898359,0.14775311844062672,RINT1,0.7872749902431857,-1.1138600163804233,-1.1491444452577417
4394,0.9059791195353959,0.3651456656965998,0.14771497848340284,EFHC1,0.7872749902431857,-0.006779190486525846,-0.02723552534296959
10638,0.90592895494418,0.3651722067764953,0.14770679941905987,PHC2,0.7872749902431857,-0.08672124923254576,-0.10225636833595662
6494,0.9056141047228958,0.3653388152657887,0.147655464799244,HMG20B,0.7872749902431857,0.05805531094998035,0.04190742491666875
2311,0.9056121190240279,0.36533986618379677,0.1476551410418204,CCNJL,0.7872749902431857,0.05064558545416716,0.031926005795735686
16189,-0.9074734609619767,0.36435559288224995,-0.14795862274287255,WDR35,0.7872749902431857,-0.09985609064443866,-0.08284324876754369
15635,0.9055697908679395,0.36536226853036236,0.14764823966569482,TTLL9,0.7872749902431857,0.08800999657947144,0.07090554712839962
11892,0.9054902616401815,0.3654043620162858,0.14763527285673228,RASGRP4,0.7872749902431857,-0.06880771273666965,-0.08366816022683854
9581,0.9052888520904201,0.3655109782735452,0.14760243412273957,NHLRC3,0.7872749902431857,-0.030056132152656907,-0.04912776835940365
9276,0.9052570466578039,0.3655278162747657,0.14759724841956687,N4BP2L2,0.7872749902431857,0.06077357695027436,0.04621322228167774
4522,0.9052257743338641,0.3655443725175783,0.1475921496368706,ELOF1,0.7872749902431857,-0.287833747207859,-0.32773371599908663
1485,0.9049103534757375,0.36571138933122904,0.1475407219778145,BLOC1S5,0.7872749902431857,0.08252218498226087,0.06617005312987947
12186,0.9038603006287347,0.3662677408042958,0.14736951655998878,RIMOC1,0.7872749902431857,0.07973328954670386,0.06066689908223033
12792,0.9038874496423636,0.3662533497370032,0.14737394305931703,SEC14L1,0.7872749902431857,0.038032766328186106,0.014428532804892017
7313,0.9040915351666584,0.366145180004922,0.14740721809643428,KCNG4,0.7872749902431857,-0.040379672893167906,-0.055189704282274994
8704,0.9042312091492468,0.36607116128468886,0.1474299911812525,MGST3,0.7872749902431857,-0.02629814935517456,-0.042768227176157456
5490,0.9044658108504696,0.36594685768406854,0.14746824171539957,GABRB1,0.7872749902431857,0.008335530204007586,-0.004339108346300413
8655,0.9044758393282119,0.365941544687739,0.14746987680426857,MFAP1,0.7872749902431857,-1.7928681607286698,-1.831374919271681
8337,0.9044959093943054,0.36593091189395455,0.14747314911962026,MAMDC4,0.7872749902431857,-0.006044947901248225,-0.020415464692347063
1415,0.906755911434796,0.36473483465480916,0.1478416301867719,BCO2,0.7872749902431857,0.003406995331106211,-0.015115049449602302
10332,0.9072556034818339,0.36447070957532024,0.1479231022630979,PCBD2,0.7872749902431857,-0.13974706303793993,-0.15920822204881546
3992,0.9077456085340512,0.3642118210795545,0.14800299492749192,DLX5,0.7872749902431857,-0.04490703402346538,-0.0663804136404407
7659,0.9045840893288013,0.36588419788978854,0.14748752637936707,KRT25,0.7872749902431857,-0.050092926892359925,-0.06856459563263968
8403,-0.9071130480595421,0.3645460487029982,-0.14789985937517425,MAP9,0.7872749902431857,0.09638315615884485,0.10942103080098958
6812,-0.9062040793824508,0.3650266587855543,-0.14775165696555637,IFT122,0.7872749902431857,-0.06777517528209069,-0.05039562742225986
1520,-0.9061589808503456,0.36505051459653737,-0.14774430389465673,BNIP3L,0.7872749902431857,0.14417388842662712,0.15916198188149616
12847,-0.9060234676589718,0.365122202997867,-0.14772220920426446,SEMA4A,0.7872749902431857,-0.09923623651750764,-0.08216610964640125
12732,-0.9057994283628545,0.36524074227382686,-0.14768568081294528,SCN8A,0.7872749902431857,-0.14030382400065555,-0.12332123846570987
11615,-0.9057100817195501,0.365288022327907,-0.14767111332765925,PTPRB,0.7872749902431857,0.0019300582986935715,0.018756825060257103
11168,-0.9056804243682257,0.36530371711738263,-0.14766627785748304,PPM1M,0.7872749902431857,-0.1638279979111233,-0.14769069913041005
15276,-0.9054807021600076,0.36540942189287506,-0.14763371423537142,TOX3,0.7872749902431857,0.028012805935991897,0.04495042330611338
439,-0.9054598811679416,0.36542044269083795,-0.14763031948561536,AHDC1,0.7872749902431857,-0.13670172136240719,-0.1175683649415108
7455,-0.9050411509030463,0.3656421256968737,-0.14756204778846954,KIAA1755,0.7872749902431857,0.1067070147782507,0.12339554706640968
10939,-0.9048315018203944,0.36575314910066536,-0.1475278656433569,PLPPR2,0.7872749902431857,-0.027215869245126784,-0.011882438561891775
7698,-0.9045227981374837,0.36591666697879854,-0.1474775331832641,KRTAP11-1,0.7872749902431857,0.10595418367560984,0.11936619060139883
3159,-0.9044177442042818,0.36597232362534915,-0.14746040470960733,COL8A1,0.7872749902431857,-0.06019582144384937,-0.03926161431997896
1561,-0.9040790000727453,0.36615182329988183,-0.14740517431740258,BRD4,0.7872749902431857,-0.9817331443416023,-0.93903639881255
6968,-0.9040621010126015,0.36616077951001047,-0.14740241901736123,ILF3,0.7872749902431857,-0.9733251705183193,-0.9304036476057669
10243,-0.9040602165351832,0.36616177825898977,-0.14740211176354565,PAM,0.7872749902431857,0.08112242728361804,0.09586716945236978
3030,-0.9039802364689374,0.36620416824213076,-0.14738907144781446,CMTM5,0.7872749902431857,-0.14665128810978809,-0.13067322850285099
9463,-0.9037444191150982,0.3663291708989309,-0.14735062270810595,NDUFS7,0.7872749902431857,-0.28775473088801645,-0.2558377467871336
14469,-0.9037250974913147,0.36633941413507376,-0.14734747242221094,TBC1D22A,0.7872749902431857,-0.08918312586834731,-0.07210386568021945
15669,-0.9036668979674417,0.3663702693240195,-0.14733798330570563,TULP3,0.7872749902431857,-0.004880845387796083,0.010668310215607633
751,0.9078129629808674,0.36417624413883243,0.14801397670449726,AP1M1,0.7872749902431857,-0.07435177357974988,-0.10235807789602742
738,0.9073663522295855,0.36441218668589725,0.14794115924535992,ANXA6,0.7872749902431857,0.07504380766706797,0.057323514345045914
16470,0.9046398469793742,0.3658546617651952,0.14749661736168337,ZCCHC9,0.7872749902431857,-0.6667550847864958,-0.6955648337328871
6315,0.9025757518885643,0.36694905420619217,0.14716007785944513,HAX1,0.7873434549489203,-0.1974420721116186,-0.222534089158661
15840,0.9032472100697069,0.36659282004491067,0.14726955547172263,UGT1A4,0.7873434549489203,0.029195008229333907,0.0067890048723552995
869,0.9030870753436528,0.3666777580063366,0.14724344637372747,ARFGAP3,0.7873434549489203,0.025536901708444835,0.010032722201673751
11882,0.9028955507510585,0.3667793617784536,0.14721221932835293,RASD2,0.7873434549489203,-0.03422257619463498,-0.05417076708348495
15739,0.9028895764410604,0.36678253143180906,0.1472112452495317,UBASH3B,0.7873434549489203,0.05424561323558055,0.0337173966718066
15441,0.9026035820754804,0.36693428494025415,0.14716461542038098,TRIM69,0.7873434549489203,-0.027497096087732986,-0.04219045039858043
6689,0.9025656297439658,0.3669544260424237,0.1471584274987036,HSPD1,0.7873434549489203,-1.5903219047528925,-1.650681236503531
14119,-0.9033041357501645,0.36656262873450474,-0.14727883689497248,STK11IP,0.7873434549489203,-0.02382608693654275,-0.0052761047176286035
2467,-0.9032479894958572,0.3665924066551457,-0.1472696825529263,CDCA7,0.7873434549489203,-0.013635139327294876,-0.00047168232601856833
10138,-0.9027935034981975,0.3668335050098227,-0.14719558107760783,OTUD4,0.7873434549489203,-0.09566919049473989,-0.07418498332720494
8587,-0.9027144757140076,0.3668754382250352,-0.1471826960262976,MED9,0.7873434549489203,-0.6122063258470171,-0.5698851012352409
13420,0.9033513522784536,0.36653758798330605,0.1472865352936551,SLC44A3,0.7873434549489203,-0.354066319582313,-0.3786024875690588
3576,0.9024080056033527,0.3670380837268298,0.14713272773803904,CYBRD1,0.7874241909098165,-0.04053000714452812,-0.05821061037091893
15895,0.9022497848581621,0.3671220700241824,0.14710693070423606,UPK3B,0.7874633286889267,0.041507737533392604,0.024916748007737306
11222,0.90220020542223,0.36714839011064937,0.1470988470462863,PPP2R3C,0.7874633286889267,-0.5703392287912459,-0.613506372657837
14933,0.9000726400092488,0.368278953684248,0.14675195905248606,TMEM132E,0.7875345416968269,-0.029382758645532043,-0.045331555968673484
13392,0.9012338722257459,0.367661619641218,0.14694129166311184,SLC38A7,0.7875345416968269,-0.042752912465366444,-0.06022222588262667
4578,0.9010218841652794,0.3677742685082135,0.14690672816036074,ENKD1,0.7875345416968269,-0.08024813423400524,-0.09962653422425638
12649,0.9007884553911512,0.36789833570737407,0.14686866886561067,SART1,0.7875345416968269,-0.6102347617467878,-0.6558910047172138
1628,0.9007490883667549,0.3679192618196051,0.14686225028593677,BTRC,0.7875345416968269,-0.13612224844475984,-0.15462455484728524
12696,0.9003754023947091,0.3681179369711334,0.14680132281627437,SCFD1,0.7875345416968269,-1.448938123257438,-1.4917394969475488
16671,0.9017852815265223,0.3673687056772239,0.1470311959569785,ZNF260,0.7875345416968269,0.14735134828758942,0.1256338189241808
4543,0.9011713898168769,0.36769482008815313,0.1469311042454522,EMC6,0.7875345416968269,-0.13973175295822876,-0.18087326824769884
16895,-0.9009097653376591,0.3678338563148984,-0.14688844779401186,ZNF621,0.7875345416968269,-0.005755428635626976,0.009517554018436703
16811,-0.9015407938670226,0.36749856192042285,-0.14699133357098776,ZNF513,0.7875345416968269,-0.099905720518713,-0.07971605375885668
9371,-0.9000585428999287,0.368286451953856,-0.1467496605953197,NCBP1,0.7875345416968269,-1.538403422631134,-1.4965011137304178
599,-0.9000906823471394,0.3682693570815906,-0.14675490075775918,AMN,0.7875345416968269,0.021098863124332283,0.038982996367452505
4339,-0.900099953970028,0.36826442562606243,-0.14675641244555193,ECRG4,0.7875345416968269,-0.10086989709414225,-0.08090620713548993
106,-0.9020024343239446,0.3672533919774027,-0.14706660154206005,ABRACL,0.7875345416968269,0.08308145295925982,0.09778039831229543
962,-0.9002623772225928,0.36817804148896893,-0.14678289467537434,ARL2BP,0.7875345416968269,-0.11413920647631731,-0.09515296296720269
408,-0.9004058033892227,0.36810177137645383,-0.1468062795334366,AGFG2,0.7875345416968269,-0.049791879880122104,-0.03268941607281902
9444,-0.9002158353943659,0.3682027932771117,-0.14677530628287513,NDUFAF8,0.7875345416968269,-0.49032456613609837,-0.45094440922031176
2666,-0.9008309504270928,0.36787574768826614,-0.14687559745059064,CERT1,0.7875345416968269,-0.18384620888343706,-0.1607825226813004
9490,-0.9008866441986338,0.3678461452581747,-0.14688467801777752,NEK1,0.7875345416968269,-0.1451290201683182,-0.11958334928676968
1333,-0.9010015291189157,0.3677850861598553,-0.14690340938052263,BAG6,0.7875345416968269,-0.19403283506016608,-0.16970552334544467
16120,-0.9010228294622037,0.36777376613673773,-0.14690688228589388,VSIR,0.7875345416968269,0.030099024304581654,0.04557115061941995
16414,-0.9014088745461536,0.36756864093741737,-0.1469698248416765,ZBTB34,0.7875345416968269,-0.12063510200089742,-0.10161836835348939
7677,-0.9015375941076059,0.367500261618245,-0.1469908118675807,KRT71,0.7875345416968269,-0.025406164971735076,-0.0014635817817137632
16055,-0.9005796620301163,0.3680093313142042,-0.1468346262412635,VIP,0.7875345416968269,0.04448452980685418,0.058658683171737835
9430,0.8988974489527204,0.36890436589371267,0.14656035052875097,NDUFA4L2,0.787589383225025,-0.23298689665395578,-0.25009015045933175
3538,0.8988989394786164,0.3689035722480971,0.14656059355090892,CXCL14,0.787589383225025,0.017364279578160398,-0.0013852258981707163
9007,0.8989230945486796,0.3688907107845747,0.14656453190398758,MRPS34,0.787589383225025,-0.4526626155385395,-0.5021416300006447
1519,0.8990091176129761,0.3688449097290424,0.1465785574977542,BNIP3,0.787589383225025,-0.1864053232773228,-0.21099672979864756
16539,0.8993623371186444,0.3686568830450646,0.14663614802115002,ZFYVE16,0.787589383225025,-0.10797066972040874,-0.1287777022317585
13075,0.8995009956782203,0.36858308830261444,0.146658755546757,SHTN1,0.787589383225025,0.10274820756502571,0.08985036178024573
12916,0.8996943769800102,0.3684801852285555,0.14669028531848907,SERTAD1,0.787589383225025,0.17249379984549223,0.15563698811902474
11691,0.8995656533964237,0.368548680305545,0.14666929763679773,QARS1,0.787589383225025,-1.5431231279285844,-1.5910470687467861
205,-0.8988857306300478,0.36891060547039956,-0.14655843991983725,ACTL7A,0.787589383225025,-0.07221589881187603,-0.05118341306373441
7893,-0.8989985887293093,0.36885051540727243,-0.14657684082041497,LGALS1,0.787589383225025,0.05768106058798631,0.07148448374924077
8188,-0.8990161094195651,0.3688411872537547,-0.14657969747387242,LSMEM1,0.787589383225025,0.12175644551528784,0.13922827734289672
15290,-0.8990564769378285,0.3688196958283635,-0.14658627917864145,TP73,0.787589383225025,-0.13777793456009438,-0.11482866276849968
14217,-0.899655744008734,0.36850074137697664,-0.14668398642219252,SULT1A2,0.787589383225025,0.08944880256155183,0.10635851719978219
1389,-0.8987890990767982,0.3689620607315539,-0.14654268466952153,BCKDHA,0.787600944963151,-0.044593694029349686,-0.028944126765041434
11305,0.8987018915158429,0.3690085016556305,0.14652846595000324,PRKAA1,0.787601801350327,0.01792664026816548,-0.003247380805845574
14428,0.897812272013062,0.36948246158304343,0.14638341831824428,TAS2R30,0.7879252643107858,0.08485737570393004,0.06820765825048054
8976,0.8979645552766227,0.36940130321163966,0.1464082472778916,MRPL50,0.7879252643107858,-0.38035320999426286,-0.40925121944722337
10515,0.8978955303732249,0.3694380882081414,0.14639699314200658,PDPR,0.7879252643107858,-0.25108522792180815,-0.2722325753098759
10387,0.8978640493435716,0.3694548659473653,0.14639186033097637,PCDHGA8,0.7879252643107858,0.06568991930227112,0.049299514406393394
14545,-0.8980739657606333,0.3693430004601326,-0.14642608606351365,TCF24,0.7879252643107858,0.02965915194798807,0.047057944660834496
12620,-0.8981845826653401,0.36928406065473585,-0.14644412154948275,SAMD14,0.7879252643107858,-0.19232193495148645,-0.1728801786091882
11084,-0.8981656010762702,0.3692941741642668,-0.14644102670440237,POMP,0.7879252643107858,-0.9177450810426446,-0.8843670888327324
16478,0.8976067725776427,0.3695919987601859,0.1463499127505918,ZDHHC14,0.788004716390667,0.030948028171758308,0.017472675658591518
5000,0.8975695423897325,0.3696118456958387,0.14634384257050984,FAM98C,0.788004716390667,-0.1426925229087608,-0.16409347857333684
899,0.8973567654463585,0.3697252870841622,0.14630915044468204,ARHGAP31,0.7881357707125273,-0.09853885638636002,-0.1145764050521434
14926,0.8970926729113525,0.3698661173598954,0.14626609159014023,TMEM129,0.7881357707125273,-0.06484608469436248,-0.08163770779658633
15798,0.8969757221845095,0.36992849329560906,0.14624702340884693,UBR2,0.7881357707125273,-0.27574587792027777,-0.29701571481368305
13643,0.8968493867780489,0.3699958819252248,0.14622642510647477,SMURF2,0.7881357707125273,-0.24086653498537736,-0.2620170761772115
5841,0.8967069114424562,0.3700718889251857,0.14620319527625278,GNAT2,0.7881357707125273,0.0020631843077657157,-0.01498405681592799
12177,0.8966788992142444,0.3700868338853648,0.14619862803447164,RIF1,0.7881357707125273,-0.2867632871016066,-0.31534668321820447
8436,-0.8970606638284845,0.36988318882639737,-0.14626087268289922,MARK4,0.7881357707125273,-0.06096815437654273,-0.04571852603866599
3174,-0.8966767978763609,0.3700879549970031,-0.1461982854227342,COMMD4,0.7881357707125273,-0.11617464538287858,-0.09450348184480285
14705,-0.8967830454102101,0.3700312721642095,-0.14621560850649853,TGFBRAP1,0.7881357707125273,-0.3747698628093632,-0.3471499739613439
2443,0.8959805187023628,0.3704595521302564,0.14608476088228087,CDC34,0.7881422159298963,0.046041428427405384,0.028389699484612344
10719,-0.8962111343566826,0.370336449204702,-0.14612236151311356,PIGL,0.7881422159298963,-0.25136115778825535,-0.2281642868323159
9116,-0.8962139035339449,0.3703349711690056,-0.14612281301243724,MTO1,0.7881422159298963,-0.27465696324161704,-0.24902294728699773
1616,0.8964407637216364,0.3702138980435251,0.14615980133481796,BTG3,0.7881422159298963,0.04506320261925268,0.02978683771192251
4381,0.8964023792951672,0.3702343817163426,0.14615354296240324,EFCAB12,0.7881422159298963,-0.04088096157254515,-0.05547004459212459
3362,0.8962397698679334,0.3703211653087505,0.1461270303778115,CRTAM,0.7881422159298963,-0.06191142865123487,-0.07943412323886131
14859,-0.8960850994713204,0.3704037236316018,-0.14610181220907556,TM4SF20,0.7881422159298963,0.08424627702970078,0.1003654868777581
10679,-0.8959927477270846,0.37045302362267374,-0.146086754758392,PHOX2A,0.7881422159298963,-0.18640841792240628,-0.16162845801586626
8763,0.8958923690511653,0.37050661324615286,0.14607038856006152,MKNK2,0.7881443214128248,0.09192634076857886,0.06652477611501834
16870,0.89512409199017,0.37091693646690027,0.14594512515488237,ZNF585B,0.7883773504775504,0.06670013292945905,0.04918525524798534
6709,0.8951079506681126,0.37092556029047963,0.14594249339992352,HTR6,0.7883773504775504,0.03557098738037911,0.016596629761702796
7650,0.894901556664268,0.37103584139224155,0.14590884197774437,KRT14,0.7883773504775504,-0.12838045668956605,-0.14521705186656067
8077,0.8948586469517557,0.37105877160488987,0.14590184578200016,LRP12,0.7883773504775504,-0.005530987494398919,-0.02452096046647781
10160,0.894823546372605,0.37107752940575967,0.1458961228230685,OXSM,0.7883773504775504,-0.18766587004262697,-0.23135452719229996
7252,0.8947546355213453,0.37111435717959695,0.14588488728276564,KANK3,0.7883773504775504,0.1928878642083329,0.17370003725110822
3522,0.8947165368413086,0.3711347190925851,0.14587867549975594,CUX1,0.7883773504775504,0.004335956579081774,-0.018825594179645966
16862,0.8952923368911974,0.3708270556887534,0.14597255657289113,ZNF578,0.7883773504775504,-0.023220012526400297,-0.042386922308093364
12091,0.8946520588132542,0.37116918108062147,0.14586816270721872,RFX1,0.7883773504775504,0.014449084694704833,-0.005318413384111585
10005,-0.8949579124079181,0.37100572718956404,-0.14591803047589094,OBSL1,0.7883773504775504,-0.22955813083470775,-0.2089130556449558
4587,-0.8954597490533811,0.37073763322089714,-0.14599985221735093,ENPEP,0.7883773504775504,-0.1144349528094133,-0.09792651327951167
5522,0.8946948357731264,0.37114631758064354,0.1458751372583655,GALNT10,0.7883773504775504,0.04782087070511846,0.028950346707908123
9470,-0.8944440673841201,0.3712803611548866,-0.1458342508335157,NECAB1,0.78843610612626,0.15352818095929427,0.17346009940554497
12500,0.8944278697367507,0.37128902033981126,0.14583160989502045,RSL1D1,0.78843610612626,-1.316892323174543,-1.359752572593011
4352,-0.8938550202520464,0.37159534362389157,-0.14573820989552522,EDEM2,0.7887391535911605,-0.057320715492964976,-0.039469505286450594
6896,-0.8938268963301276,0.3716103865407181,-0.14573362444269133,IL17A,0.7887391535911605,-0.031882644669059546,-0.016097628062732617
883,0.8938161103578504,0.3716161558394081,0.14573186584844947,ARHGAP12,0.7887391535911605,0.08753587996474908,0.0709271676307622
11237,0.8939024135325497,0.37156999477273633,0.1457459371126971,PPP4R3B,0.7887391535911605,-0.07997318770495881,-0.09989848399047334
2720,0.8933377229866244,0.37187209596473425,0.1456538673838893,CFDP1,0.7887489721049403,-0.14552236482721798,-0.17460447635367637
4411,0.8934222970267702,0.3718268403810536,0.1456676567221323,EGF,0.7887489721049403,0.0346471515836483,0.020855002279425654
5511,0.8937094590409379,0.37167320545777727,0.1457144769300481,GAL3ST1,0.7887489721049403,-0.0402957658981734,-0.05643294963142144
