,ssGSEA
ACH-001786,0.7558975630108852
ACH-002004,-0.8771307475789765
ACH-001353,0.4140742895932516
ACH-001345,0.8375695408809648
ACH-001295,0.297475206391
ACH-001562,0.21030646242301906
ACH-001819,-0.39967149567908133
ACH-001796,1.099458542726653
ACH-001652,-0.5232758809668966
ACH-002509,1.4299711117335614
ACH-001711,-0.3776348698211243
ACH-000719,0.12053547351488067
ACH-000568,0.846602041406392
ACH-001674,-1.4867227835599177
ACH-001843,-0.22018073389238463
ACH-001524,-1.5242453039695538
ACH-000778,-0.9401966808703408
ACH-001848,-1.0865561029012
ACH-001096,-1.100610580359378
ACH-001375,-1.4864410013623235
ACH-001360,-1.4750848227931355
ACH-001228,-0.9039298518541177
ACH-001845,-1.6266811905820457
ACH-001685,0.16217389574670898
ACH-001001,0.5416143357008426
ACH-001456,-0.004644129645374513
ACH-001197,0.8646431651090498
ACH-000611,0.2183403288207878
ACH-001961,-0.1511644934122618
ACH-000910,1.1007535474649515
ACH-001210,0.9335525598429066
ACH-000134,0.3117412269091736
ACH-001200,1.0901983529998691
ACH-001619,-0.9414041598400585
ACH-000645,0.3527943701325072
ACH-001618,-0.30421637276634755
ACH-000688,1.0705334625476024
ACH-000452,-0.4977313004236344
ACH-001558,0.021668342370148773
ACH-001329,0.29196587105471716
ACH-000097,0.09189159852762949
ACH-001274,0.7589256176319634
ACH-001192,-0.3104597336468352
ACH-001378,0.4171234275731526
ACH-001410,0.10032114686214834
ACH-000704,-0.24149664728877698
ACH-001377,0.516883500133285
ACH-001654,-0.5800127495318995
ACH-002015,-1.4194338220325726
ACH-001099,1.0631540693594876
ACH-001382,-0.20676434488843767
ACH-000583,0.5134939628769367
ACH-001390,-0.21849217853517972
ACH-000160,0.8508760859785109
ACH-000709,-1.4322284823496958
ACH-000935,0.43478141992286085
ACH-000332,-1.9803313633359039
ACH-000976,-0.602328363990335
ACH-000428,1.9209885476536899
ACH-001548,-1.683683660817314
ACH-001356,0.04462851657162092
ACH-001509,-0.4777834317511979
ACH-001032,0.23883468641415254
ACH-001413,-0.21519077682185897
ACH-000692,-1.287596105015701
ACH-001379,0.6173274851821469
ACH-001193,1.2165342367117002
ACH-000485,1.1296194383986866
ACH-000034,0.24481019085253053
ACH-001341,-1.169771134409161
ACH-000362,0.7937092221474717
ACH-001511,-1.3758819463365377
ACH-001376,-0.35219032427807634
ACH-001212,0.8495726709811218
ACH-001460,0.3993898269640435
ACH-000556,-0.1613080643815149
ACH-000915,-0.08825303151424076
ACH-001374,0.962447749192813
ACH-000948,0.832321183892513
ACH-001647,0.4511805041983174
ACH-001655,-0.7510076062501181
ACH-000796,-0.6012445142180605
ACH-001807,0.6955726783262136
ACH-000371,0.1160140093325664
ACH-001035,0.6125371494588562
ACH-001566,0.2893769012108416
ACH-000459,-2.0995202781554956
ACH-001858,-0.6006690353912377
ACH-000739,0.34871572250150784
ACH-000421,-2.1234257988481997
ACH-000714,-1.48299771594789
ACH-001333,0.6354156769575422
ACH-001412,-0.10307305277357003
ACH-001623,0.46434587902757213
ACH-000244,0.9461616374229816
ACH-001409,0.04678932722797615
ACH-000542,0.24648282129911844
ACH-001543,-1.212340951960497
ACH-001794,-1.79933810192595
ACH-000874,0.30245319563345696
ACH-001673,0.013128962631935423
ACH-000684,-1.5631679425808278
ACH-001048,-1.159099459166616
ACH-000858,-0.7808421863840252
ACH-001332,-1.2171863894566592
ACH-000365,0.4280602465967601
ACH-000272,-1.5097208917845373
ACH-000284,0.710900310358618
ACH-000896,-0.2382699379406202
ACH-001561,-1.9065688909454381
ACH-000449,1.3088621216388951
ACH-000700,-0.6420541441772689
ACH-001529,-0.34869082778219085
ACH-000283,1.3362673932859375
ACH-000769,-0.3060701170315239
ACH-001500,0.8204565596262191
ACH-001656,1.0955314723507055
ACH-000667,-0.3219911342940353
ACH-000793,0.049958370104185544
ACH-000084,0.6808991767262493
ACH-000809,-0.37210880304707095
ACH-000863,-0.34466019606421766
ACH-000334,-0.2930571738333413
ACH-001207,0.9297972478120121
ACH-001401,-1.8297234936048872
ACH-000905,-1.2157396246020118
ACH-001550,0.38132115107017667
ACH-000088,0.2899001202006524
ACH-000855,0.3861506903036061
ACH-000681,-1.5095169386716292
ACH-000674,-0.373745235794635
ACH-000575,1.2351703043109563
ACH-001205,0.432765889905422
ACH-000335,-0.46327442538369307
ACH-000760,-0.007730755371964768
ACH-000631,-0.04391034532788757
ACH-000943,0.41072037212952056
ACH-001532,0.05576784138302055
ACH-001454,0.16291840021623802
ACH-000306,0.6201398144473699
ACH-000336,0.669283941532827
ACH-001399,2.4969917472470233
ACH-001495,-0.8107661524508355
ACH-001496,-1.3655772580880676
ACH-000184,0.4614231127679339
ACH-000959,0.9023009489355447
ACH-000806,0.7898547105484627
ACH-000432,0.5278854997094964
ACH-000299,0.649230726501882
ACH-001415,0.3290440751211652
ACH-000552,-1.3357285185242052
ACH-000750,-0.12546557028543667
ACH-000601,-0.7424425337982272
ACH-000629,0.8224634917398437
ACH-001418,0.08719004754523747
ACH-000406,1.5134873731555356
ACH-001148,0.6219385479087813
ACH-000997,0.9005473617148261
ACH-001523,-1.2992866779588097
ACH-000854,0.4716347056776799
ACH-000576,0.42180738980973664
ACH-000711,1.0741122798298828
ACH-000656,0.06688014432456073
ACH-000411,-2.106786503667002
ACH-000721,-0.22046504635867464
ACH-000975,1.0548866758755324
ACH-001086,1.4928562633806113
ACH-000566,0.9697191296093701
ACH-000105,0.8059110665816281
ACH-000633,0.7548413533670849
ACH-000185,0.2918569756967231
ACH-000749,-0.053789011130622455
ACH-000361,-0.4544078721583785
ACH-000119,0.25044944090952864
ACH-000517,-0.6288281954393812
ACH-001421,0.37454050000965533
ACH-000337,-0.47624914032043797
ACH-000528,-0.1857244774554078
ACH-000827,-0.03648222934244239
ACH-000604,0.9540869703278058
ACH-000241,0.10824984992899193
ACH-000878,-2.3455739685716086
ACH-000213,0.047949905959669276
ACH-000773,1.5690122290805897
ACH-002002,0.8482687703906918
ACH-000754,0.31565487233889844
ACH-000971,0.540511437684154
ACH-000224,0.4239317188033805
ACH-000148,1.2115746824809652
ACH-000564,0.04184667170252579
ACH-001522,-0.7003567862968261
ACH-000367,-0.31315831769449975
ACH-000180,0.7351092697457974
ACH-000722,0.7165745850284398
ACH-000388,0.3872719208164547
ACH-000797,0.6418467306795839
ACH-000650,1.3260585404432972
ACH-000450,0.8701248032373289
ACH-000630,0.06474472448666148
ACH-001838,-0.358547679576504
ACH-000170,0.17403024656345822
ACH-001113,-2.265719085111051
ACH-001960,-1.1624383341392208
ACH-000384,-1.76193807936849
ACH-000307,-1.0949561059304738
ACH-000212,1.097661616803819
ACH-000569,-1.5273215021240887
ACH-000581,-0.17734410994983782
ACH-000658,0.29282504233233364
ACH-000417,1.4381497925720668
ACH-000680,1.273827527560313
ACH-001354,-0.5805385931922493
ACH-000599,-2.013925238373439
ACH-000005,0.7480033295198882
ACH-000046,-0.564322325832295
ACH-000539,0.6291509537629044
ACH-000533,0.9857196664685514
ACH-000979,-0.47727893202837357
ACH-000753,1.6783776309456337
ACH-000764,0.3785561424211437
ACH-000728,0.6058901555044451
ACH-000602,0.7803818754257539
ACH-000653,1.4214314002212998
ACH-001737,0.64532030266734
ACH-000646,-0.2374514464366219
ACH-000263,1.0476322062675159
ACH-000511,-1.1446675258857697
ACH-000938,0.6808764150382235
ACH-000572,1.233167551085115
ACH-000850,0.43290812342360124
ACH-000547,-1.7993523434326548
ACH-000914,1.0393250881219158
ACH-001861,-1.1822617372521205
ACH-000171,-2.0410363929442377
ACH-001610,0.7435318695186738
ACH-001526,0.32029530451917715
ACH-001346,-1.7944898393519761
ACH-000311,-0.22318384145438977
ACH-001814,0.37532503503394327
ACH-000909,0.4868600519921406
ACH-000983,0.6505322398032295
ACH-000045,0.895248993972246
ACH-000731,-0.9072312368372039
ACH-001864,-1.1537159265542967
ACH-000023,2.0087301822255204
ACH-000029,-0.596443749671063
ACH-000165,0.49592134579769465
ACH-000707,0.5774897419558139
ACH-000779,-0.06576349855498544
ACH-000755,0.18872420908542376
ACH-000194,0.58799204179786
ACH-000768,1.2819769503857323
ACH-000208,0.9817320773228136
ACH-000887,-1.1597143923000999
ACH-001307,1.8567874935280886
ACH-000738,1.7554443282415184
ACH-000083,0.40783313569975005
ACH-000413,0.3623026229983338
ACH-000952,1.4213200936403318
ACH-000433,-1.5053861614934951
ACH-001211,0.027636145436623037
ACH-000275,0.1902120355415232
ACH-000752,0.11774441767193529
ACH-001997,0.4697289994933246
ACH-000380,1.5687126488366925
ACH-000398,-0.5877181745635919
ACH-000540,0.38039713925766827
ACH-001129,1.294555882259554
ACH-000751,-0.8012575738819404
ACH-000881,2.2160419479724793
ACH-000987,1.0363716355635955
ACH-000430,-0.3871389940950644
ACH-000953,0.7080253130782074
ACH-001836,-1.0987864384718289
ACH-000833,0.10451708234344059
ACH-000402,0.6729396377869832
ACH-000061,0.8503336201736622
ACH-000405,0.7926417553410545
ACH-000053,1.0395291652370162
ACH-001570,0.27284475708975825
ACH-000842,0.6888223944601277
ACH-000153,-0.17811514850786853
ACH-000832,-2.3832120259671377
ACH-000120,0.9979240730945049
ACH-000481,-0.8606989537558806
ACH-000331,-1.9625838285667876
ACH-000668,-1.0766710461442925
ACH-000262,-1.8490565377919166
ACH-000851,-0.17320073479761913
ACH-001310,0.7165435801282379
ACH-001743,0.29757754157267885
ACH-000664,1.2991196325302534
ACH-000255,-0.21866276720019898
ACH-001741,-0.5068840848034182
ACH-001394,-1.4669569769819804
ACH-000049,0.7170111711821562
ACH-000403,-1.4214094807165019
ACH-000438,0.9305684464933818
ACH-000906,0.49137776518421666
ACH-000240,0.2604528933778188
ACH-000763,0.833810336975087
ACH-000112,1.853817534842665
ACH-001842,-1.1007024235027645
ACH-001795,-0.4583823190309805
ACH-000872,1.1731095952529684
ACH-000732,-1.7438721974767672
ACH-000926,0.8331724212681643
ACH-000673,0.9319859256688622
ACH-000156,0.6817662584655906
ACH-000201,0.6128112138103008
ACH-001369,0.15394499378115037
ACH-000214,0.9519115783218088
ACH-000113,0.5502740874356545
ACH-000708,1.2399300038036758
ACH-000124,0.9184397295867647
ACH-000096,0.9399272625417792
ACH-001408,0.3576608746924196
ACH-000059,0.615822314497859
ACH-000526,0.21081697818469314
ACH-000496,-0.22185262462760708
ACH-000713,-0.9247071901557403
ACH-000663,0.04664222583217513
ACH-001863,-1.0476701175990921
ACH-000678,0.3226539337069145
ACH-000229,0.4651658341947934
ACH-000315,1.0302655886096581
ACH-001201,0.8305870212968771
ACH-000080,0.5314343786049723
ACH-000222,-0.4896170912109572
ACH-000605,-0.5611336720361754
ACH-000122,1.1948106677535242
ACH-000654,0.7240393241486184
ACH-000245,0.3520418329614818
ACH-000988,1.2186942151482938
ACH-000932,1.2154893383617846
ACH-000190,0.4134274535108248
ACH-000339,-0.6925816362842314
ACH-000557,1.8038636349388382
ACH-000288,0.8308832570293573
ACH-001611,0.891772181081671
ACH-001793,-0.536110887916471
ACH-000172,-0.004529011331838896
ACH-000063,0.4549223730803571
ACH-000794,-1.5488361000289517
ACH-001999,-0.07015706175023716
ACH-000176,0.86323266025373
ACH-000326,0.6778764354711482
ACH-000829,0.7464639322572675
ACH-000018,0.16541580308116077
ACH-001551,-0.16212022763524025
ACH-000251,0.5849018019833784
ACH-001142,0.65615237979516
ACH-001839,-1.1973407118138142
ACH-000218,0.7893663218566297
ACH-001306,0.27499640108729967
ACH-000488,-1.476379057521466
ACH-000596,1.2107628120081007
ACH-000232,0.7984642699620818
ACH-000606,-2.2542469280485253
ACH-001053,0.6145905995567932
ACH-000036,0.8229700250554625
ACH-000828,1.388369804036225
ACH-000294,0.8981568426445825
ACH-000463,-0.3593392497611972
ACH-000320,2.188600977715363
ACH-000295,1.5224238684032658
ACH-000852,-1.9608401172368664
ACH-000960,-1.8108280441226294
ACH-000400,0.30120565763247786
ACH-000934,0.6051393838185031
ACH-000531,0.38645990182443063
ACH-000807,0.6959197607124997
ACH-000591,0.24399833566995163
ACH-000558,-0.2019705625316431
ACH-000804,1.085224389020259
ACH-000968,1.15381600485033
ACH-000187,-1.1842089377904488
ACH-000880,0.46046818893915026
ACH-000455,1.895636276828396
ACH-000386,1.0305274230382155
ACH-000592,0.8817118671126694
ACH-000471,-1.026133507969671
ACH-000139,0.1656033927183701
ACH-000825,0.9992963170367335
ACH-000609,0.3277979100661822
ACH-000301,0.10974808507601215
ACH-000993,0.697997095614289
ACH-000090,1.4851204799589968
ACH-000625,-0.3588578241579299
ACH-000338,0.4315607529919002
ACH-000174,-1.2488188477281452
ACH-000330,1.2049333023349493
ACH-000239,-0.551725438654827
ACH-000853,-0.4128394695876527
ACH-000154,0.9717313181929973
ACH-000166,0.8527815587651588
ACH-000444,1.490877848230199
ACH-000188,-1.6787059873889374
ACH-000323,0.8161011022973744
ACH-000847,-1.1225702295012532
ACH-000535,-0.4729611889444244
ACH-000810,0.9144042873277333
ACH-000007,0.5439005941046174
ACH-000919,0.7323062423298573
ACH-000344,-0.1663122385193849
ACH-000383,-0.8891569632451052
ACH-000672,-0.2708009707303126
ACH-000544,-1.2606477406349528
ACH-000317,-0.30997859389492693
ACH-000478,-0.6965992213379232
ACH-000571,1.2449381722836756
ACH-000108,-0.8977134707244833
ACH-002066,0.2922137702358318
ACH-000448,-1.179598180814541
ACH-000246,-1.1888251011058013
ACH-000178,-0.2949317711826637
ACH-000989,1.0910575701477108
ACH-001340,1.0062837071609498
ACH-000155,-1.0080940696461609
ACH-000927,-1.1261242960725693
ACH-001164,0.32053732555294445
ACH-000512,0.8891675246705248
ACH-000106,0.3195233396361709
ACH-000657,0.8289091181328526
ACH-000127,0.6550509116745649
ACH-000957,1.1274057152882075
ACH-000289,0.6854525075372893
ACH-000104,0.7705792983096383
ACH-000824,-0.657810132948446
ACH-000798,0.24131588579198734
ACH-000047,-0.3300913710746057
ACH-000242,1.2274121698534506
ACH-000123,0.6401635234867423
ACH-001668,0.030358435759535205
ACH-000865,0.055492282821927766
ACH-000131,0.7614751766157698
ACH-000167,0.3348225231189072
ACH-000522,-0.6991766228891811
ACH-000216,-0.5430724667702514
ACH-000340,0.33569118251763935
ACH-000555,-1.3724475988504372
ACH-000135,0.37091296712257127
ACH-000324,-1.4782072491639364
ACH-001367,-1.3036623951745303
ACH-000086,0.6090558169878455
ACH-000746,-0.37699162480619414
ACH-000487,-1.5364932840375876
ACH-000553,0.5132637413385308
ACH-001373,0.717830340683581
ACH-000577,-1.6917626669391685
ACH-000748,-0.56487777988362
ACH-000329,-2.016738002183548
ACH-001552,-0.7314248328629099
ACH-000859,0.28096267249692614
ACH-000693,-0.9524443399652062
ACH-000889,0.7325094288902142
ACH-000043,0.3694389488637881
ACH-000696,1.2454150842003957
ACH-000396,1.37285067898645
ACH-000757,0.593212162244001
ACH-000074,-0.30831376477109956
ACH-000801,0.8205017620270337
ACH-000259,0.8593415085504733
ACH-000494,1.0105568445741633
ACH-000620,-0.5868650727213336
ACH-000913,0.48568387798921003
ACH-000310,0.2507783137428004
ACH-000215,0.38057542438308634
ACH-000701,-1.7518920581881368
ACH-000655,0.2939335901608052
ACH-001145,0.8061806042667504
ACH-000911,-0.9375862142063286
ACH-000424,-0.49721437447029815
ACH-000226,0.3988634510890661
ACH-000356,1.1350903087018946
ACH-000006,1.266299503446527
ACH-000782,0.9619610026061329
ACH-000507,-0.7070190838215873
ACH-001078,0.2901769649440572
ACH-000009,0.9301356656975066
ACH-000200,0.5187541179612902
ACH-000064,0.24193201167700062
ACH-000580,0.40095449336718275
ACH-000195,0.6640682119615002
ACH-000515,-0.2269349458039748
ACH-000588,-0.13684062074737754
ACH-001403,-0.8498566361319971
ACH-000397,0.18290475210011015
ACH-000270,0.5435776611567243
ACH-000734,0.3449757020423834
ACH-000152,0.300776135112312
ACH-000505,-0.16544134539539038
ACH-000838,0.6367010846446589
ACH-000808,1.5575123076230402
ACH-001386,-1.3800843885555136
ACH-000973,2.2706424623744965
ACH-000287,0.9058877332725281
ACH-000359,-1.390896341888436
ACH-000614,0.26941823058945646
ACH-000479,0.6772334690898825
ACH-001173,1.2606650346650192
ACH-000846,-1.8621036483739275
ACH-000472,-0.7353158871732806
ACH-000204,0.17307073072754733
ACH-001022,0.790079590821076
ACH-000676,-0.3175338529932569
ACH-000861,0.41272485541001563
ACH-000419,-1.8954077844362154
ACH-000710,-0.9091859144754527
ACH-000974,0.9033329901186768
ACH-000579,-0.7726066355607977
ACH-000589,-0.825610284622858
ACH-000092,-1.8228255809384266
ACH-000491,-0.9184294361315175
ACH-000436,0.8096789688094027
ACH-000473,-1.8767160897283157
ACH-000931,-0.3635662524444436
ACH-000894,0.15304616960114326
ACH-000258,1.0746833966566198
ACH-000963,1.0537448205401128
ACH-000247,-0.06827047726492395
ACH-000418,0.6590503920501327
ACH-000554,-0.8239556597840475
ACH-000070,0.6983116197254641
ACH-000057,-0.18162294754063057
ACH-000357,-0.021208420865612917
ACH-000849,-1.1169695962546597
ACH-000499,-1.8361555683978237
ACH-000520,-0.4769822110018155
ACH-000788,0.5183558293566117
ACH-000541,1.1929549892085378
ACH-000303,0.9712582245145784
ACH-000220,-0.8244664992921586
ACH-000250,-2.2150300601511446
ACH-000492,0.790795016798716
ACH-001059,0.48953621134809333
ACH-000314,0.42181936705114326
ACH-000687,0.7960360516695716
ACH-000404,0.8927182326455045
ACH-000706,-0.6750819706048984
ACH-000634,-1.7413686797899433
ACH-001172,1.3182954252828105
ACH-000510,0.23653330211648516
ACH-000972,0.35462390837775043
ACH-000986,0.5489930399073016
ACH-000936,0.48807110110922614
ACH-001852,-2.003430018275321
ACH-000607,0.3969063766524131
ACH-000277,0.6082071902482727
ACH-000355,-0.12394058880972122
ACH-000519,0.969397607503709
ACH-000281,0.5202848750520942
ACH-000368,1.042701516634518
ACH-000730,0.7383022652048036
ACH-000163,0.9193590933948427
ACH-000506,-0.61994120995787
ACH-000883,0.714735950204664
ACH-000966,0.7074463224323931
ACH-000425,0.15101586411298096
ACH-000004,1.0821599857526478
ACH-000612,0.7849436108438774
ACH-000304,0.7661563354391043
ACH-000415,-1.17798630147707
ACH-000956,0.70396855389365
ACH-000600,-1.7878595602602958
ACH-000199,0.5490755248269094
ACH-000345,0.741016882002161
ACH-000069,0.3323896224123121
ACH-000848,-0.8497131783956271
ACH-000574,0.7445264588536199
ACH-000060,-2.1259473913139453
ACH-000736,0.3965959814015265
ACH-000011,-0.7110164887760143
ACH-000843,0.9815874314916699
ACH-000236,1.2592406038277772
ACH-000072,0.21619874168735223
ACH-000147,0.42581096590444234
ACH-000164,-1.1709684472019048
ACH-000815,0.20880321142597147
ACH-000030,0.35757877268024113
ACH-000908,0.9719268104449581
ACH-000839,-1.3469911537603771
ACH-000390,-1.4950979039399566
ACH-000817,1.0144242011145688
ACH-000617,-0.4419890720695477
ACH-000691,-0.008159809783616565
ACH-000498,0.7699591864919813
ACH-000207,-0.8746636576469589
ACH-000198,0.7322336864991743
ACH-000724,0.7924892068160404
ACH-000162,0.25583554075246207
ACH-000771,-1.7253531364320642
ACH-000985,0.40223002631655624
ACH-000886,-0.03672533216663109
ACH-000285,-0.00634225483647721
ACH-000321,0.4718981679520343
ACH-000477,1.4664454442996664
ACH-000725,-0.21788166440737186
ACH-000019,-1.6628184368283712
ACH-000322,1.5204814180041035
ACH-000821,0.17501524824414116
ACH-000462,0.842692395551858
ACH-000343,0.12181248788380894
ACH-000756,0.4529642234032192
ACH-000593,-1.2033682352127788
ACH-000513,-2.0564286873921764
ACH-000551,-0.3998296196282536
ACH-000524,-0.5126520801260072
ACH-000862,-1.604355922168703
ACH-000183,1.1437925669428977
ACH-000407,-0.486677411329592
ACH-000377,0.04615387567730831
ACH-000020,0.8922825543005352
ACH-000493,0.667382611539602
ACH-000193,0.9417670194987223
ACH-000509,1.4692370930332135
ACH-000944,-2.7470534109337517
ACH-000651,0.7563720824670865
ACH-000857,-0.7666431781777651
ACH-000267,0.5903930817048427
ACH-000025,1.1232358867401444
ACH-000727,-2.47576306626925
ACH-000128,-0.8971981648224685
ACH-000393,-1.3702793286869537
ACH-000464,1.0930795051197915
ACH-000082,0.3172342112745412
ACH-000784,-0.09535732996797008
ACH-000325,0.8570191236927294
ACH-000048,-0.2438582020002384
ACH-000017,0.024278265140488052
ACH-000946,1.0948083051430473
ACH-000094,-1.0151924898370888
ACH-000219,1.4806285858260517
ACH-000525,-1.4856989957658497
ACH-000595,1.462930684314757
ACH-000010,-1.0192119846122396
ACH-000826,-0.39793658913639623
ACH-000363,0.9186846358899997
ACH-000028,-1.540377184203266
ACH-000530,0.7030532658216908
ACH-000130,0.6705396834047004
ACH-000758,-2.1263920959689275
ACH-000918,0.5876811559534221
ACH-000856,0.8957349615879018
ACH-000376,0.2505339310776638
ACH-000235,-0.8700797752655123
ACH-000869,0.8212884326066853
