,feature,corr,p-value,q-value
LRRC9,LRRC9,0.0232376344756155,0.4862696526515057,0.5549942924787158
TLE7,TLE7,0.023232840899280578,0.4863596123847377,0.5550638241527411
NEIL1,NEIL1,0.02321652978055434,0.4866657859537691,0.5553469344222014
OXER1,OXER1,0.023213916508615595,0.48671484895344996,0.555369767057378
KRTAP10-10,KRTAP10-10,0.023181335416647048,0.4873267681981672,0.5560348101300046
ODF1,ODF1,0.023177371291861718,0.4874012483870983,0.5560865980016345
AQP12A,AQP12A,0.023173362808910386,0.4874765682403247,0.5561393376254137
PC,PC,0.023166786136908868,0.48760015824720615,0.556247136840257
OR11G2,OR11G2,0.023163712469738387,0.4876579249441396,0.5562519382190929
USP41,USP41,0.02316346544768766,0.4876625676523965,0.5562519382190929
FRMD3,FRMD3,0.023140717089786864,0.48809021854695733,0.556640088749185
MFSD2B,MFSD2B,0.023136146325587418,0.4881761696083412,0.5567048969134616
CAP2,CAP2,0.023129563465119594,0.4882999715083337,0.5568128589979
NDST1,NDST1,0.02310307551759433,0.4887982932480474,0.5573478510759023
DHRS4L2,DHRS4L2,0.023069976593069183,0.4894213726211021,0.5579507121202798
C5orf22,C5orf22,0.023068787573086523,0.4894437635800603,0.5579507121202798
VANGL2,VANGL2,0.023032112113940736,0.4901346856459102,0.5585717829918067
GSTA3,GSTA3,0.023020605162045384,0.49035157083767245,0.5587523264716607
USP17L3,USP17L3,0.02296335030702666,0.4914314866204982,0.5599161272427027
MUCL1,MUCL1,0.022931792115269436,0.4920272678581838,0.5605381997597255
MIA,MIA,0.022929882333801877,0.4920633346776264,0.5605381997597255
SMR3A,SMR3A,0.02291557562307847,0.49233356640703746,0.5608102092765939
TAF7L,TAF7L,0.022900691006313503,0.49261479820295284,0.5610636875200765
ZP2,ZP2,0.022872143685075626,0.49315441531080717,0.561644819391449
SIPA1,SIPA1,0.022826138546787687,0.4940246944084824,0.5625019081259316
GPR27,GPR27,0.022818411652619598,0.494170944467582,0.5626349159269658
ZNF597,ZNF597,0.022793918885416323,0.494634681766602,0.563095821688321
TSGA13,TSGA13,0.022768514045344652,0.4951159332053037,0.5636101157229265
POTEB2,POTEB2,0.022752973346441385,0.49541044834508363,0.5638782136546548
C2orf83,C2orf83,0.022729950651832274,0.49584692801469604,0.564306373881764
POFUT1,POFUT1,0.022701691624273462,0.49638296156337863,0.5647703596748133
LDHA,LDHA,0.02264719225951573,0.49741760760515225,0.5657921790760181
OR2T27,OR2T27,0.022643374732701557,0.49749012458719477,0.5658409931860185
TRAFD1,TRAFD1,0.022632451086016234,0.4976976590575841,0.5660378267677878
ERLIN1,ERLIN1,0.02261037911499643,0.4981171369348299,0.5664193380433833
EDDM3B,EDDM3B,0.022597467983858026,0.4983626000435856,0.5666647492613848
IFNA7,IFNA7,0.022577376271660867,0.4987447062122549,0.5670654924605789
CILP,CILP,0.02257234417867446,0.498840431393782,0.5671068660694744
C4orf48,C4orf48,0.022555386326985425,0.499163091284487,0.5674399339817406
MCC,MCC,0.022514902792073594,0.4999338256195407,0.5682147149909336
XRRA1,XRRA1,0.02248825714024326,0.500441455170965,0.5686902333745317
FIGLA,FIGLA,0.022483765596546884,0.5005270509843376,0.5687536903795989
CHST5,CHST5,0.022461546026968204,0.5009506055975453,0.56916731015199
CDY2A,CDY2A,0.022457803902092115,0.5010219575059268,0.5692145448871199
KRTAP20-1,KRTAP20-1,0.022414879188919386,0.5018407967079959,0.5700701418327866
SPACA1,SPACA1,0.022413636003582576,0.501864522456821,0.5700701418327866
OR52R1,OR52R1,0.022394743678015507,0.5022251486792687,0.5704458801476155
HIVEP1,HIVEP1,0.022386955020917622,0.502373862316502,0.5705808899690991
GPR149,GPR149,0.02238227513830549,0.5024632293845475,0.5706484837315444
TRIM50,TRIM50,0.022346227922380037,0.5031518684424191,0.571362678386315
MAGEA11,MAGEA11,0.022314089259395042,0.5037662587398882,0.5719923989196889
CRYAA,CRYAA,0.022282131631062886,0.5043775799992553,0.5725371445879137
SH3GLB1,SH3GLB1,0.02228079552884722,0.5044031469603474,0.5725371445879137
NAGLU,NAGLU,0.02227044328780947,0.5046012652135875,0.5727023622228788
VWF,VWF,0.0222659649242836,0.5046869835546021,0.5727656409574433
ZNF28,ZNF28,0.02223792633167109,0.5052238317750167,0.5733408658501213
CHD2,CHD2,0.022224799935336197,0.505475262908003,0.5735591992788941
FBXL6,FBXL6,0.022205519458353758,0.5058446923490089,0.5738825998227396
YY1,YY1,0.0222015098323257,0.5059215378223629,0.5739282015118379
ECM1,ECM1,0.02218751748450941,0.5061897526624162,0.57419839310083
SRRM5,SRRM5,0.02217297868479742,0.5064685213499764,0.5744464359820091
IFNW1,IFNW1,0.02215660190407372,0.5067826281980442,0.5747344964702235
APOL5,APOL5,0.022154008632017223,0.5068323765598247,0.5747568152551643
POTEE,POTEE,0.022105875192388318,0.5077562154189929,0.575684472653451
OR6C75,OR6C75,0.022103543616983162,0.5078009884075249,0.575684472653451
DAP,DAP,0.022100897348950266,0.5078518069104397,0.5756856043211442
TULP2,TULP2,0.0221001231201393,0.5078666755789943,0.5756856043211442
FBXL8,FBXL8,0.022098786902204348,0.5078923374978696,0.5756856043211442
TULP1,TULP1,0.02209281141807364,0.508007104326136,0.5757815475359674
HTRA4,HTRA4,0.02208220205860198,0.5082109041322431,0.5759783844709965
C11orf42,C11orf42,0.02208053718865159,0.5082428892300886,0.5759804842374545
USP6NL,USP6NL,0.022072121620540987,0.508404583314573,0.576129571381199
OR10K2,OR10K2,0.02206251428768429,0.5085892085086079,0.5762907911993566
CASTOR3,CASTOR3,0.022056853605716145,0.50869800689576,0.5763254149959964
FSCB,FSCB,0.022047724048565746,0.5088735027707862,0.5764882989999685
BHLHA9,BHLHA9,0.022046236763200416,0.5089020955964147,0.5764882989999685
RIT1,RIT1,0.02203501235923158,0.5091179100886167,0.5766985985981575
FTL,FTL,0.02203111131038874,0.5091929277615348,0.5767493964305367
STYX,STYX,0.022002522739619404,0.5097428660160775,0.5773038798374999
TANGO2,TANGO2,0.021986273864154412,0.5100555724856229,0.5776238087601565
GCM1,GCM1,0.02196807864334927,0.5104058548694484,0.577986250937767
ATG101,ATG101,0.021958010043519983,0.5105997428661861,0.5781074302157555
CT45A6,CT45A6,0.021956031745505044,0.5106378428732293,0.5781119620067389
RYR2,RYR2,0.021947376808753475,0.5108045455911585,0.5782664429360377
PEX10,PEX10,0.021940195270990358,0.5109428907253637,0.5783203076868384
KYAT3,KYAT3,0.021873094326323148,0.512236467067875,0.5797113373644858
RNF215,RNF215,0.021871727182347186,0.5122628406708621,0.5797113373644858
ZGPAT,ZGPAT,0.021858061128247383,0.5125265116546875,0.5799753889580483
OR5AR1,OR5AR1,0.021846672791420337,0.5127462906141532,0.5801852785360182
LMAN2L,LMAN2L,0.021845304677099817,0.5127726966041063,0.5801852785360182
CYB561D1,CYB561D1,0.021826478895679433,0.5131361250589425,0.5805621207754771
VPS50,VPS50,0.021821143486010445,0.5132391485729394,0.5806337140598581
TFCP2,TFCP2,0.02182005565794413,0.5132601551906577,0.5806337140598581
PLA2G2E,PLA2G2E,0.02177921880120872,0.5140490628164575,0.5814229488601529
ZNF354A,ZNF354A,0.021758403789268053,0.5144514201804863,0.5818436126116795
HIST1H4I,HIST1H4I,0.021751306898227497,0.5145886415242397,0.5819299463252583
SLC38A10,SLC38A10,0.021725904156822406,0.5150799697195523,0.5824511134163063
SSX5,SSX5,0.021721944423407635,0.515156578978452,0.5824969647259665
LIMK1,LIMK1,0.02169195602455891,0.5157369585033501,0.583030616325049
IFITM2,IFITM2,0.02165005581421602,0.5165484397810811,0.5837663134926905
PRR23D1,PRR23D1,0.02164399880306607,0.5166658005321302,0.5838644266728742
CHST6,CHST6,0.021640169920560698,0.516739996140175,0.5838879793780886
CLPTM1,CLPTM1,0.021637481541324652,0.5167920945112351,0.5839035871014457
GRB10,GRB10,0.021627031376799593,0.5169946351016983,0.5840979047206669
RAB3GAP1,RAB3GAP1,0.02155436527963195,0.5184041523082461,0.5855865365424964
GPX6,GPX6,0.021510810300503388,0.5192499454833379,0.5864379738797049
CPEB2,CPEB2,0.021468660616340014,0.5200691258928065,0.5872590584499643
PADI6,PADI6,0.021451949657438744,0.5203940879587888,0.5875692080395314
GALNT15,GALNT15,0.021440405221987487,0.5206186425765205,0.587733070445815
ERICH4,ERICH4,0.021439171608026927,0.5206426409552177,0.587733070445815
FABP3,FABP3,0.02141428956093242,0.5211268107414126,0.5881878056359923
CYB5A,CYB5A,0.021406707582560837,0.5212743914096524,0.5882377939545136
C11orf71,C11orf71,0.021399926347648264,0.5214064040663117,0.588352031506939
OR10J4,OR10J4,0.0213389360566322,0.5225944947204331,0.5895186643010374
CXorf66,CXorf66,0.021326573152608063,0.5228354931792653,0.5897557212393282
BDH1,BDH1,0.021324453996423957,0.5228768090453432,0.5897675225645681
PI16,PI16,0.021306658524337416,0.5232238222918336,0.5900892892269985
C11orf24,C11orf24,0.021297365216523576,0.5234050894904435,0.5902588959061845
UBL3,UBL3,0.021282356511844895,0.5236979041738309,0.5904846008542899
PDE6A,PDE6A,0.02124199095879114,0.5244858382089139,0.5913032614192504
TBC1D29,TBC1D29,0.021236265645163812,0.5245976451856755,0.5913944319252293
PSMA2,PSMA2,0.021207304528892072,0.5251633999958072,0.5919274951895662
STOML3,STOML3,0.02119888375120236,0.5253279581920947,0.5920780613703944
RPL10L,RPL10L,0.021194520414008138,0.5254132365536731,0.592139261642796
CLPS,CLPS,0.02118747182452227,0.5255510112200428,0.5922596144010799
SPAG11B,SPAG11B,0.021184760609824098,0.525604010664105,0.5922844227933954
MS4A6E,MS4A6E,0.021177698584452988,0.5257420735592466,0.592405077581054
PTH,PTH,0.02114924052621464,0.5262986173545126,0.5929622816651837
IDO2,IDO2,0.021136942489998957,0.5265392184880369,0.5931983946130032
MFSD8,MFSD8,0.02112771849518424,0.5267197152869177,0.5933667702563314
MSANTD1,MSANTD1,0.021116675531646017,0.526935847469125,0.5935752680990233
LIMS3,LIMS3,0.02109374485524254,0.5273847895204712,0.5939826558391125
AK3,AK3,0.021093441950810483,0.5273907211562342,0.5939826558391125
RDH14,RDH14,0.02108334137220101,0.5275885355133096,0.5941704387166037
SMIM23,SMIM23,0.021009167780963435,0.5290423413156736,0.5956673354685222
DEPDC1B,DEPDC1B,0.020989440939572758,0.5294293306024894,0.5960328437756396
GPR156,GPR156,0.02098119365469415,0.5295911634573539,0.596179922820219
FAM241A,FAM241A,0.020977297793756452,0.5296676189588126,0.5962308778280256
SMIM34A,SMIM34A,0.020973976064585863,0.5297328116615615,0.5962691493882198
SYCE1,SYCE1,0.02096690697854272,0.5298715640452517,0.5963902106061936
ZNF319,ZNF319,0.02095729406466311,0.5300602763925366,0.5965674860600175
TSKS,TSKS,0.02092485726415067,0.5306972988647379,0.5971789525990149
BAZ2B,BAZ2B,0.020904654211241325,0.5310942601788456,0.597555287734336
OR10X1,OR10X1,0.020889620739711304,0.5313897440998973,0.597782189175467
SIAH2,SIAH2,0.020878037602716747,0.5316174682023569,0.5980031721701908
ATXN3,ATXN3,0.02084833680116969,0.5322016105685079,0.5985545884924116
IRX1,IRX1,0.02079672042356285,0.5332175503044325,0.5996619093998486
WNT16,WNT16,0.020790099254435146,0.5333479423225959,0.5997732625895058
DPH7,DPH7,0.0207453619299987,0.5342293849573372,0.6006584726462855
PNMA6E,PNMA6E,0.02073526004834278,0.5344285200849368,0.6008470274922696
TSPAN16,TSPAN16,0.02067761275723038,0.5355656177187403,0.6020192168593779
IRF8,IRF8,0.020667887111646334,0.5357575767923815,0.6021641724223186
FLT3LG,FLT3LG,0.02065858192891536,0.535941269397219,0.6023055344182592
RANBP17,RANBP17,0.020658323647484274,0.5359463685545472,0.6023055344182592
TRIM54,TRIM54,0.0206515097206768,0.5360809022671235,0.6024213078680815
TERB2,TERB2,0.020629235264080316,0.5365208060356211,0.6028242384123504
RAD50,RAD50,0.020628563734768353,0.536534071049402,0.6028242384123504
CKMT2,CKMT2,0.02062562925341068,0.5365920390825247,0.6028511387477378
ACOT1,ACOT1,0.020620030341045446,0.536702649272356,0.6029073307969608
MDS2,MDS2,0.02060455855334347,0.5370083641138692,0.6031444197682948
KRTAP5-9,KRTAP5-9,0.020591299097381933,0.5372704339058761,0.6033401511977694
ARF5,ARF5,0.02059095052157262,0.537277324283988,0.6033401511977694
EFCAB8,EFCAB8,0.02045443597373355,0.5399792424462855,0.6061962306548861
WNK4,WNK4,0.020442374707586326,0.5402182869584989,0.6063933616308478
IL12B,IL12B,0.02041932719711539,0.5406752168541028,0.6068211249455036
IGF2,IGF2,0.02041834940825811,0.5406946063338643,0.6068211249455036
TMEM247,TMEM247,0.0204147356635954,0.5407662696306954,0.6068389312294329
RTN3,RTN3,0.02041434758976504,0.5407739657108114,0.6068389312294329
LRP6,LRP6,0.020407550928060663,0.5409087624613946,0.6069545638068423
CSNK1A1L,CSNK1A1L,0.02038048822934792,0.5414456574230664,0.607414387090904
ZNF703,ZNF703,0.02036758642978543,0.5417017087832287,0.6076659720300127
OR1D4,OR1D4,0.020351716146771948,0.5420167559137622,0.6079123563510863
OR10Q1,OR10Q1,0.020336399391541703,0.5423209012579883,0.6081821078055997
CAPS2,CAPS2,0.02032670235232592,0.5425134996135113,0.6083624043829794
WFDC11,WFDC11,0.02030771842402071,0.5428906486196946,0.6087496186053536
LRRC26,LRRC26,0.020258782291399827,0.5438634515724753,0.6096855942143098
SEC14L3,SEC14L3,0.020257130159375268,0.5438963094577008,0.6096855942143098
CALD1,CALD1,0.020254722764889273,0.543944189897004,0.6096855942143098
HOPX,HOPX,0.02025449936380865,0.5439486332059031,0.6096855942143098
PRAMEF4,PRAMEF4,0.020249486591142254,0.5440483388832479,0.6097615947084892
BSG,BSG,0.020244849195715273,0.5441405862640261,0.6098292276288027
SLC15A5,SLC15A5,0.020217321374486712,0.5446883313100498,0.6103357437711239
ECT2L,ECT2L,0.02021376596347941,0.5447590963560852,0.6103792571422373
SPATA46,SPATA46,0.020210475671082244,0.5448245886812233,0.6104168579005675
C19orf24,C19orf24,0.020203363277110854,0.5449661721800768,0.6105039196637266
CERCAM,CERCAM,0.020186859658184036,0.5452947731781482,0.6108362394104725
PRM1,PRM1,0.02017049262372286,0.5456207515938896,0.6111655825793847
TNNI1,TNNI1,0.020144293406460546,0.546142756105671,0.6116427690977209
APOM,APOM,0.020110829366269862,0.5468098672936701,0.6122464042478036
CPO,CPO,0.020106285068423393,0.5469004896781537,0.6122761426846615
ADSS,ADSS,0.02009400692129884,0.5471453775952959,0.6124785601273179
PPIP5K1,PPIP5K1,0.020089101563254243,0.5472432302137048,0.6125522249537371
TMEM181,TMEM181,0.020080231601830235,0.54742019111886,0.6127037466474698
ZNF155,ZNF155,0.02007910326582493,0.5474427041063111,0.6127037466474698
TPPP,TPPP,0.020073343382055645,0.5475576346129686,0.612763560103238
CLDN11,CLDN11,0.020073211813942397,0.5475602600116876,0.612763560103238
CCDC90B,CCDC90B,0.020054209224473898,0.54793951573704,0.6131520807466058
ATP5MGL,ATP5MGL,0.020045877744975533,0.548105837164112,0.6133022933554997
IFNA6,IFNA6,0.02003293773233645,0.5483642081628263,0.6135195691561267
NLRP9,NLRP9,0.020025566742197493,0.5485114102941034,0.6136124309575577
KCNF1,KCNF1,0.020006047757200954,0.5489013076508305,0.6139767391740666
IFNA14,IFNA14,0.020003984578776994,0.5489425282131172,0.6139869178931384
CHAC1,CHAC1,0.019975679300770054,0.5495081976895835,0.6145476947599104
MRPS35,MRPS35,0.019965165551601802,0.5497183837473717,0.6147467913959521
C1QTNF9,C1QTNF9,0.0199517928709166,0.5499857813981762,0.6150098403782694
PPP2R5E,PPP2R5E,0.019943652093684795,0.5501485941949272,0.6151199332028565
DNAL1,DNAL1,0.019938291060884704,0.5502558259821985,0.6152038435778044
MZT2A,MZT2A,0.01993627722028701,0.5502961096303408,0.6152128983263518
KRTAP13-4,KRTAP13-4,0.019934590281546084,0.550329855247477,0.6152146431402727
OR4F5,OR4F5,0.019906292683398608,0.5508960735890456,0.6158116050675209
TMEM78,TMEM78,0.01990205862739077,0.5509808191677882,0.615870320939844
C19orf84,C19orf84,0.019879122692821063,0.5514399982675414,0.6163475363632355
TMEM129,TMEM129,0.019834934557905255,0.5523251770196708,0.6170843274727341
OR52Z1,OR52Z1,0.01982512497240425,0.5525217774861714,0.6172318261146728
ATP6V1H,ATP6V1H,0.01980476245452065,0.5529299857329395,0.6176156534380377
CLEC4M,CLEC4M,0.019792748133733322,0.5531709065578346,0.6178486548353984
TMEM256,TMEM256,0.019735578437342034,0.5543180225847535,0.6190937190597465
ZNF705D,ZNF705D,0.01972939622214765,0.5544421389722868,0.6191961606949791
SLC16A1,SLC16A1,0.01970378981484596,0.5549563669401743,0.619698034470232
SLC5A7,SLC5A7,0.0196815186899636,0.5554038048975153,0.6200960466942951
SNX5,SNX5,0.019681385755863867,0.5554064761376051,0.6200960466942951
COL1A1,COL1A1,0.019681204493576958,0.5554101185170298,0.6200960466942951
FABP9,FABP9,0.01966463917382439,0.555743039898188,0.6204315037760695
NCOA6,NCOA6,0.019661444172439042,0.5558072625987517,0.6204669640001833
MUC15,MUC15,0.019640725275248606,0.5562238207519266,0.620815216925099
SLC12A9,SLC12A9,0.01963946641868345,0.5562491352485572,0.620815216925099
HIST1H4G,HIST1H4G,0.0196139328911088,0.5567627130499418,0.6213521286752475
EXD1,EXD1,0.019602001325892328,0.5570027819499783,0.6215837571938722
OR1K1,OR1K1,0.01959539137492148,0.5571357990480071,0.6216959018565474
OR5L2,OR5L2,0.019567129163206062,0.5577047152923547,0.6222580920390707
BZW1,BZW1,0.01955147167448386,0.5580200208300334,0.622537218289138
PSG7,PSG7,0.019545144638854085,0.5581474572153508,0.6226327851657126
TEX13A,TEX13A,0.01951965483722835,0.5586610047188292,0.6231432050650884
SCP2,SCP2,0.0195163939422847,0.558726719072931,0.6231801397525427
FCGRT,FCGRT,0.019491223339273233,0.559234089348269,0.6236732565864739
PHF24,PHF24,0.019487317071231157,0.5593128490000358,0.6237247015130788
SUOX,SUOX,0.019479841118278274,0.5594635969713326,0.6238516585193461
BMPR2,BMPR2,0.019478434204651538,0.5594919687155192,0.6238516585193461
FEZ2,FEZ2,0.019458562791325643,0.5598927689842192,0.6242621488061917
MTRNR2L10,MTRNR2L10,0.01945202392817088,0.5600246862199153,0.6243728128955195
TBC1D12,TBC1D12,0.01940339550099024,0.5610062041720101,0.6253825194400197
PLEKHD1,PLEKHD1,0.01936625816052072,0.5617563449713177,0.6260113411139006
CDH23,CDH23,0.01935734817505933,0.561936390620317,0.6261389744510265
RABGAP1L,RABGAP1L,0.019353895753755384,0.5620061617900943,0.6261802158205673
HPS6,HPS6,0.01934224212999227,0.5622417047380128,0.6263696343435782
CASKIN2,CASKIN2,0.019315849911322354,0.5627753199631855,0.6269275739318312
NDUFB9,NDUFB9,0.019292703846958106,0.5632435030495395,0.6274125618177125
OR11H12,OR11H12,0.01927892692850368,0.5635222623206613,0.6276499268301736
UCP1,UCP1,0.01926067539918267,0.5638916621302494,0.6280247696568035
CCDC51,CCDC51,0.01922563752944898,0.56460113341052,0.6287782955687538
DHRS11,DHRS11,0.019197026929879936,0.5651807786613702,0.6293871589928395
RAPH1,RAPH1,0.019146679535155968,0.5662015001170511,0.6304136576617796
KANK4,KANK4,0.01914307886159746,0.5662745324518497,0.630421531031864
SPATA8,SPATA8,0.01913869146839409,0.5663635278921628,0.6304838876977865
SMCO1,SMCO1,0.019098263298804558,0.567183902333192,0.63136037113318
PYROXD1,PYROXD1,0.01909632059133241,0.5672233383507139,0.6313675020423861
HSD17B1,HSD17B1,0.019011498969937445,0.5689464533696851,0.6332117296163918
POLR1D,POLR1D,0.018998360102143688,0.5692135869848858,0.6334381319760087
DMRTC1B,DMRTC1B,0.01896503326303004,0.569891441488034,0.6340788651946315
DEFB114,DEFB114,0.018945985622285562,0.5702790353789197,0.6344409595419463
ARMCX5,ARMCX5,0.01894577791090133,0.5702832627177464,0.6344409595419463
CRYAA2,CRYAA2,0.018938625725958183,0.5704288329687298,0.6345410920453148
CALM2,CALM2,0.01893569458429503,0.5704884963516068,0.6345584875042749
PHKG1,PHKG1,0.018925470813480394,0.5706966244172152,0.6346791933753241
RAB5B,RAB5B,0.01892280426890625,0.5707509139217254,0.6347026423651045
ASB18,ASB18,0.0188969985012963,0.5712764331809853,0.6352500884383091
SLC22A8,SLC22A8,0.018866346110964244,0.5719009495673171,0.6358705590378819
