Gene,feature,corr,p-value,q-value
GRP,GRP,0.0904190952917871,0.594578594257813,0.9516927608247143
TAF8,TAF8,0.09041486978099182,0.5945958895654366,0.9516927608247143
DLEU7,DLEU7,0.09038228096372633,0.5947292852317595,0.9516927608247143
HAO2,HAO2,0.09036898010957065,0.5947837333181859,0.9516927608247143
CFAP126,CFAP126,0.09035680033676965,0.5948335940804057,0.9516927608247143
CHRM5,CHRM5,0.09033662587232047,0.5949161870082296,0.9516927608247143
PSTPIP1,PSTPIP1,0.0903236167132282,0.594969448304247,0.9516927608247143
ZNF23,ZNF23,0.09030530838712152,0.5950444086500115,0.9516927608247143
SLC17A3,SLC17A3,0.09029073762094304,0.5951040691354083,0.9516927608247143
RNF113B,RNF113B,0.09027508849061583,0.5951681479271375,0.9516927608247143
CKMT2,CKMT2,0.09026037242498815,0.5952284088290367,0.9516927608247143
SEMA3A,SEMA3A,0.09025632776736216,0.5952449717874305,0.9516927608247143
PRB3,PRB3,0.09024647604793189,0.5952853156282912,0.9516927608247143
ANAPC13,ANAPC13,0.0902405509862336,0.5953095799620349,0.9516927608247143
PPP1R3G,PPP1R3G,0.09020365069850518,0.5954607038658528,0.9517779100638791
BHLHB9,BHLHB9,0.09017756615036236,0.5955675423646783,0.9517779100638791
SMIM32,SMIM32,0.09016798131375423,0.5956068025561212,0.9517779100638791
KCTD12,KCTD12,0.09014844332195991,0.5956868350947149,0.9517779100638791
NOMO3,NOMO3,0.09013486218138224,0.5957424696325762,0.9517779100638791
HSPB2,HSPB2,0.0900931637300255,0.5959132996400424,0.9518129668385336
ELOVL2,ELOVL2,0.0900762839877803,0.5959824585556613,0.9518129668385336
PRKCB,PRKCB,0.09000817305749545,0.5962615551098739,0.9518129668385336
C9orf135,C9orf135,0.08992252678942075,0.5966125866031087,0.9518129668385336
APOA1,APOA1,0.08990625870540837,0.5966792734627386,0.9518129668385336
GALNTL6,GALNTL6,0.08990572517722231,0.5966814605803676,0.9518129668385336
TNNC2,TNNC2,0.08990391449667513,0.5966888832158221,0.9518129668385336
RPTOR,RPTOR,0.08986958785300718,0.5968296081666767,0.9518129668385336
MRPS21,MRPS21,0.0898421785767189,0.596941985161662,0.9518129668385336
GFM2,GFM2,0.08983837792112309,0.5969575684325776,0.9518129668385336
CDC42,CDC42,0.08977327171508931,0.5972245413477308,0.9521521348703377
PNPLA6,PNPLA6,0.08971543280847796,0.5974617577011387,0.9522545140991686
SAMD5,SAMD5,0.08968834650550356,0.5975728616076456,0.9522545140991686
SCGB2B2,SCGB2B2,0.08965266541823665,0.5977192337209503,0.9522545140991686
TSPOAP1,TSPOAP1,0.08957910232101579,0.5980210558035194,0.9522545140991686
SIK2,SIK2,0.08957685082315404,0.5980302945195092,0.9522545140991686
USE1,USE1,0.08956309147374583,0.5980867554897668,0.9522545140991686
ANKRD46,ANKRD46,0.08953561480627488,0.5981995118824309,0.9522545140991686
RPS26,RPS26,0.08952629225374255,0.5982377710712254,0.9522545140991686
CAPNS1,CAPNS1,0.08952213114753174,0.5982548483410172,0.9522545140991686
TAF6,TAF6,0.08949323934539392,0.5983734267566863,0.9522545140991686
INTS3,INTS3,0.08944451835989259,0.5985734116759001,0.9522545140991686
RAG1,RAG1,0.08942523050527884,0.5986525905008825,0.9522545140991686
ART5,ART5,0.08941859916307007,0.5986798139603275,0.9522545140991686
ZPBP2,ZPBP2,0.08933326714100753,0.5990301729735705,0.9522545140991686
GOLGA8A,GOLGA8A,0.08932588276194343,0.5990604961774698,0.9522545140991686
MYO1C,MYO1C,0.08927987845107618,0.5992494231988078,0.9522545140991686
MUC7,MUC7,0.08922849075522156,0.5994604888201758,0.9522545140991686
PDGFRB,PDGFRB,0.08915522441949159,0.5997614726502665,0.9522545140991686
LIG4,LIG4,0.08914645133859567,0.5997975175375317,0.9522545140991686
MC4R,MC4R,0.08911442112698482,0.5999291241218404,0.9522545140991686
SPANXD,SPANXD,0.08909463156488932,0.6000104422459405,0.9522545140991686
CTNND2,CTNND2,0.08905234103543966,0.6001842360294112,0.9522854958739981
CD37,CD37,0.0890111266439198,0.6003536283515731,0.9522962922604943
SRP19,SRP19,0.08866808439354729,0.6017643431714141,0.9532398143443943
FSTL5,FSTL5,0.08863433715655264,0.6019032013316263,0.9532398143443943
AP1G1,AP1G1,0.08860832917971671,0.6020102245507031,0.9532398143443943
CTSW,CTSW,0.0885868603034153,0.6020985754833598,0.9532398143443943
CES1,CES1,0.08855437208604995,0.6022322849721743,0.9532398143443943
TTC1,TTC1,0.08855209726602278,0.6022416477695695,0.9532398143443943
FAM110D,FAM110D,0.0885214767780333,0.6023676829323995,0.9532398143443943
CCDC102A,CCDC102A,0.08848696258764271,0.6025097583536598,0.9532398143443943
GUCY1A2,GUCY1A2,0.08846205046217001,0.6026123164673793,0.9532942269697591
SMC1B,SMC1B,0.08841483455936204,0.6028067152851797,0.9534378911566737
DNM2,DNM2,0.08841360311930242,0.602811785770624,0.9534378911566737
CPLX3,CPLX3,0.0883632797877815,0.603019009059514,0.9536796980259953
ATP13A5,ATP13A5,0.08806952276384915,0.6042292639082242,0.954333597091494
SMPX,SMPX,0.088062216912944,0.6042593767025695,0.954333597091494
COX15,COX15,0.08801809575026354,0.6044412462153799,0.954333597091494
CAMK2A,CAMK2A,0.08801661861672698,0.6044473354359019,0.954333597091494
SLC2A2,SLC2A2,0.08799714352559841,0.6045276205002281,0.954333597091494
ZNF7,ZNF7,0.08798736996048569,0.6045679132456493,0.954333597091494
TAS2R14,TAS2R14,0.08793904266866928,0.6047671654897762,0.954333597091494
HECW1,HECW1,0.08791985053070474,0.6048463020198682,0.954333597091494
RANGAP1,RANGAP1,0.08776338843939312,0.6054916207201967,0.9549312323435944
BMP3,BMP3,0.08775955131814882,0.6055074504059161,0.9549312323435944
MSANTD2,MSANTD2,0.08774897908201572,0.6055510660968538,0.9549312323435944
GPR142,GPR142,0.0877391468964958,0.6055916299214827,0.9549312323435944
ZNF676,ZNF676,0.08769326963996502,0.605780917259708,0.9549312323435944
EMC1,EMC1,0.08765336589267089,0.6059455787834785,0.9549312323435944
CMTR2,CMTR2,0.08763831319188169,0.6060076982427604,0.9549312323435944
A1CF,A1CF,0.08763151852657088,0.6060357393484208,0.9549312323435944
CLIC1,CLIC1,0.08752998796288557,0.6064548149607093,0.9549312323435944
CARF,CARF,0.08751598073611176,0.6065126406478091,0.9549312323435944
AIRE,AIRE,0.08750347869670101,0.6065642544982087,0.9549312323435944
GCSAML,GCSAML,0.08742825276901406,0.6068748594447793,0.9549312323435944
CFAP298,CFAP298,0.08740652884749686,0.6069645693214193,0.9549312323435944
CELA3A,CELA3A,0.08739417629759445,0.6070155822386655,0.9549312323435944
GALE,GALE,0.08736686644040687,0.6071283715644477,0.9549312323435944
DLEC1,DLEC1,0.08732642630244458,0.6072954052022747,0.9549312323435944
SIRT4,SIRT4,0.08730119854738977,0.6073996156658417,0.9549312323435944
RNF34,RNF34,0.0872347343009318,0.6076742017987194,0.9549312323435944
C16orf72,C16orf72,0.08722409134153547,0.6077181763585354,0.9549312323435944
PPP1R9B,PPP1R9B,0.08722243236486138,0.6077250310375638,0.9549312323435944
ANGPTL8,ANGPTL8,0.08717027614468251,0.6079405506718208,0.9551393141488019
TIMELESS,TIMELESS,0.08713949830524695,0.6080677459725509,0.9551393141488019
GABBR1,GABBR1,0.0871369805945009,0.6080781513951319,0.9551393141488019
ZNF777,ZNF777,0.0870985166323342,0.6082371281726021,0.9552180402173752
ERG,ERG,0.08704255004036668,0.6084684773270587,0.9552454826335263
TMED8,TMED8,0.08704099786767228,0.6084748940790106,0.9552454826335263
PRRT2,PRRT2,0.0870336759330751,0.6085051636757145,0.9552454826335263
KLHL24,KLHL24,0.08701753318688048,0.6085719016397384,0.9552454826335263
TOMM40L,TOMM40L,0.08701528852801087,0.6085811818419065,0.9552454826335263
TCL1B,TCL1B,0.08693446656203498,0.6089153681668485,0.9555990978564064
WDR75,WDR75,0.08686124950895868,0.6092181767649366,0.9557544987839842
FDPS,FDPS,0.08684211664257292,0.6092973163787337,0.9557544987839842
BRINP2,BRINP2,0.08681835612895747,0.6093956034981642,0.9557544987839842
LRRIQ1,LRRIQ1,0.08672032366358964,0.6098011933060075,0.9559009493344502
LRPAP1,LRPAP1,0.08670875016594937,0.6098490839178513,0.9559009493344502
RINL,RINL,0.08669568241854513,0.6099031595886902,0.9559009493344502
UNC119B,UNC119B,0.0866890110718754,0.6099307670867078,0.9559009493344502
ADAMTS20,ADAMTS20,0.08663369176330189,0.6101597109871054,0.9559009493344502
ZNF502,ZNF502,0.08656358803700295,0.6104498939327954,0.9559009493344502
ACTN3,ACTN3,0.08654088205268098,0.6105438942091403,0.9559009493344502
EXOSC2,EXOSC2,0.08648299461492878,0.6107835696161299,0.9559009493344502
MPC1L,MPC1L,0.08646597413660442,0.6108540482839511,0.9559009493344502
UBE2G2,UBE2G2,0.08645676154762041,0.6108921973577466,0.9559009493344502
PAQR5,PAQR5,0.0864372031917564,0.6109731913124279,0.9559009493344502
HORMAD1,HORMAD1,0.08643717549875657,0.6109733059963369,0.9559009493344502
ACAA2,ACAA2,0.08643523590474597,0.6109813383818957,0.9559009493344502
TMPRSS11A,TMPRSS11A,0.08634346150703028,0.6113614522526922,0.9559009493344502
PAIP2,PAIP2,0.08630926248688897,0.6115031243694034,0.9559009493344502
LIPJ,LIPJ,0.08625050044737448,0.6117465831830732,0.9559009493344502
TSKS,TSKS,0.08624748776525576,0.611759066224875,0.9559009493344502
CSDC2,CSDC2,0.08617272947998081,0.612068861549559,0.9559009493344502
C9orf78,C9orf78,0.08612503014692564,0.6122665603460782,0.9559009493344502
VPREB3,VPREB3,0.08612311537033503,0.6122744970591871,0.9559009493344502
NAALADL2,NAALADL2,0.08608755201845002,0.6124219143953336,0.9559009493344502
TNFRSF6B,TNFRSF6B,0.08603146988813366,0.6126544167349969,0.9559009493344502
ARL5A,ARL5A,0.08601674790683948,0.6127154565303741,0.9559009493344502
FTL,FTL,0.0859872926346813,0.6128375907266942,0.9559009493344502
MED6,MED6,0.08594804786925528,0.613000332341714,0.9559009493344502
BBS2,BBS2,0.08593064570311988,0.613072502115714,0.9559009493344502
SULT1A2,SULT1A2,0.0859030392957836,0.613186997992322,0.9559009493344502
C2orf42,C2orf42,0.08588156772185954,0.6132760562658016,0.9559009493344502
SEMA4F,SEMA4F,0.08585652358788068,0.61337993944884,0.9559009493344502
ZHX3,ZHX3,0.0857901319494644,0.613655368204255,0.9559009493344502
NLGN4X,NLGN4X,0.0857616348454342,0.6137736057470669,0.9559009493344502
ZNF584,ZNF584,0.08575474524974504,0.6138021928611163,0.9559009493344502
AMHR2,AMHR2,0.08572208611424882,0.6139377135944678,0.9559009493344502
TAS2R3,TAS2R3,0.0857203444116679,0.6139449412316662,0.9559009493344502
CDKAL1,CDKAL1,0.08569272608797462,0.6140595552741915,0.9559009493344502
MT1A,MT1A,0.08568643591693106,0.6140856602892445,0.9559009493344502
C17orf97,C17orf97,0.08568357577193689,0.6140975304118049,0.9559009493344502
PKIG,PKIG,0.0856785885270999,0.6141182286173941,0.9559009493344502
FAM162B,FAM162B,0.08565244385549302,0.6142267397887712,0.9559009493344502
FOXS1,FOXS1,0.08563768341595801,0.6142880052692241,0.9559009493344502
GYPA,GYPA,0.08563186803044488,0.6143121436305674,0.9559009493344502
LAMTOR4,LAMTOR4,0.08563109426838786,0.6143153553734987,0.9559009493344502
WFDC13,WFDC13,0.08555576532857079,0.6146280657068632,0.9559009493344502
ZNF134,ZNF134,0.0855304232460126,0.6147332824524874,0.9559009493344502
LDB2,LDB2,0.0855154011185773,0.6147956557820368,0.9559009493344502
NRG3,NRG3,0.08551423721839432,0.6148004885196311,0.9559009493344502
AP3B1,AP3B1,0.0855079063351661,0.6148267758454288,0.9559009493344502
CDH7,CDH7,0.08546468834507132,0.6150062398068818,0.9560952704943553
SHB,SHB,0.08540299279741465,0.6152624705454597,0.9562197181283885
TRIM2,TRIM2,0.08538542138404442,0.6153354554383723,0.9562197181283885
MYH10,MYH10,0.08524930591451613,0.6159009500208006,0.9563174889672355
ANGPTL6,ANGPTL6,0.08523587554086717,0.6159567586203571,0.9563174889672355
CABCOCO1,CABCOCO1,0.08518197820003284,0.6161807450904312,0.9563962214855459
COL25A1,COL25A1,0.08514623260022824,0.6163293154442421,0.9565422255081755
ITSN1,ITSN1,0.08510239425391028,0.6165115424096157,0.9566798369538712
RTL8B,RTL8B,0.08509867441890996,0.6165270060369392,0.9566798369538712
MEPE,MEPE,0.0850761410818661,0.6166206822521917,0.9567405306683919
RAD51B,RAD51B,0.08506303979661728,0.61667515002398,0.9567405306683919
STPG1,STPG1,0.08500498694296726,0.6169165253982923,0.9568710135726181
IKBKB,IKBKB,0.08495632683907572,0.6171188775827843,0.9568710135726181
HSF1,HSF1,0.08494821651575925,0.6171526069233518,0.9568710135726181
SFXN3,SFXN3,0.08493802160850698,0.6171950067602363,0.9568710135726181
KCNH2,KCNH2,0.08488947091443017,0.6173969421142036,0.9569242374592649
DDX27,DDX27,0.08488512455793179,0.6174150211256131,0.9569242374592649
WDR48,WDR48,0.08488335173039806,0.6174223954047204,0.9569242374592649
GTF2H5,GTF2H5,0.08487145481217591,0.6174718829524815,0.9569242374592649
VENTX,VENTX,0.08483769277401804,0.6176123317683148,0.9569503646533843
TMEM208,TMEM208,0.08479204896400651,0.6178022295694049,0.9569516425574954
ERICH1,ERICH1,0.08478123112629854,0.6178472399896855,0.9569516425574954
SELENOT,SELENOT,0.08469590454488493,0.6182023114526803,0.957095716459305
CCND1,CCND1,0.08469335148989422,0.618212936853714,0.957095716459305
GTF2H1,GTF2H1,0.08466498047960243,0.6183310175388148,0.9571552032219994
OR56A1,OR56A1,0.0846506396951091,0.618390707744309,0.9571552032219994
THEMIS2,THEMIS2,0.08463948825828964,0.6184371246908715,0.9571552032219994
SNAI3,SNAI3,0.08458189554584239,0.6186768728386512,0.9571769258651298
ZNF732,ZNF732,0.08455851868054637,0.6187741976202387,0.9571769258651298
PAXBP1,PAXBP1,0.08455092758690833,0.6188058029563202,0.9571769258651298
MXI1,MXI1,0.0845124753779764,0.6189659081616763,0.9571769258651298
FBXO31,FBXO31,0.08446055989633393,0.6191820984416958,0.9571769258651298
COL23A1,COL23A1,0.08443019658213527,0.6193085541998982,0.9571769258651298
FBXO27,FBXO27,0.08442768037071996,0.619319034086951,0.9571769258651298
SGCG,SGCG,0.0844156144386299,0.6193692890821193,0.9571769258651298
SLC24A4,SLC24A4,0.08438289509438762,0.6195055747645846,0.9571769258651298
SCG5,SCG5,0.08435718151586778,0.619612688151174,0.9571769258651298
PDPN,PDPN,0.08433148824817019,0.6197197246436671,0.9571769258651298
SLC13A2,SLC13A2,0.08430245293228339,0.6198406931705457,0.9571769258651298
TFE3,TFE3,0.08429955546026441,0.6198527653176241,0.9571769258651298
CCDC103,CCDC103,0.08429134407472375,0.6198869781058666,0.9571769258651298
NR1H2,NR1H2,0.08427661656025376,0.6199483423569514,0.9571769258651298
DNAH7,DNAH7,0.0842735011563225,0.6199613234480256,0.9571769258651298
SLC6A15,SLC6A15,0.08425491389005502,0.6200387741846637,0.9571769258651298
PTH1R,PTH1R,0.08416000653748794,0.620434303688687,0.9571769258651298
TERF2,TERF2,0.08413313199434282,0.6205463233107094,0.9571769258651298
PPID,PPID,0.0841307933042944,0.6205560719369486,0.9571769258651298
PEAR1,PEAR1,0.08402995123676632,0.6209764839507739,0.9575950446906414
TM2D3,TM2D3,0.0839214786302247,0.6214288399805604,0.9575950446906414
ADGRL3,ADGRL3,0.08386068409360432,0.621682427218138,0.9575950446906414
NEIL3,NEIL3,0.08384833670423636,0.6217339361159192,0.9575950446906414
CCK,CCK,0.08382177673351227,0.6218447408323503,0.9575950446906414
NFU1,NFU1,0.08380121639851935,0.6219305214847732,0.9575950446906414
NIP7,NIP7,0.08377336811347165,0.6220467163372164,0.9575950446906414
MAEL,MAEL,0.08370641836644209,0.6223260959269243,0.9575950446906414
GTF2F1,GTF2F1,0.08370506306539129,0.6223317521011782,0.9575950446906414
RAN,RAN,0.08368467043318753,0.6224168606975216,0.9575950446906414
RPL35A,RPL35A,0.08368424795148988,0.6224186239748027,0.9575950446906414
OLFML2B,OLFML2B,0.08364657162271848,0.622575878914085,0.9575950446906414
CLEC1A,CLEC1A,0.0836435983073526,0.6225882897556884,0.9575950446906414
ZNF580,ZNF580,0.08362498134682723,0.6226660006785694,0.9575950446906414
RPSA,RPSA,0.08361821029133937,0.6226942654177967,0.9575950446906414
ANXA2R,ANXA2R,0.08358822137453419,0.6228194559740582,0.9575950446906414
GPR150,GPR150,0.08358233364151371,0.6228440358983582,0.9575950446906414
CACNA1B,CACNA1B,0.083444374510052,0.6234200983944521,0.9577078202086093
UGDH,UGDH,0.08338475526315263,0.6236691128976791,0.9577078202086093
A2M,A2M,0.08336330155977295,0.6237587296533603,0.9577078202086093
TCN2,TCN2,0.08335055589663011,0.6238119735651534,0.9577078202086093
CBY3,CBY3,0.08327372029299057,0.6241329875056196,0.9577078202086093
RNASE1,RNASE1,0.0832735604702743,0.6241336553052451,0.9577078202086093
SMARCA1,SMARCA1,0.0832637911809933,0.6241744756436509,0.9577078202086093
ING1,ING1,0.08323874503615059,0.6242791343676185,0.9577468711267625
ASB1,ASB1,0.08323158101239372,0.624309071549297,0.9577468711267625
KCNE4,KCNE4,0.08312315778648867,0.624762225335988,0.9579784363621259
PRKX,PRKX,0.0831135496410626,0.6248023890325958,0.9579784363621259
MRPS31,MRPS31,0.0830601062075397,0.6250258112044119,0.9579784363621259
PFKM,PFKM,0.08304845589029299,0.6250745201454475,0.9579784363621259
KCNN1,KCNN1,0.08303876316367939,0.6251150457674681,0.9579784363621259
GDPD2,GDPD2,0.08296889578273761,0.625407195739435,0.958252229627977
CCDC25,CCDC25,0.08296380454411852,0.6254284869190624,0.958252229627977
ACADL,ACADL,0.08287214141119842,0.625811866403451,0.9583708720583696
PRMT2,PRMT2,0.08284200330259078,0.6259379396727297,0.9584026209436752
METAP1D,METAP1D,0.08279307028192594,0.6261426578034832,0.9584419812997318
MPRIP,MPRIP,0.08270128988587612,0.6265267082322209,0.9587388970972998
PCDH20,PCDH20,0.0826510194436366,0.6267371034232384,0.9587388970972998
FXYD6,FXYD6,0.0826459116763401,0.6267584824158017,0.9587388970972998
STX8,STX8,0.08257426832338544,0.6270583833310067,0.958863346472002
OPA1,OPA1,0.0825444840507256,0.6271830784130393,0.9589704675160167
POLR3GL,POLR3GL,0.08251672523511704,0.6272993028708759,0.9590046151869658
GNPNAT1,GNPNAT1,0.08251304801038273,0.6273146998487958,0.9590046151869658
VPS13C,VPS13C,0.08248109131516558,0.6274485128732014,0.9590421007598575
FBN1,FBN1,0.08244264838768907,0.6276095013798342,0.9590683434713455
POU4F2,POU4F2,0.08243445273340089,0.6276438247397684,0.9590683434713455
SCARB1,SCARB1,0.08237218449208543,0.6279046289895314,0.9592380082491535
MYLK4,MYLK4,0.08231222546009886,0.628155803356907,0.9592877087464077
ZFYVE26,ZFYVE26,0.08228213399526711,0.6282818750303183,0.9593036984549871
GPR68,GPR68,0.08227058653782153,0.6283302571931667,0.9593036984549871
CCSER1,CCSER1,0.08224200672247907,0.6284500090188239,0.9593085090435859
RAI14,RAI14,0.08220834852085827,0.6285910517016892,0.9593085090435859
SLC7A6OS,SLC7A6OS,0.08220342238678709,0.6286116954600656,0.9593085090435859
IFITM5,IFITM5,0.08219096392191783,0.6286639059034715,0.9593085090435859
SGTA,SGTA,0.08216296131310853,0.6287812646153353,0.9593085090435859
BCL7A,BCL7A,0.08206407985083562,0.6291957477970803,0.9593085090435859
BLOC1S1,BLOC1S1,0.08205117868067519,0.6292498341053363,0.9593085090435859
SLC2A14,SLC2A14,0.08201357545240665,0.629407491105963,0.9593085090435859
ZMYND12,ZMYND12,0.08201306088056909,0.6294096486352486,0.9593085090435859
MAGED2,MAGED2,0.08200166754555607,0.6294574201045041,0.9593085090435859
RPL22,RPL22,0.08185082192632845,0.63009004511858,0.9593085090435859
TMEM249,TMEM249,0.0818420532904444,0.6301268275129719,0.9593085090435859
RHOBTB3,RHOBTB3,0.08182106544437702,0.630214870222305,0.9593085090435859
ALDH2,ALDH2,0.08176462542048205,0.630451657527137,0.9594737184005865
MYO7B,MYO7B,0.08174854901552603,0.6305191107871204,0.9594737184005865
TRIM66,TRIM66,0.0817257826483109,0.6306146387792584,0.9594931662767608
SSTR3,SSTR3,0.08162125468061773,0.6310533153551889,0.9596846901708794
MOCS3,MOCS3,0.0816031386128738,0.6311293564065169,0.9596846901708794
NUTM2F,NUTM2F,0.08160222906134881,0.63113317429012,0.9596846901708794
RHOJ,RHOJ,0.0815359377027264,0.6314114606027058,0.9596846901708794
THAP3,THAP3,0.08149243406997292,0.6315941128567351,0.9596846901708794
FAM107B,FAM107B,0.08147204282428559,0.6316797339629204,0.9596846901708794
CD3D,CD3D,0.08144965613185355,0.631773739222035,0.9596846901708794
AP5M1,AP5M1,0.08143873437431824,0.6318196034746226,0.9596846901708794
METAP2,METAP2,0.08140641897208654,0.6319553150069783,0.9596846901708794
KIF27,KIF27,0.08133826584363883,0.6322415692779199,0.9596846901708794
MAMLD1,MAMLD1,0.08129001340613323,0.6324442692743651,0.9596846901708794
HOOK3,HOOK3,0.08126868091814413,0.6325338917222987,0.9596846901708794
RUFY3,RUFY3,0.0812494049958963,0.6326148785269589,0.9596846901708794
C19orf71,C19orf71,0.0812461275708352,0.6326286488804128,0.9596846901708794
POMZP3,POMZP3,0.08122228187105371,0.6327288420888497,0.9596846901708794
AKR1C1,AKR1C1,0.08122008728482555,0.6327380634731123,0.9596846901708794
CC2D1A,CC2D1A,0.08121267503945408,0.6327692092297712,0.9596846901708794
CDH26,CDH26,0.08117720808707359,0.6329182475980899,0.9596846901708794
RAB29,RAB29,0.08112411699871037,0.6331413723222495,0.9596846901708794
CEP85,CEP85,0.0810638073166489,0.6333948731983048,0.9596846901708794
LRRC36,LRRC36,0.08104812079859039,0.63346081539717,0.9596846901708794
MSANTD4,MSANTD4,0.08103367580069648,0.6335215410188171,0.9596846901708794
CEP85L,CEP85L,0.08101497858115549,0.6336001461480016,0.9596846901708794
ABCC9,ABCC9,0.08099260244109537,0.6336942230553333,0.9596846901708794
OGN,OGN,0.0809864733465382,0.6337199928427534,0.9596846901708794
VAX1,VAX1,0.08093904314810263,0.6339194275494041,0.9597382637588028
CFAP73,CFAP73,0.08090489953342475,0.6340630105155636,0.959794171810473
UQCC2,UQCC2,0.08086863517009678,0.6342155262214986,0.959794171810473
DCAF13,DCAF13,0.08085469579010164,0.6342741545153902,0.959794171810473
TNFAIP8L1,TNFAIP8L1,0.08082033994439203,0.6344186627536097,0.959794171810473
PADI4,PADI4,0.08080711984478837,0.6344742729497518,0.959794171810473
UGT2B11,UGT2B11,0.08080023213570385,0.634503246800291,0.959794171810473
TMEM255B,TMEM255B,0.08072160450622907,0.6348340398889997,0.959808266243835
ZNF430,ZNF430,0.08069008339276024,0.6349666714678102,0.959808266243835
ELP5,ELP5,0.08062201218953796,0.6352531333036967,0.959808266243835
CENPJ,CENPJ,0.08062152097113497,0.6352552006719955,0.959808266243835
PIR,PIR,0.08060316545704897,0.6353324546292255,0.959808266243835
RFX1,RFX1,0.08060305647241632,0.6353329133307482,0.959808266243835
HIBCH,HIBCH,0.08053802687781517,0.6356066379272014,0.9598219289092798
SOX4,SOX4,0.08047128284972031,0.6358876284916278,0.9598219289092798
C8G,C8G,0.08042748586996472,0.6360720398429135,0.959920478831892
ATIC,ATIC,0.08029024634106263,0.6366500396369302,0.959920478831892
MRAS,MRAS,0.08028970771552515,0.6366523085362964,0.959920478831892
PAF1,PAF1,0.08028016268654975,0.6366925164355814,0.959920478831892
PCDH11Y,PCDH11Y,0.08027847268333443,0.6366996355859897,0.959920478831892
TCF23,TCF23,0.08025792378715857,0.6367862005216967,0.959920478831892
BDH1,BDH1,0.08023995079008756,0.636861918030187,0.959920478831892
CCDC107,CCDC107,0.08020592837161072,0.6370052592454226,0.959920478831892
TBRG4,TBRG4,0.080190698318309,0.6370694298034918,0.959920478831892
ADCY7,ADCY7,0.08012659600296608,0.6373395480877648,0.959947568566793
SP140,SP140,0.08008615284751579,0.6375099936585176,0.9600395047800742
NACC2,NACC2,0.08003558451773676,0.6377231370452094,0.9601195133027138
LHX6,LHX6,0.07998583522206305,0.6379328561980928,0.9601195133027138
GBP7,GBP7,0.07996972282323073,0.6380007842812677,0.9601195133027138
CLK2,CLK2,0.07994683605255007,0.6380972773606034,0.9601823902665343
PABPC5,PABPC5,0.07989653827997037,0.6383093587658781,0.9602876362469561
OLFM2,OLFM2,0.0798913181403571,0.6383313711941305,0.9602876362469561
CLN6,CLN6,0.07982326789655761,0.6386183552214527,0.9603040819022781
TBX4,TBX4,0.0798077219730865,0.6386839233366624,0.9603040819022781
TMF1,TMF1,0.07980088636326894,0.6387127547758358,0.9603040819022781
KIAA0930,KIAA0930,0.07979483005630912,0.6387382996845491,0.9603040819022781
KCNC3,KCNC3,0.07974681424353122,0.6389408401818639,0.9603040819022781
GINS2,GINS2,0.07973862742069107,0.6389753764420746,0.9603040819022781
RGS17,RGS17,0.0797297251168053,0.6390129318217984,0.9603040819022781
ODF2,ODF2,0.0796976718489238,0.63914815950336,0.9603040819022781
ATP7A,ATP7A,0.07969046018666978,0.6391785859501387,0.9603040819022781
IFT27,IFT27,0.07967244787235257,0.6392545835490816,0.9603040819022781
OXNAD1,OXNAD1,0.07966047551231278,0.6393050993626757,0.9603040819022781
SRSF10,SRSF10,0.07965360840411885,0.6393340749532439,0.9603040819022781
TIMP3,TIMP3,0.07964641722692298,0.6393644185090478,0.9603040819022781
STAC3,STAC3,0.07958468996926601,0.6396249037022212,0.9604746779637637
SF3A3,SF3A3,0.07957644097790363,0.6396597171533032,0.9604746779637637
COL28A1,COL28A1,0.07946729369659127,0.6401204259382831,0.9605981764463729
ZNF18,ZNF18,0.07941313065444801,0.6403490964845292,0.9605981764463729
BGLAP,BGLAP,0.07938510283563531,0.6404674397517169,0.9605981764463729
USF2,USF2,0.0793644246783478,0.6405547557797605,0.9605981764463729
BCR,BCR,0.0793550122296856,0.6405945025624069,0.9605981764463729
CPSF1,CPSF1,0.07934693011518279,0.6406286324116345,0.9605981764463729
ANKRD30A,ANKRD30A,0.07933360758603875,0.640684893521729,0.9605981764463729
AHNAK,AHNAK,0.07915881781773995,0.6414232144389849,0.9607011618097381
TBC1D16,TBC1D16,0.07915609774208404,0.6414347068604818,0.9607011618097381
CTSB,CTSB,0.07909751179566302,0.641682254618663,0.9607011618097381
ADAMTS5,ADAMTS5,0.07908107000537014,0.6417517342416433,0.9607011618097381
RANBP1,RANBP1,0.07907834450220252,0.6417632519471589,0.9607011618097381
SBK3,SBK3,0.07906357632447089,0.6418256622319701,0.9607011618097381
GOLGA6C,GOLGA6C,0.07906176388572589,0.6418333217606261,0.9607011618097381
NUDT10,NUDT10,0.0790484170997181,0.6418897275974907,0.9607011618097381
MUC5B,MUC5B,0.07904148303902694,0.6419190329229408,0.9607011618097381
FAM228B,FAM228B,0.07900912507885362,0.6420557939768833,0.960709814358694
GPR83,GPR83,0.07899609541764817,0.6421108671737265,0.960709814358694
PPP1R27,PPP1R27,0.07897707379067717,0.6421912703269006,0.9607413514821503
NPC2,NPC2,0.07882138957538826,0.6428494878508303,0.9609411323937661
PLEKHH2,PLEKHH2,0.07881156096144534,0.6428910512694067,0.9609411323937661
RNF150,RNF150,0.0788030343137335,0.6429271097759317,0.9609411323937661
MGME1,MGME1,0.0787604199979758,0.6431073343425919,0.9609420533542784
CYTH2,CYTH2,0.07875493218518985,0.6431305448737648,0.9609420533542784
