ProteinID,GeneName,corr,p-value,q-value
POP7,POP7,0.1942903881287508,0.2708722290209533,0.91101108491068
K7EMV4,ELOF1,0.1942297740189597,0.2867849329330345,0.9125474041338056
M2OM,SLC25A11,0.1941906915715735,0.249453531437659,0.9026026953322488
SARM1,SARM1,0.1939918677438574,0.3225917093521193,0.9203434852567004
J3QS41,HELZ,0.1939859420607896,0.2499627915300063,0.9026026953322488
XPO5,XPO5,0.1938837110495202,0.2502173238286738,0.9026026953322488
DSN1,DSN1,0.1934905606560617,0.2511977927324995,0.90330060052221
FAT1,FAT1,0.1934019541886071,0.273112199208489,0.9125474041338056
BGLR,GUSB,0.1933487983473618,0.2515519585615692,0.90330060052221
COPG2,COPG2,0.1933424472194402,0.2515678334236038,0.90330060052221
SHIP1,INPP5D,0.1933402433404034,0.3242513826571177,0.9203434852567004
SPEE,SRM,0.1933125656338891,0.251642532440173,0.90330060052221
NR3L1,NCR3LG1,0.1932776728280514,0.3340805659761722,0.9211482106423438
B7ZM99,MTHFD1L,0.1931427992150126,0.2520672011670579,0.90330060052221
MIF,MIF,0.1928291941101102,0.2528529367328246,0.9051805589860732
MARF1,MARF1,0.1927601315964278,0.2747378814145554,0.9125474041338056
NAV3,NAV3,0.1926268576606273,0.2908582052286329,0.9125474041338056
PHLP,PDCL,0.1925507649840806,0.2910524825077589,0.9125474041338056
E9PLT0,CSDE1,0.1924362795897321,0.3462840232733056,0.9211482106423438
BIG2,ARFGEF2,0.1923013234207363,0.2541791951101549,0.906868184929716
KI20A,KIF20A,0.1922567441404938,0.2542914107254551,0.906868184929716
NEGR1,NEGR1,0.1922241572645979,0.3795635908394689,0.9243421446091836
WWP1,WWP1,0.1920514507212298,0.2923293690056797,0.9135146825233744
TTC5,TTC5,0.1919493864248125,0.255065993181029,0.9081379926914054
AJUBA,AJUBA,0.1917190796703046,0.2773881300233769,0.9125474041338056
BHE41,BHLHE41,0.1916066998180648,0.3588664394541482,0.9211482106423438
NISCH,NISCH,0.1915501001871991,0.2560745884177982,0.908356487080646
MA2A1,MAN2A1,0.1914872709077494,0.2562335358124478,0.908356487080646
PTK7,PTK7,0.191443990488271,0.270594774810532,0.91101108491068
F8VXU5,VPS29,0.1913800869874257,0.2565048441402962,0.908356487080646
KNL1,KNL1,0.1913083175677135,0.256686616431485,0.908356487080646
MDR3,ABCB4,0.1912753961747162,0.2943210337902202,0.9138756012815648
GBF1,GBF1,0.1912426881681783,0.2568529125808176,0.908356487080646
ZCHC7,ZCCHC7,0.1911731726092886,0.3205073820567493,0.9203434852567004
MET15,METTL15,0.1911648231520821,0.2788058644405924,0.9125474041338056
NHEJ1,NHEJ1,0.1911283633073601,0.2788992894114513,0.9125474041338056
TTL,TTL,0.1910937402022812,0.3601788424093249,0.9211878423233396
DDHD1,DDHD1,0.1910185079296332,0.2574214947548564,0.908356487080646
EIF3F,EIF3F,0.1909901138229509,0.257493569486723,0.908356487080646
TF2H2,GTF2H2,0.1909351570172049,0.2793947009878106,0.9125474041338056
T131L,TMEM131L,0.19079069026007,0.3125357481292167,0.915580723677865
NEDD4,NEDD4,0.1907171137027696,0.2581872278567579,0.9087619040956528
PDK3,PDK3,0.1906804725400598,0.2958536753834691,0.9138756012815648
ITPR2,ITPR2,0.1906629556547371,0.2800936345722715,0.9125474041338056
UTP23,UTP23,0.1906589940041829,0.2583350623876089,0.9087619040956528
AAKG2,PRKAG2,0.1905945827645808,0.2802693737731475,0.9125474041338056
TFPI2,TFPI2,0.1905867140339751,0.331322178339126,0.9211482106423438
OMA1,OMA1,0.1905644668117974,0.3044840895792746,0.9142615828523424
FCF1,FCF1,0.1905342250264685,0.2804245708460245,0.9125474041338056
TBPL1,TBPL1,0.1905259532241676,0.3132202974037347,0.915580723677865
HMGCL,HMGCL,0.1902268333092666,0.2812158253974839,0.9125474041338056
RING2,RNF2,0.1901011649662931,0.2597568225575889,0.9099335771133495
RL10,RPL10,0.1900314293772532,0.2599349239132507,0.9099335771133495
HDAC2,HDAC2,0.1894615771538393,0.2613933283348585,0.91101108491068
GELS,GSN,0.1894518849977298,0.261418179849247,0.91101108491068
SPS1,SEPHS1,0.1893926659766741,0.2615700563949797,0.91101108491068
MCM2,MCM2,0.1893627613934289,0.2616467735875535,0.91101108491068
WBP4,WBP4,0.1891712965282776,0.2839438481049284,0.9125474041338056
DJC13,DNAJC13,0.1891610200144716,0.2621647093251635,0.91101108491068
LAMB2,LAMB2,0.1890912388600363,0.2623440178009492,0.91101108491068
C9JSZ1,FUBP1,0.1889231500206418,0.376630108606378,0.9243421446091836
DHRS4,DHRS4,0.1889066014479212,0.2628188496468743,0.91101108491068
RM54,MRPL54,0.1887995085369362,0.2630945202292751,0.91101108491068
KEAP1,KEAP1,0.1887376834622407,0.2632537525931667,0.91101108491068
MINK1,MINK1,0.1885831408369712,0.2636520599971377,0.91101108491068
A0A5F9ZHD5,AMD1,0.1885629020636496,0.3013500155097468,0.9138756012815648
NEPRO,NEPRO,0.1884654106774228,0.2639557561929991,0.91101108491068
ACO13,ACOT13,0.1883377441668779,0.2861101682848821,0.9125474041338056
DPB1,HLA-DPB1,0.1883150611558595,0.3468765181353059,0.9211482106423438
PACC1,PACC1,0.188012570889703,0.2869581365479917,0.9125474041338056
B7ZKJ3,EPHA5,0.1879996559414264,0.2869918487307667,0.9125474041338056
SFT2C,SFT2D3,0.1877751573823318,0.3386379596785196,0.9211482106423438
ZC3HE,ZC3H14,0.1876043452545404,0.2661839704093927,0.91101108491068
DYST,DST,0.1874868521893031,0.2664889690643733,0.91101108491068
EXOS2,EXOSC2,0.1874207759086523,0.2666605965770464,0.91101108491068
A6NH01,AP1S2,0.1874180615659433,0.2885126363506991,0.9125474041338056
ANR11,ANKRD11,0.1873667279763547,0.2668010355386996,0.91101108491068
H7C1E4,AP1S1,0.1873601683835311,0.2886643014250274,0.9125474041338056
U119B,UNC119B,0.1872723130703532,0.2888945572078197,0.9125474041338056
THOP1,THOP1,0.1872424598573886,0.2671241202090225,0.91101108491068
SEN15,TSEN15,0.1871860658074554,0.3049580976295554,0.9142615828523424
GAMT,GAMT,0.1871415088303386,0.2892375940560414,0.9125474041338056
TM248,TMEM248,0.1870997422538852,0.3704932981129692,0.9243421446091836
NCKP1,NCKAP1,0.1870375337389911,0.2676574693950018,0.91101108491068
RHOJ,RHOJ,0.1868648294331851,0.3058038138986764,0.9142615828523424
TM181,TMEM181,0.1868321101196228,0.2900500380749192,0.9125474041338056
PRSR1,PROSER1,0.1867514429789323,0.3061026774603644,0.9142615828523424
CHD5,CHD5,0.1867406236861096,0.3144709668705105,0.9167783776474112
EPHA2,EPHA2,0.1867288529441518,0.2684621752557988,0.91101108491068
WDR54,WDR54,0.1866444121375057,0.3063849574267769,0.9142784439027288
BORC8,BORCS8,0.1865572980145191,0.3235939837487175,0.9203434852567004
A0A0A0MR51,FADS1,0.1865174759928025,0.2908777281530242,0.9125474041338056
MAP2,METAP2,0.1864827715774887,0.2691048266895444,0.91101108491068
PHLB1,PHLDB1,0.1864465804701533,0.2691994263394372,0.91101108491068
MSRB3,MSRB3,0.1862928664413824,0.3242926148118537,0.9203434852567004
F5H8B4,UTY,0.1862783135015601,0.3073517322090168,0.915580723677865
ACOT2,ACOT2,0.186191562427895,0.2698666347695097,0.91101108491068
RAB8B,RAB8B,0.1861229923019194,0.2700462209541729,0.91101108491068
STX18,STX18,0.1858897685681665,0.2925335168683273,0.9135146825233744
CND3,NCAPG,0.1857251110232184,0.2710898247065444,0.91101108491068
BACH1,BACH1,0.1857087761529497,0.3088595430902009,0.915580723677865
DHX35,DHX35,0.1855566557302019,0.2715324616839445,0.9118689223928808
LRIF1,LRIF1,0.185524036761924,0.2935010301372121,0.9138756012815648
LPIN1,LPIN1,0.1855099555498512,0.2935383216393242,0.9138756012815648
P85B,PIK3R2,0.1854472328276181,0.2937044680084341,0.9138756012815648
DJC16,DNAJC16,0.1852637601171578,0.2941908140616636,0.9138756012815648
BANP,BANP,0.1852379176737232,0.3101096062077246,0.915580723677865
RCOR2,RCOR2,0.1852125472910578,0.3862453241690402,0.9243421446091836
ERF1,ETF1,0.184891613680525,0.2732845626873175,0.9125474041338056
VPS25,VPS25,0.1848866716644502,0.2951920064399827,0.9138756012815648
SHKB1,SHKBP1,0.1848781034801647,0.2952147807009639,0.9138756012815648
SNF8,SNF8,0.1848721005148566,0.2952307372693601,0.9138756012815648
MYPN,MYPN,0.1847325709525342,0.3466638433296239,0.9211482106423438
WEE1,WEE1,0.184659219122602,0.3116503053156341,0.915580723677865
KRR1,KRR1,0.1846153748795943,0.274014501854026,0.9125474041338056
CNO10,CNOT10,0.1845966988781718,0.2740638976456112,0.9125474041338056
Q5TEC6,H3-2,0.1845175606659952,0.2961741203254492,0.9138756012815648
A0A088AWN3,DOCK9,0.1844169052293249,0.347502991812111,0.9211482106423438
CLH2,CLTCL1,0.1843568381328871,0.3124572513576863,0.915580723677865
DPOE2,POLE2,0.1841745999866191,0.2970885184479271,0.9138756012815648
WRN,WRN,0.1839919672268102,0.2975761845544125,0.9138756012815648
RNF31,RNF31,0.1839812191082661,0.297604900049387,0.9138756012815648
IQEC2,IQSEC2,0.1838425658940441,0.3397574915004393,0.9211482106423438
CLCN5,CLCN5,0.1837997913321719,0.3309249188718562,0.9211482106423438
ADPPT,AASDHPPT,0.1837865934981326,0.2762121301522356,0.9125474041338056
CCAR2,CCAR2,0.1837206039080768,0.2763876032722188,0.9125474041338056
F8W727,RPL32,0.1834225947354439,0.299099790924784,0.9138756012815648
RGS19,RGS19,0.1833800334325664,0.3234143268943632,0.9203434852567004
ELL,ELL,0.1832452661880433,0.2995753218617883,0.9138756012815648
MEF2A,MEF2A,0.1831441030788491,0.3157067145189333,0.9185861288363836
EF2K,EEF2K,0.1830875005781177,0.2780747836507661,0.9125474041338056
EP300,EP300,0.1830815091836763,0.300014885062185,0.9138756012815648
E7ERR0,KLHDC3,0.1830805167879586,0.3328537006208031,0.9211482106423438
SC61B,SEC61B,0.1830528968439065,0.3000917294672475,0.9138756012815648
LIMS1,LIMS1,0.1829854983953146,0.3002727914336669,0.9138756012815648
ALKB5,ALKBH5,0.1829707775092579,0.3003123474523181,0.9138756012815648
PSD3,PSD3,0.18296072558828,0.3003393595454553,0.9138756012815648
PSB6,PSMB6,0.1829394507089961,0.2784702923872273,0.9125474041338056
CBPA4,CPA4,0.182926550066203,0.3004312094835875,0.9138756012815648
GNA11,GNA11,0.1828688637131499,0.2786589912680324,0.9125474041338056
A0A3B3ISM3,RNF157,0.1828393688690296,0.3335018868955685,0.9211482106423438
ASML,ASMTL,0.1827762183069164,0.300835451911137,0.9138756012815648
GLRX1,GLRX,0.1827183399504033,0.2790616614104169,0.9125474041338056
RAD51,RAD51,0.1827003556407348,0.3169009564702981,0.919377898143449
DTL,DTL,0.182694196163967,0.3010561550526494,0.9138756012815648
CO039,C15orf39,0.1825681878360162,0.3342317186514071,0.9211482106423438
K0556,KIAA0556,0.1825648815191143,0.3014043202070055,0.9138756012815648
AFG2H,SPATA5,0.1823555057932513,0.2800338436617409,0.9125474041338056
UBP19,USP19,0.1822877075305737,0.3021514396879741,0.9138756012815648
H0Y9X1,TMA16,0.1822441983541479,0.3022688246565256,0.9138756012815648
RNF37,UBOX5,0.1821874755695738,0.318284750745884,0.9199069658199142
A0A5F9ZH30,ANK2,0.1821751310142365,0.2805179600373322,0.9125474041338056
HEMH,FECH,0.1820497345869807,0.2808548375526752,0.9125474041338056
LYN,LYN,0.1820416087485382,0.2808766766775933,0.9125474041338056
SEM4C,SEMA4C,0.1819989914259734,0.302930917356169,0.9138756012815648
X6REB3,TCF3,0.1819755801187487,0.2810541770933062,0.9125474041338056
PEX7,PEX7,0.181965312973764,0.3358577246376699,0.9211482106423438
F234A,FAM234A,0.181950704697741,0.4060233366275312,0.9287720509847972
STXB1,STXBP1,0.1819228248105927,0.2811960480369602,0.9125474041338056
H2A2B,HIST2H2AB,0.1818783792753527,0.4062131503378803,0.9287720509847972
MSI1H,MSI1,0.1816702680108566,0.3196840183702862,0.9199069658199142
PLPP3,PLPP3,0.1816039960063954,0.3368345303334079,0.9211482106423438
TRIM2,TRIM2,0.1812587218954992,0.2973840630212042,0.9138756012815648
YMEL1,YME1L1,0.1812552042447419,0.2829954466817301,0.9125474041338056
PLXD1,PLXND1,0.1811923873669577,0.3051153323813144,0.9142615828523424
RBX2,RNF7,0.1811507135470987,0.3210934735429919,0.9203434852567004
PIAS2,PIAS2,0.1811351210995284,0.3211358324131815,0.9203434852567004
PIGU,PIGU,0.1811239072358575,0.3211662984436199,0.9203434852567004
Q5T5C7,SARS1,0.1810332557720817,0.2835953002939593,0.9125474041338056
OSBL6,OSBPL6,0.1809486283938988,0.3057774243754432,0.9142615828523424
TMM8A,TMEM8A,0.1808965499315565,0.3217843732769498,0.9203434852567004
POMT2,POMT2,0.1808884026364943,0.366564004715228,0.9220108163304632
AMPD2,AMPD2,0.1808813837449238,0.2840062345365569,0.9125474041338056
CGNL1,CGNL1,0.1808719047452506,0.3059860067635336,0.9142615828523424
A0A1W2PNX8,UNC45A,0.1808169686700095,0.2841806447536521,0.9125474041338056
MARE1,MAPRE1,0.1806788468203896,0.2845548570566993,0.9125474041338056
COQ3,COQ3,0.1806152474546007,0.3066844127980868,0.9145526380970356
GRP75,HSPA9,0.1805251056468962,0.2849717614693797,0.9125474041338056
A7L3B,ATXN7L3B,0.1802748485553899,0.2856512354672294,0.9125474041338056
J3QQJ0,SAP30BP,0.1801932935770391,0.3078348013101786,0.915580723677865
CCSE2,CCSER2,0.1801659047120576,0.3407394396232945,0.9211482106423438
A0A5H1ZRQ2,DDX17,0.1801022478926709,0.2861204739034724,0.9125474041338056
CO4A2,COL4A2,0.1800662989251863,0.3081815631452555,0.915580723677865
6PGD,PGD,0.1799205881101253,0.2866148784263125,0.9125474041338056
G3XAI2,LAMB1,0.1798827231972876,0.286718000863069,0.9125474041338056
SC23A,SEC23A,0.1797955642808437,0.2869554631042079,0.9125474041338056
MPCP,SLC25A3,0.1797248193167605,0.2871482992813562,0.9125474041338056
NOCT,NOCT,0.1797135560663003,0.3015908354460215,0.9138756012815648
TASOR,TASOR,0.1796799070529022,0.2872707642456844,0.9125474041338056
CYTSA,SPECC1L,0.1796166057933501,0.3094114379754656,0.915580723677865
NT5D2,NT5DC2,0.179608202304193,0.2874663557497958,0.9125474041338056
E7EWW0,VPS35L,0.1794729960018888,0.3098048488941232,0.915580723677865
RHG07,DLC1,0.1794692119753085,0.2878457291151163,0.9125474041338056
TMED2,TMED2,0.1793721285094141,0.2881109094125408,0.9125474041338056
CAHD1,CACHD1,0.1791984862543358,0.3433816638050834,0.9211482106423438
A0A2R8Y6F3,HECW2,0.1791686054332788,0.3914755218766512,0.9247920062608064
RISC,SCPEP1,0.1789970354300628,0.3269769985694508,0.9211482106423438
PDP1,PDP1,0.1789878792608484,0.289162018978572,0.9125474041338056
GGT7,GGT7,0.1789541909435035,0.3112287058134201,0.915580723677865
SO4A1,SLCO4A1,0.1788103745920468,0.3274900364078311,0.9211482106423438
RN114,RNF114,0.1787617271147177,0.2897818091393309,0.9125474041338056
NUP93,NUP93,0.1786839506209312,0.2899951600947932,0.9125474041338056
NDUS2,NDUFS2,0.1786507456509004,0.2900862764047852,0.9125474041338056
MRPP3,PRORP,0.1785438071318614,0.2903798469643136,0.9125474041338056
A0A494C0R8,CLUH,0.1785253404512712,0.2904305615548469,0.9125474041338056
KTBL1,KATNBL1,0.1785080741202104,0.3048989080495863,0.9142615828523424
UQCC1,UQCC1,0.17846163545762,0.3125843177675313,0.915580723677865
NRBP,NRBP1,0.1784214265778167,0.328560653089082,0.9211482106423438
F222B,FAM222B,0.1784186963557957,0.3934936061939474,0.9261393316722928
CE192,CEP192,0.1783065467963654,0.2910318629786705,0.9125474041338056
CREB5,CREB5,0.1782724601842424,0.3459223898103619,0.9211482106423438
GEM,GEM,0.1782371420551036,0.4158326042642368,0.9290864373165454
PPIP2,PSTPIP2,0.1782291713895778,0.3290906483063777,0.9211482106423438
DJC25,DNAJC25,0.1781504355326571,0.3376403369017638,0.9211482106423438
SMUF1,SMURF1,0.1780804746723593,0.337833192846736,0.9211482106423438
SURF4,SURF4,0.1779953909664229,0.313870923058118,0.9167783776474112
A0A2R8Y5P7,HARS2,0.1779690351860856,0.2919610010151128,0.9135146825233744
A2MG,A2M,0.177884989750539,0.2921926663540798,0.9135146825233744
RL37A,RPL37A,0.1778260752892434,0.2923551303131314,0.9135146825233744
SMAD5,SMAD5,0.1775981141628316,0.2929843080058015,0.9138756012815648
A0A0U1RR07,SYTL2,0.1775480200574024,0.3075498416089532,0.915580723677865
LRIG1,LRIG1,0.1774535383915772,0.4067953123649224,0.9287720509847972
EIF2D,EIF2D,0.1773994482509303,0.3155202540642351,0.9185861288363836
GARS,GARS1,0.1773698926924255,0.2936150743119207,0.9138756012815648
PTN1,PTPN1,0.1773680728896998,0.293620107443478,0.9138756012815648
A0A087WZQ7,NAPB,0.1773625262661106,0.3314862745262389,0.9211482106423438
UCHL1,UCHL1,0.1773328616299492,0.2937175041175442,0.9138756012815648
ARGAL,ARHGEF10L,0.1769861506675656,0.3166672734101465,0.919377898143449
MNT,MNT,0.1768027924803933,0.2951862145854864,0.9138756012815648
NOSIP,NOSIP,0.1767709004083001,0.29527473060921,0.9138756012815648
RNC,DROSHA,0.1767656792123237,0.2952892235889235,0.9138756012815648
B4GT7,B4GALT7,0.1767583218210084,0.37778950629429,0.9243421446091836
J3KQE5,RAN,0.1766935896405735,0.2954893761776183,0.9138756012815648
ODPA,PDHA1,0.1766890358618015,0.295502022401747,0.9138756012815648
NUD12,NUDT12,0.176553974673449,0.3178694681060523,0.9199069658199142
A0A0U1RR27,DENND4A,0.1763770380827918,0.2963692916905054,0.9138756012815648
SPAG7,SPAG7,0.1763637493499175,0.2964062668925463,0.9138756012815648
NACC1,NACC1,0.176355879975342,0.3184214635822187,0.9199069658199142
A0A2R8Y6W8,ERCC3,0.1762705553815295,0.2966656571531738,0.9138756012815648
ZFHX3,ZFHX3,0.1762467979861698,0.2967318052210386,0.9138756012815648
E9PJD7,CYHR1,0.1762146149517121,0.3112557438012892,0.915580723677865
P2R3B,PPP2R3B,0.1761989354362788,0.3516524113495985,0.9211482106423438
NDOR1,NDOR1,0.1761452416147168,0.3348691724252286,0.9211482106423438
ATF7,ATF7,0.1761287011071968,0.3349152842059692,0.9211482106423438
RHG29,ARHGAP29,0.1761054703039292,0.2971255009619338,0.9138756012815648
CXXC5,CXXC5,0.17606685481991,0.3796881231996543,0.9243421446091836
SMRCD,SMARCAD1,0.1759586968749252,0.2975347202749293,0.9138756012815648
FUS,FUS,0.1759297755138721,0.335470154892923,0.9211482106423438
SUCO,SUCO,0.1759002542391842,0.2976977645427028,0.9138756012815648
A0A1W2PPI5,INTS6L,0.1758619590185721,0.335659446328196,0.9211482106423438
DOCK4,DOCK4,0.1758584560124569,0.3356692257959434,0.9211482106423438
IF6,EIF6,0.1757527590678552,0.29810950294485,0.9138756012815648
GPAT4,GPAT4,0.1755537052370989,0.2986657457909747,0.9138756012815648
HEM2,ALAD,0.1753907587874908,0.3211193404965322,0.9203434852567004
A0A2U3TZH3,EEF1A2,0.1753435966158147,0.3371084698462299,0.9211482106423438
RIOK2,RIOK2,0.1752493846796944,0.3373722378506131,0.9211482106423438
RFT1,RFT1,0.1752179567307853,0.321603883440915,0.9203434852567004
EXOS8,EXOSC8,0.1751877738807092,0.2996900446437635,0.9138756012815648
C9JC84,FGG,0.1751121962335938,0.3546780848031083,0.9211482106423438
A0A024R161,DNAJC25-GNG10,0.1749678297658471,0.3301071139961595,0.9211482106423438
VAV2,VAV2,0.1749191283186737,0.3004434500041631,0.9138756012815648
ALG12,ALG12,0.1748259009871386,0.3227049057857342,0.9203434852567004
A0A3B3IRZ4,IQSEC1,0.1747324738933412,0.3388216874933273,0.9211482106423438
MCM5,MCM5,0.1747044711423167,0.3010463140908396,0.9138756012815648
MIER3,MIER3,0.174676556494241,0.3934019889514658,0.9261393316722928
B3KY94,CDIPT,0.1744818208452672,0.3395258972271709,0.9211482106423438
PROF1,PFN1,0.1744500932348222,0.3017617307176717,0.9138756012815648
UBE2T,UBE2T,0.1744162852145637,0.3238577397340682,0.9203434852567004
RPTOR,RPTOR,0.1743762686137959,0.3019695587573515,0.9138756012815648
SMYD3,SMYD3,0.1743464248031267,0.3399066626376016,0.9211482106423438
HDHD2,HDHD2,0.1743374006591302,0.3240800475982689,0.9203434852567004
OSBL5,OSBPL5,0.1743283699728746,0.3241055033886038,0.9203434852567004
TACC3,TACC3,0.1741004543863958,0.3027468254079288,0.9138756012815648
GNL3,GNL3,0.1740350588268074,0.3029313017865922,0.9138756012815648
DHE4,GLUD2,0.1738618511469415,0.3178629169365736,0.9199069658199142
CMKMT,CAMKMT,0.1737105614835767,0.4062973177632493,0.9287720509847972
METH,MTR,0.1736960165157151,0.3038888624946816,0.9142615828523424
ZNT7,SLC30A7,0.1736401559660058,0.3588011911247813,0.9211482106423438
C9J4Z0,SLC22A23,0.1735903628770741,0.3865330543290947,0.9243421446091836
FADS2,FADS2,0.1735529419483737,0.3262959112996142,0.9211482106423438
N4BP2,N4BP2,0.1735503152531422,0.3504635727930082,0.9211482106423438
KI18A,KIF18A,0.1735418053842751,0.3043250380916385,0.9142615828523424
SYVN1,SYVN1,0.1734818142078346,0.3189383203998595,0.9199069658199142
ANKMT,ANTKMT,0.1734635688408435,0.3507081596929645,0.9211482106423438
VTI1A,VTI1A,0.1732736691281038,0.3270870317681085,0.9211482106423438
A0A0B4J1T8,EPHA6,0.1732452108387604,0.3430131749728266,0.9211482106423438
CL004,C12orf4,0.1730518696877186,0.3785201411432007,0.9243421446091836
M0QXA7,WIZ,0.172899611832943,0.3061457110920906,0.9142615828523424
SHC1,SHC1,0.1728784495324052,0.306205825270383,0.9142615828523424
A0A494C171,KIAA0586,0.1728750643056351,0.4302223245402741,0.930742944461305
EGLN1,EGLN1,0.1728539054424026,0.3062755552178977,0.9142615828523424
CDCA4,CDCA4,0.1728109039862224,0.3791946332159104,0.9243421446091836
EXOG,EXOG,0.1727679546375894,0.3285226286948444,0.9211482106423438
MTMR6,MTMR6,0.1726985473863127,0.3287199616585434,0.9211482106423438
STN1,STN1,0.1726895533293675,0.3365415448243219,0.9211482106423438
DNSL1,DNASE1L1,0.1726153192619755,0.4093087055318599,0.9287720509847972
INT7,INTS7,0.1724954608511789,0.3292977806920244,0.9211482106423438
IF172,IFT172,0.1724309382087984,0.3294814907200549,0.9211482106423438
ELMO1,ELMO1,0.1723243143472935,0.3456241861569794,0.9211482106423438
ATP5S,DMAC2L,0.1721163889940766,0.3303779859897667,0.9211482106423438
DHI1,HSD11B1,0.1720954646997841,0.3545791592647461,0.9211482106423438
IPP,IPP,0.1720377997084045,0.3908600722236459,0.9247920062608064
P66A,GATAD2A,0.1720212842659759,0.3086469993704524,0.915580723677865
TBB4B,TUBB4B,0.1719911993274011,0.308732903061544,0.915580723677865
CCNB1,CCNB1,0.1719742388934381,0.3087813380729649,0.915580723677865
CWC15,CWC15,0.1717537628750332,0.3094114028881815,0.915580723677865
PRP39,PRPF39,0.1716403253080103,0.3097358951207725,0.915580723677865
IFT57,IFT57,0.1715703292934781,0.3826781473072957,0.9243421446091836
ZFX,ZFX,0.171562734494515,0.339752111319997,0.9211482106423438
A0A3B3ISV5,A0A3B3ISV5,0.1714454570466174,0.3322952234494393,0.9211482106423438
BAHC1,BAHCC1,0.1712953719760177,0.412954328937135,0.9287720509847972
A0A1C7CYX9,DPYSL2,0.1711798505083521,0.3110553063710822,0.915580723677865
OSTP,SPP1,0.1711775518164382,0.3110619017583855,0.915580723677865
DCAF4,DCAF4,0.1711525977136607,0.3489636690145734,0.9211482106423438
VAC14,VAC14,0.1709096416809385,0.3118311915845984,0.915580723677865
MAFG,MAFG,0.1708603939745041,0.3666644203436924,0.9220108163304632
A0A5F9ZHB6,PRIM1,0.1708408017643801,0.31202905529374,0.915580723677865
TMCO3,TMCO3,0.1708333197424402,0.3942359103222909,0.9262764376836664
TUSC3,TUSC3,0.1707417427492361,0.3501392264718828,0.9211482106423438
IMA4,KPNA3,0.1707010677796846,0.3124309301566487,0.915580723677865
F8VXC8,SMARCC2,0.1706253042578753,0.3346481456052834,0.9211482106423438
DHX36,DHX36,0.170579203667427,0.3127816773729129,0.915580723677865
6PGL,PGLS,0.1704838184329014,0.3130563864940866,0.915580723677865
SNX19,SNX19,0.170361075444944,0.32785493080163,0.9211482106423438
SPTCS,SPG11,0.1703569586815775,0.3354202117807666,0.9211482106423438
COMD2,COMMD2,0.1703174580499837,0.3513557084799971,0.9211482106423438
AGRG6,ADGRG6,0.1702655334072942,0.3356835037880923,0.9211482106423438
GGH,GGH,0.1701433313031351,0.336035626551152,0.9211482106423438
SGK3,SGK3,0.170039428239264,0.3521542341388037,0.9211482106423438
RICTR,RICTOR,0.1700037881243809,0.3144411772339264,0.9167783776474112
TBC17,TBC1D17,0.1699703541107764,0.336534443450567,0.9211482106423438
CPSF4,CPSF4,0.169945573848185,0.3146093751708774,0.9167783776474112
C9J2C0,TUBA8,0.1697841658681074,0.3528883288549977,0.9211482106423438
A0A2R8YCL1,GRB10,0.1697351453926825,0.3372134455155237,0.9211482106423438
HECD3,HECTD3,0.1696987526895849,0.3373185790634784,0.9211482106423438
A0A087WYL7,MED6,0.169521443294378,0.3158365183577898,0.9185861288363836
NUSAP,NUSAP1,0.1695149965090312,0.3158551940960329,0.9185861288363836
DPTOR,DEPTOR,0.1694748407059732,0.4394840323648641,0.9356338748365466
ALDOC,ALDOC,0.1694514077126223,0.3160394420847002,0.9188187276972544
SCAPE,SCAPER,0.1693664745195234,0.3382794128333112,0.9211482106423438
ARI2,ARIH2,0.1691540656913402,0.3169018832799524,0.919377898143449
DERL2,DERL2,0.1690263852983459,0.3392645644018445,0.9211482106423438
TBC31,TBC1D31,0.1689791324270932,0.3552094896389005,0.9211482106423438
NOB1,NOB1,0.1689649187434732,0.3174512719597108,0.919888394774407
MRP5,ABCC5,0.1688693608930511,0.3397200146967831,0.9211482106423438
LRCH3,LRCH3,0.1688443408444339,0.3178018091915627,0.9199069658199142
PLSL,LCP1,0.1688216356250789,0.3398585160771525,0.9211482106423438
ZN281,ZNF281,0.168761195092325,0.3400339673225382,0.9211482106423438
C1QBP,C1QBP,0.1686440325392059,0.3183846701732649,0.9199069658199142
PCP,PRCP,0.1686343678733246,0.3184128095275848,0.9199069658199142
CEBOS,CEBPZOS,0.1686208454295693,0.3562454749965442,0.9211482106423438
TNIK,TNIK,0.1684668171230108,0.3189008929094911,0.9199069658199142
EHD3,EHD3,0.1682777081749807,0.4213560114587925,0.930742944461305
AK1D1,AKR1D1,0.1682011042772219,0.3574614511005453,0.9211482106423438
SWP70,SWAP70,0.1681685134036474,0.3197710246303172,0.9199069658199142
NTAN1,NTAN1,0.1678950267459843,0.3425544147211251,0.9211482106423438
FAKD5,FASTKD5,0.1677813990217263,0.3209024229611125,0.9203434852567004
SPS2,SEPHS2,0.1676164325601789,0.3433675017414823,0.9211482106423438
RBBP4,RBBP4,0.1675492584503914,0.3215820858610258,0.9203434852567004
MITOK,CCDC51,0.1674499319655354,0.3438539995866448,0.9211482106423438
AKAP2,AKAP2,0.1674334191993151,0.3219215768111602,0.9203434852567004
EDC4,EDC4,0.1674202515940318,0.3219601813646929,0.9203434852567004
H7BZW1,C21orf59-TCP10L,0.1673261345987978,0.3600041683619038,0.9211482106423438
OZF,ZNF146,0.1672382402068166,0.3602601892411388,0.9211878423233396
IFT43,IFT43,0.1672301565530961,0.4456558207207226,0.9383045440405214
