feature,stat,p-value,effect_size,q-value,in_group_mean,out_group_mean,GeneName
HASP,-3.9011813193280966,9.572441657390247e-05,-0.530883534801751,0.017621801486626846,-1.5640497239049855,0.2976031986707324,HASPIN
FL2D,-3.869087692491928,0.00010924334900816925,-0.526516145371534,0.018853581316326543,-1.063697989291341,0.4567388346863979,WTAP
EXOSX,-3.869087692491928,0.00010924334900816925,-0.526516145371534,0.018853581316326543,-1.5325916944217735,0.5525809603608156,EXOSC10
N4BP1,-3.810644092979735,0.00013860519480559465,-0.5185629788417315,0.019164932199256975,-1.1129687401526813,0.29836121269134386,N4BP1
PLBL1,-3.8021665650304293,0.0001434362380919764,-0.5174093334108436,0.019164932199256975,-0.6646408081343663,0.5680100646237197,PLBD1
SC5A3,-3.810644092979735,0.00013860519480559465,-0.5185629788417315,0.019164932199256975,-0.9930553170210613,0.5036092571592021,SLC5A3
DPOE2,-3.8021665650304293,0.0001434362380919764,-0.5174093334108436,0.019164932199256975,-1.0337820235649982,0.3691058647164851,POLE2
A0A5F9ZHU7,-3.851175249471132,0.00011755233749441378,-0.5240785706244436,0.019164932199256975,-1.3650750041390929,0.41034721315509337,PRIM2
ZMYM1,-3.851567793520595,0.00011736402901318122,-0.5241319891034852,0.019164932199256975,-1.7073058891736346,0.571998130563518,ZMYM1
SPF30,-3.8153503634295403,0.00013598984397935956,-0.5192034211302627,0.019164932199256975,-0.8583882887119436,0.5214398490656861,SMNDC1
RBM25,-3.7616130343671528,0.0001688210962505605,-0.5118906968889915,0.019975280199698985,-1.0466794188485706,0.4900548512356348,RBM25
DUS6,-3.758108117574137,0.000171202908519873,-0.5114137381260025,0.019975280199698985,-0.8575264063623587,0.7358702223943648,DUSP6
MGAP,-3.7427577124518288,0.00018201170772465556,-0.5093248125762992,0.02094145814987565,-1.1499249027451586,0.30007995800711196,MGA
MBD3,-3.689963262283969,0.00022428643988793755,-0.5021403979006297,0.02270109778734057,-1.194704480617677,0.3068963787284477,MBD3
A0A0A0MT33,-3.6833488598732282,0.00023018978924874554,-0.5012402917417548,0.02270109778734057,-0.9205554503679819,0.5901747457209751,SCAF8
MO4L1,-3.6833488598732282,0.00023018978924874554,-0.5012402917417548,0.02270109778734057,-1.4364280095907545,0.6599064411753279,MORF4L1
CA174,-3.6833488598732282,0.00023018978924874554,-0.5012402917417548,0.02270109778734057,-1.1612983837808841,0.49331070524627313,C1orf174
ZBT24,-3.659204071391786,0.0002529998138992946,-0.497954602201368,0.023816482481156323,-0.7026482076816706,0.8363472744174668,ZBTB24
H15,-3.636225933221581,0.00027666169853422876,-0.4948276736593584,0.024911581637582076,-1.1406690732199016,0.28373467998384955,H1-5
RXRA,-3.6319633663814455,0.00028127305809496554,-0.4942476117842007,0.02505447326084618,-0.8655415588823966,0.7816817591858237,RXRA
KIF15,-3.600401047179989,0.0003177267313741062,-0.48995252416517754,0.026586345885889855,-1.1865757324030868,0.2968431094641233,KIF15
NHSL1,-3.6029276249252042,0.0003146531611263108,-0.4902963478469136,0.026586345885889855,-0.9558017881386434,0.7390926230087586,NHSL1
TFAP4,-3.6088806585758886,0.00030752102878056175,-0.4911064531172355,0.026586345885889855,-1.1116781244537774,0.6547457131046699,TFAP4
H7C0N4,-3.5831215008596176,0.0003395125875482873,-0.4876010757500833,0.02685092666778485,-1.6878197027606123,0.5214198841285793,SF1
AAAT,-3.582488604159193,0.00034033646790408126,-0.4875149494180871,0.02685092666778485,-0.9350107556519722,0.793524093485558,SLC1A5
M18BP,-3.5563311642029305,0.0003760699743768593,-0.48395537270306865,0.027090118849894804,-1.2784339052243097,0.44161474277369495,MIS18BP1
SMRCD,-3.546663718117601,0.0003901422455724944,-0.48263979992390627,0.027591204711025837,-1.0152902781149562,0.6102857426367243,SMARCAD1
MNT,-3.5359664624440956,0.0004062862687173712,-0.48118408781011845,0.028005907306875237,-1.9098270817081577,0.5348214948626682,MNT
E2F4,-3.525635762083446,0.00042246757669391977,-0.47977825755627523,0.028005907306875237,-0.7759074124174563,0.522724673911845,E2F4
ZCHC3,-3.5249252529969604,0.000423602300519246,-0.479681569516303,0.028005907306875237,-0.8338138759105911,0.6783725467024647,ZCCHC3
GEMI2,-3.5249252529969604,0.000423602300519246,-0.479681569516303,0.028005907306875237,-1.0121273535507695,0.46319335310579496,GEMIN2
REXO4,-3.5249252529969604,0.000423602300519246,-0.479681569516303,0.028005907306875237,-1.765431337288111,0.19289692357712782,REXO4
ATD3B,-3.510838832076009,0.00044669513143579686,-0.4777646504297254,0.028005907306875237,-1.0259258909567275,0.7933933290370931,ATAD3B
CGAS,-3.510838832076009,0.00044669513143579686,-0.4777646504297254,0.028005907306875237,-1.684780063800402,0.011890864202899917,CGAS
GMEB2,-3.492926389055213,0.000477758187329194,-0.47532707568263494,0.02888867754624119,-1.0352853663578365,0.4840979553875974,GMEB2
RPB3,-3.492926389055213,0.000477758187329194,-0.47532707568263494,0.02888867754624119,-1.139475375979002,0.06877435428762646,POLR2C
WDHD1,-3.475013946034417,0.0005108267932862481,-0.4728895009355445,0.03022635111130914,-0.9965175425085766,0.3475521824668039,WDHD1
CBX3,-3.475013946034417,0.0005108267932862481,-0.4728895009355445,0.03022635111130914,-0.7684566399082928,0.7151093090603116,CBX3
EXOS2,-3.457101503013621,0.0005460191421410003,-0.47045192618845405,0.031630927087384936,-1.0653402422528933,0.4311297290947469,EXOSC2
GPAT3,-3.4457134495588266,0.0005695539608263161,-0.46890220840357705,0.03209649667677009,-0.6876442892031693,0.5607070130706604,GPAT3
QRIC1,-3.425910498699293,0.0006127422538925609,-0.4662073681253956,0.0338397122083065,-0.7323798987755422,0.5527272243923602,QRICH1
MPH6,-3.4033641739512333,0.000665614983207719,-0.4631392019471827,0.03534586231341503,-1.4950348556861395,0.6240993219397261,MPHOSPH6
KIF22,-3.4033641739512333,0.000665614983207719,-0.4631392019471827,0.03534586231341503,-1.258882616817017,0.19657994769566617,KIF22
MRT4,-3.3854517309304373,0.0007106120599741843,-0.46070162720009233,0.03611478714617265,-1.1326513105598845,0.24446241513930758,MRTO4
WDR74,-3.3675392879096413,0.0007584221935644801,-0.4582640524530019,0.03652772936911717,-1.0078117913420583,0.3095838000330465,WDR74
RNC,-3.3675392879096413,0.0007584221935644801,-0.4582640524530019,0.03652772936911717,-1.3380633411223186,-0.09079835653909132,DROSHA
SR140,-3.3675392879096413,0.0007584221935644801,-0.4582640524530019,0.03652772936911717,-1.0936111660463754,0.5776473535105119,U2SURP
UBAC1,-3.362422096189171,0.0007726192330658186,-0.4575676908623826,0.03678378003860483,-0.8888923249192471,0.4828630987980404,UBAC1
ACL6A,-3.3496268448888453,0.0008092049501514673,-0.45582647770591145,0.03744946260924444,-1.273170561335781,0.20051197473543006,ACTL6A
EXOS1,-3.3496268448888453,0.0008092049501514673,-0.45582647770591145,0.03744946260924444,-0.8739532889242371,0.41014501909689716,EXOSC1
MTBP,-3.310883752038449,0.0009300183500721171,-0.4505542105647591,0.04076334397882232,-1.0322374599137183,0.5115810347656643,MTBP
SETD2,-3.2958895158264574,0.000981105910341711,-0.4485137534646401,0.0421113023900038,-0.868357376542263,0.1731999578354168,SETD2
ACINU,-3.2958895158264574,0.000981105910341711,-0.4485137534646401,0.0421113023900038,-1.0277554470176458,0.7042192572890427,ACIN1
Z280C,-3.2779770728056614,0.001045538874039359,-0.4460761787175497,0.04309076633105498,-1.0220242326530453,0.49699986019696507,ZNF280C
KMT2B,-3.2779770728056614,0.001045538874039359,-0.4460761787175497,0.04309076633105498,-0.6836422194029461,0.7777226889114895,KMT2B
NEMF,-3.2779770728056614,0.001045538874039359,-0.4460761787175497,0.04309076633105498,-1.09648167461448,0.2814254687576028,NEMF
PDS5B,-3.2779770728056614,0.001045538874039359,-0.4460761787175497,0.04309076633105498,-1.1517460702708866,0.13492011609618595,PDS5B
A0A1C7CYX1,-3.2779770728056614,0.001045538874039359,-0.4460761787175497,0.04309076633105498,-0.5233461097183555,0.857549151667222,MIDEAS
NACAM,-3.2779770728056614,0.001045538874039359,-0.4460761787175497,0.04309076633105498,-0.8056590670736277,0.5446180734459987,NACA
RS5,-3.2779770728056614,0.001045538874039359,-0.4460761787175497,0.04309076633105498,-0.8811332652839765,0.24498286669956504,RPS5
DPOE3,-3.2667258202275047,0.001087989964513985,-0.44454507717401315,0.043385337930460365,-1.4321614221099874,0.4887368475824719,POLE3
RREB1,-3.267486891823025,0.0010850689109981031,-0.44464864589994374,0.043385337930460365,-0.8142841028074592,0.2961008843155458,RREB1
CPVL,-3.2663728995924393,0.0010893469687995841,-0.4444970507587015,0.043385337930460365,-1.0908810711216579,0.18426610125630583,CPVL
RL26,-3.2600646297848654,0.0011138682904836257,-0.44363860397045923,0.04373120814391638,-1.7104524766594402,0.6335182588472463,RPL26
NOP58,-3.2600646297848654,0.0011138682904836257,-0.44363860397045923,0.04373120814391638,-1.355596459707506,0.5955791954364054,NOP58
SHPRH,-3.252621320496048,0.0011434577102462356,-0.4426256978729414,0.04441614828925548,-0.900793891656039,0.7311524402815849,SHPRH
RAD51,-3.249002695985111,0.001158103805646239,-0.44213326544946785,0.04441614828925548,-0.9274697096207147,0.7974092115354147,RAD51
SMC1B,-3.249002695985111,0.001158103805646239,-0.44213326544946785,0.04441614828925548,-0.7342144666033137,0.6352199520672881,SMC1B
GALT6,-3.2278809901039582,0.001247108464632242,-0.43925896534358083,0.045891764110131975,-1.1276530528671977,0.4252343041801309,GALNT6
NEP1,-3.2242397437432735,0.0012630760764256507,-0.4387634544762784,0.045891764110131975,-0.724721726842463,0.4750788932484934,EMG1
NCOA5,-3.2242397437432735,0.0012630760764256507,-0.4387634544762784,0.045891764110131975,-1.2323314089790456,0.643011289798945,NCOA5
DLGP5,-3.2242397437432735,0.0012630760764256507,-0.4387634544762784,0.045891764110131975,-1.0688373570816687,0.3198045782133239,DLGAP5
MRGBP,-3.221881607354841,0.0012735174660940833,-0.43844255275985894,0.04591836105481015,-0.7198142059708479,0.6366544197375298,MRGBP
TOPB1,-3.2063273007224775,0.001344409765406426,-0.43632587972918796,0.046852714353021456,-0.7715088612740063,0.4316489549313255,TOPBP1
H33,-3.2059695476939174,0.0013460823293118189,-0.4362771957084153,0.046852714353021456,-0.6083545738269905,0.603798092306149,H3-3A
PRDM2,-3.2080780392444246,0.0013362523421593065,-0.4365641250653993,0.046852714353021456,-0.8996142667661514,0.4152541130033456,PRDM2
RBM22,-3.2063273007224775,0.001344409765406426,-0.43632587972918796,0.046852714353021456,-0.9992474124924795,0.43590459540442383,RBM22
NAA50,-3.2025889031191834,0.001361982535169469,-0.43581714825231493,0.04706638849181948,-0.8021608339799332,0.38941537611909716,NAA50
DEFI6,-3.197221015541813,0.0013875856393452905,-0.4350866712766937,0.04710966982105076,-1.0719277190603764,0.2080370760272234,DEF6
HMDH,-3.197221015541813,0.0013875856393452905,-0.4350866712766937,0.04710966982105076,-1.865104485336801,0.5342391448673097,HMGCR
MAML2,-3.1875192149451586,0.0014349892307171993,-0.4337664234406919,0.04717242375897333,-1.4349241828848374,0.2404173355283717,MAML2
RNH2B,-3.1882750883848914,0.0014312430430713586,-0.43386928478721787,0.04717242375897333,-0.7699768007633236,0.8356391257460689,RNASEH2B
RBM6,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-0.9348456454802607,0.2819389972096433,RBM6
CD11B,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-0.8374393832881954,0.48722277448551177,CDK11B
TAF6L,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-1.5917018860361496,0.18766546023795666,TAF6L
EF1A1,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-0.7899413766710618,0.32441405219266395,EEF1A1
CAPG,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-1.2613654697285352,0.13164032273038406,CAPG
P4R3A,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-1.092046871968414,0.22457474896661536,PPP4R3A
H4,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-0.6452773311170461,0.5806804460847723,H4C1
ZN639,-3.1805328914639777,0.0014700445023699714,-0.432815705234752,0.04754533129600341,-0.8555005121545535,0.18055345294772457,ZNF639
TRMB,-3.1705024146808856,0.001521755680036717,-0.4314507302350071,0.04754533129600341,-0.76914639975643,0.6452488452146314,METTL1
F5H039,-3.148669186665824,0.001640157506730238,-0.42847960423085485,0.04905077539983138,-0.6413784216222691,0.49078392382171016,GPHN
SNX30,-3.148669186665824,0.001640157506730238,-0.42847960423085485,0.04905077539983138,-1.0240049733664358,0.6566251909011408,SNX30
GTSE1,-3.154109350847153,0.00160988750987995,-0.4292199168064783,0.04905077539983138,-1.1089543970900764,0.2268132010499648,GTSE1
CL045,-3.156744637318368,0.001595409967398725,-0.4295785338720637,0.04905077539983138,-1.1319589692855976,0.27690269103656984,C12orf45
MINT,-3.1346775286392936,0.0017204311895240546,-0.4265755807408262,0.050183281598652346,-0.7126168299682916,0.4497935955081839,SPEN
PKNX1,-3.1326392341647913,0.0017324223702938307,-0.4262982039959337,0.05035574356320734,-1.15448166985284,0.1654078221299915,PKNOX1
DJC15,-3.1189741903388684,0.00181481857618073,-0.4244386270689181,0.05117250965869985,-0.9238348124942793,0.20246439910582587,DNAJC15
CAN7,-3.116765085618498,0.0018284720978965661,-0.4241380059937358,0.05117250965869985,-0.8364228301140016,0.1432381167225641,CAPN7
NR2C2,-3.113542827097487,0.0018485567937310745,-0.42369951214952406,0.05156041912211522,-1.1909677142185762,0.7756382442821829,NR2C2
DPOE1,-3.098852642597702,0.0019427161903195313,-0.42170043124664536,0.05267578195730428,-0.9476143100883038,0.3104560326386932,POLE
ADDG,-3.098852642597702,0.0019427161903195313,-0.42170043124664536,0.05267578195730428,-1.226208957746202,0.15127419946677925,ADD3
HSP7C,-3.098852642597702,0.0019427161903195313,-0.42170043124664536,0.05267578195730428,-0.4571794192170768,0.5808355537016227,HSPA8
UBP11,-3.098852642597702,0.0019427161903195313,-0.42170043124664536,0.05267578195730428,-0.6696326460053988,0.37233361269228543,USP11
ZN143,-3.089260334087224,0.002006555273910111,-0.4203950833963105,0.05344792247289826,-2.2430021274426446,0.1356575188510745,ZNF143
TDIF1,-3.089260334087224,0.002006555273910111,-0.4203950833963105,0.05344792247289826,-0.7415755712482058,0.5691243270016048,DNTTIP1
SFR19,-3.089260334087224,0.002006555273910111,-0.4203950833963105,0.05344792247289826,-0.5774393308810235,0.7674054707639667,SCAF1
EXOS8,-3.080940199576906,0.0020634808702770717,-0.4192628564995549,0.05392389756900713,-0.7820087016963851,0.5761270973283387,EXOSC8
TMX1,-3.080940199576906,0.0020634808702770717,-0.4192628564995549,0.05392389756900713,-0.9441102723909227,0.3156704025559997,TMX1
CENPK,-3.074085229787879,0.002111491006670601,-0.4183300132670377,0.05483257523278765,-0.7507345970453744,0.6741300713827678,CENPK
ANM9,-3.0694573832276904,0.002144479988724184,-0.417700243118129,0.055170366212568225,-0.9563554874272266,0.28103818855683294,PRMT9
DUT,-3.06302775655611,0.0021910973544103027,-0.4168252817524645,0.055170366212568225,-0.8305585323659717,0.5708144560092235,DUT
TASOR,-3.06302775655611,0.0021910973544103027,-0.4168252817524645,0.055170366212568225,-0.7585219064941378,0.5540243120665641,TASOR
E7EQZ4,-3.0496544323681567,0.002291048111011381,-0.41500540283994747,0.05682348069346791,-0.6329964582365987,0.5835679709559368,SMN1
EAF1,-3.0496544323681567,0.002291048111011381,-0.41500540283994747,0.05682348069346791,-1.091122134838428,0.10542497306564261,EAF1
PCAT2,-3.0496544323681567,0.002291048111011381,-0.41500540283994747,0.05682348069346791,-1.2412290869885183,0.12676784512556943,LPCAT2
NHP2,-3.045115313535314,0.002325911130774007,-0.4143877070053741,0.05700546688559726,-0.7620591665852603,0.8159755268578469,NHP2
P66A,-3.045115313535314,0.002325911130774007,-0.4143877070053741,0.05700546688559726,-0.8472575748689136,0.3459730342941599,GATAD2A
WDR5,-3.027202870514518,0.002468282424264462,-0.41195013225828364,0.05926739594958494,-1.0621398836310738,0.14370502203384672,WDR5
ZCHC8,-3.027202870514518,0.002468282424264462,-0.41195013225828364,0.05926739594958494,-0.8654805051980947,0.530454237111875,ZCCHC8
PARP2,-3.0298514815086235,0.002446740236448661,-0.41231056256176607,0.05926739594958494,-0.7594814978795591,0.5266374299930516,PARP2
ANR50,-3.0298514815086235,0.002446740236448661,-0.41231056256176607,0.05926739594958494,-1.010444213295957,0.2703801492280803,ANKRD50
SAV1,-3.0212897062945987,0.002517004102869731,-0.4111454525302789,0.06008893944718402,-1.3431241335047182,0.31650649415977855,SAV1
Q5TEC6,-3.01004853064909,0.002612059501115237,-0.40961572228358456,0.0612778869062403,-0.9097593714994536,0.5267429252201892,H3-2
EXOS7,-3.009290427493722,0.00261858666885672,-0.4095125575111932,0.0612778869062403,-0.7683550830095598,0.2766264488041432,EXOSC7
AN32B,-3.009290427493722,0.00261858666885672,-0.4095125575111932,0.0612778869062403,-0.8623452799196718,0.4620935003252256,ANP32B
ATAD5,-3.009290427493722,0.00261858666885672,-0.4095125575111932,0.0612778869062403,-0.9133819686751311,0.6219355675428003,ATAD5
CEP57,-2.9982264260938765,0.002715558372651195,-0.4080069376254676,0.06241058960015766,-0.9597557824668586,0.38719273140560545,CEP57
CCNL2,-2.9968000579388345,0.0027282959089350352,-0.4078128335051783,0.06241058960015766,-1.4673735829714343,0.40229848438088717,CCNL2
ZN384,-2.9913779844729262,0.002777214986255665,-0.40707498276410276,0.06241058960015766,-1.0161958715165267,0.3389202221212348,ZNF384
CACL1,-2.990245579789556,0.00278753236987667,-0.40692088200540305,0.06241058960015766,-0.7383511343415886,0.3242084987402059,CACUL1
TYY1,-2.990245579789556,0.00278753236987667,-0.40692088200540305,0.06241058960015766,-1.046565120456727,0.32962089042508025,YY1
YTHD2,-2.9734655414521303,0.002944574670530443,-0.4046374080170123,0.06456186691480398,-1.0925385583579383,0.027914264990556454,YTHDF2
SPB5,-2.9734655414521303,0.002944574670530443,-0.4046374080170123,0.06456186691480398,-0.6738353720246152,0.3146500123501652,SERPINB5
SP1,-2.9612887007569473,0.0030635462340458676,-0.40298034988465925,0.0657471943078652,-0.8513999575909775,0.38338008862321904,SP1
FOXM1,-2.9616677788491694,0.003059777367733249,-0.4030319358790266,0.0657471943078652,-1.202891381175435,0.34212356307412145,FOXM1
RING1,-2.9555530984313343,0.003121089678265855,-0.40219983326992187,0.06594609951006081,-0.8742234797298147,0.3671309268861261,RING1
CCNA2,-2.9555530984313343,0.003121089678265855,-0.40219983326992187,0.06594609951006081,-1.4298497908688872,0.5962853448983454,CCNA2
DCA16,-2.9548176540052435,0.0031285390037969455,-0.4020997519600276,0.06594609951006081,-0.8106656288343821,0.2793872428531637,DCAF16
PP4P1,-2.9506396780704893,0.003171166229735151,-0.40153120144904014,0.06642105939914318,-0.6884930648854307,0.49602449637288426,PIP4P1
A0A0A0MTL5,-2.9506396780704893,0.003171166229735151,-0.40153120144904014,0.06642105939914318,-0.7978648998835105,0.4164257720050975,SKP2
RPC7,-2.950254226333724,0.0031751254855215717,-0.40147874811150985,0.06642105939914318,-1.441786951297268,-0.015064763832802712,POLR3G
MSL1,-2.9489988855956835,0.0031880512564158477,-0.4013079178747583,0.06652346752682338,-1.0978521603600662,0.9005347308671207,MSL1
ARP5,-2.944669494420817,0.003232998119937712,-0.4007187623594621,0.06712319906156393,-0.6184981056273748,0.5689133432663431,ACTR5
CTU1,-2.9420367169835497,0.0032606126403405054,-0.40036048673015007,0.0674799362289683,-0.924117412334832,0.2487762744221902,CTU1
RIR1,-2.9376406554105383,0.0033072011237278045,-0.3997622585228314,0.0674799362289683,-0.9417390639514167,-0.055212528696467374,RRM1
B9EGE7,-2.930836727210956,0.0033805040388374887,-0.3988363611708587,0.06813648529861255,-0.590826713887789,0.5354271280651232,ZNF507
PPID,-2.9197282123897423,0.0035033677785021033,-0.397324683775741,0.06926467464704397,-0.9227000823957547,0.3411026054996969,PPID
STAG1,-2.9197282123897423,0.0035033677785021033,-0.397324683775741,0.06926467464704397,-0.8170541577217738,0.15809081904828104,STAG1
PPIL4,-2.9197282123897423,0.0035033677785021033,-0.397324683775741,0.06926467464704397,-1.087482072044924,0.5094106120496624,PPIL4
SET,-2.9197282123897423,0.0035033677785021033,-0.397324683775741,0.06926467464704397,-0.7323277841149858,0.4484029901635088,SET
CTCF,-2.9197282123897423,0.0035033677785021033,-0.397324683775741,0.06926467464704397,-1.3472481795015991,0.059554138624408885,CTCF
NRDE2,-2.9110337763514225,0.003602350733279345,-0.3961415208926772,0.07000954785314112,-0.8114569544243251,0.4299197544420731,NRDE2
MED4,-2.9110337763514225,0.003602350733279345,-0.3961415208926772,0.07000954785314112,-0.769736565095389,0.6563165724551363,MED4
CC174,-2.903347880365512,0.0036919627987925022,-0.39509560292703355,0.07000954785314112,-0.9983746722725588,0.2134379806527839,CCDC174
TBE,-2.902092148222207,0.0037067948647701216,-0.39492471942677193,0.07000954785314112,-1.4866798146423545,0.18576595485309705,TUBE1
PCID2,-2.9018157693689464,0.0037100665750276376,-0.3948871090286506,0.07000954785314112,-0.6643594077109445,0.44581118141329007,PCID2
A0A590UK80,-2.9018157693689464,0.0037100665750276376,-0.3948871090286506,0.07000954785314112,-1.0328259133133517,0.8309556358806626,A0A590UK80
MORC3,-2.9018157693689464,0.0037100665750276376,-0.3948871090286506,0.07000954785314112,-1.021788431946717,0.04059503579875941,MORC3
PUR2,-2.9018157693689464,0.0037100665750276376,-0.3948871090286506,0.07000954785314112,-0.7053943488156071,0.2656056967674661,GART
NUP50,-2.9018157693689464,0.0037100665750276376,-0.3948871090286506,0.07000954785314112,-1.0129209403484878,0.6149552294358139,NUP50
GPAT1,-2.8932589528801347,0.0038126681542758425,-0.3937226737941938,0.07175779569124313,-1.4946813162906711,0.3189447739125793,GPAM
WWP2,-2.891230825491889,0.003837361599616213,-0.39344668061449567,0.07175779569124313,-0.8370305912431704,0.27610794678267236,WWP2
UIMC1,-2.891230825491889,0.003837361599616213,-0.39344668061449567,0.07175779569124313,-0.963338735376667,0.4489832224972073,UIMC1
POMP,-2.883220935509966,0.0039363125147876,-0.39235667265052115,0.07198325137417323,-0.8086357319909293,0.5116669851983139,POMP
RPB9,-2.883220935509966,0.0039363125147876,-0.39235667265052115,0.07198325137417323,-0.7255466936428047,0.41659818339206606,POLR2I
BCLF1,-2.8839033263481504,0.0039277931134056926,-0.39244953428156015,0.07198325137417323,-0.7661415673849731,0.834673168826919,BCLAF1
5NTC,-2.8839033263481504,0.0039277931134056926,-0.39244953428156015,0.07198325137417323,-0.86657274578497,0.08056273319541646,NT5C2
PRR12,-2.8839033263481504,0.0039277931134056926,-0.39244953428156015,0.07198325137417323,-0.4484371380831357,0.721775387283687,PRR12
SP2,-2.8732156094339265,0.004063167128366137,-0.3909951202284956,0.07390883836023084,-1.5169864114270302,0.3641630081083695,SP2
TEX30,-2.8714278746323556,0.004086220179742361,-0.3907518403363142,0.07390883836023084,-0.830018426713381,0.14855582499434763,TEX30
SAMD1,-2.8598467448895435,0.0042384578105331035,-0.38917584819659984,0.07518497752131956,-0.6036768018697044,0.6350051867866804,SAMD1
ZBTB1,-2.8367834646888217,0.004557050625045546,-0.3860373332917886,0.07542145762736982,-0.9090084362994806,0.36399565672612677,ZBTB1
CENPH,-2.8318219729132883,0.004628360987015969,-0.38536215977995125,0.07542145762736982,-0.7612674513928566,0.4611800425061753,CENPH
C9JCC6,-2.8318219729132883,0.004628360987015969,-0.38536215977995125,0.07542145762736982,-1.0856247212820127,0.25532453034267105,DRAP1
ANM5,-2.8301659972857625,0.004652385906275468,-0.3851368100402888,0.07542145762736982,-0.7039290320227057,0.199913475795803,PRMT5
TSYL1,-2.8301659972857625,0.004652385906275468,-0.3851368100402888,0.07542145762736982,-0.6397419381469522,0.5306590249178502,TSPYL1
CI114,-2.8301659972857625,0.004652385906275468,-0.3851368100402888,0.07542145762736982,-0.942189932533051,0.25333348085162244,SPOUT1
TRM13,-2.837715908780752,0.004543760447858374,-0.3861642228606165,0.07542145762736982,-0.6979463697925543,0.4321186553852026,TRMT13
MCAF1,-2.8301659972857625,0.004652385906275468,-0.3851368100402888,0.07542145762736982,-0.9626523381440129,0.19882778097353393,ATF7IP
KAP2,-2.8301659972857625,0.004652385906275468,-0.3851368100402888,0.07542145762736982,-0.798407203320273,0.33127877809194717,PRKAR2A
RT26,-2.8301659972857625,0.004652385906275468,-0.3851368100402888,0.07542145762736982,-0.511483448774211,0.6592765992986439,MRPS26
UBP16,-2.8301659972857625,0.004652385906275468,-0.3851368100402888,0.07542145762736982,-0.7604273417228542,0.5547925401021326,USP16
F5H2X7,-2.837715908780752,0.004543760447858374,-0.3861642228606165,0.07542145762736982,-0.4555742300161423,0.3838572809827593,CIZ1
UNG,-2.851624923772822,0.004349639114002682,-0.38805700005813276,0.07542145762736982,-0.6475446428983604,0.4726698891481159,UNG
GID4,-2.844339070645646,0.004450366071648197,-0.3870655210302193,0.07542145762736982,-1.0036873243944435,0.0889662450877493,GID4
Q05GC8,-2.8473323633361787,0.004408730698241785,-0.38747285657147523,0.07542145762736982,-0.9946751221728926,0.40531263005987217,TRERF1
NPAT,-2.8473323633361787,0.004408730698241785,-0.38747285657147523,0.07542145762736982,-0.9360001760143816,0.20748687518825457,NPAT
