Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
TXK,3.299367008064804,-0.22635812162034044,6.384497196158368,1.8304270152322001e-07,0.002181685959455259,5.878862776649438
IL23A,3.1132491710833903,0.4566211527679836,5.642488922199274,1.8652874551350334e-06,0.011116180588877232,4.258265804141818
NAALADL2,3.318827697980815,1.8181641067470327,5.421867014776791,3.7196036351563217e-06,0.011461319199647093,4.07639478353536
GRHL3,4.144674151893762,0.5997225662242811,5.411140488927535,3.846402953149457e-06,0.011461319199647093,3.8720407655780313
SERPINB2,5.9423277199229485,1.9583816441654305,5.120559011231769,9.51803149135608e-06,0.018907569557578854,3.3318030102852285
SDR16C5,3.8128362086396064,0.9010844651656963,4.672881530648468,3.796738984240155e-05,0.04825101615071513,2.0235589611100018
SLC44A4,4.26635004807009,0.6162936451382032,4.6860509562905515,3.6463984452713216e-05,0.04825101615071513,2.0291615298065917
MACC1,5.1502752246117245,3.287845593109059,4.72783977973446,3.207195901304052e-05,0.04825101615071513,2.320533759420506
PRSS3,4.275797321483102,1.8735487435074225,4.579164148945415,5.058248679721048e-05,0.054808423648722876,1.8665161968895214
EXOC1,0.7573665336522124,5.367438907064843,4.456248773629309,7.355419627479897e-05,0.06262089038566634,1.5645775148521546
DUSP14,1.4044090748119356,5.390716578698796,4.476510364931295,6.91623139461194e-05,0.06262089038566634,1.618672458853717
RAMP1,4.1883673365643865,1.1512001065860784,4.485733167230533,6.724961530450711e-05,0.06262089038566634,1.5629765291586688
NIPAL1,2.136137395005187,3.5945648859398034,4.342906288830027,0.0001036707931943772,0.08237681227225213,1.2666799175817607
ABHD11,1.2358259185840437,4.6076100920678185,4.230271493231967,0.00014548891186953993,0.09633790780961368,0.9457326580257162
OSBPL3,1.5250723844433116,6.263338645852701,4.234989334588282,0.00014344502763866587,0.09633790780961368,0.9365457356613378
