,feature,stat,p-value,effect_size,q-value,in_group_mean,out_group_mean
616,TAF9B,-2.2150996967781533,0.02675322225489656,-0.3014368881389008,0.16688531111412883,-0.42583298712280876,0.46825647237556384
617,GNB1L,-2.2143538729867127,0.0268044453619475,-0.3013353943762865,0.1669634852403621,-0.8794962338743376,0.265147551667075
618,BTF3,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.48887505437416995,0.6354901810643552
619,CHAP1,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.9152914438969966,0.29719064480100377
620,GNL3,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.6426973056983198,0.3646443666812267
621,DJC21,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.5981092768923448,0.11200802895896063
622,G8JLH6,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.9990140346763642,-0.1588390819605877
623,PQBP1,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.6500241101923132,0.42204853258531755
624,PSPC1,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.5060522154201667,0.40517398827038653
625,RT02,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.8384983811407827,0.32771531930415176
626,PRS4,-2.2032304915579037,0.02757850722620983,-0.2998216938921236,0.1694809746750165,-0.6473085840559573,0.11561409529308928
627,TF3C6,-2.2020168923813777,0.027664115254655165,-0.2996565439624152,0.16975520797745436,-1.5428930717063454,-0.03513697953068397
628,OTUD5,-2.19942959691286,0.02784739006237947,-0.29930445764509944,0.17018758073579413,-0.6918499311244715,0.40011448003742567
629,DCAF4,-2.19942959691286,0.02784739006237947,-0.29930445764509944,0.17018758073579413,-0.8755103904260224,0.06973728246806883
630,SFR1,-2.19942959691286,0.02784739006237947,-0.29930445764509944,0.17018758073579413,-0.8388073181869551,0.1978756132722515
631,DCP1A,-2.1981275454082168,0.02794001808313375,-0.29912727087814395,0.17018758073579413,-0.37477927919187104,0.7151616895752967
632,A0A494C169,-2.1981275454082168,0.02794001808313375,-0.29912727087814395,0.17018758073579413,-0.5427082781361163,0.8478140230651036
633,RBM18,-2.192193943453518,0.028365505605209992,-0.29831980992671103,0.17227261615363604,-0.7814377919076724,0.23397052323879153
634,CSPP1,-2.1910225261609995,0.028450162384642774,-0.29816040022434753,0.17227816394444811,-0.8022988500996607,0.16529252909470582
635,IN80E,-2.1910116190686018,0.028450951647388464,-0.29815891595707245,0.17227816394444811,-2.634540763002642,-0.5248232437105672
636,RLF,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.737698234102645,0.12819272138056337
637,MTREX,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.8112119036572907,0.5107899537809463
638,LC7L2,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.5016714531088677,0.5222995272367188
639,DNJC8,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-1.2712100942520501,0.18355495323545082
640,H0Y993,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.2927448283436912,0.574981370518121
641,SETX,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.300153646574992,0.36136806510454256
642,KPCI,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.7114602440502502,-0.11298845718422788
643,CREB1,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.928065626885868,0.24328646116482483
644,M0QYS1,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.1756795248502163,0.6780787230769243
645,TOX4,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.6210870386233617,0.6323812823430838
646,NASP,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.6343781661640289,0.4651496689782643
647,H3BNC9,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.3945312595868322,0.5627380094548708
648,PAIRB,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.4860261995875714,0.5230113365422591
649,CSK,-2.1853180485371078,0.02886553495351207,-0.29738411914503315,0.17227816394444811,-0.903273438516232,0.2036729964152888
650,CASP2,-2.1837121183702206,0.0289834087332475,-0.29716557972995444,0.17285713315062798,-0.40159632457272654,0.418669364059089
651,ZN217,-2.1783245945486835,0.029381879370073548,-0.29643243059996255,0.17423012791817413,-0.7753754589028132,0.17915540983715036
652,AP2A,-2.1783245945486835,0.029381879370073548,-0.29643243059996255,0.17423012791817413,-0.8260380055476567,0.10784682826692298
653,RSRC1,-2.1779681774428403,0.029408406010268433,-0.296383928375245,0.17426268625827163,-1.027400964007477,0.4540996836799361
654,E4F1,-2.1766446551716285,0.02950709063476911,-0.29620381980704064,0.1743832420367285,-0.4865671639719099,0.46241399197913324
655,LMBL2,-2.1750741064205266,0.029624563499555688,-0.2959900951927981,0.17466895660520948,-1.0375636898533827,-0.07230576133167398
656,AR13B,-2.172620473133704,0.02980889370453068,-0.2956561979945413,0.1755059526995964,-1.288173261499513,0.10945448924037192
657,IFT56,-2.1719367269514493,0.029860435772699766,-0.29556315192453575,0.17555986511074864,-0.8862408388376303,0.07315591832901773
658,AVR2A,-2.1719367269514493,0.029860435772699766,-0.29556315192453575,0.17555986511074864,-0.38314066522123774,0.6267436554580165
659,SAPC2,-2.1705954468388473,0.029961766577578822,-0.2953806268202014,0.17578950884054403,-1.1097097125803956,0.3577728320391356
660,S27A4,-2.167405605516312,0.03020394022715326,-0.2949465443979427,0.17578950884054403,-0.3195562019505292,0.5650462086102279
661,TR150,-2.167405605516312,0.03020394022715326,-0.2949465443979427,0.17578950884054403,-0.32978754278203887,0.6118965621541885
662,BRE1B,-2.167405605516312,0.03020394022715326,-0.2949465443979427,0.17578950884054403,-0.6407248721771832,0.27225060789961153
663,ITPK1,-2.167405605516312,0.03020394022715326,-0.2949465443979427,0.17578950884054403,-1.24006938081143,0.15225923382766027
664,HOP2,-2.1669963119195694,0.030235135339106895,-0.2948908465942201,0.17578950884054403,-1.5481203049059544,0.1441622380240487
665,MSL2,-2.1656228851349337,0.030340016142305755,-0.2947039468819185,0.17625294089962196,-0.667027798210069,0.4020145581006172
666,EFNB2,-2.1648160594906374,0.030401774459418423,-0.29459415181858967,0.1764879464763996,-0.9026116700389754,0.05286853348416422
667,KCD20,-2.1633681941176444,0.03051287184859416,-0.2943971222974743,0.17700884481355325,-1.1016199045922792,-0.03120094075620056
668,NAF1,-2.1610877557256547,0.0306885612228272,-0.2940867939391283,0.17719554879651328,-0.3887335335316764,0.525077897043295
669,P52K,-2.15852164368915,0.03088729749663993,-0.29373759032178104,0.17719554879651328,-1.494562847396589,0.18171968973261546
670,TPRKB,-2.15852164368915,0.03088729749663993,-0.29373759032178104,0.17719554879651328,-0.9367605506593156,0.3115737122044994
671,SORL,-2.15852164368915,0.03088729749663993,-0.29373759032178104,0.17719554879651328,-0.9653640924796306,0.054447550696180305
672,ZDH20,-2.15852164368915,0.03088729749663993,-0.29373759032178104,0.17719554879651328,-0.3162744247489401,0.6760881095326823
673,RUSD4,-2.15852164368915,0.03088729749663993,-0.29373759032178104,0.17719554879651328,-0.5260640123280088,0.3957564849814357
674,FRRS1,-2.1578017974978767,0.030943245082528378,-0.2936396316627863,0.1773936624662042,-0.608406238162765,0.08507575385227477
675,ZWINT,-2.1548285049587785,0.031175256757324875,-0.2932350177974077,0.17805149196016642,-0.8372343844127842,0.24812866402524153
676,NDE1,-2.1545545393788235,0.03119670973293402,-0.29319773580418684,0.17805149196016642,-0.39778416157499796,0.5734283184458383
677,MDN1,-2.149493162495516,0.031595327520695875,-0.29250896965085227,0.17805149196016642,-0.7729434603830814,0.06652865133343724
678,FABP5,-2.149493162495516,0.031595327520695875,-0.29250896965085227,0.17805149196016642,-0.855711414922269,0.11539440717258294
679,STRBP,-2.149493162495516,0.031595327520695875,-0.29250896965085227,0.17805149196016642,-0.5957930326580431,-0.16936218151869378
680,B0QY89,-2.149493162495516,0.031595327520695875,-0.29250896965085227,0.17805149196016642,-0.8133650682464857,0.012676308014352213
681,YBOX3,-2.149493162495516,0.031595327520695875,-0.29250896965085227,0.17805149196016642,-1.0148525980845071,0.18513734924606354
682,RIOX2,-2.149493162495516,0.031595327520695875,-0.29250896965085227,0.17805149196016642,-0.4896836958256766,-0.006202257875521461
683,DDX31,-2.149493162495516,0.031595327520695875,-0.29250896965085227,0.17805149196016642,-0.3581907455096648,0.45372400263190693
684,H11,-2.147616097434731,0.03174426556022577,-0.292253533450134,0.17852647379559422,-0.27347703237777976,0.5438592994569141
685,SPY1,-2.1444438569900384,0.03199733937639161,-0.29182184620397195,0.1798276522347545,-0.651879153996462,0.2853743526298556
686,MAML1,-2.1428681849266917,0.03212368429526278,-0.29160742439524096,0.18041532250980125,-0.7045982361586194,0.22097847810657917
687,PMYT1,-2.1387186928296167,0.032458457788453875,-0.2910427500435996,0.18106792210070832,-0.584795237347295,0.3613071912172521
688,NAB1,-2.1387186928296167,0.032458457788453875,-0.2910427500435996,0.18106792210070832,-0.4092731273504495,0.5003720070219242
689,EYA3,-2.1387186928296167,0.032458457788453875,-0.2910427500435996,0.18106792210070832,-0.655976357788495,0.26226470309245226
690,GBG5,-2.1387186928296167,0.032458457788453875,-0.2910427500435996,0.18106792210070832,-0.8754383947404032,0.1804490290353962
691,SAP30,-2.1387186928296167,0.032458457788453875,-0.2910427500435996,0.18106792210070832,-0.8554066757960547,-0.009182256655470367
692,MKRN2,-2.1387186928296167,0.032458457788453875,-0.2910427500435996,0.18106792210070832,-0.5781735551362056,0.37318457601192295
693,IN80C,-2.1340349723371204,0.03283991815995488,-0.2904053764155755,0.18294948354880042,-0.3820730724669021,0.5538882837690814
694,KAISO,-2.1340349723371204,0.03283991815995488,-0.2904053764155755,0.18294948354880042,-0.4950428439144369,0.28552958055144867
695,SON,-2.13158071947472,0.03304133015667057,-0.2900713949037618,0.18296415709749933,-0.48681994928057454,0.22652635974904203
696,A0A5H1ZRP4,-2.13158071947472,0.03304133015667057,-0.2900713949037618,0.18296415709749933,-0.46950029472784305,0.4161226024037155
697,AHNK,-2.13158071947472,0.03304133015667057,-0.2900713949037618,0.18296415709749933,-0.4482778596981145,0.24381050200860682
698,ATR,-2.13158071947472,0.03304133015667057,-0.2900713949037618,0.18296415709749933,-1.0169743920235488,-0.027478493140572928
699,AINX,-2.1222384653700215,0.03381771792387111,-0.2888000751479878,0.18665854989489636,-0.7574689129881516,0.6381828367254785
700,A0A087X0H9,-2.1221974659223504,0.03382115926994682,-0.28879449582984723,0.18665854989489636,-0.5444478326958037,0.5561932685832048
701,A0A0G2JK44,-2.1221974659223504,0.03382115926994682,-0.28879449582984723,0.18665854989489636,-0.9049798561240399,0.07487696375952374
702,TF3B,-2.1218217784664355,0.033852707068593314,-0.2887433712426386,0.18670827254076366,-0.4979077667078294,0.35864613520113
703,SNX15,-2.118915741970083,0.03409758832880492,-0.2883479097654181,0.18722532340994533,-0.6993893275628879,0.0028908140301995436
704,FBX30,-2.118915741970083,0.03409758832880492,-0.2883479097654181,0.18722532340994533,-0.5766745319597387,0.35104815196753536
705,GBRL2,-2.118915741970083,0.03409758832880492,-0.2883479097654181,0.18722532340994533,-0.6742238934844524,0.12196811692013254
706,BACH1,-2.116950987028628,0.034264007734869144,-0.28808054048340825,0.18722532340994533,-0.6917499924715834,0.4321719926750681
707,RL10,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.29415698444568783,0.9794946263336497
708,GAPD1,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.7579214462038966,0.13893034857076558
709,LMNB1,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.6903212569151835,0.6470757107181139
710,SCAF4,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.7411030783001099,0.28945573579212214
711,SF01,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.3490355131346748,0.6530870358238172
712,NOL9,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.7357495603563644,-0.07279092765893114
713,PAF1,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.5464218790626673,0.6270546674287767
714,RS10,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-1.0563949101087171,0.105863009189167
715,RM15,-2.113668276453924,0.03454360984106132,-0.2876338201566714,0.18722532340994533,-0.6166767275151301,0.49566325743861106
716,DCP1B,-2.1135154052954173,0.03455667787226055,-0.28761301702696423,0.18722532340994533,-0.5031626106613418,0.3299137794819204
717,DIM1,-2.1086242662684826,0.03497702659218816,-0.2869474173115752,0.18846196641763896,-0.530826745304867,0.20971852878119995
718,RBM23,-2.1086242662684826,0.03497702659218816,-0.2869474173115752,0.18846196641763896,-0.727011999877923,0.09487084322469498
719,A8MU27,-2.1086242662684826,0.03497702659218816,-0.2869474173115752,0.18846196641763896,-0.6082343283698721,0.29278037517748456
720,A0A0A6YYK5,-2.1082146164423023,0.03501242954089164,-0.2868916710311662,0.18846196641763896,-0.6190748269615556,0.4750721836570979
721,CBX2,-2.1033353531577266,0.03543646514850231,-0.2862276873996158,0.19062056966895657,-0.7256910087636178,0.11575197059477324
722,B4DJL6,-2.0991127911105494,0.03580695913982622,-0.28565306948723657,0.19123039915829643,-0.45562358862421437,0.4970440465448281
723,PTBP3,-2.0991127911105494,0.03580695913982622,-0.28565306948723657,0.19123039915829643,-0.7799175349907027,-0.13723244097819134
724,TTF1,-2.0991127911105494,0.03580695913982622,-0.28565306948723657,0.19123039915829643,-0.3924253824330525,0.3153879325921321
725,S14L1,-2.0991127911105494,0.03580695913982622,-0.28565306948723657,0.19123039915829643,-0.6713125182088187,0.19513250384303374
726,TSAP1,-2.0991127911105494,0.03580695913982622,-0.28565306948723657,0.19123039915829643,-0.7596463827437027,0.1622850623385523
727,MDC1,-2.095755833433128,0.03610385614239203,-0.28519624540958094,0.19123039915829643,-0.4887043937483148,0.6405067083216238
728,NOG2,-2.095755833433128,0.03610385614239203,-0.28519624540958094,0.19123039915829643,-0.40386814134877386,0.5247995794480861
729,RT27,-2.095755833433128,0.03610385614239203,-0.28519624540958094,0.19123039915829643,-0.4787422939411908,0.5665369688443503
