,feature,stat,p-value,effect_size,q-value,in_group_mean,out_group_mean
5022,ARFG1,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.372443607390172,0.018182523433083315
5023,SEC62,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.4390741235678072,0.29825045445070475
5024,MOT4,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,-0.2500332245402384,-0.4785330676219517
5025,KS6A3,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,-0.2957204922695328,-0.7462337158352893
5026,SQSTM,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.5665498688122195,0.12435217903497042
5027,TR10A,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.1551996246336944,-0.002333616023210544
5028,A0A3B3IRW6,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.26197898740762476,0.15797600572923462
5029,RALB,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.24536809720928518,0.11055741281073157
5030,A0A1B0GUZ7,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.016636835403764188,-0.3435787656897717
5031,CISY,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.5196926879734648,0.07396449842595242
5032,ORML1,0.4657235185406951,0.6414134157863329,0.06337694342435132,0.8170796150044568,0.014910128397313527,-0.5605401878971018
5033,KLC3,0.46737878934398275,0.6402288951206427,0.06360219724958363,0.8170796150044568,0.10579884173562679,-0.5787554468936925
5034,HPS5,0.4719500419591709,0.6369624479579898,0.06422426593805998,0.8146668085354312,-0.02928296749232176,-0.09474353752690044
5035,KHDR3,0.4719500419591709,0.6369624479579898,0.06422426593805998,0.8146668085354312,-0.11762708798036546,-0.33742868063600107
5036,PRD15,0.47336463120312877,0.6359530588485831,0.0644167671515781,0.8138784395954985,1.0808582684685737,0.5246818298547343
5037,B4GT4,0.47527082062880366,0.6345939543014978,0.06467616667635545,0.8125156595724278,0.5070412100786328,0.2650805773607015
5038,MED12,0.47527082062880366,0.6345939543014978,0.06467616667635545,0.8125156595724278,-0.08190943453024022,-0.3083831907019568
5039,PXK,0.47527082062880366,0.6345939543014978,0.06467616667635545,0.8125156595724278,-0.22793605497142702,-0.3795883685634262
5040,MYO9B,0.47527082062880366,0.6345939543014978,0.06467616667635545,0.8125156595724278,0.08917246190306567,0.0146096230597312
5041,MED22,0.47691048323826596,0.6334258666787942,0.06489929649543896,0.8125156595724278,-0.011116600025168497,-0.26222930076470635
5042,U2AFM,0.4772135722318333,0.6332100474775773,0.06494054168326638,0.8125156595724278,-0.14614751914988872,-0.42722632127099
5043,MARH5,0.47955262622594647,0.6315455390380069,0.06525884661473284,0.8111198830063332,-0.5715186427661351,-0.7961165779669421
5044,OSBL2,0.4796467116773492,0.6314786253096878,0.06527165002296373,0.8111198830063332,0.17146691043293288,-0.0002581117502328503
5045,ARI5B,0.48027045062418966,0.6310350975280965,0.06535653014254485,0.8107156867125855,0.2946125053565319,0.045934281956875544
5046,ARRD1,0.48205536893477513,0.6297666137366108,0.06559942675884957,0.8092115136023087,0.32287945615702046,-0.11428677409262582
5047,Q5LJA5,0.4823176058914433,0.6295803422433568,0.06563511268860164,0.8090976660167495,0.11342838958774526,-0.11250886747052051
5048,F8WES2,0.48291213938658145,0.6291581219775927,0.0657160184496062,0.8086805093037048,-0.3842729396529733,-0.740291403425808
5049,NUD19,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.044608100201420864,-0.40011036685846735
5050,PARP9,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.4191852591728685,0.07732990514618693
5051,CUL5,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.06880675251102004,-0.25385629529005843
5052,PLST,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,-0.04811562817418066,-0.8638219463171071
5053,NSDHL,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,-0.5168420412590844,-0.1759682266974087
5054,RABL3,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.08856106791694403,-0.05370931125113778
5055,MCCA,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.1724313864823553,-0.11038293226711116
5056,FKBP5,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.2747030486451166,0.0651012154036024
5057,ATP5L,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.20347025081951714,0.044740795717535
5058,QCR1,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.19450841908559818,-0.18294568577276063
5059,CPNE2,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.2908468124092491,0.02779969658580584
5060,HAUS6,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.1551114235975014,-0.1980584273916895
5061,ARID2,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.03651434985002295,-1.4614983405779076
5062,VAPA,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.24770147510987467,0.2235309434683667
5063,CCZ1B,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.011016053069503285,-0.18849699197548403
5064,ATRX,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.03747785967262809,-0.28579596370159377
5065,VINC,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.16533223844229913,-0.09742569768186514
5066,LSM12,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.31376145335696387,0.1622406325765707
5067,SRBD1,0.483635961561491,0.6286442482988013,0.06581451817144175,0.8081453992717675,0.10596466634340682,0.07784299165638281
5068,K7ELE3,0.48686449556014766,0.6263543610340876,0.06625386599999376,0.8081453992717675,0.19411007528081278,0.07906502489826162
5069,GA2L3,0.4870881870470524,0.6261958374339207,0.0662843065557005,0.8081453992717675,0.3194850777720078,0.25020957435109276
5070,CEP95,0.4879500364742666,0.6255852315243253,0.06640158940746631,0.8081453992717675,-0.14614799324029124,-0.43830721724498856
5071,DUS14,0.48980536649995393,0.6242716328817428,0.06665406784454402,0.8081453992717675,0.1592135301668701,-0.009676680128465454
5072,A0A2R8Y504,0.49246960900087394,0.6223874011199326,0.06701662532667127,0.8063586535623275,-0.16796189669088202,-0.3596110855620923
5073,TM41A,0.49246960900087394,0.6223874011199326,0.06701662532667127,0.8063586535623275,-0.14110852941933877,-0.3571441883174733
5074,A0A494C143,0.49246960900087394,0.6223874011199326,0.06701662532667127,0.8063586535623275,-0.09637865594415418,-0.37946085435599514
5075,Q86WV7,0.49246960900087394,0.6223874011199326,0.06701662532667127,0.8063586535623275,1.0701065303455157,0.4007548913742217
5076,MILK1,0.49507377148833714,0.6205480473200617,0.06737100695453693,0.8047897793476659,0.18432518232670064,-0.2390121592051891
5077,MAL2,0.49507377148833714,0.6205480473200617,0.06737100695453693,0.8047897793476659,0.003058485980944492,-1.0839473343958526
5078,MA2B2,0.49507377148833714,0.6205480473200617,0.06737100695453693,0.8047897793476659,0.24666803306858562,0.13021941689844968
5079,EVL,0.49746833816309105,0.6188588249740836,0.0676968662049936,0.8040505812555377,0.05441460315429183,-0.8961661594110827
5080,IGBP1,0.5007733956671916,0.6165306111884281,0.0681466275636382,0.8012769976600155,0.35546948374272613,0.10849504121720652
5081,ACSF2,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.03928363086664642,-0.1655473611267345
5082,PSD10,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.3419611418320769,0.1226711836608027
5083,DPP4,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.3021403533131085,0.05051388128467376
5084,CK5P3,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.10444907975235676,-0.16622953042540878
5085,XRN2,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.07970949102602295,-0.26685994944108066
5086,MRCKB,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.3725733655443174,0.04953442137714622
5087,PLAP,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.2017253005155803,-0.029433896973333415
5088,FSCN1,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,-0.13894635323196697,-0.4053188201768212
5089,SYIC,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,-0.03680455656188166,-0.27611680692465995
5090,A0A096LPC5,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.10799750537184742,0.0664586252429633
5091,EF1B,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.3321677488454182,-0.10774037604948405
5092,PMVK,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.35322583164285815,0.12991471698639706
5093,RL37A,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.13233640787903303,-0.12663969576865164
5094,RALY,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.11914781702823558,0.13055931990136121
5095,ERP29,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.36868369420449876,0.3973876667889496
5096,FIGL1,0.501548404582287,0.6159852206963405,0.0682520929185322,0.8008194551551294,0.0995743237660474,-0.2047874945983627
5097,2ABD,0.501610310127101,0.6159416655671237,0.0682605171961457,0.8008194551551294,-0.22453137330559358,-0.9812940655227023
5098,FBXW9,0.5033670414105182,0.614706239414349,0.06849957804389888,0.8008194551551294,0.09894400464917291,-0.03392974548366487
5099,KSYK,0.5039526306789697,0.6142946646634824,0.06857926664981863,0.8008194551551294,-0.05905977738164494,-0.18827490124336962
5100,PSD3,0.5056205829602307,0.6131230293263683,0.06880624620561868,0.8008194551551294,-0.05131407358296644,-0.29383699449203865
5101,SENP7,0.5064670529655853,0.6125288131303404,0.06892143618315698,0.8008194551551294,0.14347468926283732,-0.11025129658503847
5102,LYSM3,0.508000508000762,0.6114529869535043,0.06913011298202835,0.7999489172335486,0.0577418905813743,-0.21557228560699476
5103,RP25L,0.5090278103806222,0.6107327308222954,0.06926991112881747,0.7991328292737159,-0.06718891122532601,-0.78152392680874
5104,FKTN,0.5111012519999519,0.6092801593041028,0.06955207079430681,0.797358110533205,-0.24177414922639132,-0.7748005029879205
5105,GFRP,0.5144434027684821,0.6069420207645698,0.07000687990688179,0.795051818471489,0.3135581889593277,-0.40241560304943813
5106,ECHP,0.5148767223478706,0.6066391680290388,0.07006584723271841,0.794780779369375,-0.2595446306704677,-0.4993384844890492
5107,CGNL1,0.5148767223478706,0.6066391680290388,0.07006584723271841,0.794780779369375,0.05865374328817117,-0.08720769298102539
5108,A0A2R8Y596,0.5148767223478706,0.6066391680290388,0.07006584723271841,0.794780779369375,0.17962907919619497,0.11455200072969192
5109,YPEL5,0.5158132883285284,0.6059848206590817,0.07019329771955513,0.794780779369375,-0.2603297792718728,-0.05015169968868007
5110,COX19,0.5163977794943223,0.6055766163353462,0.07027283689263066,0.794780779369375,-0.02835107677364403,-0.16248201258058528
5111,ANCHR,0.5182227603445676,0.6043028564300604,0.07052118533004463,0.7939801526830484,-0.08048596777032396,0.11594536126200801
5112,BID,0.5193205584696801,0.6035372192964352,0.07067057673266183,0.7930999880475363,0.12543098777095077,-0.2356619437884584
5113,FAKD5,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,-0.021162618571350888,-0.15373320446659897
5114,SYCC,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.5002686221016976,0.03399145457332587
5115,IMP4,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,-0.2177596520554368,-0.7123439226619922
5116,GNAI3,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.18311261414049693,-0.208793108448857
5117,MYO1E,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.18811414925318823,-0.546039739766233
5118,AGR2,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.17650497180953992,0.03609364925335942
5119,F10A1,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.36149609481729394,0.12582157382822332
5120,J3KQJ1,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.3977530678825373,0.16662958655409763
5121,AGK,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,-0.07652997385677043,-0.9747744611683951
5122,CATA,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.34453931672633453,0.26918444532831926
5123,SAMH1,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,-0.07241382916749153,-0.37481399399416315
5124,KIF2A,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,-0.07866115814213935,-0.16478484117781833
5125,PLGT2,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,-0.057050395834510145,-0.004311725903290493
5126,GOGA3,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.05235314976795573,-0.16172700482728106
5127,GLYC,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,0.22198974959255885,-0.023076798994577173
5128,KDM3B,0.519460847603083,0.6034394089046289,0.07068966766562262,0.7930972653285651,-0.16518559200269373,-0.2021513640742996
5129,GATD1,0.5206330987647748,0.6026223873906713,0.07084919084320762,0.7930972653285651,0.17839708065027798,-0.044485029138458754
5130,RAB3D,0.5209030143627588,0.6024343354375875,0.07088592170368978,0.7930972653285651,-0.19210887782638655,-0.8589748772842597
5131,ZN316,0.5242650104380329,0.6000942296245091,0.07134343142044873,0.7930972653285651,0.16173460055236227,-0.04024462525366305
5132,PGAP1,0.5242650104380329,0.6000942296245091,0.07134343142044873,0.7930972653285651,0.04560982925013027,-0.08421117572773448
5133,MTMRD,0.5242650104380329,0.6000942296245091,0.07134343142044873,0.7930972653285651,0.15059066666302953,-0.006241296336973674
5134,ALKB4,0.5276448530110863,0.5977458557030397,0.07180336973794409,0.791010649943128,0.36825750980954,0.30926556297364205
5135,PON3,0.5281452275692498,0.597398541801176,0.07187146209059804,0.7906846104393269,0.03196775839523258,-0.3800241955556412
5136,CO039,0.5305596163425054,0.5957239864997804,0.07220001878699694,0.7888391151157579,0.05681267415554672,-0.21946252417354906
5137,RN146,0.5328701692569688,0.5941234562555449,0.07251444521278229,0.7870971872094888,-0.024370676521706006,-0.4081142042942165
5138,NRM,0.5335087430842801,0.5936814604324283,0.07260134410389388,0.7866374309376577,-0.012408061003891177,-0.46245673351186917
5139,COMD5,0.5335087430842801,0.5936814604324283,0.07260134410389388,0.7866374309376577,0.22621267044490648,-0.09919681916023076
5140,MTSS2,0.5335087430842801,0.5936814604324283,0.07260134410389388,0.7866374309376577,0.23728003444833604,-0.07629887697620423
5141,IPPK,0.5342159675831923,0.5931921230094367,0.07269758516811224,0.7864922450400406,0.1016146663002023,-0.35997576616547894
5142,ACAD8,0.5346796732074042,0.5928713796420262,0.0727606875108999,0.7863186853913777,0.2340538558761301,0.042772717688672565
5143,HACD3,0.5346796732074042,0.5928713796420262,0.0727606875108999,0.7863186853913777,0.47668151359061073,0.3424692445283312
5144,PTCD2,0.5346796732074042,0.5928713796420262,0.0727606875108999,0.7863186853913777,-0.06519836482389896,-0.1437032656980753
5145,F5GXJ1,0.5346796732074042,0.5928713796420262,0.0727606875108999,0.7863186853913777,0.6807612589359168,0.17722614790611174
5146,NU5M,0.5346796732074042,0.5928713796420262,0.0727606875108999,0.7863186853913777,0.03623954125199862,-0.14738130909253913
5147,RRAGC,0.5346796732074042,0.5928713796420262,0.0727606875108999,0.7863186853913777,-0.1316720207474141,-0.7830025412952372
5148,HDHD3,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.12920004481480105,-0.5861832200630772
5149,M0QXF9,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.10412526830738036,-0.1897878501796893
5150,PTN12,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,-0.10086715274166394,-0.20161679827249424
5151,FKB10,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.20258576278433696,-0.08615734565037532
5152,TXTP,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.5890920601983689,0.4668426690060411
5153,RUFY1,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.05503669370438806,-0.06430092525745155
5154,TPIS,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.31556802047508326,0.11636243897321252
5155,PLCE,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.4944667837492399,0.07455212710691411
5156,PGM2L,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.23870770812016864,-0.19215203039205062
5157,GOPC,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.095527454595116,-0.13770366325586222
5158,J3QRU1,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.10300221926625608,-0.11026714540393534
5159,B4DUT8,0.537373290623879,0.591009789026411,0.07312724241271307,0.786115140060178,0.05157721501203918,-0.20659768196804842
5160,GPX2,0.537914353639919,0.5906361784738108,0.07320087176315693,0.786115140060178,0.22169923194871632,-0.06011832988399778
5161,NDRG3,0.537914353639919,0.5906361784738108,0.07320087176315693,0.786115140060178,0.35291963402137305,0.06976478531016368
5162,FADD,0.5380275868489703,0.5905580033291757,0.07321628085116325,0.786115140060178,0.26683121372500423,0.10117509243784484
5163,AAKB1,0.5401957185984164,0.5890620649727059,0.07351132621123384,0.786115140060178,-0.1514533604090488,-0.49625251020938305
5164,PF21A,0.5408420485294111,0.5886164575234699,0.07359928057436857,0.786115140060178,0.22691810203266197,0.005049899225118133
5165,R39L5,0.5463885694440419,0.5847988656996337,0.07435406646817527,0.7832617305506492,0.46045795975712256,0.24726271514309758
5166,RHG04,0.549857399228215,0.5824171855288369,0.07482611441127486,0.7801979244697421,0.12821543394236193,-0.12150059521103641
5167,ZBED1,0.553518724817331,0.5799082623101164,0.07532435771547093,0.777465616600907,0.36112820968772597,0.27417670126496346
5168,ATG4A,0.5543478937468667,0.5793407789194486,0.07543719331480049,0.7769562914956634,-0.2913649869441306,-0.9322375431850964
5169,APBP2,0.5543478937468667,0.5793407789194486,0.07543719331480049,0.7769562914956634,0.4946294380602687,-0.6001376485773695
5170,NUDT8,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,0.13174237444117756,-0.024822697289366664
5171,ANT3,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,-0.04710408528066181,-0.186933851446863
5172,FAT1,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,0.28140569643566615,-0.5619423042793471
5173,TGFA1,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,-0.06692850616235055,0.00010238227546401542
5174,RIDA,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,0.2051176640896088,0.060664327320953344
5175,PKHA1,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,0.01696079787098693,-0.24183124543424955
5176,MYO9A,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,0.11634681955170623,-0.07949576168183796
5177,WDR59,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,0.3598771151904246,-0.025353599073018193
5178,PKHA5,0.5544826240669376,0.5792485940825175,0.07545552778908136,0.7769562914956634,0.10898607122062946,-0.06425854599999806
5179,NDUA5,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,-0.09288874302308103,-0.23474865765834232
5180,NEXN,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,0.3259352646701512,-0.09545192972893377
5181,NSF1C,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,-0.08705213917308251,-0.2706233865084997
5182,ZN800,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,0.11704725120675748,-0.37945575720913594
5183,1433E,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,0.15723883400144678,-0.10991186665986062
5184,TXND5,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,0.12633629575433,-0.4891304738715355
5185,RRP8,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,0.05494118601310788,-0.03397227995287121
5186,THEM6,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,0.02874973450467778,0.04799719747083945
5187,SRXN1,0.5552857336446749,0.5786992353990283,0.07556481715980351,0.7769562914956634,0.4366688757957061,0.1970656429837218
5188,RN5A,0.5560384374855327,0.5781845785844003,0.07566724717855543,0.7769562914956634,-0.13147705870805262,-0.8320174350448123
5189,PUS3,0.5564148840746572,0.577927266220702,0.07571847507070911,0.7769562914956634,0.03842280036098987,-0.3987825520994314
5190,CLD6,0.5591614245528838,0.5760515572041742,0.0760922318890177,0.7769562914956634,-0.02155374523507387,-0.3198081399806794
5191,STAR3,0.5594309277855158,0.5758676588974205,0.07612890663368321,0.7769562914956634,0.04485663172559498,-0.08643460773718223
5192,A0A3B3IRV5,0.5594309277855158,0.5758676588974205,0.07612890663368321,0.7769562914956634,0.21991789717647198,0.18437928006707902
5193,SDCB2,0.5594884228340742,0.5758284301466816,0.07613673071877791,0.7769562914956634,-0.007862356834616757,-0.31723781063074535
5194,A0A087WSZ2,0.5594884228340742,0.5758284301466816,0.07613673071877791,0.7769562914956634,0.2655167704056036,-0.4442624876759434
5195,DHRS7,0.5599539151544296,0.5755108721886671,0.07620007620011429,0.7769562914956634,-0.013651479306774053,-0.13230888067501986
5196,GOT1B,0.5626864207579296,0.5736484325526636,0.0765719231138849,0.7766144166148496,0.134834515024364,-0.06306769590410474
5197,RNF14,0.5688833091987164,0.569435333034257,0.07741521281793373,0.7711627102919381,0.3190259416481666,0.14416965312063798
5198,RGS20,0.5688833091987164,0.569435333034257,0.07741521281793373,0.7711627102919381,-0.44867173356121065,-0.8938718601194671
5199,S35F2,0.5724197752462528,0.5670376217723276,0.07789646489066379,0.7686695563347999,-0.27890091404560785,-0.7594045517544787
5200,ARHGC,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,0.40504869478585814,0.0909943826215941
5201,CWC15,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,0.17162498291196876,0.06313427561646166
5202,F118B,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,-0.11255020878874675,-0.28797328461096394
5203,IQGA1,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,0.23038156920953465,-0.12789902081302362
5204,VPP2,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,-0.41940795703293265,-0.7232906887613798
5205,MOCS3,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,-0.17395804804103712,-0.32443449196844093
5206,PRCC,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,0.2614287069757507,0.09885233222134472
5207,SNAG,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,0.3475151834105898,0.17237770995974544
5208,TYK2,0.5731981766654709,0.5665105187999053,0.07800239190689394,0.7680807099408209,-0.1278857060579834,-0.27276521283807864
5209,GHDC,0.5742855749264711,0.5657745689705507,0.07815036806726285,0.7680807099408209,0.0777993326436359,-0.2717667096689792
5210,TIP,0.5742855749264711,0.5657745689705507,0.07815036806726285,0.7680807099408209,0.09554783014133975,-0.12594885973361497
5211,MSMO1,0.5742855749264711,0.5657745689705507,0.07815036806726285,0.7680807099408209,0.12723990335864468,0.11588301734843573
5212,YTHD1,0.5742855749264711,0.5657745689705507,0.07815036806726285,0.7680807099408209,0.9259824986220874,0.5458260567057222
5213,MGAT2,0.5742855749264711,0.5657745689705507,0.07815036806726285,0.7680807099408209,-0.12478304918692196,-0.5892526057743168
5214,GGA3,0.5742855749264711,0.5657745689705507,0.07815036806726285,0.7680807099408209,0.04027653891365494,-0.17020604457291505
5215,MGME1,0.5742855749264711,0.5657745689705507,0.07815036806726285,0.7680807099408209,0.19555049365981442,-0.01725207686945075
5216,A0A0A0MRL7,0.5745478771676863,0.5655971118883676,0.07818606288111649,0.7680807099408209,0.28776752718333737,0.04331064104747259
5217,HACE1,0.5749889084999459,0.5652987983097892,0.07824607964359515,0.7680807099408209,-0.29114514386768725,-0.7316785669471323
5218,DOC10,0.5792067057140966,0.5624497066771387,0.07882004914432858,0.7680807099408209,0.19609909357104427,0.013641877366132312
5219,SATB2,0.579545525280815,0.5622211377039787,0.07886615664729141,0.7680807099408209,0.5776930828252391,0.36221756033563657
5220,ALKB7,0.5797655118929443,0.5620727579227377,0.07889609303340032,0.7680807099408209,-0.02217605143586436,-0.6252195283418241
5221,E9PF82,0.5809475019311126,0.5612758361345778,0.07905694150420949,0.7675155210529617,0.06671326637718626,-0.22688948664673184
5222,APBA3,0.5823052514202944,0.5603610888858697,0.07924170780682172,0.766758111503272,-0.1512411598952272,-0.6224446610410029
5223,DTNB,0.5824823725107175,0.5602418115904799,0.0792658109342785,0.766758111503272,-0.022367696693957745,-0.3020734863690243
5224,CTND2,0.5847351773491255,0.5587257969544629,0.07957237884228807,0.7650387606563257,-0.030332082833766982,0.1547029767324843
5225,H0Y886,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,-0.08924236384147718,0.25566292333646873
5226,SYTC,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,-0.1340511883336549,-0.49106480832680516
5227,VAT1,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,0.04314234579260841,-0.18604951847645282
5228,NLE1,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,0.04671054711393481,-0.027258371128057037
5229,UBE2O,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,0.09459884504827196,-0.32212670005470406
5230,MAPK2,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,0.2489341410432484,-0.12677142507635872
5231,PCP,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,-0.15555807526524518,-0.2756985159843453
5232,PIR,0.5911106196862669,0.5544463048014621,0.08043996665398438,0.7594300907697276,0.28263062837357217,0.18699437385319123
5233,MTMRE,0.5911924585790583,0.5543914751480271,0.08045110351667624,0.7594300907697276,0.6457539968778142,0.40657340017535937
5234,COMD2,0.5911924585790583,0.5543914751480271,0.08045110351667624,0.7594300907697276,0.251558647764258,-0.27321782330175054
5235,SYGP1,0.5911924585790583,0.5543914751480271,0.08045110351667624,0.7594300907697276,0.2421108471656256,-0.2805663143141686
5236,TM248,0.5916079783099616,0.5541131300694455,0.08050764858994132,0.7594300907697276,0.5596647630872619,0.30534881374717754
5237,PTN3,0.5935092096796344,0.5528404213596838,0.08076637340875638,0.7594300907697276,0.3059736389466318,-0.06416608611692026
5238,TPC10,0.5940885257860046,0.5524529048817779,0.08084520834544431,0.7594300907697276,0.0017714103103503077,-0.20808494932078242
5239,DAD1,0.5940885257860046,0.5524529048817779,0.08084520834544431,0.7594300907697276,-0.3243742693659658,-1.0047384679489573
5240,TMM68,0.5940885257860046,0.5524529048817779,0.08084520834544431,0.7594300907697276,0.10780373361335542,-0.5866099254447722
5241,A0A096LP25,0.5940885257860046,0.5524529048817779,0.08084520834544431,0.7594300907697276,0.20569425231958266,-0.007965918104881646
5242,MARC1,0.5940885257860046,0.5524529048817779,0.08084520834544431,0.7594300907697276,0.038170572260733435,-0.42940105614502133
