Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
COL9A3,7.474977181680484,1.0200207994719475,9.462864435368607,1.9148415882183586e-11,2.2822996889974615e-07,15.188582341435042
CFAP157,3.8735362964052746,-0.33550885193109825,8.071173229366611,1.0729962223981898e-09,6.394520987382012e-06,10.480502621035448
CCDC114,4.539004678920558,-0.7164180415659478,7.87987142402626,1.8996232848903925e-09,7.547203310869529e-06,10.243862888578253
SORBS1,4.685278301558654,1.6994310517434164,7.4660489370958265,6.621392187329343e-09,1.9730093370194608e-05,10.083843874744048
TUBB2B,5.695086693231933,1.6233378036741584,7.124622407584001,1.8778340058580882e-08,4.476380703164511e-05,9.147363563079349
HDAC4,3.330610029154309,3.88057001782739,6.856146686681206,4.290952994950923e-08,8.523978124470008e-05,8.471220934857225
CFAP45,3.702123007605555,0.4120724553270039,6.296252321522274,2.4402967146505356e-07,0.0003387485549846149,6.470483249645364
B3GNTL1,2.5885955856235707,2.7172271883513637,6.2473841299610156,2.8420887237571514e-07,0.0003387485549846149,6.661766978229981
CCDC40,3.5185704648857987,1.1670678592179418,6.297167428014103,2.433343520350512e-07,0.0003387485549846149,6.693345059193799
TPPP3,4.571523257507282,0.16833988956440762,6.26356690128622,2.702172110262876e-07,0.0003387485549846149,6.580346540878988
BCL2L15,5.4940144186704325,0.06869065319337898,5.982682809788786,6.496975997067041e-07,0.0006453121409086839,5.844815377187818
AXIN2,5.832856241758046,1.5241096267082814,5.826598249337986,1.0584991213673275e-06,0.0009704808482751674,5.46748273507405
CARMIL2,3.9764556690697903,0.03554331488528833,5.614400834294428,2.0553438986217762e-06,0.0017498317091194965,4.661322439812922
C15orf62,3.2298827212127708,1.0652915072143478,5.457391554051449,3.3568935307386128e-06,0.0026673875995249017,4.31575939447764
TNFRSF1B,4.911365522068169,0.3176689748760258,5.422341839892434,3.745052592730075e-06,0.00278983011579686,4.266205289902298
RAB7B,4.457508518379899,0.019959325744575207,5.328773405223867,5.014428236065946e-06,0.003515704126215883,3.951503286443627
ACBD7,3.2036247985902615,0.40515987617010596,5.166877891431619,8.301003517373036e-06,0.005207350574924695,3.368706574729311
SLC4A3,2.612605598676396,2.1889908354438794,5.169060240557388,8.24487245901044e-06,0.005207350574924695,3.5670522280824395
ZNRF3,2.2953778799141054,4.182432241856151,5.0912545588926035,1.0499199437049843e-05,0.006186618741888583,3.3697258347831047
ITGA7,3.867983875130997,1.2857917750654284,5.0791783837889435,1.0900158870682125e-05,0.006186618741888583,3.314871293273683
RAB40B,2.615075059070959,2.902183594130547,5.055781634565197,1.1720729565322963e-05,0.006349971622231108,3.2629082155627707
CDK5R1,2.155960401127658,2.6729871808056687,5.037946353206306,1.2387160279990347e-05,0.006419241885965433,3.200153170165561
DNAH7,3.9482856999133333,-0.5812528833080495,5.013180838203143,1.3375299702118493e-05,0.006642508214564596,2.7674988868262567
ZBTB46,2.6059714828225298,1.9924143084384314,4.988958908668111,1.441727404118846e-05,0.00687357957187701,3.0394029659535677
IL17RD,3.561233812596317,2.1078042689954386,4.9158402949399465,1.8075922234651746e-05,0.008149071692681349,2.8624950344482682
CEP131,1.9323287922916763,3.671246150331485,4.909034388652061,1.846001641936374e-05,0.008149071692681349,2.8466356622038305
APOE,4.039336924068146,0.9827053217932828,4.778582859304057,2.759831453657473e-05,0.011748011105765508,2.462354468679088
USP49,2.2957927565049747,3.537904142249954,4.7282463567115585,3.2215548802530326e-05,0.013240590557839963,2.331873921224833
AKNA,2.3710849089445745,3.166988268101518,4.699574068830858,3.517851234492941e-05,0.013976422954640454,2.252396519678487
TMEM98,5.0468543651925115,1.511597091971908,4.6630460364231485,3.934567661696701e-05,0.015127778051536445,2.1499160027411612
ROCK2,1.893771994972865,6.32510242254558,4.583508997172344,5.017757432509949e-05,0.017590191422966497,1.9138438135263485
SLFN11,5.785758907207931,0.09605204778265944,4.587898346826822,4.9509745574814394e-05,0.017590191422966497,1.9355493254570852
ITPKA,2.921143766477507,1.352234744002173,4.530782348232183,5.892772705377868e-05,0.02006741653582823,1.7640205052689542
CAPS,3.6830165575778735,3.5875645892052614,4.51872630641454,6.11305133826327e-05,0.020239294139099976,1.7361009043205264
SEMA6B,3.964117461672388,1.3955410267046942,4.484821539710086,6.77691071414501e-05,0.02183081048699848,1.6528954943785168
HIVEP3,2.97766220535995,2.247715283389793,4.4315321713005975,7.966232691848848e-05,0.023931315825453135,1.5058098414374381
POLR2J3,1.9843167071133272,2.901920403765161,4.440124173893314,7.761467283961335e-05,0.023931315825453135,1.5292852327067168
MORN1,1.5801654872030197,2.32468434011004,4.428846654449057,8.031316662623755e-05,0.023931315825453135,1.4869323349202217
HOXB2,5.303397985825812,0.8515821398174649,4.4101328907476365,8.499584508446082e-05,0.02470891408687045,1.4470312179608422
ARHGAP39,1.903051754872504,3.3693732378508456,4.372088869122328,9.53575210603996e-05,0.027061102226640543,1.3356308815522224
FAM117A,2.9836478731214955,2.3462990953661658,4.3102187425145075,0.00011491468790699991,0.03185274802705888,1.1697242361002678
XYLB,1.844842714251243,2.206524793927717,4.297373425498949,0.00011944305766295613,0.03235549555192668,1.1328158311916816
ATG2A,1.5938124814133179,4.862933250211684,4.2682646691783726,0.0001303620326852496,0.034528557057233115,1.0300304552760444
C1orf198,1.7804342474353474,5.582958926421188,4.226821946749796,0.00014761248359117,0.03688052562244888,0.9103753457361883
ZC2HC1C,2.106892956407169,1.3571312226345034,4.211126591229772,0.00015471317066217334,0.03688052562244888,0.8460905166938559
RIBC2,4.0955873771538345,-0.5071977761598908,4.23288448973399,0.00014495603490054614,0.03688052562244888,0.8860927835000414
MFSD4B,1.4093573813725149,2.7312188304142495,4.221789128016386,0.00014985389194987735,0.03688052562244888,0.9339236757727019
TEPSIN,1.3326524984392156,3.7107038144158246,4.215312154708065,0.0001527875505778396,0.03688052562244888,0.9053741582374508
MAPK15,3.6722391375086088,0.18592180768701846,4.1718794749388195,0.00017396406415850327,0.04065642511186668,0.7684269776026085
PCNT,1.4419680860227881,4.8900777669902205,4.146390272735757,0.00018770145782799112,0.042147892260856794,0.6937982708888981
RNF43,5.108643374873434,2.6551742275817927,4.140888201790438,0.00019080307074439816,0.042147892260856794,0.69635186221553
CHST6,3.8562484665408627,0.32787801444006265,4.140621893004939,0.00019095445776376094,0.042147892260856794,0.6988902647685666
PRR5L,3.9089486853107607,1.2775774225435552,4.130297386985952,0.00019691492506001415,0.04267325439618743,0.6854427476844949
TCF7,2.9377732022441796,2.7805246692428116,4.115066046932039,0.00020604139196607037,0.043084339488484086,0.630208009486541
POLG2,1.2159628063239638,3.339639058796953,4.116260819723778,0.000205310808206341,0.043084339488484086,0.647928753428185
UBALD2,1.9725341292743792,5.090388922760414,4.053532359639059,0.0002473036382119472,0.04912686773080331,0.43439656138603056
SBK1,3.243854908590794,1.1863503834087834,4.056831977582265,0.00024489974204064743,0.04912686773080331,0.49441008587635604
ZNF703,3.4861453403103644,3.405142264997285,4.057079879700825,0.0002447200594382195,0.04912686773080331,0.45838983131787536
SLCO4A1,3.3296815386003202,4.076473473262505,4.027785595362534,0.0002668682188565399,0.05214430000903442,0.3703376711758626
CCDC57,1.9976761943212367,4.568459922397111,4.017637058672945,0.000274987681038815,0.052203992987896984,0.3409910296649814
KCNQ4,3.28082704553384,-0.07914349676678784,4.0164739061992005,0.000275933514408718,0.052203992987896984,0.28680242677804024
RNF157,3.9370017917530324,2.5557599228237975,4.004082461438796,0.0002862086423027948,0.05330188761885955,0.32462420625454413
USP54,1.8135624601973417,4.562473130878461,3.9920605992932643,0.0002965331256634223,0.05355118673912622,0.2729557854672331
BYSL,2.042988093704319,5.167155255152621,3.9972116752143387,0.0002920656600264535,0.05355118673912622,0.28013491879291763
FIBCD1,3.740579749903115,2.5557768403030465,3.973704159467281,0.00031300113809285587,0.054862655366599254,0.24765956689106883
UBR2,1.3143564362440685,5.608624661640964,3.9640940848936537,0.0003219742798470926,0.05561755712315212,0.1894223424199133
CCND3,2.9910875072095457,5.507754392754986,3.955912953101021,0.0003298100903772305,0.056157235245803,0.17271159446754947
NEK4,1.1480082978385378,4.768372908714167,3.937430721578597,0.0003482015046841776,0.058258585553295224,0.12804014285116683
CBX8,1.2786596796332694,3.8889772094365185,3.923134816852227,0.00036310774700738563,0.05869309199482707,0.11001712640187389
