gene,lrt,median,mean,skewed_left
ONECUT2..9480.,27.911152748376,0.0893571071432412,0.0601130424051229,TRUE
CDADC1..81602.,27.901567660731,-0.126617556385356,-0.113603663181051,FALSE
REX1BD..55049.,27.8472947648603,-0.0936404869527114,-0.110754431575816,TRUE
ELMO2..63916.,27.6767733589695,-0.0957911174296279,-0.267001236800851,TRUE
HSPA4..3308.,27.5983670698582,-0.0843841997230495,-0.125739095090572,TRUE
CTXN1..404217.,27.5481063653905,-0.16320138291126,-0.195878792490211,TRUE
SPOCK3..50859.,27.5301042058279,0.0625025274606431,0.0551196922435328,TRUE
XPR1..9213.,27.5083768952415,-0.282891709671352,-0.31709310291603,TRUE
H2BC11..8970.,27.4788333608369,-1.20943672021393,-1.26615908826144,TRUE
GBA1..2629.,27.4703389406136,0.0155901595082125,0.000171570705811353,TRUE
RXRA..6256.,27.3646308808943,-0.116104865391942,-0.126492569098255,TRUE
SDF4..51150.,27.3265435066198,0.0325386112101808,0.0215126984697464,TRUE
FLOT1..10211.,27.2087549310335,-0.144785837919644,-0.215976636758255,TRUE
DIAPH1..1729.,27.1976287980961,-0.0799281457357422,-0.121328345998995,TRUE
TNP2..7142.,27.1957843677104,0.0355866112455356,0.00718522728402743,TRUE
CLEC4F..165530.,27.1280446563484,0.0071394618722962,0.011184619780289,FALSE
CPXM1..56265.,27.0073322471398,0.0049765010123113,0.0251113054571062,FALSE
CCDC51..79714.,26.858001970191,-0.174272958438035,-0.235480047959928,TRUE
AP3M2..10947.,26.8232031321974,-0.156703798433244,-0.171487860106343,TRUE
RAB3IL1..5866.,26.7906016424928,-0.047641120638834,-0.0278088289521113,FALSE
AKAP13..11214.,26.7455862325362,0.0504701860176244,0.0211581523365049,TRUE
EIF2AK4..440275.,26.7183808293092,0.0189973496403653,-0.0385601485067334,TRUE
PRKRA..8575.,26.715034273691,-0.400880370691686,-0.614146221944217,TRUE
BMP2..650.,26.7053713203649,0.0442245709194271,0.0677255453936841,FALSE
ISG15..9636.,26.6210826002592,-0.0359141064403487,-0.105847806038567,TRUE
TIMM10B..26515.,26.5004591559397,-0.0250714778840042,-0.0444978746741144,TRUE
DNAJC19..131118.,26.3840655528183,-0.180315002625043,-0.228133432247585,TRUE
RBL1..5933.,26.3435800210108,-0.152243145673878,-0.140571151093921,FALSE
FOXA2..3170.,26.2683874548315,-0.0596617297269712,-0.105711292041766,TRUE
SCYL1..57410.,26.2518609082453,-0.299702320762733,-0.351818716533949,TRUE
EVC..2121.,26.2216654048701,-0.010764778401351,-0.0301837964849378,TRUE
ZNF69..7620.,25.9854064045935,-0.113590083377941,-0.118040074431941,TRUE
ASF1A..25842.,25.9771521824117,-0.0415766327051705,-0.117072662826955,TRUE
PRKCE..5581.,25.904335545993,-0.185250188226703,-0.202871713516365,TRUE
MAST4..375449.,25.8916759429508,-0.0620565465382811,-0.0937265957202494,TRUE
SPACDR..402573.,25.8272761367795,-0.193000588990103,-0.226110886413656,TRUE
HTR1D..3352.,25.8122716355447,0.120913760759852,0.123567570515596,FALSE
KIRREL1..55243.,25.7149250276932,0.144572428176674,0.210048803131551,FALSE
VPS4B..9525.,25.6662532502522,-0.28589938206544,-0.446286197587213,TRUE
DVL1..1855.,25.5379336053852,-0.165726307780127,-0.22465634190263,TRUE
CIP2A..57650.,25.5067835569765,-0.283053409229007,-0.292810693733098,TRUE
H2AC20..8338.,25.4856441893661,-0.723435931542966,-0.777319062187579,TRUE
EGLN1..54583.,25.4672729361157,-0.154882050044395,-0.222513084138974,TRUE
TCF7L2..6934.,25.4332030915769,0.0906696214677078,0.0241900444808775,TRUE
C3orf38..285237.,25.3983621474285,-0.1911157903694,-0.299385018580577,TRUE
TRUB1..142940.,25.346810673866,0.0266669366247718,0.0233345131704298,TRUE
FOXA1..3169.,25.2799934582469,-0.0798081123996283,-0.124427114421517,TRUE
TP53BP1..7158.,25.2765700922539,-0.0791926946912677,-0.00919362666912226,FALSE
RNF111..54778.,25.0695478510996,-0.0264575761618389,0.00466138854368525,FALSE
MAPK1..5594.,25.0491089184021,-0.182725049191383,-0.302949913666877,TRUE
CATSPERG..57828.,25.0122644447152,0.0766411703138311,0.0452511712272565,TRUE
YIPF6..286451.,24.9951332490337,-0.0216668500311811,-0.0474342473918461,TRUE
HMCES..56941.,24.9832289280328,-0.141760396336588,-0.17981646716468,TRUE
PDCD6IP..10015.,24.9713690401476,-0.197702231818177,-0.299411007334618,TRUE
KHSRP..8570.,24.7594907698159,-0.268048552853748,-0.358269687267054,TRUE
SHMT2..6472.,24.7297075651725,-0.0941850177148808,-0.113129757047832,TRUE
AP1M1..8907.,24.5714113798021,-0.0302413323624272,-0.0743517735797499,TRUE
SGO1..151648.,24.5167750869165,-1.00303222682976,-1.09740556798777,TRUE
LCP2..3937.,24.4566921251068,0.0093948574678613,0.0249218766017398,FALSE
MAP2K1..5604.,24.4329119957167,-0.135928618161097,-0.188065030444193,TRUE
XPO7..23039.,24.3886180671843,0.0161964894789177,0.0138607646601655,TRUE
ASH1L..55870.,24.3254731843236,-0.151264494890935,-0.178909952408294,TRUE
RAF1..5894.,24.317823035038,-0.188014485748269,-0.260977740607916,TRUE
RNF168..165918.,24.3037047005795,-0.325321170823318,-0.371484099078853,TRUE
TMPRSS11D..9407.,24.2371010438456,-0.0066274467844744,-0.0162867860724678,TRUE
VPS4A..27183.,24.1906689888368,-0.295904689747455,-0.359812387816672,TRUE
SNAI2..6591.,24.1323426863226,-0.0341418674064134,-0.144196837125542,TRUE
ZDHHC14..79683.,24.1243393382774,0.0318255760165719,0.0309480281717583,TRUE
PRICKLE4..29964.,24.1170628646368,0.158037512241751,0.145895892056165,TRUE
BNC2..54796.,24.0522095845814,0.0149884148100202,0.00559037461415142,TRUE
PABIR3..159091.,24.0102718532285,0.0830181641756499,0.0990276370240199,FALSE
TUBB4B..10383.,24.0101043429105,-0.455394688515062,-0.617619890895779,TRUE
ARV1..64801.,24.0089870297397,0.0315303851840656,-0.00530444974291701,TRUE
POP7..10248.,23.9350606711479,-0.46305893613898,-0.582472346199342,TRUE
CCR8..1237.,23.9288111379104,0.198487449842974,0.180535139627476,TRUE
USP38..84640.,23.9194410238087,-0.0720532018045454,-0.130487662525697,TRUE
PLPP5..84513.,23.9159147384605,0.067885239743948,0.0507430738966802,TRUE
PHIP..55023.,23.9022777359727,-0.148918068113449,-0.172239505983024,TRUE
TMEM201..199953.,23.8972251643724,-0.158144251525451,-0.206738997227885,TRUE
FAM221B..392307.,23.8362013737521,-0.0142363801463996,-0.01835128930717,TRUE
IDH3A..3419.,23.833419082862,-0.466179394101203,-0.581756237806197,TRUE
ZBTB4..57659.,23.783469799222,0.0365101441205611,0.011537649363334,TRUE
FOXC2..2303.,23.7828186647861,-0.0197580154919977,-0.0500142625942457,TRUE
TGFBR1..7046.,23.7417837653471,-0.100668841267028,-0.195647889503082,TRUE
DUSP4..1846.,23.6999916444034,-0.0023758497944341,-0.0814263689500639,TRUE
ZNF366..167465.,23.6824517709319,-0.0539410793698041,-0.0200196862495832,FALSE
UAP1..6675.,23.6697175611749,-0.345232067062711,-0.428426597394907,TRUE
CDH2..1000.,23.6524187097154,-0.0889631977436492,-0.121543666860772,TRUE
TAFA3..284467.,23.5057972316003,-0.193319347670082,-0.153835715211313,FALSE
ATP5MK..84833.,23.4861601299189,-0.120478564987094,-0.155632946655271,TRUE
MICAL2..9645.,23.4813059696104,0.0415522882953491,0.036498478015666,TRUE
FAR2..55711.,23.4653721234072,-0.13773783583172,-0.151703580848963,TRUE
MCTS1..28985.,23.4412912281286,-0.0555609116742027,-0.099227231007805,TRUE
OVCA2..124641.,23.4235281722387,0.0887035592528274,0.0548364784324391,TRUE
WASF2..10163.,23.4018023733718,-0.286430493294356,-0.338262041598441,TRUE
PMAIP1..5366.,23.309057441415,0.145459814383716,0.157235896930304,FALSE
CLIC3..9022.,23.2813421812238,-0.0152557149818104,-0.0339691675522159,TRUE
KRTAP16.1..100505753.,23.1513288331447,-0.0092582556283842,-0.00538029600711535,FALSE
CSTF2T..23283.,23.0895425879775,0.0368736602121131,0.0113807096237247,TRUE
PSMD10..5716.,22.9862240683063,-0.04546188504371,-0.0792324329082088,TRUE
SIMC1..375484.,22.9603388093865,-0.0926853138374631,-0.137767852064443,TRUE
TXNDC17..84817.,22.9362245481734,-0.14578353692279,-0.203187859847947,TRUE
PGLYRP1..8993.,22.9177256037514,-0.0814285372518171,-0.100707933209975,TRUE
SIK1..150094.,22.888213903113,0.0115727013824685,0.00380067440891223,TRUE
GUF1..60558.,22.7198568121403,-0.0930546089137824,-0.0987280966779837,TRUE
ZEB1..6935.,22.7179005859691,-0.0781958557026084,-0.187348429897033,TRUE
KRTAP4.11..653240.,22.683677934185,-0.450450812319736,-0.491131319958855,TRUE
RAN..5901.,22.661846576358,-3.94050005793144,-3.85350031350742,FALSE
MORF4L2..9643.,22.6503114515019,-0.0384214396867765,-0.00660806691904634,FALSE
NKD1..85407.,22.5813715741641,-0.0104411768749583,0.00871103199504416,FALSE
LETM2..137994.,22.565595351297,0.0698558299758307,0.0534059542542053,TRUE
SQLE..6713.,22.5261783826698,-0.257209323071634,-0.305064313187515,TRUE
CLCN5..1184.,22.5247621511075,0.0598580665736739,0.068220064820111,FALSE
TEX30..93081.,22.4797708718658,0.110892127277781,0.108672661966926,TRUE
AIFM3..150209.,22.4203064190046,-0.0472997425375442,-0.0877210101875045,TRUE
ZNF816..125893.,22.4129479717237,0.121794551880159,0.0913883905720459,TRUE
SERHL2..253190.,22.4007502768263,-0.0388619751121941,-0.0794130263083228,TRUE
ATIC..471.,22.3970696854711,-0.43820701449322,-0.49951178440792,TRUE
SPX..80763.,22.3502220841816,0.0253759344035808,0.0146657685953336,TRUE
GJB2..2706.,22.3269585270211,-0.0196146978916607,0.00256648043004601,FALSE
MYG1..60314.,22.3103172290247,-0.304678233096462,-0.339486512722638,TRUE
ABI1..10006.,22.2887718602589,-0.192250302445584,-0.25620221826852,TRUE
SEC14L3..266629.,22.2779584039998,-0.0249014426539703,-0.0418406166584296,TRUE
SIM2..6493.,22.2697847353928,0.0721625037420992,0.0377443855861465,TRUE
ACOT9..23597.,22.2607765264927,-0.0109955048136652,0.0119969662893284,FALSE
LCMT2..9836.,22.1882471759104,-0.0982207698562261,-0.12596576739669,TRUE
GAB1..2549.,22.1378076071035,-0.280699773859474,-0.338302979210659,TRUE
CRTC2..200186.,22.1301673302682,-0.118179048605402,-0.13568600881353,TRUE
HDDC2..51020.,22.1231939569471,0.0206061977756311,0.00563223906761516,TRUE
QRICH2..84074.,22.1223487171453,0.203152606818585,0.232547302830124,FALSE
C1orf43..25912.,22.0960349814663,-0.180746835715481,-0.224909838287237,TRUE
PNPLA4..8228.,22.0855137541345,0.0781721593534887,0.108483541924536,FALSE
C11orf42..160298.,22.0825388916906,0.0718474221669299,0.0641557457119946,TRUE
BCL2L10..10017.,22.0626916790915,-0.0064017750401831,-0.00207922288885776,FALSE
DAZAP2..9802.,22.0328099042319,-0.0435888698754407,-0.0566808462525013,TRUE
ATOX1..475.,21.9869820937261,0.0477756744356482,0.0344715596482356,TRUE
PTGER4..5734.,21.963446716732,0.0070325303591415,-0.00822741918908532,TRUE
FBXL18..80028.,21.9546458830676,0.0087112024510485,-0.0243373718856514,TRUE
DUOXA2..405753.,21.9086374025111,-0.0467277110593752,-0.0945033523218129,TRUE
NLRP5..126206.,21.8747127087684,0.0764011559751566,0.0666579842437009,TRUE
ATP5MC1..516.,21.8663326057525,-0.213812059196549,-0.228033327630503,TRUE
NOG..9241.,21.8208942208621,0.0221825543401791,0.00305509417193596,TRUE
SALL1..6299.,21.7050233717042,-0.108476417248301,-0.105735804217364,FALSE
KIDINS220..57498.,21.6694868215518,0.0041289991275179,-0.0403875306309858,TRUE
TLR2..7097.,21.6626010351936,0.107398184844447,0.0808462412943376,TRUE
GPX6..257202.,21.5751705723265,0.133787722657071,0.115285382801765,TRUE
EPOP..100170841.,21.534364585742,-0.378679384879863,-0.438084362661839,TRUE
GAREM2..150946.,21.5104292459451,-0.0433473389403025,-0.0869133421799925,TRUE
PCDHGB7..56099.,21.45333692556,0.0577409398120129,0.0781712015893194,FALSE
CSMD3..114788.,21.4428179944329,-0.182087269553537,-0.174564801844136,FALSE
MRM3..55178.,21.4337874064184,-0.153209949161713,-0.194181399535067,TRUE
ACER3..55331.,21.392124140389,0.0835808408567008,0.069441386806377,TRUE
PDE1B..5153.,21.3808901905921,-0.101917891985564,-0.11153533363076,TRUE
C6orf136..221545.,21.3553361726667,-0.104877937821854,-0.154718026814848,TRUE
TMPRSS9..360200.,21.3243469534972,-0.118455991919983,-0.131850132813888,TRUE
TYMS..7298.,21.289946921564,-0.582423435558369,-0.878224982128793,TRUE
GLRX2..51022.,21.2854674931227,-0.0396427911378593,-0.0302052972186635,FALSE
GAREM1..64762.,21.1585917896468,-0.138413159106233,-0.167377829638878,TRUE
GPNMB..10457.,21.1141754047195,0.0666699261814106,0.0853035887944046,FALSE
MFSD5..84975.,21.0864532590118,0.0065983681092896,-0.00650272380279938,TRUE
ISM2..145501.,21.0736637263241,0.0848132781510626,0.0866366967839007,FALSE
ACTC1..70.,21.0699234524295,-0.0475101243698974,-0.0448201904442595,FALSE
IFNA16..3449.,21.0642097212722,0.0500582558323964,0.0618405824931302,FALSE
BMERB1..89927.,21.0584234528282,0.0197864189708287,0.0244723157312936,FALSE
NFAT5..10725.,20.9997531163664,-0.165559773814081,-0.186876439866852,TRUE
POLQ..10721.,20.9357966043932,-0.346060495768083,-0.367643720754397,TRUE
ATM..472.,20.9125968010487,-0.160236267867322,-0.118255478316624,FALSE
ANGPT2..285.,20.8665519650015,0.147814742565354,0.127226832934678,TRUE
BPNT2..54928.,20.8599415177988,0.0197539656636076,0.0462084916244391,FALSE
NFE2L2..4780.,20.8190198684823,-0.177376327251646,-0.31472006997898,TRUE
VPREB1..7441.,20.8010014309271,0.0479732560679589,0.0399379693655986,TRUE
CRB3..92359.,20.799692799355,0.0877263134447299,0.0552860245633791,TRUE
C19orf25..148223.,20.7786639932157,-0.0998854885564827,-0.169640566741307,TRUE
GPX8..493869.,20.7762662012293,-0.197114513736441,-0.227926864508112,TRUE
SEPTIN12..124404.,20.72324581376,-0.0933380927197742,-0.110642884258749,TRUE
PURG..29942.,20.7208962273738,0.0129622793327803,-0.00549665367829319,TRUE
UROD..7389.,20.7129897752981,-0.358157094304355,-0.489201453971187,TRUE
NFE2L1..4779.,20.663514355273,-0.170144438154218,-0.184741278862647,TRUE
DMRT1..1761.,20.6571531307914,0.107853422108965,0.125776233813627,FALSE
BPIFA2..140683.,20.6012532013815,0.0371940172639379,0.0556944469157793,FALSE
CTPS1..1503.,20.5989519690954,-0.667432770797615,-0.873740148142593,TRUE
DPM2..8818.,20.5985476456955,-0.267081926595369,-0.345896159082566,TRUE
CD55..1604.,20.5891309169172,-0.194990458378525,-0.189331999487947,FALSE
PLCG1..5335.,20.5764026641162,0.120621733743896,0.106801514136787,TRUE
CASKIN1..57524.,20.5707650217076,-0.0024748716706734,-0.0459394792370248,TRUE
SLC16A1..6566.,20.5245173749852,-0.18778805946782,-0.191884403494395,TRUE
SLC7A1..6541.,20.5112048527557,-0.258608519006962,-0.370587102319151,TRUE
SLC7A9..11136.,20.4962978139205,-0.0780624428174581,-0.0593992417078283,FALSE
CCSAP..126731.,20.4602256542956,0.0191874063014231,-0.0249846641773351,TRUE
GABRD..2563.,20.4533901750521,-0.0268058475157734,-0.0543499639122227,TRUE
RNF175..285533.,20.382099810249,0.0417785977680996,0.0281753489093537,TRUE
MOGAT3..346606.,20.3747060811263,-0.102733016270952,-0.123635302384721,TRUE
MBTD1..54799.,20.3746787301297,-0.427062938837094,-0.450988468819824,TRUE
DUSP10..11221.,20.3676118683664,0.0112703840076149,-0.0461505084994503,TRUE
IL9R..3581.,20.1625611714934,-0.177640652610387,-0.222336961870408,TRUE
SLC2A11..66035.,20.1567954818422,-0.079597501930446,-0.0242593899553773,FALSE
DCHS1..8642.,20.1337561592531,-0.0714873430208386,-0.0383178589288375,FALSE
ATRN..8455.,20.1168015783263,-0.170011435618498,-0.204341205159669,TRUE
PITX3..5309.,20.1064624298099,-0.0084594044417434,-0.0410553291665449,TRUE
TMEM266..123591.,20.0827672823127,0.0291332567807588,0.0499227601052139,FALSE
ARHGEF39..84904.,20.080013300478,-0.0902861829700914,-0.0921650313778826,TRUE
S100P..6286.,20.0757085544261,-0.099857606233116,-0.104425545820575,TRUE
WIF1..11197.,20.0359162418896,0.123779425723318,0.0984694446646578,TRUE
CXCL12..6387.,20.0005196451101,0.0005001058571263,-0.0293603097254902,TRUE
CTSB..1508.,19.997966047825,0.119479601664675,0.13034457192155,FALSE
ENTPD5..957.,19.9921222518434,-0.0942990281415592,-0.0636141354034803,FALSE
BMAL1..406.,19.9583108534028,-0.116319091507641,-0.142281107472193,TRUE
MGST2..4258.,19.9232597761136,0.0100274157521772,-0.0136593304604529,TRUE
RAB1A..5861.,19.8700481091836,-0.289307125527204,-0.317408247134285,TRUE
CEP295NL..100653515.,19.8672731251883,-0.0341894800379369,0.000415696343263932,FALSE
TTL..150465.,19.8428040203127,0.0076744512363433,0.00388300950395264,TRUE
BMAL2..56938.,19.804650314718,-0.0480879107213193,-0.115105163933381,TRUE
CCR6..1235.,19.7844117222551,0.0545242506006748,0.0465025450429382,TRUE
XRCC1..7515.,19.7694266247934,-0.225287642174732,-0.274058322645075,TRUE
MKI67..4288.,19.7690895055131,-0.188338109045708,-0.243119298717479,TRUE
C20orf27..54976.,19.7274919973413,-0.035926128841928,-0.0122277592904424,FALSE
ANKS3..124401.,19.6863677776917,0.0940765894473971,0.0751860285373291,TRUE
SLC25A20..788.,19.6545244495773,-0.123079092955125,-0.140290537320008,TRUE
TRAPPC11..60684.,19.6270519039848,-1.14983126892289,-1.18853403751638,TRUE
GALNT16..57452.,19.6094713350471,-0.157017338656812,-0.182024971892264,TRUE
SOX12..6666.,19.6072845716389,0.048157252216451,0.067992330187538,FALSE
RIMS4..140730.,19.5867372465416,0.009677576281743,0.0398420795646041,FALSE
PIP4K2A..5305.,19.5556263294667,0.124995148870154,0.110142158770128,TRUE
ITGA9..3680.,19.5541077498718,0.0167314439856108,-0.0197633740743382,TRUE
PDE4B..5142.,19.5080205386461,-0.0348513797608681,-0.031311654748702,FALSE
METTL1..4234.,19.4687858960715,-0.312380144119559,-0.461962029746783,TRUE
BORCS7..119032.,19.43058953394,-0.0209639824087659,-0.0357283704593328,TRUE
C10orf62..414157.,19.4284107746351,0.076994504944803,0.0726145846131792,TRUE
ICE1..23379.,19.4229151453723,-0.723639661733373,-0.778279752005539,TRUE
USP14..9097.,19.4123703723834,-0.0253008152396386,-0.0655301556968,TRUE
ATF7IP2..80063.,19.3587738013446,0.0362438272984943,0.0353381437023242,TRUE
NUSAP1..51203.,19.3263795957375,-0.151709099146495,-0.171183239576984,TRUE
DNAAF5..54919.,19.282164445253,-0.126217045259743,-0.162851612484355,TRUE
NRIP2..83714.,19.2069298877538,0.0640443329876213,0.0560962949950378,TRUE
SHISA7..729956.,19.1553953237917,-0.027153149985057,-0.0486596661539023,TRUE
SNX33..257364.,19.1427328181082,0.184083228163319,0.15499833835273,TRUE
IFNA7..3444.,19.1384213074002,-0.111911047164958,-0.101331527349337,FALSE
SOX3..6658.,19.1263459682753,0.0216882681753223,-0.00666133858902199,TRUE
DNAJC27..51277.,19.0634816695361,0.059508312742669,0.0738962148774839,FALSE
LYRM2..57226.,19.0624605165297,-0.16920189870802,-0.192668980322878,TRUE
CCDC33..80125.,19.0544095067555,0.0794189525386744,0.0845039572215647,FALSE
PP2D1..151649.,19.0541405274016,0.0367638825361542,0.0542261571557936,FALSE
MTIF3..219402.,18.9685534212194,-0.101049864113776,-0.153057467710546,TRUE
SLC39A10..57181.,18.9560305205371,-0.486326900750354,-0.525654713124997,TRUE
CCDC107..203260.,18.946696944621,-0.10493555962491,-0.125010652677262,TRUE
ADK..132.,18.9240130152883,0.0568383734089321,0.0560465983038612,TRUE
