gene,lrt,median,mean,skewed_left
TP53..7157.,90.0258661246745,0.141920883206005,0.43663942036465,FALSE
LMNTD1..160492.,70.1679835673678,-0.0659365098978219,-0.100412014946347,TRUE
ERMP1..79956.,66.9697974033337,-0.0443468453975721,-0.0759246867238011,TRUE
MDM2..4193.,66.8158386528927,-0.316658875071595,-0.478190428042856,TRUE
NEDD4L..23327.,61.1369972986671,-0.0540972435340501,-0.0934585539117553,TRUE
AKT2..208.,56.3186247694109,0.0847893729072484,0.0447639673993151,TRUE
CHEK2..11200.,56.2711780503521,0.108948034560282,0.190423423677033,FALSE
HDAC1..3065.,55.7892109516942,0.0455687047072522,0.0163787063622022,TRUE
SMARCA2..6595.,55.3783347632148,-0.0236781964838998,-0.0765469564139169,TRUE
DNAI7..55259.,54.0988658211385,-0.0858055852927661,-0.163053375248801,TRUE
BRAF..673.,49.8469676793692,-0.0625010604548842,-0.183071748463788,TRUE
DUSP1..1843.,49.2887483903851,-0.0295186155593829,-0.0565520889387734,TRUE
PLAT..5327.,49.0443348291682,0.142618185651918,0.0960832928729923,TRUE
CCND3..896.,48.9380828578088,-0.237741638428729,-0.31478757076436,TRUE
TNPO2..30000.,48.9082850516394,-0.0834674422717068,-0.133268722618331,TRUE
ERBB2..2064.,48.7665620409004,-0.347501934481846,-0.483625512807152,TRUE
PPCDC..60490.,45.3829228052628,-0.0663412033346033,-0.204290295743677,TRUE
POU3F4..5456.,45.2929722558407,0.044186259344639,0.0866116241254139,FALSE
SMCHD1..23347.,44.5908017915411,-0.0579309187109843,-0.108588772809243,TRUE
TP63..8626.,42.9303037884627,-0.0646709984712104,-0.157590230036576,TRUE
SLC39A6..25800.,42.4979982884359,-0.0099449753538128,-0.117597297581864,TRUE
PRPS1..5631.,42.1264707644604,0.0366829707140688,0.00369537354924375,TRUE
ALG10..84920.,41.5182482782134,-0.220456277146784,-0.247767001276298,TRUE
CCN2..1490.,40.8810395848473,0.100065612166631,0.113204036267123,FALSE
CCDC9B..388115.,40.8332206489657,-0.0320602731022708,-0.0079244371951055,FALSE
FDFT1..2222.,40.7901849322347,-0.127940926460341,-0.226222026515394,TRUE
IRAG2..4033.,40.4632044010988,-0.0415416629503347,-0.0423989061572072,TRUE
MPND..84954.,40.1979383522701,0.0545284471369406,-0.0147842952924504,TRUE
PDCD2L..84306.,40.1717478152041,0.0229724409324072,-0.0249984466818644,TRUE
FLOT2..2319.,39.0278452053538,-0.159370233012049,-0.197023348824204,TRUE
SQSTM1..8878.,38.640567955878,-0.0689226060833168,-0.12281500409459,TRUE
FGFR1..2260.,37.6209141978963,0.016812717671837,-0.0185293077638594,TRUE
PHF11..51131.,37.5910219177158,0.0865431733266577,0.116596387668326,FALSE
PDS5B..23047.,37.5115197721395,-0.073797720732314,-0.119762892264742,TRUE
SLC33A1..9197.,37.4258311910196,-0.397218076481306,-0.477219269272089,TRUE
MYRF..745.,37.4170540545219,-0.149811840164571,-0.188780864172836,TRUE
PDXK..8566.,37.3917359654371,-0.0790184425982175,-0.1146571313694,TRUE
MTCP1..4515.,37.3147726082854,0.0467647990941206,0.0739723049425934,FALSE
SCLY..51540.,37.1824254255209,-0.043205967450851,-0.0588294778305791,TRUE
KCNH1..3756.,36.7053694596452,0.128035601728773,0.102329076740978,TRUE
STEAP1B..256227.,36.1608205428367,0.0250882253318962,0.0561838373599484,FALSE
PCDH12..51294.,35.9487196282268,0.0555283327062424,0.067484650330044,FALSE
PHF20L1..51105.,35.667854091135,-0.0260728385156202,-0.0143893209755241,FALSE
STAMBP..10617.,35.6331604361949,-0.0988032761470741,-0.230124494711578,TRUE
SCNN1A..6337.,35.2913597162747,-0.0124245375378711,-0.0514458872190576,TRUE
MTX2..10651.,34.5262300010618,-0.0451004614412823,-0.141551586300219,TRUE
RPP25L..138716.,33.86270807287,-0.142604149901261,-0.194912034925604,TRUE
CLPX..10845.,33.5778582047593,-0.210706371193097,-0.243626165773789,TRUE
ADH1A..124.,33.1677288075925,0.112846910573918,0.127594083299456,FALSE
SREBF2..6721.,33.0508251144462,-0.0827697168758938,-0.170962080665571,TRUE
FBXL6..26233.,32.801383536463,-0.12366014243391,-0.169218161422275,TRUE
SLC20A1..6574.,32.5412951846665,-0.295855422641904,-0.316161315604401,TRUE
SURF2..6835.,32.4315263739446,-0.0764755999785767,-0.101041750705644,TRUE
PRKCI..5584.,32.2300442927041,-0.131394746345189,-0.227887171975484,TRUE
GDPGP1..390637.,32.0446992912778,-0.0262519908550211,-0.0048898700768308,FALSE
TPK1..27010.,32.0021480220536,-0.0397498232990955,-0.127773668702136,TRUE
CD27..939.,31.7491719749113,0.148922203352296,0.0924922665928083,TRUE
PPP2R5E..5529.,31.7357492876003,-0.208011201289063,-0.231361001645131,TRUE
KIF18B..146909.,31.6974121078142,-0.315255257199407,-0.431223152494634,TRUE
ZBTB18..10472.,31.4838236106921,-0.0608276859943936,-0.0924933197336629,TRUE
ASNS..440.,31.4211453319412,-0.170311199651139,-0.20785564291941,TRUE
FERMT1..55612.,31.2681355832043,-0.0220300623053625,-0.124535528953053,TRUE
SEC11C..90701.,31.2513023059948,0.0031655768741337,-0.000655167398990079,TRUE
RNF133..168433.,30.7964691577925,0.0256076959280321,0.0313333759085826,FALSE
FKBP11..51303.,30.724584537583,-0.0659711348854146,-0.0952040732850143,TRUE
ZNF703..80139.,30.7114278299625,-0.0432335129359006,-0.035906070174186,FALSE
TIMM17A..10440.,30.5865512354046,-0.14755124682341,-0.217566115055342,TRUE
ARHGAP36..158763.,30.485783221177,0.0321761865354233,0.0546978452522305,FALSE
PRR16..51334.,30.3517237709327,0.052064465163668,0.0685968659628307,FALSE
CDKN1A..1026.,30.1671257000639,0.25118454484024,0.354220409819561,FALSE
CLPB..81570.,30.0333997781539,-0.132121673463391,-0.195432751666651,TRUE
PPARG..5468.,29.9372655338017,-0.0182104562256031,-0.0692355770197522,TRUE
ITGB5..3693.,29.7187478545828,-0.28291912394089,-0.419688888492365,TRUE
TMEM154..201799.,29.6704973090465,0.0284823300459537,0.00707434068300514,TRUE
COPS7A..50813.,29.4588675465463,0.0486134155517627,0.00031057992923576,TRUE
CTNNB1..1499.,29.325185850658,-0.266788930030156,-0.376135120213476,TRUE
BAMBI..25805.,29.3208530994582,-0.0227815107329549,-0.0558238285124565,TRUE
TMEM41A..90407.,29.1167179355565,-0.0314615228589998,-0.0713527987003799,TRUE
INSRR..3645.,28.827624322595,0.0371278171087345,0.0193283401277459,TRUE
SLC30A9..10463.,28.4679774145273,-0.1676213883666,-0.234044928126481,TRUE
LRP8..7804.,28.4515450789081,-0.0197746566123777,-0.0634376442582693,TRUE
SLC2A4..6517.,28.4336586258429,0.0266878361269151,0.0444051411001265,FALSE
RBBP7..5931.,28.3484102199905,-0.121628145389372,-0.201327113083121,TRUE
NMNAT1..64802.,28.3229422249333,-0.206767029144415,-0.328519078516095,TRUE
SREBF1..6720.,28.3036541528705,-0.310221540149087,-0.536660148037472,TRUE
H4C16..121504.,28.2926830685118,-0.123704706792109,-0.156499418870545,TRUE
RHNO1..83695.,28.0948661118711,-0.0158937398307504,-0.0165274829517778,TRUE
PLPBP..11212.,28.0896469290009,0.122848198559223,0.0959610972488513,TRUE
FITM2..128486.,28.08012177783,0.0325094681847851,0.0123393247109224,TRUE
ELF3..1999.,28.062154258153,0.0380690147656059,-0.0286808711559777,TRUE
ALDH18A1..5832.,28.0437052647974,-0.0964097698733722,-0.162118019895448,TRUE
GYG2..8908.,28.0329147627946,0.138899094918763,0.104975130298189,TRUE
ESRP2..80004.,27.9958465962797,-0.108838012808878,-0.147715618566028,TRUE
