,mean,std
ACLY (47),-0.568174490452661,0.3119513377650177
ACMSD (130013),-0.03616011416663683,0.11609496498770956
ACO1 (48),0.04364538341393455,0.10927247024077501
ACO2 (50),-0.7188596290965351,0.47711889393112006
ACOT11 (26027),0.019871720792550673,0.11829370508621742
ACOT12 (134526),-0.18847885881605714,0.15178667134782295
ACOT13 (55856),0.054869045885458934,0.12971173019627025
ACOT2 (10965),0.049005955857667274,0.15095179810410175
ACOT6 (641372),-0.06601457875938734,0.11674218589710071
ACOT7 (11332),0.09028579937388079,0.12171560025207556
ACOT8 (10005),0.06115318665391755,0.12873480724289876
ACOT9 (23597),-0.014647471180333957,0.11233860588483982
ACOX1 (51),-0.2494074218885696,0.19986267925046333
ACOX2 (8309),-0.038000930055209464,0.1242621120955489
ACOX3 (8310),0.03498734046456623,0.11672972599991914
ACOXL (55289),-0.24458088415150103,0.12605813049441292
ACP1 (52),0.11347294896068777,0.12204871026405355
ACP2 (53),-0.033362662062577826,0.11837788831210135
ACP3 (55),-0.04416367177469157,0.1674192726722703
ACP4 (93650),0.06328821815849472,0.1125491389885782
ACP5 (54),-0.03259429619642798,0.09161377951348855
ACP6 (51205),-0.020259820533650105,0.10954974984147899
ACP7 (390928),-0.1988998690610869,0.12100878701061349
ACR (49),-0.20014730011876453,0.13812857218691868
ACRBP (84519),-0.0312586911553478,0.10579013546200171
ACRV1 (56),0.17799633707270457,0.1013470910512831
ACSBG1 (23205),0.09341516613554683,0.09949005367018023
ACSF2 (80221),-0.16847222272272727,0.13159634241403687
ACSF3 (197322),0.10524584712243133,0.120001682629416
ACSL3 (2181),-0.3498930410957776,0.34108124115218186
ACSL4 (2182),-0.16552706780954274,0.24903863260064757
ACSL5 (51703),0.03875641912656818,0.11263762742482646
ACSL6 (23305),-0.058200452096279914,0.10746858549937652
ACSM1 (116285),0.01816146818875673,0.11486536575241478
ACSM3 (6296),0.05045521234571199,0.11381299412865124
ACSM4 (341392),0.06314670210750237,0.1378912647822987
ACSM5 (54988),0.052190765366955064,0.12270565624367114
ACSM6 (142827),0.10027136721643444,0.11505632750031519
ACSS1 (84532),0.11951462134665071,0.10070140509259928
ACSS2 (55902),0.051027577903977224,0.12512238506523155
ACSS3 (79611),0.02719168906693709,0.11193332417961666
ACTA1 (58),-0.07595660345297377,0.14493003758156867
ACTA2 (59),0.09237281009481847,0.09783655363284541
ACTB (60),-0.6698454990255652,0.4350788063029778
ACTBL2 (345651),0.013936495911866758,0.11719047299046116
ACTC1 (70),-0.035277385270594,0.12152229770284062
ACTG1 (71),-0.5538128727113518,0.2858503496731336
ACTG2 (72),-0.035045254358319664,0.1184708276926018
ACTL10 (170487),0.14856996454611443,0.10283725255725239
ACTL6A (86),-1.613474958898006,0.34363852597702343
ACTL6B (51412),0.05291848892772509,0.12065271802864967
ACTL7A (10881),-0.0511292285444043,0.14293720243752234
ACTL7B (10880),0.06567024501443433,0.14985899711287437
ACTL8 (81569),0.05200025885633197,0.14409762524796166
ACTMAP (284325),0.07233289650305076,0.13156355886355506
ACTN1 (87),-0.034016580668563265,0.1385268404459207
ACTN2 (88),0.07661509619227888,0.13581088324157278
ACTN4 (81),-0.016138529796809485,0.14110922819929758
ACTR10 (55860),-1.6320075592314929,0.29771164321538385
ACTR1A (10121),-0.7661834367694932,0.474568813165677
ACTR1B (10120),-0.1712105927369756,0.14641154052362343
ACTR2 (10097),-1.2531025116097283,0.38498866962102374
ACTR3 (10096),-0.566216441034801,0.2587713982086239
ACTR3B (57180),0.04313914028103582,0.12369807885284408
ACTR5 (79913),-0.19690285477482433,0.2483601549876386
ACTR6 (64431),-0.6084599232578286,0.3277348376898811
ACTR8 (93973),-0.5761507711313475,0.2513149569867598
ACTRT1 (139741),0.06789693297658354,0.11367613194603374
ACTRT2 (140625),0.10584520129601656,0.12242107977939967
ACTRT3 (84517),-0.13830362804860122,0.12161225529012236
ACVR1 (90),-0.026320881548055786,0.12056909828867404
ACVR1B (91),-0.0749720493066357,0.1410675068471212
ACVR1C (130399),0.07494586563453849,0.16501037347484832
ACVR2A (92),-0.032021339702289174,0.15718428686702535
ACVR2B (93),-0.012207145992141026,0.13265668236401607
ACVRL1 (94),0.012450703801055155,0.1169704938321701
ACY1 (95),0.07792266926780958,0.11552579972531007
ACY3 (91703),-0.0820847690585643,0.12352064731867969
ACYP1 (97),0.020101172669954613,0.0993077329005505
ACYP2 (98),0.08292424133971253,0.10416906452061817
ADA (100),-0.0024578352910556147,0.10285509781470319
ADA2 (51816),0.0004950692894220663,0.12150551985070727
ADAD1 (132612),0.03851845370229083,0.10735605371829313
ADAD2 (161931),-0.04944645109445038,0.11483299682985453
ADAL (161823),-0.10374948048299341,0.11344631946964082
ADAM10 (102),-0.03522889023481021,0.15456888603351512
ADAM11 (4185),-0.1906115212918433,0.14408811442792394
ADAM12 (8038),-0.0419044882773977,0.11024839551923261
ADAM15 (8751),-0.055343026040797216,0.1091822996414969
ADAM17 (6868),-0.03602635798884962,0.1467028550637015
ADAM18 (8749),0.20428918104527,0.1439882696166392
ADAM19 (8728),0.1573235581422607,0.10140346915167701
ADAM2 (2515),-0.03877888034051156,0.12376348322621326
ADAM20 (8748),0.07901879101115024,0.11622280511601928
ADAM21 (8747),-0.05972737968585269,0.13592444675096296
ADAM22 (53616),-0.17400889115476806,0.11244293864570787
ADAM23 (8745),-0.01791791957013987,0.1216007919530487
ADAM28 (10863),0.10166226264055253,0.09398234766649648
ADAM29 (11086),0.10038693751573102,0.10303049328977396
ADAM30 (11085),-0.1250040687289327,0.1379204859749094
ADAM32 (203102),0.01341719571081418,0.1479811419576276
ADAM33 (80332),-0.0934965999490006,0.1207992331076241
ADAM7 (8756),0.04367791109946559,0.10829439890270495
ADAM8 (101),0.14925052679277018,0.1390299490571918
ADAM9 (8754),-0.032315010520636005,0.10442619148408616
ADAMDEC1 (27299),0.08477990090406884,0.09932648717107793
ADAMTS1 (9510),-0.04095962075744849,0.1329249318402276
ADAMTS10 (81794),-0.13220763353181014,0.111083978283324
ADAMTS12 (81792),0.062021899990790254,0.12316530948880286
ADAMTS13 (11093),0.006085849950897022,0.1287596700471973
ADAMTS14 (140766),0.014030292904548549,0.11870559383717708
ADAMTS15 (170689),0.028579584316777384,0.12890634013544613
ADAMTS16 (170690),0.15667409260627596,0.10615672533589458
ADAMTS17 (170691),-0.029684287101393682,0.1114581694446739
ADAMTS18 (170692),0.12248647622191454,0.10424089951845125
ADAMTS19 (171019),0.07275922969745832,0.10402433865890837
ADAMTS2 (9509),-0.02913127350718802,0.15231713768003824
ADAMTS20 (80070),-0.18307984627846563,0.10027340589597031
ADAMTS3 (9508),-0.1314772732223628,0.1147546821732539
ADAMTS4 (9507),-0.16880736574450061,0.12662472928105872
ADAMTS5 (11096),0.01772728425227465,0.11849439998339181
ADAMTS6 (11174),-0.03130743551889807,0.11269763080334516
ADAMTS8 (11095),0.08452716740440042,0.10979143239429218
ADAMTS9 (56999),-0.12596512800793064,0.10638514226974502
ADAMTSL1 (92949),0.07014360179334753,0.09855514947316796
ADAMTSL2 (9719),0.054548349024029774,0.14244668680394124
ADAMTSL3 (57188),0.007520290243856126,0.1187338094427876
ADAMTSL4 (54507),-0.22862164330530202,0.15521160779536328
ADAMTSL5 (339366),-0.19190871964078898,0.14458050226893726
ADAP1 (11033),-0.06711670421230014,0.12983273935914505
ADAP2 (55803),-0.10568444105239003,0.14166008127306157
ADAR (103),-0.49730645982319693,0.38711264022480923
ADARB1 (104),0.1372473613475044,0.11233348019691469
ADARB2 (105),-0.028000645794115812,0.10336688810812229
ADAT1 (23536),-0.014686038030753927,0.13569836552507655
ADAT2 (134637),-0.28350758987474123,0.3134100042295175
ADAT3 (113179),-0.23987246877838891,0.2240209590243354
ADCK1 (57143),0.024638718418607,0.10195319905647399
ADCK2 (90956),-0.1479917909315306,0.12988833408837655
ADCK5 (203054),-0.06646216644921499,0.14527434734705852
ADCY1 (107),0.009923053662306969,0.10456568135961894
ADCY10 (55811),0.059839244408164634,0.11482780174854464
ADCY2 (108),0.0523853038617105,0.09914089501649992
ADCY3 (109),-0.09672672759111248,0.14988762287906365
ADCY4 (196883),-0.16786422929210135,0.1181473092672942
ADCY6 (112),-0.022603898842928988,0.12258606635300098
ADCY7 (113),0.0882854412084286,0.13011253387770486
ADCY8 (114),-0.046087335340311945,0.11243906705101424
ADCY9 (115),0.13366341840310203,0.12585906473174271
ADCYAP1R1 (117),0.07332020754330702,0.1134276136601596
ADD1 (118),-0.09959982584270582,0.11054882508669744
ADD2 (119),-0.02732882128201155,0.11837284898963797
ADD3 (120),0.07405802550699028,0.11251030922222278
ADGRA1 (84435),-0.003482866322528624,0.11099954255404858
ADGRA2 (25960),0.03584967628388509,0.12824451533836537
ADGRA3 (166647),-0.13269956681359615,0.13926945248299294
ADGRB2 (576),-0.15021387807618658,0.12447393906458992
ADGRB3 (577),-0.026498038308765234,0.11033665412087128
ADGRD1 (283383),-0.007928285465146923,0.12566250770605697
ADGRE1 (2015),0.000398652241094683,0.10342333124045817
ADGRE2 (30817),-0.10403753082756946,0.1695636130540608
ADGRE3 (84658),-0.053877212107466176,0.1493652111790857
ADGRE5 (976),0.03573558775129509,0.12386683900344808
ADGRF1 (266977),-0.0063294512111003775,0.09798332218871744
ADGRF3 (165082),0.07636318426134578,0.12642801367963027
ADGRF4 (221393),0.054536429867530885,0.1269503668888703
ADGRF5 (221395),-0.14755056217416782,0.1292964709799952
ADGRG1 (9289),-0.0584973955638101,0.11992976174847403
ADGRG2 (10149),0.08916169184401689,0.10343113898560101
ADGRG3 (222487),-0.03887691532601573,0.11385799451030053
ADGRG4 (139378),0.06272147217985724,0.1488157804470459
ADGRG5 (221188),-0.007890024116488342,0.10858718981681849
ADGRG6 (57211),0.08963210844080037,0.09623072449890548
ADGRG7 (84873),-0.07989076461134578,0.11011047021029206
ADGRL1 (22859),-5.611488830977417e-05,0.1105587256802127
ADGRL2 (23266),-0.08068118985015595,0.16175455374855943
ADGRL3 (23284),-0.0880758707826606,0.12598937706430416
ADGRL4 (64123),0.013278224992566895,0.11886909347860973
ADGRV1 (84059),-0.03411127390139278,0.10779179438715239
ADH1A (124),0.11571386936273972,0.10475385403265895
ADH1B (125),0.05108488848836696,0.11410796943932527
ADH4 (127),0.12278352317037007,0.1074342791324168
ADH5 (128),-0.24764885110317628,0.1432255314325351
ADH6 (130),-0.03287838025608177,0.11980827675165545
ADH7 (131),0.09011536877139076,0.09825944300972173
ADHFE1 (137872),-0.15991936728895365,0.10216474601979028
ADI1 (55256),0.10232743235076437,0.15067593291145226
ADIG (149685),0.029923730378396744,0.09836126004866975
ADIPOQ (9370),0.10105576255952539,0.10228258708462395
ADIPOR1 (51094),0.013087988255405657,0.1414714818512172
ADIPOR2 (79602),0.03605294568215808,0.1529729475112847
ADIRF (10974),-0.03841793926178882,0.11428918833686852
ADM (133),0.05184762035600599,0.10919380626948862
ADM2 (79924),0.08905883819588466,0.1327610834000926
ADM5 (199800),-0.05558255188332965,0.10184404921934384
ADNP (23394),-0.1763991592041582,0.22858260351661297
ADNP2 (22850),-0.03950042776687325,0.12209589054647117
ADO (84890),0.09116785267556077,0.12447004126849655
ADORA1 (134),-0.0033337765947516126,0.1239724328337446
ADORA2A (135),0.09973729463628667,0.10535474773452233
ADORA2B (136),0.09651906199854249,0.13682030322013522
ADPRH (141),-0.045015210008090396,0.14087149414489558
ADPRHL1 (113622),-0.08353088499829461,0.13139395220071892
ADPRM (56985),2.1630481553827143e-05,0.11018673072473613
ADPRS (54936),-0.18451746428622937,0.13500510722135048
ADRA1A (148),0.13613544558167834,0.11147164919329322
ADRA1D (146),0.03699930478314388,0.11392795469109344
ADRA2B (151),-0.08211294213617518,0.11889072884655326
ADRA2C (152),0.016066634542107792,0.1008277090453488
ADRB1 (153),0.1541237572339523,0.10221668605828386
ADRB2 (154),0.004403681211412779,0.13421668844656068
ADRB3 (155),-0.014971572434074917,0.09507327091880285
ADRM1 (11047),-0.3399004376883723,0.2387853387467146
ADSL (158),-1.0864581165553242,0.5935191834953562
ADSS1 (122622),0.00854022255849555,0.15308267044871587
ADSS2 (159),-0.5545481512400497,0.3631104080086512
ADTRP (84830),0.08443367062821155,0.11964136177223747
AEBP2 (121536),0.001706479158408989,0.12807288337818876
AEN (64782),0.014932463007685057,0.10783417588911606
AFAP1 (60312),0.11374594978640909,0.09893715054528342
AFAP1L1 (134265),0.04020487067722428,0.1278116518652428
AFAP1L2 (84632),-0.07033579890632771,0.10982786784868853
AFDN (4301),-0.04072736373876801,0.17469981516200667
AFF1 (4299),0.03707862274268452,0.14201280140155856
AFF2 (2334),0.0074058775424959925,0.12505457840665493
AFF3 (3899),-0.14961160131535176,0.14343982066361444
AFF4 (27125),-0.08365685436153528,0.14510880410492147
AFG1L (246269),0.1493318305504397,0.12662495518189298
AFG3L2 (10939),-1.3919629959262567,0.34923467588339385
AFM (173),-0.005722877474222025,0.1242339193080424
AFMID (125061),-0.03280706765347032,0.11836282070197524
AFP (174),-0.03550313930825133,0.11528475976138965
AFTPH (54812),0.029048559034898933,0.1460024683965529
AGA (175),0.08242468900183254,0.10051944986766714
AGAP1 (116987),0.03015338322996695,0.1298281368825989
AGAP2 (116986),-0.2517729013147923,0.15990443899856027
AGAP6 (414189),-0.41505225906002374,0.23906665278944186
AGBL1 (123624),0.03379121295804749,0.10649554889698098
AGBL2 (79841),0.04417754028305824,0.1258975893544542
AGBL3 (340351),-0.14690571653150508,0.12300022330131591
AGBL4 (84871),-0.10498141882293638,0.14429911545164967
AGBL5 (60509),-0.08312664898770088,0.10757648488961652
AGER (177),0.0910338517319888,0.10208534086780773
AGFG1 (3267),0.12118982022733951,0.14169200432117898
AGFG2 (3268),-0.03389307433056689,0.12049206280678523
AGGF1 (55109),0.13949775848936033,0.1363432028695629
AGK (55750),-0.011870669981169915,0.11557866207962454
AGL (178),-0.11983745663830048,0.13380831900712595
AGMAT (79814),-0.05256989624046689,0.12265022781333021
AGMO (392636),-0.006259635229837465,0.098107980628542
AGO1 (26523),-0.11845527128459106,0.13055235562303732
AGO3 (192669),-0.16489903827888375,0.12106053400588833
AGO4 (192670),-0.05644521122579301,0.10506657311579307
AGPAT1 (10554),-0.13181821742371333,0.19354359287939585
AGPAT2 (10555),-0.08171852829864212,0.14638169933574666
AGPAT3 (56894),0.015736622823202023,0.12686259334695657
AGPAT4 (56895),0.07768934534891743,0.11580121091146607
AGPAT5 (55326),0.01357568916710164,0.16574438291808236
AGPS (8540),-0.0009573493382928499,0.13861222960677835
AGR2 (10551),-0.030864243890268993,0.14713276261144453
AGR3 (155465),0.011087006416044338,0.12454345441147975
AGRN (375790),-0.038082048243053404,0.13576285397716212
AGRP (181),-0.07896204782544587,0.10387622886451635
AGT (183),0.03169317002167492,0.11656813042399901
AGTPBP1 (23287),0.003013633861000917,0.11328343416871556
AGTR1 (185),-0.08541287000903607,0.12340414761493726
AGTR2 (186),0.0313890021894969,0.1232219037014507
AGTRAP (57085),0.13598807806005556,0.10416825869875498
AGXT (189),0.0699805562038384,0.11552719043829981
AGXT2 (64902),0.08045143963104608,0.13811388924823229
AHCTF1 (25909),-1.1636918532714537,0.2973161441249749
AHCY (191),-0.4450424827678275,0.3687059959845205
AHCYL1 (10768),-0.378267304718557,0.3268123094226029
AHCYL2 (23382),-0.09662569290505213,0.10809136535353667
AHDC1 (27245),-0.11765107569779357,0.13239142854031524
AHI1 (54806),-0.1378297461302132,0.11745984314972824
AHNAK (79026),-0.15629623093219766,0.1362897871094343
AHNAK2 (113146),0.11858127223099495,0.13878299321854465
AHR (196),-0.03342824521136401,0.26720046744177556
AHRR (57491),-0.04369753738741157,0.134171925687543
AHSA1 (10598),-0.09175047887323934,0.13850156268074068
AHSG (197),0.014800120200825518,0.12971914078947286
AHSP (51327),0.10287731821627343,0.1526251163745129
AICDA (57379),0.022301487726848347,0.1019510647996912
AIDA (64853),0.044696069759214654,0.1501191201330835
AIF1 (199),-0.1652049293752106,0.10859604593617406
AIF1L (83543),-0.09099418282135029,0.1344898629651925
AIFM1 (9131),-0.34970277116392007,0.3923583022939364
AIFM2 (84883),-0.037080688938181075,0.13806065909554796
AIFM3 (150209),-0.1000043238749108,0.1413479284898461
AIG1 (51390),0.0964636583677785,0.13562481781650257
AIM2 (9447),0.005316759386457333,0.1216467165954023
AIMP1 (9255),-0.07625207935589122,0.131326959642614
AIMP2 (7965),-0.12329104360984543,0.1301784027511714
AIP (9049),-0.12486942462844065,0.19409009175802258
AIPL1 (23746),-0.11019697617787237,0.0933561093957716
AIRE (326),0.16156377152341106,0.09579038136631197
AJAP1 (55966),0.0610544003464378,0.11297671262926304
AJM1 (389813),-0.1745587968738546,0.15249660048661903
AJUBA (84962),0.030539462530797704,0.17225029219075444
AK1 (203),-0.20506514633000333,0.1402740052910307
AK3 (50808),-0.04136208200326896,0.1411125207435876
AK4 (205),-0.3930309913511945,0.19973273781363537
AK5 (26289),0.05422486654068753,0.1385583992170129
AK6 (102157402),-1.0253650783478043,0.5040921896647556
AK7 (122481),0.023188810934581378,0.11024540123247009
AK8 (158067),-0.08975016885052996,0.10981041267333966
AK9 (221264),0.038304537529456104,0.11860387021638175
AKAIN1 (642597),0.1472309679477835,0.10388596015691398
AKAP1 (8165),-0.07497109617407763,0.11262662457859339
AKAP10 (11216),-0.05440339649062916,0.14486666598313333
AKAP11 (11215),-0.032895604195982864,0.10620029614189659
AKAP12 (9590),-0.07160712504774017,0.114357600056127
AKAP13 (11214),0.007352639154901854,0.15361722453481796
AKAP14 (158798),0.03411676632382139,0.09513635389222558
AKAP3 (10566),-0.09776775611851778,0.10865560182347599
AKAP4 (8852),-0.027902920148565307,0.09823154142034338
AKAP5 (9495),-0.05590419216665597,0.11183579782728204
AKAP6 (9472),-0.026988164956451947,0.11698108034154148
AKAP7 (9465),-0.0015251845293098732,0.1164690661614309
AKAP8 (10270),-0.029555691205055138,0.10281148054576356
AKAP8L (26993),-0.19676594353844712,0.13040922727406035
AKAP9 (10142),-0.08350831280422388,0.12755117278020087
AKIP1 (56672),-0.07143188195532449,0.12486818794013001
AKIRIN1 (79647),-0.21393870533644843,0.20478928232165344
AKIRIN2 (55122),-1.0587216692566157,0.28958741253132153
AKNA (80709),-0.05569186246838078,0.11393110138966206
AKNAD1 (254268),-0.09439639819712552,0.11673729772109036
AKR1A1 (10327),0.06505974444755475,0.10645995852550785
AKR1B1 (231),0.06723914744230239,0.1818225588755027
AKR1B10 (57016),0.09956589307198604,0.11809517220043711
AKR1B15 (441282),-0.23345612441369887,0.1549406895295321
AKR1C2 (1646),0.006939841038165283,0.1301803646971121
AKR1C3 (8644),0.04962551862707454,0.11201793614634477
AKR1C4 (1109),0.09976348929484488,0.10667482384515346
AKR1D1 (6718),-0.1061586698794307,0.12981197451568652
AKR1E2 (83592),0.17762275084745488,0.10572587401874156
AKR7A2 (8574),0.04731059662067533,0.13179663265720423
AKR7A3 (22977),-0.09425764737151932,0.13209081498310027
AKT1 (207),-0.07077851571902452,0.18479687194292266
AKT1S1 (84335),0.06420227992941754,0.13041869646791482
AKT3 (10000),0.05164002495305553,0.14300749806443977
AKTIP (64400),-0.2884779002074471,0.15713388405863327
ALAD (210),-0.13151593400894773,0.21003758534681957
ALAS2 (212),0.08936481988592673,0.10551561426365894
ALB (213),0.06011704436783178,0.09898680823738576
ALCAM (214),-0.051971966647439666,0.12066142410244977
ALDH16A1 (126133),0.05692381687354304,0.11415971342812026
